ind,attr,val
553,Address2,empty
553,Address3,empty
553,city,montgomery
553,State,al
553,Zipcode,36106
553,countyName,montgomery
553,PhoneNumber,3342938000
553,HospitalType,acute care hospitals
553,HospitalOwner,voluntary non-profit - private
553,EmergencyService,yes
553,condition,pneumonia
553,Measurecode,pn-2
553,MeasureName,pneumonia patients assessed and given pneumococcal vaccination
553,Score,85%
553,Sample,243 patients
553,Stateavg,al_pn-2
554,ProviderNumber,10024
554,HospitalName,jackson hospital & clinic inc
554,Address1,1725 pine street
554,Address2,empty
554,Address3,empty
554,city,montgomery
554,State,al
554,Zipcode,36106
554,countyName,montgomery
554,PhoneNumber,3342938000
554,HospitalType,acute care hospitals
554,HospitalOwner,voluntary non-profit - private
554,EmergencyService,yes
554,condition,pneumonia
554,Measurecode,pn-3b
554,MeasureName,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics
554,Score,95%
554,Sample,230 patients
554,Stateavg,al_pn-3b
555,ProviderNumber,10024
555,HospitalName,jackson hospital & clinic inc
555,Address1,1725 pine street
555,Address2,empty
555,Address3,empty
555,city,montgomery
555,State,al
555,Zipcode,36106
555,countyName,montgomery
555,PhoneNumber,3342938000
555,HospitalType,acute care hospitals
555,HospitalOwner,voluntary non-profit - private
555,EmergencyService,yes
555,condition,pneumonia
555,Measurecode,pn-4
555,MeasureName,pneumonia patients given smoking cessation advice/counseling
555,Score,91%
555,Sample,74 patients
555,Stateavg,al_pn-4
556,ProviderNumber,10024
556,HospitalName,jackson hospital & clinic inc
556,Address1,1725 pine street
556,Address2,empty
556,Address3,empty
556,city,montgomery
556,State,al
556,Zipcode,36106
556,countyName,montgomery
556,PhoneNumber,3342938000
556,HospitalType,acute care hospitals
556,HospitalOwner,voluntary non-profit - private
556,EmergencyService,yes
556,condition,pneumonia
556,Measurecode,pn-5c
556,MeasureName,pneumonia patients given initial antibiotic(s) within 6 hours after arrival
556,Score,88%
556,Sample,233 patients
556,Stateavg,al_pn-5c
557,ProviderNumber,10024
557,HospitalName,jackson hospital & clinic inc
557,Address1,1725 pine street
557,Address2,empty
557,Address3,empty
557,city,montgomery
557,State,al
557,Zipcode,36106
557,countyName,montgomery
557,PhoneNumber,3342938000
557,HospitalType,acute care hospitals
557,HospitalOwner,voluntary non-profit - private
557,EmergencyService,yes
557,condition,pneumonia
557,Measurecode,pn-6
557,MeasureName,pneumonia patients given the most appropriate initial antibiotic(s)
557,Score,82%
557,Sample,97 patients
557,Stateavg,al_pn-6
558,ProviderNumber,10024
558,HospitalName,jackson hospital & clinic inc
558,Address1,1725 pine street
558,Address2,empty
558,Address3,empty
558,city,montgomery
558,State,al
558,Zipcode,36106
558,countyName,montgomery
558,PhoneNumber,3342938000
558,HospitalType,acute care hospitals
558,HospitalOwner,voluntary non-profit - private
558,EmergencyService,yes
558,condition,pneumonia
558,Measurecode,pn-7
558,MeasureName,pneumonia patients assessed and given influenza vaccination
558,Score,82%
558,Sample,184 patients
558,Stateavg,al_pn-7
559,ProviderNumber,10024
559,HospitalName,jackson hospital & clinic inc
559,Address1,1725 pine street
559,Address2,empty
559,Address3,empty
559,city,montgomery
559,State,al
559,Zipcode,36106
559,countyName,montgomery
559,PhoneNumber,3342938000
559,HospitalType,acute care hospitals
559,HospitalOwner,voluntary non-profit - private
559,EmergencyService,yes
559,condition,surgical infection prevention
559,Measurecode,scip-card-2
559,MeasureName,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery
559,Score,67%
559,Sample,180 patients
559,Stateavg,al_scip-card-2
560,ProviderNumber,10024
560,HospitalName,jackson hospital & clinic inc
560,Address1,1725 pine street
560,Address2,empty
560,Address3,empty
560,city,montgomery
560,State,al
560,Zipcode,36106
560,countyName,montgomery
560,PhoneNumber,3342938000
560,HospitalType,acute care hospitals
560,HospitalOwner,voluntary non-profit - private
560,EmergencyService,yes
560,condition,surgical infection prevention
560,Measurecode,scip-inf-1
560,MeasureName,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection
560,Score,78%
560,Sample,844 patients
560,Stateavg,al_scip-inf-1
561,ProviderNumber,10024
561,HospitalName,jackson hospital & clinic inc
561,Address1,1725 pine street
561,Address2,empty
561,Address3,empty
561,city,montgomery
561,State,al
561,Zipcode,36106
561,countyName,montgomery
561,PhoneNumber,3342938000
561,HospitalType,acute care hospitals
561,HospitalOwner,voluntary non-profit - private
561,EmergencyService,yes
561,condition,surgical infection prevention
561,Measurecode,scip-inf-2
561,MeasureName,surgery patients who were given the  right kind  of antibiotic to help prevent infection
561,Score,98%
561,Sample,827 patients
561,Stateavg,al_scip-inf-2
562,ProviderNumber,10024
562,HospitalName,jackson hospital & clinic inc
562,Address1,1725 pine street
562,Address2,empty
562,Address3,empty
562,city,montgomery
562,State,al
562,Zipcode,36106
562,countyName,montgomery
562,PhoneNumber,3342938000
562,HospitalType,acute care hospitals
562,HospitalOwner,voluntary non-profit - private
562,EmergencyService,yes
562,condition,surgical infection prevention
562,Measurecode,scip-inf-3
562,MeasureName,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery)
562,Score,83%
562,Sample,817 patients
562,Stateavg,al_scip-inf-3
563,ProviderNumber,10024
563,HospitalName,jackson hospital & clinic inc
563,Address1,1725 pine street
563,Address2,empty
563,Address3,empty
563,city,montgomery
563,State,al
563,Zipcode,36106
563,countyName,montgomery
563,PhoneNumber,3342938000
563,HospitalType,acute care hospitals
563,HospitalOwner,voluntary non-profit - private
563,EmergencyService,yes
563,condition,surgical infection prevention
563,Measurecode,scip-inf-4
563,MeasureName,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery
563,Score,72%
563,Sample,270 patients
563,Stateavg,al_scip-inf-4
564,ProviderNumber,10024
564,HospitalName,jackson hospital & clinic inc
564,Address1,1725 pine street
564,Address2,empty
564,Address3,empty
564,city,montgomery
564,State,al
564,Zipcode,36106
564,countyName,montgomery
564,PhoneNumber,3342938000
564,HospitalType,acute care hospitals
564,HospitalOwner,voluntary non-profit - private
564,EmergencyService,yes
564,condition,surgical infection prevention
564,Measurecode,scip-inf-6
564,MeasureName,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor)
564,Score,97%
564,Sample,1062 patients
564,Stateavg,al_scip-inf-6
565,ProviderNumber,10024
565,HospitalName,jackson hospital & clinic inc
565,Address1,1725 pine street
565,Address2,empty
565,Address3,empty
565,city,montgomery
565,State,al
565,Zipcode,36106
565,countyName,montgomery
565,PhoneNumber,3342938000
565,HospitalType,acute care hospitals
565,HospitalOwner,voluntary non-profit - private
565,EmergencyService,yes
565,condition,surgical infection prevention
565,Measurecode,scip-vte-1
565,MeasureName,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries
565,Score,92%
565,Sample,263 patients
565,Stateavg,al_scip-vte-1
566,ProviderNumber,10024
566,HospitalName,jackson hospital & clinic inc
566,Address1,1725 pine street
566,Address2,empty
566,Address3,empty
566,city,montgomery
566,State,al
566,Zipcode,36106
566,countyName,montgomery
566,PhoneNumber,3342938000
566,HospitalType,acute care hospitals
566,HospitalOwner,voluntary non-profit - private
566,EmergencyService,yes
566,condition,surgical infection prevention
566,Measurecode,scip-vte-2
566,MeasureName,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery
566,Score,87%
566,Sample,259 patients
566,Stateavg,al_scip-vte-2
567,ProviderNumber,10025
567,HospitalName,g h lanier memorial hospital
567,Address1,4800 48th st
567,Address2,empty
567,Address3,empty
567,city,valley
567,State,al
567,Zipcode,36854
567,countyName,chambers
567,PhoneNumber,3347561400
567,HospitalType,acute care hospitals
567,HospitalOwner,voluntary non-profit - other
567,EmergencyService,yes
567,condition,heart attack
567,Measurecode,ami-1
567,MeasureName,heart attack patients given aspirin at arrival
567,Score,92%
567,Sample,24 patients
567,Stateavg,al_ami-1
568,ProviderNumber,10025
568,HospitalName,g h lanier memorial hospital
568,Address1,4800 48th st
568,Address2,empty
568,Address3,empty
568,city,valley
568,State,al
568,Zipcode,36854
568,countyName,chambers
568,PhoneNumber,3347561400
568,HospitalType,acute care hospitals
568,HospitalOwner,voluntary non-profit - other
568,EmergencyService,yes
568,condition,heart attack
568,Measurecode,ami-2
568,MeasureName,heart attack patients given aspirin at discharge
568,Score,90%
568,Sample,10 patients
568,Stateavg,al_ami-2
569,ProviderNumber,10025
569,HospitalName,g h lanier memorial hospital
569,Address1,4800 48th st
569,Address2,empty
569,Address3,empty
569,city,valley
569,State,al
569,Zipcode,36854
569,countyName,chambers
569,PhoneNumber,3347561400
569,HospitalType,acute care hospitals
569,HospitalOwner,voluntary non-profit - other
569,EmergencyService,yes
569,condition,heart attack
569,Measurecode,ami-3
569,MeasureName,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd)
569,Score,100%
569,Sample,1 patients
569,Stateavg,al_ami-3
570,ProviderNumber,10025
570,HospitalName,g h lanier memorial hospital
570,Address1,4800 48th st
570,Address2,empty
570,Address3,empty
570,city,valley
570,State,al
570,Zipcode,36854
570,countyName,chambers
570,PhoneNumber,3347561400
570,HospitalType,acute care hospitals
570,HospitalOwner,voluntary non-profit - other
570,EmergencyService,yes
570,condition,heart attack
570,Measurecode,ami-4
570,MeasureName,heart attack patients given smoking cessation advice/counseling
570,Score,50%
570,Sample,4 patients
570,Stateavg,al_ami-4
571,ProviderNumber,10025
571,HospitalName,g h lanier memorial hospital
571,Address1,4800 48th st
571,Address2,empty
571,Address3,empty
571,city,valley
571,State,al
571,Zipcode,36854
571,countyName,chambers
571,PhoneNumber,3347561400
571,HospitalType,acute care hospitals
571,HospitalOwner,voluntary non-profit - other
571,EmergencyService,yes
571,condition,heart attack
571,Measurecode,ami-5
571,MeasureName,heart attack patients given beta blocker at discharge
571,Score,92%
571,Sample,13 patients
571,Stateavg,al_ami-5
572,ProviderNumber,10025
572,HospitalName,g h lanier memorial hospital
572,Address1,4800 48th st
572,Address2,empty
572,Address3,empty
572,city,valley
572,State,al
572,Zipcode,36854
572,countyName,chambers
572,PhoneNumber,3347561400
572,HospitalType,acute care hospitals
572,HospitalOwner,voluntary non-profit - other
572,EmergencyService,yes
572,condition,heart attack
572,Measurecode,ami-7a
572,MeasureName,heart attack patients given fibrinolytic medication within 30 minutes of arrival
572,Score,0%
572,Sample,2 patients
572,Stateavg,al_ami-7a
573,ProviderNumber,10025
573,HospitalName,g h lanier memorial hospital
573,Address1,4800 48th st
573,Address2,empty
573,Address3,empty
573,city,valley
573,State,al
573,Zipcode,36854
573,countyName,chambers
573,PhoneNumber,3347561400
573,HospitalType,acute care hospitals
573,HospitalOwner,voluntary non-profit - other
573,EmergencyService,yes
573,condition,heart attack
573,Measurecode,ami-8a
573,MeasureName,heart attack patients given pci within 90 minutes of arrival
573,Score,empty
573,Sample,0 patients
573,Stateavg,al_ami-8a
574,ProviderNumber,10025
574,HospitalName,g h lanier memorial hospital
574,Address1,4800 48th st
574,Address2,empty
574,Address3,empty
574,city,valley
574,State,al
574,Zipcode,36854
574,countyName,chambers
574,PhoneNumber,3347561400
574,HospitalType,acute care hospitals
574,HospitalOwner,voluntary non-profit - other
574,EmergencyService,yes
574,condition,heart failure
574,Measurecode,hf-1
574,MeasureName,heart failure patients given discharge instructions
574,Score,54%
574,Sample,137 patients
574,Stateavg,al_hf-1
575,ProviderNumber,10025
575,HospitalName,g h lanier memorial hospital
575,Address1,4800 48th st
575,Address2,empty
575,Address3,empty
575,city,valley
575,State,al
575,Zipcode,36854
575,countyName,chambers
575,PhoneNumber,3347561400
575,HospitalType,acute care hospitals
575,HospitalOwner,voluntary non-profit - other
575,EmergencyService,yes
575,condition,heart failure
575,Measurecode,hf-2
575,MeasureName,heart failure patients given an evaluation of left ventricular systolic (lvs) function
575,Score,99%
575,Sample,164 patients
575,Stateavg,al_hf-2
576,ProviderNumber,10025
576,HospitalName,g h lanier memorial hospital
576,Address1,4800 48th st
576,Address2,empty
576,Address3,empty
576,city,valley
576,State,al
576,Zipcode,36854
576,countyName,chambers
576,PhoneNumber,3347561400
576,HospitalType,acute care hospitals
576,HospitalOwner,voluntary non-profit - other
576,EmergencyService,yes
576,condition,heart failure
576,Measurecode,hf-3
576,MeasureName,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd)
576,Score,96%
576,Sample,75 patients
576,Stateavg,al_hf-3
577,ProviderNumber,10025
577,HospitalName,g h lanier memorial hospital
577,Address1,4800 48th st
577,Address2,empty
577,Address3,empty
577,city,valley
577,State,al
577,Zipcode,36854
577,countyName,chambers
577,PhoneNumber,3347561400
577,HospitalType,acute care hospitals
577,HospitalOwner,voluntary non-profit - other
