aa	AA-2312-DFW-DTW	December 15, 2011               08:25 PM    	December 15, 2011     	 A34	December 15, 2011               11:50 PM    	December 15, 2011     	 D32    
myrateplan	AA-3533-MIA-CLT		12/15/11 10:32 PM (-05:00)			12/16/11 12:16 AM (-05:00)	
helloflight	AA-3533-MIA-CLT		12/15/11 10:32 PM (-05:00)			12/16/11 12:16 AM (-05:00)	
flytecomm	AA-3533-MIA-CLT		12/15/11 10:32 PM (-05:00)			12/16/11 12:16 AM (-05:00)	
flightaware	AA-3533-MIA-CLT	2011-12-15 10:15PM EST	2011-12-15 10:32PM EST	 D60M 	2011-12-15 12:20AM EST	2011-12-15 12:04AM EST	 A11 
wunderground	AA-3533-MIA-CLT	2011-12-15 10:15PM EST	2011-12-15 10:32PM EST	 D60M 	2011-12-15 12:20AM EST	2011-12-15 12:04AM EST	 A11 
flights	AA-3533-MIA-CLT	10:15 PM  Thu 15-Dec-2011		D60	12:15 AM  Fri 16-Dec-2011		A11
businesstravellogue	AA-3533-MIA-CLT	10:15 PM  Thu 15-Dec-2011		D60	12:15 AM  Fri 16-Dec-2011		A11
flylouisville	AA-3533-MIA-CLT	10:15 PM  Thu 15-Dec-2011		D60	12:15 AM  Fri 16-Dec-2011		A11
flightstats	AA-3533-MIA-CLT	2011-12-15 10:15 PM	2011-12-15 10:15 PM (Estimated)		2011-12-15 12:15 AM	2011-12-15 12:15 AM (Estimated)	
quicktrip	AA-3533-MIA-CLT	2011-12-15 10:15 PM	2011-12-15 10:15 PM (Estimated)		2011-12-15 12:15 AM	2011-12-15 12:15 AM (Estimated)	
world-flight-tracker	AA-3533-MIA-CLT	2011-12-15 10:15 PM	2011-12-15 10:15 PM (Estimated)		2011-12-15 12:15 AM	2011-12-15 12:15 AM (Estimated)	
flightview	AA-3533-MIA-CLT	10:15 PM, Dec 15			12:15 AM, Dec 16		
panynj	AA-3533-MIA-CLT	10:15 PM, Dec 15			12:15 AM, Dec 16		
gofox	AA-3533-MIA-CLT	10:15 PM, Dec 15			12:15 AM, Dec 16		
foxbusiness	AA-3533-MIA-CLT	10:15 PM, Dec 15			12:15 AM, Dec 16		
allegiantair	AA-3533-MIA-CLT	10:15 PM, Dec 15			12:15 AM, Dec 16		
boston	AA-3533-MIA-CLT	10:15 PM, Dec 15	Not Available		12:15 AM, Dec 16	Not Available	
travelocity	AA-3533-MIA-CLT	Dec 15 - 10:15pm	Dec 15 - Not Available	D60	Dec 16 - 12:15am	Dec 16 - Not Available	A11
orbitz	AA-3533-MIA-CLT	10:15pDec 15		 D60	12:15aDec 16		 A11
weather	AA-3533-MIA-CLT	2011-12-15 10:15 PM			2011-12-15 12:15 AM		
ifly	AA-3533-MIA-CLT	2011-12-15 10:15 PM	2011-12-15 10:15 PM (Estimated)		2011-12-15 12:15 AM	2011-12-15 12:15 AM (Estimated)	
usatoday	AA-3533-MIA-CLT	2011-12-15 10:15 PM			2011-12-15 12:15 AM		
mytripandmore	AA-3533-MIA-CLT	10:15pDec 15		 D60	12:15aDec 16		 A11
flightwise	AA-3533-MIA-CLT	2011-12-15 10:15PM EST	2011-12-15 10:32PM EST	 D60M 	2011-12-15 12:20AM EST	2011-12-15 12:04AM EST	 A11 
ua	UA-1115-IAH-SEA	Thu, Dec 15 11:14 AM	Thu, Dec 15 11:24 AM	C-29	Thu, Dec 15 2:13 PM	Thu, Dec 15 1:51 PM	B11
flightexplorer	UA-1115-IAH-SEA		12/15/2011 11:40AM CST			12/15/2011 1:39PM PST	
airtravelcenter	UA-1115-IAH-SEA	12/15/11 11:14 AM (-06:00)			12/15/11 2:13 PM (-08:00)		
myrateplan	UA-1115-IAH-SEA	12/15/11 11:14 AM (-06:00)			12/15/11 2:13 PM (-08:00)		
helloflight	UA-1115-IAH-SEA	12/15/11 11:14 AM (-06:00)			12/15/11 2:13 PM (-08:00)		
flytecomm	UA-1115-IAH-SEA	12/15/11 11:14 AM (-06:00)			12/15/11 2:13 PM (-08:00)		
flightaware	UA-1115-IAH-SEA	2011-12-15 11:14AM CST	2011-12-15 11:41AM CST	 29 	2011-12-15 01:24PM PST	2011-12-15 01:39PM PST	 B11 
wunderground	UA-1115-IAH-SEA	2011-12-15 11:14AM CST	2011-12-15 11:41AM CST	 29 	2011-12-15 01:24PM PST	2011-12-15 01:39PM PST	 B11 
flights	UA-1115-IAH-SEA	11:14 AM  Thu 15-Dec-2011		29	02:13 PM  Thu 15-Dec-2011		11
businesstravellogue	UA-1115-IAH-SEA	11:14 AM  Thu 15-Dec-2011		29	02:13 PM  Thu 15-Dec-2011		11
flylouisville	UA-1115-IAH-SEA	11:14 AM  Thu 15-Dec-2011		29	02:13 PM  Thu 15-Dec-2011		11
world-flight-tracker	UA-1115-IAH-SEA	2011-12-15 11:14 AM	2011-12-15 11:24 AM		2011-12-15 2:13 PM	2011-12-15 1:51 PM (Estimated)	
flightview	UA-1115-IAH-SEA	11:14 AM, Dec 15	11:41 AM, Dec 15		2:13 PM, Dec 15		
panynj	UA-1115-IAH-SEA	11:14 AM, Dec 15	11:41 AM, Dec 15		2:13 PM, Dec 15		
gofox	UA-1115-IAH-SEA	11:14 AM, Dec 15	11:41 AM, Dec 15		2:13 PM, Dec 15		
foxbusiness	UA-1115-IAH-SEA	11:14 AM, Dec 15	11:41 AM, Dec 15		2:13 PM, Dec 15		
allegiantair	UA-1115-IAH-SEA	11:14 AM, Dec 15	11:41 AM, Dec 15		2:13 PM, Dec 15		
boston	UA-1115-IAH-SEA	11:14 AM, Dec 15	11:41 AM, Dec 15		2:13 PM, Dec 15	1:45 PM, Dec 15&nbsp(Estimated)	
travelocity	UA-1115-IAH-SEA	Dec 15 - 11:14am	Dec 15 - Contact Airline	Not provided by airline	Dec 15 - 2:13pm	Dec 15 - Contact Airline	Not provided by airline
orbitz	UA-1115-IAH-SEA	11:14aDec 15	11:24aDec 15	 C-29	1:29pDec 15		 B11
weather	UA-1115-IAH-SEA	2011-12-15 11:14 AM	2011-12-15 11:41 AM		2011-12-15 02:13 PM	2011-12-15 01:45 PM	
usatoday	UA-1115-IAH-SEA	11:14 AM, Dec 15	11:41 AM, Dec 15		2:13 PM, Dec 15	1:45 PM, Dec 15&nbsp(Estimated)	
mytripandmore	UA-1115-IAH-SEA	Dec 15 - 11:14am	Dec 15 - Contact Airline	Not provided by airline	Dec 15 - 2:13pm	Dec 15 - Contact Airline	Not provided by airline
flightarrival	UA-1115-IAH-SEA	2011-12-15 11:14 AM	2011-12-15 11:41 AM		2011-12-15 02:13 PM	2011-12-15 01:45 PM	
ua	UA-5566-SFO-EUG	Thu, Dec 15 8:30 PM	Thu, Dec 15 8:30 PM	76B	Thu, Dec 15 10:07 PM	Thu, Dec 15 10:07 PM	--
airtravelcenter	UA-5566-SFO-EUG	12/15/11 8:30 PM (-08:00)			12/15/11 10:07 PM (-08:00)		
myrateplan	UA-5566-SFO-EUG	12/15/11 8:30 PM (-08:00)			12/15/11 10:07 PM (-08:00)		
helloflight	UA-5566-SFO-EUG	12/15/11 8:30 PM (-08:00)			12/15/11 10:07 PM (-08:00)		
flytecomm	UA-5566-SFO-EUG	12/15/11 8:30 PM (-08:00)			12/15/11 10:07 PM (-08:00)		
flightaware	UA-5566-SFO-EUG	2011-12-15 08:30PM PST	2011-12-15 08:40PM PST	 76B 	2011-12-15 09:47PM PST	2011-12-15 09:57PM PST	
wunderground	UA-5566-SFO-EUG	2011-12-15 08:30PM PST	2011-12-15 08:40PM PST	 76B 	2011-12-15 09:47PM PST	2011-12-15 09:57PM PST	
flights	UA-5566-SFO-EUG	08:30 PM  Thu 15-Dec-2011			10:07 PM  Thu 15-Dec-2011		
businesstravellogue	UA-5566-SFO-EUG	08:30 PM  Thu 15-Dec-2011			10:07 PM  Thu 15-Dec-2011		
flylouisville	UA-5566-SFO-EUG	08:30 PM  Thu 15-Dec-2011			10:07 PM  Thu 15-Dec-2011		
world-flight-tracker	UA-5566-SFO-EUG	2011-12-15 8:30 PM	2011-12-15 8:44 PM (Estimated runway)		2011-12-15 10:07 PM	2011-12-15 9:53 PM (Estimated runway)	
flightview	UA-5566-SFO-EUG	8:30 PM, Dec 15			10:07 PM, Dec 15		
panynj	UA-5566-SFO-EUG	8:30 PM, Dec 15			10:07 PM, Dec 15		
gofox	UA-5566-SFO-EUG	8:30 PM, Dec 15			10:07 PM, Dec 15		
foxbusiness	UA-5566-SFO-EUG	8:30 PM, Dec 15			10:07 PM, Dec 15		
allegiantair	UA-5566-SFO-EUG	8:30 PM, Dec 15			10:07 PM, Dec 15		
boston	UA-5566-SFO-EUG	8:30 PM, Dec 15	Not Available		10:07 PM, Dec 15	Not Available	
travelocity	UA-5566-SFO-EUG	Dec 15 - 8:30pm	Dec 15 - Not Available	76B	Dec 15 - 10:07pm	Dec 15 - Not Available	CHK
orbitz	UA-5566-SFO-EUG	8:30pDec 15		 76B	10:07pDec 15		 -
usatoday	UA-5566-SFO-EUG	8:30 PM, Dec 15	Not Available		10:07 PM, Dec 15	Not Available	
flightarrival	UA-5566-SFO-EUG	8:30 PM, Dec 15	Not Available		10:07 PM, Dec 15	Not Available	
aa	AA-1721-MIA-MBJ	December 15, 2011               09:30 AM    	December 15, 2011               09:35 AM    	 D43	December 15, 2011               11:05 AM    	December 15, 2011               11:03 AM    	 2    
airtravelcenter	AA-1721-MIA-MBJ		12/15/11 9:46 AM (-05:00)			12/15/11 10:59 AM (-05:00)	
myrateplan	AA-1721-MIA-MBJ		12/15/11 9:46 AM (-05:00)			12/15/11 10:59 AM (-05:00)	
helloflight	AA-1721-MIA-MBJ		12/15/11 9:46 AM (-05:00)			12/15/11 10:59 AM (-05:00)	
flytecomm	AA-1721-MIA-MBJ		12/15/11 9:46 AM (-05:00)			12/15/11 10:59 AM (-05:00)	
flights	AA-1721-MIA-MBJ	09:30 AM  Thu 15-Dec-2011	09:35 AM  Thu 15-Dec-2011	D43	11:05 AM  Thu 15-Dec-2011	11:03 AM  Thu 15-Dec-2011	2
businesstravellogue	AA-1721-MIA-MBJ	09:30 AM  Thu 15-Dec-2011	09:35 AM  Thu 15-Dec-2011	D43	11:05 AM  Thu 15-Dec-2011	11:03 AM  Thu 15-Dec-2011	2
flylouisville	AA-1721-MIA-MBJ	09:30 AM  Thu 15-Dec-2011	09:35 AM  Thu 15-Dec-2011	D43	11:05 AM  Thu 15-Dec-2011	11:03 AM  Thu 15-Dec-2011	2
world-flight-tracker	AA-1721-MIA-MBJ	2011-12-15 9:30 AM	2011-12-15 9:35 AM		2011-12-15 11:05 AM	2011-12-15 11:03 AM	
flightview	AA-1721-MIA-MBJ	9:30 AM, Dec 15	9:46 AM, Dec 15		11:05 AM, Dec 15	10:54 AM, Dec 15	
panynj	AA-1721-MIA-MBJ	9:30 AM, Dec 15	9:46 AM, Dec 15		11:05 AM, Dec 15	10:54 AM, Dec 15	
gofox	AA-1721-MIA-MBJ	9:30 AM, Dec 15	9:46 AM, Dec 15		11:05 AM, Dec 15	10:54 AM, Dec 15	
foxbusiness	AA-1721-MIA-MBJ	9:30 AM, Dec 15	9:46 AM, Dec 15		11:05 AM, Dec 15	10:54 AM, Dec 15	
allegiantair	AA-1721-MIA-MBJ	9:30 AM, Dec 15	9:46 AM, Dec 15		11:05 AM, Dec 15	10:54 AM, Dec 15	
boston	AA-1721-MIA-MBJ	9:30 AM, Dec 15	9:46 AM, Dec 15		11:05 AM, Dec 15	10:54 AM, Dec 15	
travelocity	AA-1721-MIA-MBJ	Dec 15 - 9:30am	Dec 15 - 9:35am	D43	Dec 15 - 11:05am	Dec 15 - 11:03am	2
orbitz	AA-1721-MIA-MBJ	9:30aDec 15	9:35aDec 15	 D43	11:05aDec 15	11:03aDec 15	 2
weather	AA-1721-MIA-MBJ	2011-12-15 09:30 AM			2011-12-15 11:05 AM		
mytripandmore	AA-1721-MIA-MBJ	9:30aDec 15	9:35aDec 15	 D43	11:05aDec 15	11:03aDec 15	 2
flightarrival	AA-1721-MIA-MBJ	9:30 AM, Dec 15	9:46 AM, Dec 15		11:05 AM, Dec 15	10:54 AM, Dec 15	
CO	CO-1096-DFW-IAH	Thu., Dec.15, 2011 6:45 a.m.	Thu., Dec.15, 2011 6:43 a.m.		Thu., Dec.15, 2011 8:05 a.m.	Thu., Dec.15, 2011 7:55 a.m.	
airtravelcenter	CO-1096-DFW-IAH	12/15/11 6:45 AM (-06:00)			12/15/11 8:05 AM (-06:00)		
myrateplan	CO-1096-DFW-IAH	12/15/11 6:45 AM (-06:00)			12/15/11 8:05 AM (-06:00)		
helloflight	CO-1096-DFW-IAH	12/15/11 6:45 AM (-06:00)			12/15/11 8:05 AM (-06:00)		
flytecomm	CO-1096-DFW-IAH	12/15/11 6:45 AM (-06:00)			12/15/11 8:05 AM (-06:00)		
flights	CO-1096-DFW-IAH		2011-12-15 06:43 AM	E8		2011-12-15 07:55 AM	5
businesstravellogue	CO-1096-DFW-IAH		2011-12-15 06:43 AM	E8		2011-12-15 07:55 AM	5
flylouisville	CO-1096-DFW-IAH		2011-12-15 06:43 AM	E8		2011-12-15 07:55 AM	5
flightstats	CO-1096-DFW-IAH	2011-12-15 6:45 AM	2011-12-15 6:43 AM		2011-12-15 8:05 AM	2011-12-15 7:55 AM	
quicktrip	CO-1096-DFW-IAH	2011-12-15 6:45 AM	2011-12-15 6:43 AM		2011-12-15 8:05 AM	2011-12-15 7:55 AM	
flightview	CO-1096-DFW-IAH		6:55 AMDec 15			7:55 AMDec 15	
panynj	CO-1096-DFW-IAH		6:55 AMDec 15			7:55 AMDec 15	
gofox	CO-1096-DFW-IAH		6:55 AMDec 15			7:55 AMDec 15	
foxbusiness	CO-1096-DFW-IAH		6:55 AMDec 15			7:55 AMDec 15	
allegiantair	CO-1096-DFW-IAH		6:55 AMDec 15			7:55 AMDec 15	
boston	CO-1096-DFW-IAH		6:55 AMDec 15			7:48 AMDec 15	
orbitz	CO-1096-DFW-IAH	6:45aDec 15	6:43aDec 15	 E8	8:05aDec 15	7:55aDec 15	 E5
weather	CO-1096-DFW-IAH	2011-12-15 06:45 AM			2011-12-15 08:05 AM		
usatoday	CO-1096-DFW-IAH	2011-12-15 06:45 AM			2011-12-15 08:05 AM		
mytripandmore	CO-1096-DFW-IAH	6:45aDec 15	6:43aDec 15	 E8	8:05aDec 15	7:55aDec 15	 E5
ua	UA-2721-IAH-PHX	Thu, Dec 15 8:10 AM	Thu, Dec 15 8:10 AM	A18	Thu, Dec 15 10:19 AM	Thu, Dec 15 10:08 AM	A30
airtravelcenter	UA-2721-IAH-PHX		12/15/11 8:21 AM (-06:00)			12/15/11 9:36 AM (-07:00)	
myrateplan	UA-2721-IAH-PHX		12/15/11 8:21 AM (-06:00)			12/15/11 9:36 AM (-07:00)	
helloflight	UA-2721-IAH-PHX		12/15/11 8:21 AM (-06:00)			12/15/11 9:36 AM (-07:00)	
flytecomm	UA-2721-IAH-PHX		12/15/11 8:21 AM (-06:00)			12/15/11 9:36 AM (-07:00)	
flights	UA-2721-IAH-PHX	08:10 AM  Thu 15-Dec-2011	08:05 AM  Thu 15-Dec-2011	18	10:19 AM  Thu 15-Dec-2011	10:08 AM  Thu 15-Dec-2011	A30
businesstravellogue	UA-2721-IAH-PHX	08:10 AM  Thu 15-Dec-2011	08:05 AM  Thu 15-Dec-2011	18	10:19 AM  Thu 15-Dec-2011	10:08 AM  Thu 15-Dec-2011	A30
flylouisville	UA-2721-IAH-PHX	08:10 AM  Thu 15-Dec-2011	08:05 AM  Thu 15-Dec-2011	18	10:19 AM  Thu 15-Dec-2011	10:08 AM  Thu 15-Dec-2011	A30
flightstats	UA-2721-IAH-PHX	2011-12-15 8:10 AM	2011-12-15 8:05 AM		2011-12-15 10:19 AM	2011-12-15 10:08 AM	
quicktrip	UA-2721-IAH-PHX	2011-12-15 8:10 AM	2011-12-15 8:05 AM		2011-12-15 10:19 AM	2011-12-15 10:08 AM	
world-flight-tracker	UA-2721-IAH-PHX	2011-12-15 8:10 AM	2011-12-15 8:05 AM		2011-12-15 10:19 AM	2011-12-15 10:08 AM	
flightview	UA-2721-IAH-PHX	8:10 AM, Dec 15	8:21 AM, Dec 15	A18	10:19 AM, Dec 15	9:43 AM, Dec 15	Terminal 4
panynj	UA-2721-IAH-PHX	8:10 AM, Dec 15	8:21 AM, Dec 15	A18	10:19 AM, Dec 15	9:43 AM, Dec 15	Terminal 4
gofox	UA-2721-IAH-PHX	8:10 AM, Dec 15	8:21 AM, Dec 15		10:19 AM, Dec 15	9:43 AM, Dec 15	
foxbusiness	UA-2721-IAH-PHX	8:10 AM, Dec 15	8:21 AM, Dec 15	A18	10:19 AM, Dec 15	9:43 AM, Dec 15	Terminal 4
allegiantair	UA-2721-IAH-PHX	8:10 AM, Dec 15	8:21 AM, Dec 15	A18	10:19 AM, Dec 15	9:43 AM, Dec 15	Terminal 4
boston	UA-2721-IAH-PHX	8:10 AM, Dec 15	8:21 AM, Dec 15		10:19 AM, Dec 15	9:43 AM, Dec 15	
travelocity	UA-2721-IAH-PHX	Dec 15 - 8:10am	Dec 15 - Contact Airline	Not provided by airline	Dec 15 - 10:19am	Dec 15 - Contact Airline	Not provided by airline
orbitz	UA-2721-IAH-PHX	8:10aDec 15	8:05aDec 15	 -	10:19aDec 15	10:08aDec 15	 -
weather	UA-2721-IAH-PHX	2011-12-15 08:10 AM			2011-12-15 10:19 AM		
ua	UA-314-SFO-JFK	Thu, Dec 15 4:00 PM	Thu, Dec 15 4:00 PM	80	Fri, Dec 16 12:29 AM	Fri, Dec 16 12:29 AM	8
airtravelcenter	UA-314-SFO-JFK		12/15/11 4:10 PM (-08:00)			12/15/11 11:52 PM (-05:00)	
myrateplan	UA-314-SFO-JFK		12/15/11 4:10 PM (-08:00)			12/15/11 11:52 PM (-05:00)	
helloflight	UA-314-SFO-JFK		12/15/11 4:10 PM (-08:00)			12/15/11 11:52 PM (-05:00)	
flytecomm	UA-314-SFO-JFK		12/15/11 4:10 PM (-08:00)			12/15/11 11:52 PM (-05:00)	
flightaware	UA-314-SFO-JFK	2011-12-15 03:59PM PST	2011-12-15 04:09PM PST	 80 	2011-12-15 12:09AM EST	2011-12-15 12:19AM EST	 8 
wunderground	UA-314-SFO-JFK	2011-12-15 03:59PM PST	2011-12-15 04:09PM PST	 80 	2011-12-15 12:09AM EST	2011-12-15 12:19AM EST	 8 
flights	UA-314-SFO-JFK	04:00 PM  Thu 15-Dec-2011			12:29 AM  Fri 16-Dec-2011		
businesstravellogue	UA-314-SFO-JFK	04:00 PM  Thu 15-Dec-2011			12:29 AM  Fri 16-Dec-2011		
flylouisville	UA-314-SFO-JFK	04:00 PM  Thu 15-Dec-2011			12:29 AM  Fri 16-Dec-2011		
flightstats	UA-314-SFO-JFK	2011-12-15 4:00 PM	2011-12-15 4:10 PM (Estimated runway)		2011-12-15 12:29 AM	2011-12-15 11:52 PM (Estimated runway)	
quicktrip	UA-314-SFO-JFK	2011-12-15 4:00 PM	2011-12-15 4:10 PM (Estimated runway)		2011-12-15 12:29 AM	2011-12-15 11:52 PM (Estimated runway)	
world-flight-tracker	UA-314-SFO-JFK	2011-12-15 4:00 PM	2011-12-15 4:10 PM (Estimated runway)		2011-12-15 12:29 AM	2011-12-15 11:52 PM (Estimated runway)	
flightview	UA-314-SFO-JFK	4:00 PM, Dec 15		Terminal 3 - 80	12:29 AM, Dec 16		8
panynj	UA-314-SFO-JFK	4:00 PM, Dec 15		Terminal 3 - 80	12:29 AM, Dec 16		8
gofox	UA-314-SFO-JFK	4:00 PM, Dec 15			12:29 AM, Dec 16		
foxbusiness	UA-314-SFO-JFK	4:00 PM, Dec 15		Terminal 3 - 80	12:29 AM, Dec 16		8
allegiantair	UA-314-SFO-JFK	4:00 PM, Dec 15		Terminal 3 - 80	12:29 AM, Dec 16		8
boston	UA-314-SFO-JFK	4:00 PM, Dec 15	Not Available		12:29 AM, Dec 16	Not Available	
travelocity	UA-314-SFO-JFK	Dec 15 - 4:00pm	Dec 15 - Not Available	80	Dec 15 - 12:29am	Dec 15 - Not Available	8
orbitz	UA-314-SFO-JFK	4:00pDec 15		 80	12:29aDec 15		 -
weather	UA-314-SFO-JFK	2011-12-15 04:00 PM	2011-12-15 04:20 PM		2011-12-15 12:29 AM	2011-12-15 12:04 AM	
sfo	UA-314-SFO-JFK	2011-12-15 4:00 PM		80			
ifly	UA-314-SFO-JFK	2011-12-15 4:00 PM	2011-12-15 4:10 PM (Estimated runway)		2011-12-15 12:29 AM	2011-12-15 11:52 PM (Estimated runway)	
usatoday	UA-314-SFO-JFK	2011-12-15 04:00 PM	2011-12-15 04:20 PM		2011-12-15 12:29 AM	2011-12-15 12:04 AM	
flightwise	UA-314-SFO-JFK	2011-12-15 03:59PM PST	2011-12-15 04:09PM PST	 80 	2011-12-15 12:09AM EST	2011-12-15 12:19AM EST	 8 
flightarrival	UA-314-SFO-JFK	2011-12-15 4:00 PM	2011-12-15 4:10 PM (Estimated runway)		2011-12-15 12:29 AM	2011-12-15 11:52 PM (Estimated runway)	
aa	AA-1092-LAX-ORD	December 15, 2011               11:20 PM    	December 15, 2011     	 49A	December 16, 2011               05:15 AM    	December 16, 2011     	 H11A    
flightexplorer	AA-1092-LAX-ORD		12/14/2011 11:33PM PST			12/15/2011 4:59AM CST	
flightexplorer	AA-1092-LAX-ORD	12/15/2011 11:20PM PST			12/16/2011 5:15AM CST		
airtravelcenter	AA-1092-LAX-ORD		12/15/11 11:31 PM (-08:00)			12/16/11 4:55 AM (-06:00)	
myrateplan	AA-1092-LAX-ORD		12/15/11 11:31 PM (-08:00)			12/16/11 4:55 AM (-06:00)	
helloflight	AA-1092-LAX-ORD		12/15/11 11:31 PM (-08:00)			12/16/11 4:55 AM (-06:00)	
flytecomm	AA-1092-LAX-ORD		12/15/11 11:31 PM (-08:00)			12/16/11 4:55 AM (-06:00)	
flightaware	AA-1092-LAX-ORD	2011-12-15 11:20PM PST	2011-12-15 11:33PM PST	 46A 	2011-12-15 04:57AM CST	2011-12-15 04:56AM CST	 K16 
wunderground	AA-1092-LAX-ORD	2011-12-15 11:20PM PST	2011-12-15 11:33PM PST	 46A 	2011-12-15 04:57AM CST	2011-12-15 04:56AM CST	 K16 
flights	AA-1092-LAX-ORD	11:20 PM  Thu 15-Dec-2011		47B	05:15 AM  Fri 16-Dec-2011		H11A
businesstravellogue	AA-1092-LAX-ORD	11:20 PM  Thu 15-Dec-2011		47B	05:15 AM  Fri 16-Dec-2011		H11A
flylouisville	AA-1092-LAX-ORD	11:20 PM  Thu 15-Dec-2011		47B	05:15 AM  Fri 16-Dec-2011		H11A
flightstats	AA-1092-LAX-ORD	2011-12-15 11:20 PM	2011-12-15 11:20 PM (Estimated)		2011-12-15 5:15 AM	2011-12-15 5:15 AM (Estimated)	
quicktrip	AA-1092-LAX-ORD	2011-12-15 11:20 PM	2011-12-15 11:20 PM (Estimated)		2011-12-15 5:15 AM	2011-12-15 5:15 AM (Estimated)	
world-flight-tracker	AA-1092-LAX-ORD	2011-12-15 11:20 PM	2011-12-15 11:20 PM (Estimated)		2011-12-15 5:15 AM	2011-12-15 5:15 AM (Estimated)	
flightview	AA-1092-LAX-ORD	11:20 PM, Dec 15		Terminal 4 - 49A	5:15 AM, Dec 16		Terminal 3 - H11A
panynj	AA-1092-LAX-ORD	11:20 PM, Dec 15		Terminal 4 - 49A	5:15 AM, Dec 16		Terminal 3 - H11A
gofox	AA-1092-LAX-ORD	11:20 PM, Dec 15			5:15 AM, Dec 16		
foxbusiness	AA-1092-LAX-ORD	11:20 PM, Dec 15		Terminal 4 - 49A	5:15 AM, Dec 16		Terminal 3 - H11A
allegiantair	AA-1092-LAX-ORD	11:20 PM, Dec 15		Terminal 4 - 49A	5:15 AM, Dec 16		Terminal 3 - H11A
boston	AA-1092-LAX-ORD	11:20 PM, Dec 15	Not Available		5:15 AM, Dec 16	Not Available	
travelocity	AA-1092-LAX-ORD	Dec 15 - 11:20pm	Dec 15 - Not Available	49A/T4	Dec 16 - 5:15am	Dec 16 - Not Available	H11A/T3
orbitz	AA-1092-LAX-ORD	11:20pDec 15		 49A	5:15aDec 16		 H11A
weather	AA-1092-LAX-ORD	2011-12-15 11:20 PM	2011-12-15 11:33 PM		2011-12-15 05:15 AM	2011-12-15 04:53 AM	
ifly	AA-1092-LAX-ORD	2011-12-15 11:20 PM	2011-12-15 11:20 PM (Estimated)		2011-12-15 5:15 AM	2011-12-15 5:15 AM (Estimated)	
mytripandmore	AA-1092-LAX-ORD	Dec 15 - 11:20pm	Dec 15 - Not Available	49A/T4	Dec 16 - 5:15am	Dec 16 - Not Available	H11A/T3
aa	AA-3979-CVG-ORD	December 15, 2011               07:30 AM    	December 15, 2011               07:25 AM    	 5	December 15, 2011               08:00 AM    	December 15, 2011               07:39 AM    	 G11    
flightexplorer	AA-3979-CVG-ORD		12/15/2011 7:41AM EST			12/15/2011 7:34AM CST	
airtravelcenter	AA-3979-CVG-ORD		12/15/11 7:40 AM (-05:00)			12/15/11 7:34 AM (-06:00)	
myrateplan	AA-3979-CVG-ORD		12/15/11 7:40 AM (-05:00)			12/15/11 7:34 AM (-06:00)	
helloflight	AA-3979-CVG-ORD		12/15/11 7:40 AM (-05:00)			12/15/11 7:34 AM (-06:00)	
flytecomm	AA-3979-CVG-ORD		12/15/11 7:40 AM (-05:00)			12/15/11 7:34 AM (-06:00)	
flightaware	AA-3979-CVG-ORD	2011-12-15 07:30AM EST	2011-12-15 07:40AM EST	 5 	2011-12-15 07:47AM CST	2011-12-15 07:31AM CST	 G11 
wunderground	AA-3979-CVG-ORD	2011-12-15 07:30AM EST	2011-12-15 07:40AM EST	 5 	2011-12-15 07:47AM CST	2011-12-15 07:31AM CST	 G11 
flights	AA-3979-CVG-ORD	07:30 AM  Thu 15-Dec-2011	07:25 AM  Thu 15-Dec-2011	5	08:00 AM  Thu 15-Dec-2011	07:39 AM  Thu 15-Dec-2011	G11
businesstravellogue	AA-3979-CVG-ORD	07:30 AM  Thu 15-Dec-2011	07:25 AM  Thu 15-Dec-2011	5	08:00 AM  Thu 15-Dec-2011	07:39 AM  Thu 15-Dec-2011	G11
flylouisville	AA-3979-CVG-ORD	07:30 AM  Thu 15-Dec-2011	07:25 AM  Thu 15-Dec-2011	5	08:00 AM  Thu 15-Dec-2011	07:39 AM  Thu 15-Dec-2011	G11
flightstats	AA-3979-CVG-ORD	2011-12-15 7:30 AM	2011-12-15 7:25 AM		2011-12-15 8:00 AM	2011-12-15 7:39 AM	
quicktrip	AA-3979-CVG-ORD	2011-12-15 7:30 AM	2011-12-15 7:25 AM		2011-12-15 8:00 AM	2011-12-15 7:39 AM	
world-flight-tracker	AA-3979-CVG-ORD	2011-12-15 7:30 AM	2011-12-15 7:25 AM		2011-12-15 8:00 AM	2011-12-15 7:39 AM	
flightview	AA-3979-CVG-ORD	7:30 AM, Dec 15	7:41 AM, Dec 15	Terminal 2	8:00 AM, Dec 15	7:35 AM, Dec 15	G11
panynj	AA-3979-CVG-ORD	7:30 AM, Dec 15	7:41 AM, Dec 15	Terminal 2	8:00 AM, Dec 15	7:35 AM, Dec 15	G11
gofox	AA-3979-CVG-ORD	7:30 AM, Dec 15	7:41 AM, Dec 15		8:00 AM, Dec 15	7:35 AM, Dec 15	
foxbusiness	AA-3979-CVG-ORD	7:30 AM, Dec 15	7:41 AM, Dec 15	Terminal 2	8:00 AM, Dec 15	7:35 AM, Dec 15	G11
allegiantair	AA-3979-CVG-ORD	7:30 AM, Dec 15	7:41 AM, Dec 15	Terminal 2	8:00 AM, Dec 15	7:35 AM, Dec 15	G11
boston	AA-3979-CVG-ORD	7:30 AM, Dec 15	7:41 AM, Dec 15		8:00 AM, Dec 15	7:35 AM, Dec 15	
