ua	UA-1534-RTB-IAH	Sun, Dec 11 2:05 PM	Sun, Dec 11 2:21 PM	--	Sun, Dec 11 5:01 PM	Sun, Dec 11 5:02 PM	E22
ua	UA-3455-BDL-IAD	Sun, Dec 11 6:49 PM	Sun, Dec 11 6:39 PM	21	Sun, Dec 11 8:09 PM	Sun, Dec 11 8:09 PM	D18
airtravelcenter	UA-3455-BDL-IAD	12/11/11 6:49 PM (-05:00)			12/11/11 8:09 PM (-05:00)		
myrateplan	UA-3455-BDL-IAD	12/11/11 6:49 PM (-05:00)			12/11/11 8:09 PM (-05:00)		
helloflight	UA-3455-BDL-IAD	12/11/11 6:49 PM (-05:00)			12/11/11 8:09 PM (-05:00)		
flytecomm	UA-3455-BDL-IAD	12/11/11 6:49 PM (-05:00)			12/11/11 8:09 PM (-05:00)		
flightaware	UA-3455-BDL-IAD	2011-12-11 06:49PM EST	2011-12-11 06:57PM EST	 21 	2011-12-11 07:47PM EST	2011-12-11 07:55PM EST	 D18 
wunderground	UA-3455-BDL-IAD	2011-12-11 06:49PM EST	2011-12-11 06:57PM EST	 21 	2011-12-11 07:47PM EST	2011-12-11 07:55PM EST	 D18 
flights	UA-3455-BDL-IAD	06:49 PM  Sun 11-Dec-2011	06:39 PM  Sun 11-Dec-2011	21	08:09 PM  Sun 11-Dec-2011	08:09 PM  Sun 11-Dec-2011	D18
businesstravellogue	UA-3455-BDL-IAD	06:49 PM  Sun 11-Dec-2011	06:39 PM  Sun 11-Dec-2011	21	08:09 PM  Sun 11-Dec-2011	08:09 PM  Sun 11-Dec-2011	D18
flylouisville	UA-3455-BDL-IAD	06:49 PM  Sun 11-Dec-2011	06:39 PM  Sun 11-Dec-2011	21	08:09 PM  Sun 11-Dec-2011	08:09 PM  Sun 11-Dec-2011	D18
world-flight-tracker	UA-3455-BDL-IAD	2011-12-11 6:49 PM	2011-12-11 6:39 PM		2011-12-11 8:09 PM	2011-12-11 8:09 PM	
flightview	UA-3455-BDL-IAD	6:49 PM, Dec 11	6:57 PM, Dec 11	21	8:09 PM, Dec 11	8:09 PM, Dec 11	D18
panynj	UA-3455-BDL-IAD	6:49 PM, Dec 11	6:57 PM, Dec 11	21	8:09 PM, Dec 11	8:09 PM, Dec 11	D18
gofox	UA-3455-BDL-IAD	6:49 PM, Dec 11	6:57 PM, Dec 11		8:09 PM, Dec 11	8:09 PM, Dec 11	
foxbusiness	UA-3455-BDL-IAD	6:49 PM, Dec 11	6:57 PM, Dec 11	21	8:09 PM, Dec 11	8:09 PM, Dec 11	D18
allegiantair	UA-3455-BDL-IAD	6:49 PM, Dec 11	6:57 PM, Dec 11	21	8:09 PM, Dec 11	8:09 PM, Dec 11	D18
boston	UA-3455-BDL-IAD	6:49 PM, Dec 11	6:57 PM, Dec 11		8:09 PM, Dec 11	7:55 PM, Dec 11	
travelocity	UA-3455-BDL-IAD	Dec 11 - Not Available	Dec 11 - 6:57pm	21	Dec 11 - Not Available	Dec 11 - 8:09pm	D18
orbitz	UA-3455-BDL-IAD	7:07pDec 11	6:57pDec 11	 21	7:07pDec 11	8:09pDec 11	 -
weather	UA-3455-BDL-IAD	2011-12-11 06:49 PM			2011-12-11 08:09 PM		
iad	UA-3455-BDL-IAD				2011-12-11 20:09 	2011-12-11 20:00 	
mytripandmore	UA-3455-BDL-IAD	Dec 11 - Not Available	Dec 11 - 6:57pm	21	Dec 11 - Not Available	Dec 11 - 8:09pm	D18
flightwise	UA-3455-BDL-IAD	2011-12-11 06:49PM EST	2011-12-11 06:57PM EST	 21 	2011-12-11 07:47PM EST	2011-12-11 07:55PM EST	 D18 
ua	UA-2710-EWR-PHX	Sun, Dec 11 4:35 PM	Sun, Dec 11 4:35 PM	A38	Sun, Dec 11 8:06 PM	Sun, Dec 11 7:53 PM	B10
airtravelcenter	UA-2710-EWR-PHX		12/11/11 4:50 PM (-05:00)			12/11/11 7:41 PM (-07:00)	
myrateplan	UA-2710-EWR-PHX		12/11/11 4:50 PM (-05:00)			12/11/11 7:41 PM (-07:00)	
helloflight	UA-2710-EWR-PHX		12/11/11 4:50 PM (-05:00)			12/11/11 7:41 PM (-07:00)	
flytecomm	UA-2710-EWR-PHX		12/11/11 4:50 PM (-05:00)			12/11/11 7:41 PM (-07:00)	
flights	UA-2710-EWR-PHX	04:35 PM  Sun 11-Dec-2011	04:33 PM  Sun 11-Dec-2011	38	08:06 PM  Sun 11-Dec-2011	07:53 PM  Sun 11-Dec-2011	B10
businesstravellogue	UA-2710-EWR-PHX	04:35 PM  Sun 11-Dec-2011	04:33 PM  Sun 11-Dec-2011	38	08:06 PM  Sun 11-Dec-2011	07:53 PM  Sun 11-Dec-2011	B10
flylouisville	UA-2710-EWR-PHX	04:35 PM  Sun 11-Dec-2011	04:33 PM  Sun 11-Dec-2011	38	08:06 PM  Sun 11-Dec-2011	07:53 PM  Sun 11-Dec-2011	B10
flightstats	UA-2710-EWR-PHX	2011-12-11 4:35 PM	2011-12-11 4:33 PM		2011-12-11 8:06 PM	2011-12-11 7:53 PM	
quicktrip	UA-2710-EWR-PHX	2011-12-11 4:35 PM	2011-12-11 4:33 PM		2011-12-11 8:06 PM	2011-12-11 7:53 PM	
world-flight-tracker	UA-2710-EWR-PHX	2011-12-11 4:35 PM	2011-12-11 4:33 PM		2011-12-11 8:06 PM	2011-12-11 7:53 PM	
flightview	UA-2710-EWR-PHX	4:35 PM, Dec 11	4:50 PM, Dec 11	38	8:06 PM, Dec 11	7:47 PM, Dec 11	Terminal 4
panynj	UA-2710-EWR-PHX	4:35 PM, Dec 11	4:50 PM, Dec 11	38	8:06 PM, Dec 11	7:47 PM, Dec 11	Terminal 4
gofox	UA-2710-EWR-PHX	4:35 PM, Dec 11	4:50 PM, Dec 11		8:06 PM, Dec 11	7:47 PM, Dec 11	
foxbusiness	UA-2710-EWR-PHX	4:35 PM, Dec 11	4:50 PM, Dec 11	38	8:06 PM, Dec 11	7:47 PM, Dec 11	Terminal 4
allegiantair	UA-2710-EWR-PHX	4:35 PM, Dec 11	4:50 PM, Dec 11	38	8:06 PM, Dec 11	7:47 PM, Dec 11	Terminal 4
boston	UA-2710-EWR-PHX	4:35 PM, Dec 11	4:50 PM, Dec 11		8:06 PM, Dec 11	7:47 PM, Dec 11	
travelocity	UA-2710-EWR-PHX	Dec 11 - 4:35pm	Dec 11 - Contact Airline	Not provided by airline	Dec 11 - 8:06pm	Dec 11 - Contact Airline	Not provided by airline
orbitz	UA-2710-EWR-PHX	4:35pDec 11	4:33pDec 11	 -	8:06pDec 11	7:53pDec 11	 -
weather	UA-2710-EWR-PHX	2011-12-11 04:35 PM			2011-12-11 08:06 PM		
aa	AA-1734-DFW-MCO	December 11, 2011               08:30 AM    	December 11, 2011               08:26 AM    	 C24	December 11, 2011               11:50 AM    	December 11, 2011               11:46 AM    	 14    
flightexplorer	AA-1734-DFW-MCO		12/11/2011 8:37AM CST			12/11/2011 11:44AM EST	
airtravelcenter	AA-1734-DFW-MCO		12/11/11 8:36 AM (-06:00)			12/11/11 11:44 AM (-05:00)	
myrateplan	AA-1734-DFW-MCO		12/11/11 8:36 AM (-06:00)			12/11/11 11:44 AM (-05:00)	
helloflight	AA-1734-DFW-MCO		12/11/11 8:36 AM (-06:00)			12/11/11 11:44 AM (-05:00)	
flytecomm	AA-1734-DFW-MCO		12/11/11 8:36 AM (-06:00)			12/11/11 11:44 AM (-05:00)	
flightaware	AA-1734-DFW-MCO	2011-12-11 08:30AM CST	2011-12-11 08:37AM CST	 C24 	2011-12-11 11:43AM EST	2011-12-11 11:40AM EST	 14 
wunderground	AA-1734-DFW-MCO	2011-12-11 08:30AM CST	2011-12-11 08:37AM CST	 C24 	2011-12-11 11:43AM EST	2011-12-11 11:40AM EST	 14 
flights	AA-1734-DFW-MCO	08:30 AM  Sun 11-Dec-2011	08:26 AM  Sun 11-Dec-2011	C24	11:50 AM  Sun 11-Dec-2011	11:46 AM  Sun 11-Dec-2011	14
businesstravellogue	AA-1734-DFW-MCO	08:30 AM  Sun 11-Dec-2011	08:26 AM  Sun 11-Dec-2011	C24	11:50 AM  Sun 11-Dec-2011	11:46 AM  Sun 11-Dec-2011	14
flylouisville	AA-1734-DFW-MCO	08:30 AM  Sun 11-Dec-2011	08:26 AM  Sun 11-Dec-2011	C24	11:50 AM  Sun 11-Dec-2011	11:46 AM  Sun 11-Dec-2011	14
flightstats	AA-1734-DFW-MCO	2011-12-11 8:30 AM	2011-12-11 8:26 AM		2011-12-11 11:50 AM	2011-12-11 11:46 AM	
quicktrip	AA-1734-DFW-MCO	2011-12-11 8:30 AM	2011-12-11 8:26 AM		2011-12-11 11:50 AM	2011-12-11 11:46 AM	
world-flight-tracker	AA-1734-DFW-MCO	2011-12-11 8:30 AM	2011-12-11 8:26 AM		2011-12-11 11:50 AM	2011-12-11 11:46 AM	
flightview	AA-1734-DFW-MCO	8:30 AM, Dec 11	8:37 AM, Dec 11	C24	11:50 AM, Dec 11	11:39 AM, Dec 11	14
panynj	AA-1734-DFW-MCO	8:30 AM, Dec 11	8:37 AM, Dec 11	C24	11:50 AM, Dec 11	11:39 AM, Dec 11	14
gofox	AA-1734-DFW-MCO	8:30 AM, Dec 11	8:37 AM, Dec 11		11:50 AM, Dec 11	11:39 AM, Dec 11	
foxbusiness	AA-1734-DFW-MCO	8:30 AM, Dec 11	8:37 AM, Dec 11	C24	11:50 AM, Dec 11	11:39 AM, Dec 11	14
allegiantair	AA-1734-DFW-MCO	8:30 AM, Dec 11	8:37 AM, Dec 11	C24	11:50 AM, Dec 11	11:39 AM, Dec 11	14
boston	AA-1734-DFW-MCO	8:30 AM, Dec 11	8:37 AM, Dec 11		11:50 AM, Dec 11	11:39 AM, Dec 11	
travelocity	AA-1734-DFW-MCO	Dec 11 - 8:30am	Dec 11 - 8:26am	C24/C	Dec 11 - 11:50am	Dec 11 - 11:46am	14
orbitz	AA-1734-DFW-MCO	8:30aDec 11	8:26aDec 11	 C24	11:50aDec 11	11:46aDec 11	 14
weather	AA-1734-DFW-MCO	2011-12-11 08:30 AM	2011-12-11 08:37 AM		2011-12-11 11:50 AM	2011-12-11 11:44 AM	
mco	AA-1734-DFW-MCO				2011-12-11 Sun  11:50	2011-12-11 Sun  11:38	14?
ifly	AA-1734-DFW-MCO	2011-12-11 8:30 AM	2011-12-11 8:26 AM		2011-12-11 11:50 AM	2011-12-11 11:46 AM	
mytripandmore	AA-1734-DFW-MCO	Dec 11 - 8:30am	Dec 11 - 8:26am	C24/C	Dec 11 - 11:50am	Dec 11 - 11:46am	14
flightarrival	AA-1734-DFW-MCO	8:30 AM, Dec 11	8:37 AM, Dec 11		11:50 AM, Dec 11	11:39 AM, Dec 11	
aa	AA-1613-ORD-TUS	December 11, 2011               08:10 PM    	December 11, 2011     	 H12	December 11, 2011               10:50 PM    	December 11, 2011     	 A8    
flightexplorer	AA-1613-ORD-TUS	12/11/2011 8:26PM CST			12/11/2011 10:45PM MST		
airtravelcenter	AA-1613-ORD-TUS		12/11/11 8:26 PM (-06:00)			12/11/11 10:45 PM (-07:00)	
myrateplan	AA-1613-ORD-TUS		12/11/11 8:26 PM (-06:00)			12/11/11 10:45 PM (-07:00)	
helloflight	AA-1613-ORD-TUS		12/11/11 8:26 PM (-06:00)			12/11/11 10:45 PM (-07:00)	
flytecomm	AA-1613-ORD-TUS		12/11/11 8:26 PM (-06:00)			12/11/11 10:45 PM (-07:00)	
flightaware	AA-1613-ORD-TUS	2011-12-11 08:10PM CST	2011-12-11 08:26PM CST	 H12 	2011-12-11 10:29PM MST	2011-12-11 10:45PM MST	 A8 
wunderground	AA-1613-ORD-TUS	2011-12-11 08:10PM CST	2011-12-11 08:26PM CST	 H12 	2011-12-11 10:29PM MST	2011-12-11 10:45PM MST	 A8 
flights	AA-1613-ORD-TUS	08:10 PM  Sun 11-Dec-2011		H12	10:50 PM  Sun 11-Dec-2011		A8
businesstravellogue	AA-1613-ORD-TUS	08:10 PM  Sun 11-Dec-2011		H12	10:50 PM  Sun 11-Dec-2011		A8
flylouisville	AA-1613-ORD-TUS	08:10 PM  Sun 11-Dec-2011		H12	10:50 PM  Sun 11-Dec-2011		A8
flightstats	AA-1613-ORD-TUS	2011-12-11 8:10 PM	2011-12-11 8:10 PM (Estimated)		2011-12-11 10:50 PM	2011-12-11 11:01 PM (Estimated)	
quicktrip	AA-1613-ORD-TUS	2011-12-11 8:10 PM	2011-12-11 8:10 PM (Estimated)		2011-12-11 10:50 PM	2011-12-11 11:01 PM (Estimated)	
world-flight-tracker	AA-1613-ORD-TUS	2011-12-11 8:10 PM	2011-12-11 8:10 PM (Estimated)		2011-12-11 10:50 PM	2011-12-11 11:01 PM (Estimated)	
flightview	AA-1613-ORD-TUS	8:10 PM, Dec 11		H12	10:50 PM, Dec 11		A8
panynj	AA-1613-ORD-TUS	8:10 PM, Dec 11		H12	10:50 PM, Dec 11		A8
gofox	AA-1613-ORD-TUS	8:10 PM, Dec 11			10:50 PM, Dec 11		
foxbusiness	AA-1613-ORD-TUS	8:10 PM, Dec 11		H12	10:50 PM, Dec 11		A8
allegiantair	AA-1613-ORD-TUS	8:10 PM, Dec 11		H12	10:50 PM, Dec 11		A8
boston	AA-1613-ORD-TUS	8:10 PM, Dec 11	8:10 PM, Dec 11&nbsp(Estimated)		10:50 PM, Dec 11	10:45 PM, Dec 11&nbsp(Estimated)	
travelocity	AA-1613-ORD-TUS	Dec 11 - 8:10pm	Dec 11 - Not Available	H12/T3	Dec 11 - 10:50pm	Dec 11 - Not Available	A8
orbitz	AA-1613-ORD-TUS	8:10pDec 11		 H12	10:50pDec 11		 A8
weather	AA-1613-ORD-TUS	2011-12-11 08:10 PM			2011-12-11 10:50 PM		
ord	AA-1613-ORD-TUS	2011-12-11 8:10 PM		H12	2011-12-11 10:50 PM		A8
usatoday	AA-1613-ORD-TUS	2011-12-11 08:10 PM			2011-12-11 10:50 PM		
flightarrival	AA-1613-ORD-TUS	2011-12-11 8:10 PM	2011-12-11 8:10 PM (Estimated)		2011-12-11 10:50 PM	2011-12-11 11:01 PM (Estimated)	
CO	CO-1653-IAH-DTW	Sun., Dec.11, 2011 1:10 p.m.	Sun., Dec.11, 2011 1:07 p.m.		Sun., Dec.11, 2011 4:55 p.m.	Sun., Dec.11, 2011 4:57 p.m.	
flightexplorer	CO-1653-IAH-DTW		12/11/2011 1:26PM CST			12/11/2011 4:48PM EST	
airtravelcenter	CO-1653-IAH-DTW	12/11/11 1:10 PM (-06:00)			12/11/11 4:55 PM (-05:00)		
myrateplan	CO-1653-IAH-DTW	12/11/11 1:10 PM (-06:00)			12/11/11 4:55 PM (-05:00)		
helloflight	CO-1653-IAH-DTW	12/11/11 1:10 PM (-06:00)			12/11/11 4:55 PM (-05:00)		
flytecomm	CO-1653-IAH-DTW	12/11/11 1:10 PM (-06:00)			12/11/11 4:55 PM (-05:00)		
flightaware	CO-1653-IAH-DTW	2011-12-11 01:10PM CST	2011-12-11 01:27PM CST	 31 	2011-12-11 04:45PM EST	2011-12-11 04:40PM EST	 D-1 
wunderground	CO-1653-IAH-DTW	2011-12-11 01:10PM CST	2011-12-11 01:27PM CST	 31 	2011-12-11 04:45PM EST	2011-12-11 04:40PM EST	 D-1 
flights	CO-1653-IAH-DTW	01:10 PM  Sun 11-Dec-2011	01:07 PM  Sun 11-Dec-2011	31	04:55 PM  Sun 11-Dec-2011	04:57 PM  Sun 11-Dec-2011	D1
businesstravellogue	CO-1653-IAH-DTW	01:10 PM  Sun 11-Dec-2011	01:07 PM  Sun 11-Dec-2011	31	04:55 PM  Sun 11-Dec-2011	04:57 PM  Sun 11-Dec-2011	D1
flylouisville	CO-1653-IAH-DTW	01:10 PM  Sun 11-Dec-2011	01:07 PM  Sun 11-Dec-2011	31	04:55 PM  Sun 11-Dec-2011	04:57 PM  Sun 11-Dec-2011	D1
flightstats	CO-1653-IAH-DTW	2011-12-11 1:10 PM	2011-12-11 1:07 PM		2011-12-11 4:55 PM	2011-12-11 4:57 PM	
quicktrip	CO-1653-IAH-DTW	2011-12-11 1:10 PM	2011-12-11 1:07 PM		2011-12-11 4:55 PM	2011-12-11 4:57 PM	
world-flight-tracker	CO-1653-IAH-DTW	2011-12-11 1:10 PM	2011-12-11 1:07 PM		2011-12-11 4:55 PM	2011-12-11 4:57 PM	
flightview	CO-1653-IAH-DTW	1:10 PM, Dec 11	1:27 PM, Dec 11	Term C - C31	4:55 PM, Dec 11	4:57 PM, Dec 11	North Term - D1
panynj	CO-1653-IAH-DTW	1:10 PM, Dec 11	1:27 PM, Dec 11	Term C - C31	4:55 PM, Dec 11	4:57 PM, Dec 11	North Term - D1
gofox	CO-1653-IAH-DTW	1:10 PM, Dec 11	1:27 PM, Dec 11		4:55 PM, Dec 11	4:57 PM, Dec 11	
foxbusiness	CO-1653-IAH-DTW	1:10 PM, Dec 11	1:27 PM, Dec 11	Term C - C31	4:55 PM, Dec 11	4:57 PM, Dec 11	North Term - D1
allegiantair	CO-1653-IAH-DTW	1:10 PM, Dec 11	1:27 PM, Dec 11	Term C - C31	4:55 PM, Dec 11	4:57 PM, Dec 11	North Term - D1
boston	CO-1653-IAH-DTW	1:10 PM, Dec 11	1:27 PM, Dec 11		4:55 PM, Dec 11	4:46 PM, Dec 11	
travelocity	CO-1653-IAH-DTW	Dec 11 - 1:10pm	Dec 11 - 1:07pm	C-31	Dec 11 - 4:55pm	Dec 11 - 4:57pm	D-1
orbitz	CO-1653-IAH-DTW	1:10pDec 11	1:07pDec 11	 C-31	4:55pDec 11	4:57pDec 11	 D-1
weather	CO-1653-IAH-DTW	2011-12-11 01:10 PM			2011-12-11 04:55 PM		
ifly	CO-1653-IAH-DTW	2011-12-11 1:10 PM	2011-12-11 1:07 PM		2011-12-11 4:55 PM	2011-12-11 4:57 PM	
usatoday	CO-1653-IAH-DTW	2011-12-11 1:10 PM	2011-12-11 1:07 PM		2011-12-11 4:55 PM	2011-12-11 4:57 PM	
mytripandmore	CO-1653-IAH-DTW	Dec 11 - 1:10pm	Dec 11 - 1:07pm	C-31	Dec 11 - 4:55pm	Dec 11 - 4:57pm	D-1
flightarrival	CO-1653-IAH-DTW	2011-12-11 1:10 PM	2011-12-11 1:07 PM		2011-12-11 4:55 PM	2011-12-11 4:57 PM	
ua	UA-3506-ORD-MSP	Sun, Dec 11 9:54 AM	Sun, Dec 11 10:10 AM	B20	Sun, Dec 11 11:16 AM	Sun, Dec 11 11:33 AM	E8
airtravelcenter	UA-3506-ORD-MSP		12/11/11 10:26 AM (-06:00)			12/11/11 11:32 AM (-06:00)	
myrateplan	UA-3506-ORD-MSP		12/11/11 10:26 AM (-06:00)			12/11/11 11:32 AM (-06:00)	
helloflight	UA-3506-ORD-MSP		12/11/11 10:26 AM (-06:00)			12/11/11 11:32 AM (-06:00)	
flytecomm	UA-3506-ORD-MSP		12/11/11 10:26 AM (-06:00)			12/11/11 11:32 AM (-06:00)	
flights	UA-3506-ORD-MSP		2011-12-11 10:10 AM	B20		2011-12-11 11:33 AM	E8
businesstravellogue	UA-3506-ORD-MSP		2011-12-11 10:10 AM	B20		2011-12-11 11:33 AM	E8
flylouisville	UA-3506-ORD-MSP		2011-12-11 10:10 AM	B20		2011-12-11 11:33 AM	E8
flightstats	UA-3506-ORD-MSP	2011-12-11 9:54 AM	2011-12-11 10:10 AM		2011-12-11 11:16 AM	2011-12-11 11:33 AM	
quicktrip	UA-3506-ORD-MSP	2011-12-11 9:54 AM	2011-12-11 10:10 AM		2011-12-11 11:16 AM	2011-12-11 11:33 AM	
flightview	UA-3506-ORD-MSP		10:28 AMDec 11			11:33 AMDec 11	
panynj	UA-3506-ORD-MSP		10:28 AMDec 11			11:33 AMDec 11	
gofox	UA-3506-ORD-MSP		10:28 AMDec 11			11:33 AMDec 11	
foxbusiness	UA-3506-ORD-MSP		10:28 AMDec 11			11:33 AMDec 11	
allegiantair	UA-3506-ORD-MSP		10:28 AMDec 11			11:33 AMDec 11	
travelocity	UA-3506-ORD-MSP	Dec 11 - Not Available	Dec 11 - 10:27am	B20	Dec 11 - Not Available	Dec 11 - 11:33am	E8
orbitz	UA-3506-ORD-MSP	9:54aDec 11	10:10aDec 11	 B20	11:16aDec 11	11:33aDec 11	 E8
weather	UA-3506-ORD-MSP	2011-12-11 09:54 AM			2011-12-11 11:16 AM		
ord	UA-3506-ORD-MSP	2011-12-11 9:54 AM		B20	2011-12-11 11:16 AM		E8
usatoday	UA-3506-ORD-MSP	2011-12-11 09:54 AM			2011-12-11 11:16 AM		
mytripandmore	UA-3506-ORD-MSP	Dec 11 - Not Available	Dec 11 - 10:27am	B20	Dec 11 - Not Available	Dec 11 - 11:33am	E8
aa	AA-1212-MIA-EWR	December 11, 2011               10:40 AM    	December 11, 2011               10:47 AM    	 D6	December 11, 2011               01:30 PM    	December 11, 2011               01:42 PM    	 34    
flightexplorer	AA-1212-MIA-EWR		12/11/2011 11:01AM EST			12/11/2011 1:12PM EST	
airtravelcenter	AA-1212-MIA-EWR		12/11/11 11:01 AM (-05:00)			12/11/11 1:12 PM (-05:00)	
myrateplan	AA-1212-MIA-EWR		12/11/11 11:01 AM (-05:00)			12/11/11 1:12 PM (-05:00)	
helloflight	AA-1212-MIA-EWR		12/11/11 11:01 AM (-05:00)			12/11/11 1:12 PM (-05:00)	
flytecomm	AA-1212-MIA-EWR		12/11/11 11:01 AM (-05:00)			12/11/11 1:12 PM (-05:00)	
flightaware	AA-1212-MIA-EWR	2011-12-11 10:40AM EST	2011-12-11 11:01AM EST	 D6 	2011-12-11 01:19PM EST	2011-12-11 01:12PM EST	 34 
wunderground	AA-1212-MIA-EWR	2011-12-11 10:40AM EST	2011-12-11 11:01AM EST	 D6 	2011-12-11 01:19PM EST	2011-12-11 01:12PM EST	 34 
flights	AA-1212-MIA-EWR	10:40 AM  Sun 11-Dec-2011	10:47 AM  Sun 11-Dec-2011	D6	01:30 PM  Sun 11-Dec-2011	01:42 PM  Sun 11-Dec-2011	34
businesstravellogue	AA-1212-MIA-EWR	10:40 AM  Sun 11-Dec-2011	10:47 AM  Sun 11-Dec-2011	D6	01:30 PM  Sun 11-Dec-2011	01:42 PM  Sun 11-Dec-2011	34
flylouisville	AA-1212-MIA-EWR	10:40 AM  Sun 11-Dec-2011	10:47 AM  Sun 11-Dec-2011	D6	01:30 PM  Sun 11-Dec-2011	01:42 PM  Sun 11-Dec-2011	34
flightstats	AA-1212-MIA-EWR	2011-12-11 10:40 AM	2011-12-11 10:47 AM		2011-12-11 1:30 PM	2011-12-11 1:42 PM	
quicktrip	AA-1212-MIA-EWR	2011-12-11 10:40 AM	2011-12-11 10:47 AM		2011-12-11 1:30 PM	2011-12-11 1:42 PM	
world-flight-tracker	AA-1212-MIA-EWR	2011-12-11 10:40 AM	2011-12-11 10:47 AM		2011-12-11 1:30 PM	2011-12-11 1:42 PM	
flightview	AA-1212-MIA-EWR	10:40 AM, Dec 11	11:01 AM, Dec 11	Terminal D - D6	1:30 PM, Dec 11	1:42 PM, Dec 11	34
panynj	AA-1212-MIA-EWR	10:40 AM, Dec 11	11:01 AM, Dec 11	Terminal D - D6	1:30 PM, Dec 11	1:42 PM, Dec 11	34
gofox	AA-1212-MIA-EWR	10:40 AM, Dec 11	11:01 AM, Dec 11		1:30 PM, Dec 11	1:42 PM, Dec 11	
foxbusiness	AA-1212-MIA-EWR	10:40 AM, Dec 11	11:01 AM, Dec 11	Terminal D - D6	1:30 PM, Dec 11	1:42 PM, Dec 11	34
allegiantair	AA-1212-MIA-EWR	10:40 AM, Dec 11	11:01 AM, Dec 11	Terminal D - D6	1:30 PM, Dec 11	1:42 PM, Dec 11	34
boston	AA-1212-MIA-EWR	10:40 AM, Dec 11	11:01 AM, Dec 11		1:30 PM, Dec 11	1:38 PM, Dec 11	
travelocity	AA-1212-MIA-EWR	Dec 11 - 10:40am	Dec 11 - 10:47am	D6	Dec 11 - 1:30pm	Dec 11 - 1:42pm	34/A
orbitz	AA-1212-MIA-EWR	10:40aDec 11	10:47aDec 11	 D6	1:30pDec 11	1:42pDec 11	 34
weather	AA-1212-MIA-EWR	2011-12-11 10:40 AM	2011-12-11 11:01 AM		2011-12-11 01:30 PM	2011-12-11 01:27 PM	
usatoday	AA-1212-MIA-EWR	10:40 AM, Dec 11	11:01 AM, Dec 11		1:30 PM, Dec 11	1:38 PM, Dec 11	
mytripandmore	AA-1212-MIA-EWR	Dec 11 - 10:40am	Dec 11 - 10:47am	D6	Dec 11 - 1:30pm	Dec 11 - 1:42pm	34/A
ua	UA-2445-ATL-CLT	Sun, Dec 11 6:05 PM	Sun, Dec 11 6:05 PM	D21	Sun, Dec 11 7:23 PM	Sun, Dec 11 7:10 PM	B6
airtravelcenter	UA-2445-ATL-CLT		12/11/11 6:23 PM (-05:00)			12/11/11 7:07 PM (-05:00)	
myrateplan	UA-2445-ATL-CLT		12/11/11 6:23 PM (-05:00)			12/11/11 7:07 PM (-05:00)	
helloflight	UA-2445-ATL-CLT		12/11/11 6:23 PM (-05:00)			12/11/11 7:07 PM (-05:00)	
flytecomm	UA-2445-ATL-CLT		12/11/11 6:23 PM (-05:00)			12/11/11 7:07 PM (-05:00)	
flights	UA-2445-ATL-CLT		2011-12-11 06:00 PM	D21		2011-12-11 07:10 PM	B6
businesstravellogue	UA-2445-ATL-CLT		2011-12-11 06:00 PM	D21		2011-12-11 07:10 PM	B6
flylouisville	UA-2445-ATL-CLT		2011-12-11 06:00 PM	D21		2011-12-11 07:10 PM	B6
flightstats	UA-2445-ATL-CLT	2011-12-11 6:05 PM	2011-12-11 6:00 PM		2011-12-11 7:23 PM	2011-12-11 7:10 PM	
quicktrip	UA-2445-ATL-CLT	2011-12-11 6:05 PM	2011-12-11 6:00 PM		2011-12-11 7:23 PM	2011-12-11 7:10 PM	
flightview	UA-2445-ATL-CLT		6:24 PMDec 11			7:08 PMDec 11	
panynj	UA-2445-ATL-CLT		6:24 PMDec 11			7:08 PMDec 11	
gofox	UA-2445-ATL-CLT		6:24 PMDec 11			7:08 PMDec 11	
foxbusiness	UA-2445-ATL-CLT		6:24 PMDec 11			7:08 PMDec 11	
allegiantair	UA-2445-ATL-CLT		6:24 PMDec 11			7:08 PMDec 11	
boston	UA-2445-ATL-CLT		6:24 PMDec 11			7:08 PMDec 11	
travelocity	UA-2445-ATL-CLT	Dec 11 - 6:05pm	Dec 11 - Contact Airline	Not provided by airline	Dec 11 - 7:23pm	Dec 11 - Contact Airline	Not provided by airline
orbitz	UA-2445-ATL-CLT	6:05pDec 11	6:00pDec 11	 -	7:23pDec 11	7:10pDec 11	 -
weather	UA-2445-ATL-CLT	2011-12-11 06:05 PM			2011-12-11 07:23 PM		
ifly	UA-2445-ATL-CLT	2011-12-11 6:05 PM	2011-12-11 6:00 PM		2011-12-11 7:23 PM	2011-12-11 7:10 PM	
flightarrival	UA-2445-ATL-CLT	2011-12-11 06:05 PM			2011-12-11 07:23 PM		
ua	UA-2726-FLL-PHL	Sun, Dec 11 4:00 PM	Sun, Dec 11 4:00 PM	E3	Sun, Dec 11 6:46 PM	Sun, Dec 11 6:28 PM	B5
airtravelcenter	UA-2726-FLL-PHL		12/11/11 4:10 PM (-05:00)			12/11/11 6:23 PM (-05:00)	
myrateplan	UA-2726-FLL-PHL		12/11/11 4:10 PM (-05:00)			12/11/11 6:23 PM (-05:00)	
helloflight	UA-2726-FLL-PHL		12/11/11 4:10 PM (-05:00)			12/11/11 6:23 PM (-05:00)	
flytecomm	UA-2726-FLL-PHL		12/11/11 4:10 PM (-05:00)			12/11/11 6:23 PM (-05:00)	
flightaware	UA-2726-FLL-PHL	2011-12-11 04:00PM EST	2011-12-11 04:09PM EST		2011-12-11 06:02PM EST	2011-12-11 06:20PM EST	
