CO	CO-4237-EWR-DTW	Tue., Dec.27, 2011 12:17 p.m.	Tue., Dec.27, 2011 12:20 p.m.		Tue., Dec.27, 2011 2:24 p.m.	Tue., Dec.27, 2011 2:07 p.m.	
orbitz	UA-3496-DEN-OMA	9:52pDec 27	9:49pDec 27	 B50	12:21aDec 28		 -
weather	UA-3496-DEN-OMA	2011-12-27 09:52 PM			2011-12-27 12:15 AM		
den	UA-3496-DEN-OMA	2011-12-27 9:52 PM		B50			
ua	UA-1209-CLE-SEA	Tue, Dec 27 8:40 AM	Tue, Dec 27 8:44 AM	C26	Tue, Dec 27 10:50 AM	Tue, Dec 27 10:36 AM	B11
airtravelcenter	UA-1209-CLE-SEA	12/27/11 8:40 AM (-05:00)			12/27/11 10:50 AM (-08:00)		
myrateplan	UA-1209-CLE-SEA	12/27/11 8:40 AM (-05:00)			12/27/11 10:50 AM (-08:00)		
helloflight	UA-1209-CLE-SEA	12/27/11 8:40 AM (-05:00)			12/27/11 10:50 AM (-08:00)		
flytecomm	UA-1209-CLE-SEA	12/27/11 8:40 AM (-05:00)			12/27/11 10:50 AM (-08:00)		
flights	UA-1209-CLE-SEA		2011-12-27 08:44 AM	C26		2011-12-27 10:36 AM	11
businesstravellogue	UA-1209-CLE-SEA		2011-12-27 08:44 AM	C26		2011-12-27 10:36 AM	11
flylouisville	UA-1209-CLE-SEA		2011-12-27 08:44 AM	C26		2011-12-27 10:36 AM	11
flightview	UA-1209-CLE-SEA		8:54 AMDec 27			10:36 AMDec 27	
panynj	UA-1209-CLE-SEA		8:54 AMDec 27			10:36 AMDec 27	
gofox	UA-1209-CLE-SEA		8:54 AMDec 27			10:36 AMDec 27	
foxbusiness	UA-1209-CLE-SEA		8:54 AMDec 27			10:36 AMDec 27	
allegiantair	UA-1209-CLE-SEA		8:54 AMDec 27			10:36 AMDec 27	
boston	UA-1209-CLE-SEA		8:54 AMDec 27			10:31 AMDec 27	
travelocity	UA-1209-CLE-SEA	Dec 27 - 8:40am	Dec 27 - Contact Airline	Not provided by airline	Dec 27 - 10:50am	Dec 27 - Contact Airline	Not provided by airline
orbitz	UA-1209-CLE-SEA	8:40aDec 27	8:44aDec 27	 C26	10:50aDec 27	10:36aDec 27	 B11
weather	UA-1209-CLE-SEA	2011-12-27 08:40 AM			2011-12-27 10:50 AM		
usatoday	UA-1209-CLE-SEA		8:54 AMDec 27			10:31 AMDec 27	
ua	UA-1191-LGA-IAH	Tue, Dec 27 7:00 PM	Tue, Dec 27 6:49 PM            On Time	A2	Tue, Dec 27 10:06 PM	Tue, Dec 27 9:54 PM	C-30
flightexplorer	UA-1191-LGA-IAH		12/27/2011 7:18PM EST			12/27/2011 9:44PM CST	
airtravelcenter	UA-1191-LGA-IAH	12/27/11 7:00 PM (-05:00)			12/27/11 10:06 PM (-06:00)		
myrateplan	UA-1191-LGA-IAH	12/27/11 7:00 PM (-05:00)			12/27/11 10:06 PM (-06:00)		
helloflight	UA-1191-LGA-IAH	12/27/11 7:00 PM (-05:00)			12/27/11 10:06 PM (-06:00)		
flytecomm	UA-1191-LGA-IAH	12/27/11 7:00 PM (-05:00)			12/27/11 10:06 PM (-06:00)		
flightaware	UA-1191-LGA-IAH	2011-12-27 06:59PM EST	2011-12-27 07:20PM EST	 A2 	2011-12-27 09:55PM CST	2011-12-27 09:44PM CST	 30 
wunderground	UA-1191-LGA-IAH	2011-12-27 06:59PM EST	2011-12-27 07:20PM EST	 A2 	2011-12-27 09:55PM CST	2011-12-27 09:44PM CST	 30 
flights	UA-1191-LGA-IAH		2011-12-27 06:49 PM	A2		2011-12-27 10:06 PM	30
businesstravellogue	UA-1191-LGA-IAH		2011-12-27 06:49 PM	A2		2011-12-27 10:06 PM	30
flylouisville	UA-1191-LGA-IAH		2011-12-27 06:49 PM	A2		2011-12-27 10:06 PM	30
flightview	UA-1191-LGA-IAH		7:20 PMDec 27			9:50 PMDec 27	
panynj	UA-1191-LGA-IAH		7:20 PMDec 27			9:50 PMDec 27	
gofox	UA-1191-LGA-IAH		7:20 PMDec 27			9:50 PMDec 27	
foxbusiness	UA-1191-LGA-IAH		7:20 PMDec 27			9:50 PMDec 27	
allegiantair	UA-1191-LGA-IAH		7:20 PMDec 27			9:50 PMDec 27	
boston	UA-1191-LGA-IAH		7:20 PMDec 27			9:50 PMDec 27	
orbitz	UA-1191-LGA-IAH	7:00pDec 27	6:49pDec 27	 A2	9:44pDec 27		 30
flightarrival	UA-1191-LGA-IAH		7:20 PMDec 27			9:50 PMDec 27	
ua	UA-580-SMF-IAD	Tue, Dec 27 7:08 AM	Tue, Dec 27 7:37 AM	17	Tue, Dec 27 3:01 PM	Tue, Dec 27 3:19 PM	C23
flightexplorer	UA-580-SMF-IAD		12/27/2011 7:48AM PST			12/27/2011 3:13PM EST	
airtravelcenter	UA-580-SMF-IAD		12/27/11 7:48 AM (-08:00)			12/27/11 3:15 PM (-05:00)	
myrateplan	UA-580-SMF-IAD		12/27/11 7:48 AM (-08:00)			12/27/11 3:15 PM (-05:00)	
helloflight	UA-580-SMF-IAD		12/27/11 7:48 AM (-08:00)			12/27/11 3:15 PM (-05:00)	
flytecomm	UA-580-SMF-IAD		12/27/11 7:48 AM (-08:00)			12/27/11 3:15 PM (-05:00)	
flightaware	UA-580-SMF-IAD	2011-12-27 07:08AM PST	2011-12-27 07:50AM PST	 17 	2011-12-27 02:54PM EST	2011-12-27 03:14PM EST	 C23 
wunderground	UA-580-SMF-IAD	2011-12-27 07:08AM PST	2011-12-27 07:50AM PST	 17 	2011-12-27 02:54PM EST	2011-12-27 03:14PM EST	 C23 
flights	UA-580-SMF-IAD	07:08 AM  Tue 27-Dec-2011	07:37 AM  Tue 27-Dec-2011	17	03:01 PM  Tue 27-Dec-2011	03:19 PM  Tue 27-Dec-2011	C23
businesstravellogue	UA-580-SMF-IAD	07:08 AM  Tue 27-Dec-2011	07:37 AM  Tue 27-Dec-2011	17	03:01 PM  Tue 27-Dec-2011	03:19 PM  Tue 27-Dec-2011	C23
flylouisville	UA-580-SMF-IAD	07:08 AM  Tue 27-Dec-2011	07:37 AM  Tue 27-Dec-2011	17	03:01 PM  Tue 27-Dec-2011	03:19 PM  Tue 27-Dec-2011	C23
world-flight-tracker	UA-580-SMF-IAD	2011-12-27 7:08 AM	2011-12-27 7:37 AM		2011-12-27 3:01 PM	2011-12-27 3:19 PM	
flightview	UA-580-SMF-IAD	7:08 AM, Dec 27	7:50 AM, Dec 27	17	3:01 PM, Dec 27	3:19 PM, Dec 27	C23
panynj	UA-580-SMF-IAD	7:08 AM, Dec 27	7:50 AM, Dec 27	17	3:01 PM, Dec 27	3:19 PM, Dec 27	C23
gofox	UA-580-SMF-IAD	7:08 AM, Dec 27	7:50 AM, Dec 27		3:01 PM, Dec 27	3:19 PM, Dec 27	
foxbusiness	UA-580-SMF-IAD	7:08 AM, Dec 27	7:50 AM, Dec 27	17	3:01 PM, Dec 27	3:19 PM, Dec 27	C23
allegiantair	UA-580-SMF-IAD	7:08 AM, Dec 27	7:50 AM, Dec 27	17	3:01 PM, Dec 27	3:19 PM, Dec 27	C23
boston	UA-580-SMF-IAD	7:08 AM, Dec 27	7:50 AM, Dec 27		3:01 PM, Dec 27	3:15 PM, Dec 27	
orbitz	UA-580-SMF-IAD	7:08aDec 27	7:37aDec 27	 17	3:01pDec 27	3:19pDec 27	 C23
weather	UA-580-SMF-IAD	2011-12-27 07:08 AM			2011-12-27 03:01 PM		
iad	UA-580-SMF-IAD				2011-12-27 15:01 	2011-12-27 15:23 	
aa	AA-3716-ATL-ORD	December 27, 2011               03:35 PM    	December 27, 2011               04:21 PM    	 T10	December 27, 2011               04:50 PM    	December 27, 2011               05:12 PM    	 H1A    
flightexplorer	AA-3716-ATL-ORD		12/27/2011 4:34PM EST			12/27/2011 5:09PM CST	
airtravelcenter	AA-3716-ATL-ORD		12/27/11 4:34 PM (-05:00)			12/27/11 5:06 PM (-06:00)	
myrateplan	AA-3716-ATL-ORD		12/27/11 4:34 PM (-05:00)			12/27/11 5:06 PM (-06:00)	
helloflight	AA-3716-ATL-ORD		12/27/11 4:34 PM (-05:00)			12/27/11 5:06 PM (-06:00)	
flytecomm	AA-3716-ATL-ORD		12/27/11 4:34 PM (-05:00)			12/27/11 5:06 PM (-06:00)	
flightaware	AA-3716-ATL-ORD	2011-12-27 03:35PM EST	2011-12-27 04:33PM EST	 T10 	2011-12-27 04:28PM CST	2011-12-27 05:06PM CST	 H1A 
wunderground	AA-3716-ATL-ORD	2011-12-27 03:35PM EST	2011-12-27 04:33PM EST	 T10 	2011-12-27 04:28PM CST	2011-12-27 05:06PM CST	 H1A 
flights	AA-3716-ATL-ORD	03:35 PM  Tue 27-Dec-2011	04:21 PM  Tue 27-Dec-2011	T10	04:50 PM  Tue 27-Dec-2011	05:12 PM  Tue 27-Dec-2011	H1A
businesstravellogue	AA-3716-ATL-ORD	03:35 PM  Tue 27-Dec-2011	04:21 PM  Tue 27-Dec-2011	T10	04:50 PM  Tue 27-Dec-2011	05:12 PM  Tue 27-Dec-2011	H1A
flylouisville	AA-3716-ATL-ORD	03:35 PM  Tue 27-Dec-2011	04:21 PM  Tue 27-Dec-2011	T10	04:50 PM  Tue 27-Dec-2011	05:12 PM  Tue 27-Dec-2011	H1A
flightstats	AA-3716-ATL-ORD	2011-12-27 3:35 PM	2011-12-27 4:21 PM		2011-12-27 4:50 PM	2011-12-27 5:12 PM	
quicktrip	AA-3716-ATL-ORD	2011-12-27 3:35 PM	2011-12-27 4:21 PM		2011-12-27 4:50 PM	2011-12-27 5:12 PM	
world-flight-tracker	AA-3716-ATL-ORD	2011-12-27 3:35 PM	2011-12-27 4:21 PM		2011-12-27 4:50 PM	2011-12-27 5:12 PM	
flightview	AA-3716-ATL-ORD	3:35 PM, Dec 27	4:34 PM, Dec 27	T10	4:50 PM, Dec 27	5:09 PM, Dec 27	H1A
panynj	AA-3716-ATL-ORD	3:35 PM, Dec 27	4:34 PM, Dec 27	T10	4:50 PM, Dec 27	5:09 PM, Dec 27	H1A
gofox	AA-3716-ATL-ORD	3:35 PM, Dec 27	4:34 PM, Dec 27		4:50 PM, Dec 27	5:09 PM, Dec 27	
foxbusiness	AA-3716-ATL-ORD	3:35 PM, Dec 27	4:34 PM, Dec 27	T10	4:50 PM, Dec 27	5:09 PM, Dec 27	H1A
allegiantair	AA-3716-ATL-ORD	3:35 PM, Dec 27	4:34 PM, Dec 27	T10	4:50 PM, Dec 27	5:09 PM, Dec 27	H1A
boston	AA-3716-ATL-ORD	3:35 PM, Dec 27	4:34 PM, Dec 27		4:50 PM, Dec 27	5:09 PM, Dec 27	
travelocity	AA-3716-ATL-ORD	Dec 27 - 3:35pm	Dec 27 - 4:21pm	T10	Dec 27 - 4:50pm	Dec 27 - 5:12pm	H1A/T3
orbitz	AA-3716-ATL-ORD	3:35pDec 27	4:21pDec 27	 T10	4:50pDec 27	5:12pDec 27	 H1A
weather	AA-3716-ATL-ORD	2011-12-27 03:35 PM			2011-12-27 04:50 PM		
ord	AA-3716-ATL-ORD	2011-12-27 3:35 PM		T10	2011-12-27 4:50 PM		H1A
ifly	AA-3716-ATL-ORD	2011-12-27 3:35 PM	2011-12-27 4:21 PM		2011-12-27 4:50 PM	2011-12-27 5:12 PM	
usatoday	AA-3716-ATL-ORD	3:35 PM, Dec 27	4:34 PM, Dec 27		4:50 PM, Dec 27	5:09 PM, Dec 27	
flightarrival	AA-3716-ATL-ORD	2011-12-27 03:35 PM			2011-12-27 04:50 PM		
CO	CO-1089-IAH-MCO	Tue., Dec.27, 2011 4:01 p.m.	Tue., Dec.27, 2011 4:10 p.m.		Tue., Dec.27, 2011 7:17 p.m.	Tue., Dec.27, 2011 7:19 p.m.	
flightexplorer	CO-1089-IAH-MCO		12/27/2011 4:26PM CST			12/27/2011 7:10PM EST	
airtravelcenter	CO-1089-IAH-MCO	12/27/11 4:01 PM (-06:00)			12/27/11 7:17 PM (-05:00)		
myrateplan	CO-1089-IAH-MCO	12/27/11 4:01 PM (-06:00)			12/27/11 7:17 PM (-05:00)		
helloflight	CO-1089-IAH-MCO	12/27/11 4:01 PM (-06:00)			12/27/11 7:17 PM (-05:00)		
flytecomm	CO-1089-IAH-MCO	12/27/11 4:01 PM (-06:00)			12/27/11 7:17 PM (-05:00)		
flightaware	CO-1089-IAH-MCO	2011-12-27 04:01PM CST	2011-12-27 04:28PM CST	 44 	2011-12-27 06:54PM EST	2011-12-27 07:11PM EST	 36 
wunderground	CO-1089-IAH-MCO	2011-12-27 04:01PM CST	2011-12-27 04:28PM CST	 44 	2011-12-27 06:54PM EST	2011-12-27 07:11PM EST	 36 
flights	CO-1089-IAH-MCO		2011-12-27 04:10 PM	44		2011-12-27 07:19 PM	36
businesstravellogue	CO-1089-IAH-MCO		2011-12-27 04:10 PM	44		2011-12-27 07:19 PM	36
flylouisville	CO-1089-IAH-MCO		2011-12-27 04:10 PM	44		2011-12-27 07:19 PM	36
flightstats	CO-1089-IAH-MCO	2011-12-27 4:01 PM	2011-12-27 4:10 PM		2011-12-27 7:17 PM	2011-12-27 7:19 PM	
quicktrip	CO-1089-IAH-MCO	2011-12-27 4:01 PM	2011-12-27 4:10 PM		2011-12-27 7:17 PM	2011-12-27 7:19 PM	
flightview	CO-1089-IAH-MCO		4:28 PMDec 27			7:19 PMDec 27	
panynj	CO-1089-IAH-MCO		4:28 PMDec 27			7:19 PMDec 27	
gofox	CO-1089-IAH-MCO		4:28 PMDec 27			7:19 PMDec 27	
foxbusiness	CO-1089-IAH-MCO		4:28 PMDec 27			7:19 PMDec 27	
allegiantair	CO-1089-IAH-MCO		4:28 PMDec 27			7:19 PMDec 27	
boston	CO-1089-IAH-MCO		4:28 PMDec 27			7:11 PMDec 27	
orbitz	CO-1089-IAH-MCO	4:01pDec 27	4:10pDec 27	 44	7:17pDec 27	7:19pDec 27	 36
mco	CO-1089-IAH-MCO				2011-12-27 Tue  19:17	2011-12-27 Tue  19:13	36?
usatoday	CO-1089-IAH-MCO		4:28 PMDec 27			7:11 PMDec 27	
mytripandmore	CO-1089-IAH-MCO	4:01pDec 27	4:10pDec 27	 44	7:17pDec 27	7:19pDec 27	 36
flightwise	CO-1089-IAH-MCO	2011-12-27 04:01PM CST	2011-12-27 04:28PM CST	 44 	2011-12-27 06:54PM EST	2011-12-27 07:11PM EST	 36 
ua	UA-1547-LAX-CLE	Tue, Dec 27 3:50 PM	Tue, Dec 27 3:43 PM	62	Tue, Dec 27 11:12 PM	Tue, Dec 27 10:56 PM	C05
airtravelcenter	UA-1547-LAX-CLE	12/27/11 3:50 PM (-08:00)			12/27/11 11:12 PM (-05:00)		
myrateplan	UA-1547-LAX-CLE	12/27/11 3:50 PM (-08:00)			12/27/11 11:12 PM (-05:00)		
helloflight	UA-1547-LAX-CLE	12/27/11 3:50 PM (-08:00)			12/27/11 11:12 PM (-05:00)		
flytecomm	UA-1547-LAX-CLE	12/27/11 3:50 PM (-08:00)			12/27/11 11:12 PM (-05:00)		
flightaware	UA-1547-LAX-CLE	2011-12-27 03:50PM PST	2011-12-27 03:55PM PST	 62 	2011-12-27 10:53PM EST	2011-12-27 10:46PM EST	 C5 
wunderground	UA-1547-LAX-CLE	2011-12-27 03:50PM PST	2011-12-27 03:55PM PST	 62 	2011-12-27 10:53PM EST	2011-12-27 10:46PM EST	 C5 
flights	UA-1547-LAX-CLE	03:50 PM  Tue 27-Dec-2011		62	11:12 PM  Tue 27-Dec-2011		C5
businesstravellogue	UA-1547-LAX-CLE	03:50 PM  Tue 27-Dec-2011		62	11:12 PM  Tue 27-Dec-2011		C5
flylouisville	UA-1547-LAX-CLE	03:50 PM  Tue 27-Dec-2011		62	11:12 PM  Tue 27-Dec-2011		C5
world-flight-tracker	UA-1547-LAX-CLE	2011-12-27 3:50 PM	2011-12-27 3:43 PM		2011-12-27 11:12 PM	2011-12-27 10:55 PM (Estimated)	
flightview	UA-1547-LAX-CLE	3:50 PM, Dec 27	3:56 PM, Dec 27		11:12 PM, Dec 27		
panynj	UA-1547-LAX-CLE	3:50 PM, Dec 27	3:56 PM, Dec 27		11:12 PM, Dec 27		
gofox	UA-1547-LAX-CLE	3:50 PM, Dec 27	3:56 PM, Dec 27		11:12 PM, Dec 27		
foxbusiness	UA-1547-LAX-CLE	3:50 PM, Dec 27	3:56 PM, Dec 27		11:12 PM, Dec 27		
allegiantair	UA-1547-LAX-CLE	3:50 PM, Dec 27	3:56 PM, Dec 27		11:12 PM, Dec 27		
boston	UA-1547-LAX-CLE	3:50 PM, Dec 27	3:56 PM, Dec 27		11:12 PM, Dec 27	10:53 PM, Dec 27&nbsp(Estimated)	
travelocity	UA-1547-LAX-CLE	Dec 27 - 3:50pm	Dec 27 - Contact Airline	Not provided by airline	Dec 27 - 11:14pm	Dec 27 - Contact Airline	Not provided by airline
orbitz	UA-1547-LAX-CLE	3:50pDec 27	3:43pDec 27	 62	10:34pDec 27		 C05
weather	UA-1547-LAX-CLE	2011-12-27 03:50 PM			2011-12-27 11:12 PM		
mytripandmore	UA-1547-LAX-CLE	3:50pDec 27	3:43pDec 27	 62	10:34pDec 27		 C05
flightwise	UA-1547-LAX-CLE	2011-12-27 03:50PM PST	2011-12-27 03:55PM PST	 62 	2011-12-27 10:53PM EST	2011-12-27 10:46PM EST	 C5 
flightarrival	UA-1547-LAX-CLE	2011-12-27 03:50 PM			2011-12-27 11:12 PM		
CO	CO-1220-EWR-DFW	Tue., Dec.27, 2011 4:35 p.m.	Tue., Dec.27, 2011 4:49 p.m.		Tue., Dec.27, 2011 7:43 p.m.	Tue., Dec.27, 2011 7:49 p.m.	
airtravelcenter	CO-1220-EWR-DFW	12/27/11 4:35 PM (-05:00)			12/27/11 7:43 PM (-06:00)		
myrateplan	CO-1220-EWR-DFW	12/27/11 4:35 PM (-05:00)			12/27/11 7:43 PM (-06:00)		
helloflight	CO-1220-EWR-DFW	12/27/11 4:35 PM (-05:00)			12/27/11 7:43 PM (-06:00)		
flytecomm	CO-1220-EWR-DFW	12/27/11 4:35 PM (-05:00)			12/27/11 7:43 PM (-06:00)		
flightaware	CO-1220-EWR-DFW	2011-12-27 04:35PM EST	2011-12-27 05:31PM EST	 C83 	2011-12-27 07:13PM CST	2011-12-27 07:44PM CST	 E8 
wunderground	CO-1220-EWR-DFW	2011-12-27 04:35PM EST	2011-12-27 05:31PM EST	 C83 	2011-12-27 07:13PM CST	2011-12-27 07:44PM CST	 E8 
flights	CO-1220-EWR-DFW		2011-12-27 04:49 PM	83		2011-12-27 07:49 PM	E8
businesstravellogue	CO-1220-EWR-DFW		2011-12-27 04:49 PM	83		2011-12-27 07:49 PM	E8
flylouisville	CO-1220-EWR-DFW		2011-12-27 04:49 PM	83		2011-12-27 07:49 PM	E8
flightstats	CO-1220-EWR-DFW	2011-12-27 4:35 PM	2011-12-27 4:49 PM		2011-12-27 7:43 PM	2011-12-27 7:49 PM	
quicktrip	CO-1220-EWR-DFW	2011-12-27 4:35 PM	2011-12-27 4:49 PM		2011-12-27 7:43 PM	2011-12-27 7:49 PM	
flightview	CO-1220-EWR-DFW		5:31 PMDec 27			7:49 PMDec 27	
panynj	CO-1220-EWR-DFW		5:31 PMDec 27			7:49 PMDec 27	
gofox	CO-1220-EWR-DFW		5:31 PMDec 27			7:49 PMDec 27	
foxbusiness	CO-1220-EWR-DFW		5:31 PMDec 27			7:49 PMDec 27	
allegiantair	CO-1220-EWR-DFW		5:31 PMDec 27			7:49 PMDec 27	
boston	CO-1220-EWR-DFW		5:31 PMDec 27			7:45 PMDec 27	
orbitz	CO-1220-EWR-DFW	4:35pDec 27	4:49pDec 27	 C83	7:43pDec 27	7:49pDec 27	 E8
mytripandmore	CO-1220-EWR-DFW	4:35pDec 27	4:49pDec 27	 C83	7:43pDec 27	7:49pDec 27	 E8
ua	UA-1250-IAH-SNA	Tue, Dec 27 5:40 PM	Tue, Dec 27 5:40 PM            On Time	C-30	Tue, Dec 27 7:30 PM	Tue, Dec 27 7:30 PM	10
flightexplorer	UA-1250-IAH-SNA		12/27/2011 5:52PM CST			12/27/2011 7:22PM PST	
airtravelcenter	UA-1250-IAH-SNA		12/27/11 5:53 PM (-06:00)			12/27/11 7:29 PM (-08:00)	
myrateplan	UA-1250-IAH-SNA		12/27/11 5:53 PM (-06:00)			12/27/11 7:29 PM (-08:00)	
helloflight	UA-1250-IAH-SNA		12/27/11 5:53 PM (-06:00)			12/27/11 7:29 PM (-08:00)	
flytecomm	UA-1250-IAH-SNA		12/27/11 5:53 PM (-06:00)			12/27/11 7:29 PM (-08:00)	
flightaware	UA-1250-IAH-SNA	2011-12-27 05:40PM CST	2011-12-27 05:53PM CST	 30 	2011-12-27 07:20PM PST	2011-12-27 07:24PM PST	 10 
wunderground	UA-1250-IAH-SNA	2011-12-27 05:40PM CST	2011-12-27 05:53PM CST	 30 	2011-12-27 07:20PM PST	2011-12-27 07:24PM PST	 10 
flights	UA-1250-IAH-SNA		2011-12-27 05:40 PM	30		2011-12-27 07:30 PM	9
businesstravellogue	UA-1250-IAH-SNA		2011-12-27 05:40 PM	30		2011-12-27 07:30 PM	9
flylouisville	UA-1250-IAH-SNA		2011-12-27 05:40 PM	30		2011-12-27 07:30 PM	9
flightview	UA-1250-IAH-SNA		5:53 PMDec 27			7:34 PMDec 27	
panynj	UA-1250-IAH-SNA		5:53 PMDec 27			7:34 PMDec 27	
gofox	UA-1250-IAH-SNA		5:53 PMDec 27			7:34 PMDec 27	
foxbusiness	UA-1250-IAH-SNA		5:53 PMDec 27			7:34 PMDec 27	
allegiantair	UA-1250-IAH-SNA		5:53 PMDec 27			7:34 PMDec 27	
boston	UA-1250-IAH-SNA		5:53 PMDec 27			7:34 PMDec 27	
orbitz	UA-1250-IAH-SNA	5:40pDec 27	5:40pDec 27	 30	7:38pDec 27		 10
flightwise	UA-1250-IAH-SNA	2011-12-27 05:40PM CST	2011-12-27 05:53PM CST	 30 	2011-12-27 07:20PM PST	2011-12-27 07:24PM PST	 10 
aa	AA-2364-DFW-ORD	December 27, 2011               05:15 PM    	December 27, 2011               05:13 PM    	 A39	December 27, 2011               07:35 PM    	December 27, 2011               07:37 PM    	 K19    
flightexplorer	AA-2364-DFW-ORD		12/27/2011 5:27PM CST			12/27/2011 7:34PM CST	
airtravelcenter	AA-2364-DFW-ORD		12/27/11 5:19 PM (-06:00)			12/27/11 7:34 PM (-06:00)	
myrateplan	AA-2364-DFW-ORD		12/27/11 5:19 PM (-06:00)			12/27/11 7:34 PM (-06:00)	
helloflight	AA-2364-DFW-ORD		12/27/11 5:19 PM (-06:00)			12/27/11 7:34 PM (-06:00)	
flytecomm	AA-2364-DFW-ORD		12/27/11 5:19 PM (-06:00)			12/27/11 7:34 PM (-06:00)	
flightaware	AA-2364-DFW-ORD	2011-12-27 05:15PM CST	2011-12-27 05:27PM CST	 A39 	2011-12-27 07:32PM CST	2011-12-27 07:31PM CST	 K19 
wunderground	AA-2364-DFW-ORD	2011-12-27 05:15PM CST	2011-12-27 05:27PM CST	 A39 	2011-12-27 07:32PM CST	2011-12-27 07:31PM CST	 K19 
flights	AA-2364-DFW-ORD	05:15 PM  Tue 27-Dec-2011	05:13 PM  Tue 27-Dec-2011	A39	07:35 PM  Tue 27-Dec-2011	07:37 PM  Tue 27-Dec-2011	K19
businesstravellogue	AA-2364-DFW-ORD	05:15 PM  Tue 27-Dec-2011	05:13 PM  Tue 27-Dec-2011	A39	07:35 PM  Tue 27-Dec-2011	07:37 PM  Tue 27-Dec-2011	K19
flylouisville	AA-2364-DFW-ORD	05:15 PM  Tue 27-Dec-2011	05:13 PM  Tue 27-Dec-2011	A39	07:35 PM  Tue 27-Dec-2011	07:37 PM  Tue 27-Dec-2011	K19
flightstats	AA-2364-DFW-ORD	2011-12-27 5:15 PM	2011-12-27 5:13 PM		2011-12-27 7:35 PM	2011-12-27 7:37 PM	
quicktrip	AA-2364-DFW-ORD	2011-12-27 5:15 PM	2011-12-27 5:13 PM		2011-12-27 7:35 PM	2011-12-27 7:37 PM	
world-flight-tracker	AA-2364-DFW-ORD	2011-12-27 5:15 PM	2011-12-27 5:13 PM		2011-12-27 7:35 PM	2011-12-27 7:37 PM	
flightview	AA-2364-DFW-ORD	5:15 PM, Dec 27	5:27 PM, Dec 27	A39	7:35 PM, Dec 27	7:31 PM, Dec 27	K19
panynj	AA-2364-DFW-ORD	5:15 PM, Dec 27	5:27 PM, Dec 27	A39	7:35 PM, Dec 27	7:31 PM, Dec 27	K19
gofox	AA-2364-DFW-ORD	5:15 PM, Dec 27	5:27 PM, Dec 27		7:35 PM, Dec 27	7:31 PM, Dec 27	
foxbusiness	AA-2364-DFW-ORD	5:15 PM, Dec 27	5:27 PM, Dec 27	A39	7:35 PM, Dec 27	7:31 PM, Dec 27	K19
allegiantair	AA-2364-DFW-ORD	5:15 PM, Dec 27	5:27 PM, Dec 27	A39	7:35 PM, Dec 27	7:31 PM, Dec 27	K19
boston	AA-2364-DFW-ORD	5:15 PM, Dec 27	5:27 PM, Dec 27		7:35 PM, Dec 27	7:31 PM, Dec 27	
travelocity	AA-2364-DFW-ORD	Dec 27 - 5:15pm	Dec 27 - 5:13pm	A39/A	Dec 27 - 7:35pm	Dec 27 - 7:37pm	K19/T3
orbitz	AA-2364-DFW-ORD	5:15pDec 27	5:13pDec 27	 A39	7:35pDec 27	7:37pDec 27	 K19
weather	AA-2364-DFW-ORD	2011-12-27 05:15 PM			2011-12-27 07:35 PM		
dfw	AA-2364-DFW-ORD	2011-12-27 5:15 pm		A39			
ord	AA-2364-DFW-ORD	2011-12-27 5:15 PM		A39	2011-12-27 7:35 PM		K19
ifly	AA-2364-DFW-ORD	2011-12-27 5:15 PM	2011-12-27 5:13 PM		2011-12-27 7:35 PM	2011-12-27 7:37 PM	
usatoday	AA-2364-DFW-ORD	2011-12-27 5:15 PM	2011-12-27 5:13 PM		2011-12-27 7:35 PM	2011-12-27 7:37 PM	
flightarrival	AA-2364-DFW-ORD	2011-12-27 05:15 PM			2011-12-27 07:35 PM		
ua	UA-3775-MIA-IAD	Tue, Dec 27 11:38 AM	Tue, Dec 27 11:48 AM	G11	Tue, Dec 27 2:16 PM	Tue, Dec 27 2:01 PM	D12
flightexplorer	UA-3775-MIA-IAD		12/27/2011 12:00PM EST			12/27/2011 2:02PM EST	
airtravelcenter	UA-3775-MIA-IAD	12/27/11 11:38 AM (-05:00)			12/27/11 2:16 PM (-05:00)		
flights	UA-3775-MIA-IAD		2011-12-27 11:48 AM	G11		2011-12-27 02:01 PM	D12
businesstravellogue	UA-3775-MIA-IAD		2011-12-27 11:48 AM	G11		2011-12-27 02:01 PM	D12
flylouisville	UA-3775-MIA-IAD		2011-12-27 11:48 AM	G11		2011-12-27 02:01 PM	D12
flightview	UA-3775-MIA-IAD		12:00 PMDec 27			2:01 PMDec 27	
panynj	UA-3775-MIA-IAD		12:00 PMDec 27			2:01 PMDec 27	
gofox	UA-3775-MIA-IAD		12:00 PMDec 27			2:01 PMDec 27	
foxbusiness	UA-3775-MIA-IAD		12:00 PMDec 27			2:01 PMDec 27	
allegiantair	UA-3775-MIA-IAD		12:00 PMDec 27			2:01 PMDec 27	
boston	UA-3775-MIA-IAD		12:00 PMDec 27			1:56 PMDec 27	
orbitz	UA-3775-MIA-IAD	11:38aDec 27	11:48aDec 27	 G11	2:16pDec 27	2:01pDec 27	 D12
weather	UA-3775-MIA-IAD	2011-12-27 11:38 AM			2011-12-27 02:16 PM		
iad	UA-3775-MIA-IAD				2011-12-27 14:16 	2011-12-27 14:01 	
usatoday	UA-3775-MIA-IAD	2011-12-27 11:38 AM			2011-12-27 02:16 PM		
