CO	CO-4237-EWR-DTW	Sun., Dec.18, 2011 12:09 p.m.	Sun., Dec.18, 2011 12:04 p.m.		Sun., Dec.18, 2011 2:16 p.m.	Sun., Dec.18, 2011 1:48 p.m.	
orbitz	UA-1006-IAH-ORD	7:20aDec 18	7:23aDec 18	 30	10:00aDec 18	9:59aDec 18	 B2
ord	UA-1006-IAH-ORD	2011-12-18 7:20 AM		30	2011-12-18 10:00 AM		B2
flightarrival	UA-1006-IAH-ORD	2011-12-18 7:20 AM	2011-12-18 7:23 AM		2011-12-18 10:00 AM	2011-12-18 9:59 AM	
ua	UA-938-ORD-LHR	Sun, Dec 18 9:00 PM	Sun, Dec 18 11:11 PM            Delayed	C16	Mon, Dec 19 11:05 AM	Mon, Dec 19 12:38 PM	HOLD
airtravelcenter	UA-938-ORD-LHR		12/18/11 11:32 PM (-06:00)			12/19/11 12:36 PM (-00:00)	
myrateplan	UA-938-ORD-LHR		12/18/11 11:32 PM (-06:00)			12/19/11 12:36 PM (-00:00)	
helloflight	UA-938-ORD-LHR		12/18/11 11:32 PM (-06:00)			12/19/11 12:36 PM (-00:00)	
flytecomm	UA-938-ORD-LHR		12/18/11 11:32 PM (-06:00)			12/19/11 12:36 PM (-00:00)	
flights	UA-938-ORD-LHR	2011-12-18 09:00 PM		C16	2011-12-18 11:05 AM		
businesstravellogue	UA-938-ORD-LHR	2011-12-18 09:00 PM		C16	2011-12-18 11:05 AM		
flylouisville	UA-938-ORD-LHR	2011-12-18 09:00 PM		C16	2011-12-18 11:05 AM		
flightview	UA-938-ORD-LHR	11:11 PMDec 18			12:38 PMDec 19		
panynj	UA-938-ORD-LHR	11:11 PMDec 18			12:38 PMDec 19		
gofox	UA-938-ORD-LHR	11:11 PMDec 18			12:38 PMDec 19		
foxbusiness	UA-938-ORD-LHR	11:11 PMDec 18			12:38 PMDec 19		
allegiantair	UA-938-ORD-LHR	11:11 PMDec 18			12:38 PMDec 19		
boston	UA-938-ORD-LHR	11:15 PMDec 18			12:36 PMDec 19		
orbitz	UA-938-ORD-LHR	9:00pDec 18		 C16	2:11pDec 19		 -
flightarrival	UA-938-ORD-LHR	11:15 PMDec 18			12:36 PMDec 19		
ua	UA-1159-LAS-IAH	Sun, Dec 18 6:20 AM	Sun, Dec 18 6:17 AM	D50	Sun, Dec 18 11:18 AM	Sun, Dec 18 11:29 AM	C-29
flightexplorer	UA-1159-LAS-IAH		12/18/2011 6:37AM PST			12/18/2011 11:18AM CST	
airtravelcenter	UA-1159-LAS-IAH	12/18/11 6:20 AM (-08:00)			12/18/11 11:18 AM (-06:00)		
myrateplan	UA-1159-LAS-IAH	12/18/11 6:20 AM (-08:00)			12/18/11 11:18 AM (-06:00)		
helloflight	UA-1159-LAS-IAH	12/18/11 6:20 AM (-08:00)			12/18/11 11:18 AM (-06:00)		
flytecomm	UA-1159-LAS-IAH	12/18/11 6:20 AM (-08:00)			12/18/11 11:18 AM (-06:00)		
flights	UA-1159-LAS-IAH		2011-12-18 06:17 AM	D50		2011-12-18 11:29 AM	29
businesstravellogue	UA-1159-LAS-IAH		2011-12-18 06:17 AM	D50		2011-12-18 11:29 AM	29
flylouisville	UA-1159-LAS-IAH		2011-12-18 06:17 AM	D50		2011-12-18 11:29 AM	29
flightview	UA-1159-LAS-IAH		6:38 AMDec 18			11:29 AMDec 18	
panynj	UA-1159-LAS-IAH		6:38 AMDec 18			11:29 AMDec 18	
gofox	UA-1159-LAS-IAH		6:38 AMDec 18			11:29 AMDec 18	
foxbusiness	UA-1159-LAS-IAH		6:38 AMDec 18			11:29 AMDec 18	
allegiantair	UA-1159-LAS-IAH		6:38 AMDec 18			11:29 AMDec 18	
boston	UA-1159-LAS-IAH		6:38 AMDec 18			11:16 AMDec 18	
travelocity	UA-1159-LAS-IAH	Dec 18 - 6:20am	Dec 18 - Contact Airline	Not provided by airline	Dec 18 - 11:18am	Dec 18 - Contact Airline	Not provided by airline
orbitz	UA-1159-LAS-IAH	6:20aDec 18	6:17aDec 18	 D50	11:18aDec 18	11:29aDec 18	 29
weather	UA-1159-LAS-IAH	2011-12-18 06:20 AM			2011-12-18 11:18 AM		
usatoday	UA-1159-LAS-IAH	2011-12-18 06:20 AM			2011-12-18 11:18 AM		
mytripandmore	UA-1159-LAS-IAH	6:20aDec 18	6:17aDec 18	 D50	11:18aDec 18	11:29aDec 18	 29
flightarrival	UA-1159-LAS-IAH	2011-12-18 06:20 AM			2011-12-18 11:18 AM		
aa	AA-3564-MIA-CLT	December 18, 2011               07:55 AM    	December 18, 2011               07:49 AM    	 D53	December 18, 2011               09:55 AM    	December 18, 2011               10:09 AM    	 A11    
flightexplorer	AA-3564-MIA-CLT		12/18/2011 8:10AM EST			12/18/2011 10:04AM EST	
airtravelcenter	AA-3564-MIA-CLT		12/18/11 8:10 AM (-05:00)			12/18/11 10:04 AM (-05:00)	
myrateplan	AA-3564-MIA-CLT		12/18/11 8:10 AM (-05:00)			12/18/11 10:04 AM (-05:00)	
helloflight	AA-3564-MIA-CLT		12/18/11 8:10 AM (-05:00)			12/18/11 10:04 AM (-05:00)	
flytecomm	AA-3564-MIA-CLT		12/18/11 8:10 AM (-05:00)			12/18/11 10:04 AM (-05:00)	
flightaware	AA-3564-MIA-CLT	2011-12-18 07:55AM EST	2011-12-18 08:10AM EST	 D53 	2011-12-18 10:02AM EST	2011-12-18 10:01AM EST	 A11 
wunderground	AA-3564-MIA-CLT	2011-12-18 07:55AM EST	2011-12-18 08:10AM EST	 D53 	2011-12-18 10:02AM EST	2011-12-18 10:01AM EST	 A11 
flights	AA-3564-MIA-CLT	07:55 AM  Sun 18-Dec-2011	07:49 AM  Sun 18-Dec-2011	D53	09:55 AM  Sun 18-Dec-2011	10:09 AM  Sun 18-Dec-2011	A11
businesstravellogue	AA-3564-MIA-CLT	07:55 AM  Sun 18-Dec-2011	07:49 AM  Sun 18-Dec-2011	D53	09:55 AM  Sun 18-Dec-2011	10:09 AM  Sun 18-Dec-2011	A11
flylouisville	AA-3564-MIA-CLT	07:55 AM  Sun 18-Dec-2011	07:49 AM  Sun 18-Dec-2011	D53	09:55 AM  Sun 18-Dec-2011	10:09 AM  Sun 18-Dec-2011	A11
flightstats	AA-3564-MIA-CLT	2011-12-18 7:55 AM	2011-12-18 7:49 AM		2011-12-18 9:55 AM	2011-12-18 10:09 AM	
quicktrip	AA-3564-MIA-CLT	2011-12-18 7:55 AM	2011-12-18 7:49 AM		2011-12-18 9:55 AM	2011-12-18 10:09 AM	
world-flight-tracker	AA-3564-MIA-CLT	2011-12-18 7:55 AM	2011-12-18 7:49 AM		2011-12-18 9:55 AM	2011-12-18 10:09 AM	
flightview	AA-3564-MIA-CLT	7:55 AM, Dec 18	8:10 AM, Dec 18		9:55 AM, Dec 18	10:07 AM, Dec 18	
panynj	AA-3564-MIA-CLT	7:55 AM, Dec 18	8:10 AM, Dec 18		9:55 AM, Dec 18	10:07 AM, Dec 18	
gofox	AA-3564-MIA-CLT	7:55 AM, Dec 18	8:10 AM, Dec 18		9:55 AM, Dec 18	10:07 AM, Dec 18	
foxbusiness	AA-3564-MIA-CLT	7:55 AM, Dec 18	8:10 AM, Dec 18		9:55 AM, Dec 18	10:07 AM, Dec 18	
allegiantair	AA-3564-MIA-CLT	7:55 AM, Dec 18	8:10 AM, Dec 18		9:55 AM, Dec 18	10:07 AM, Dec 18	
boston	AA-3564-MIA-CLT	7:55 AM, Dec 18	8:10 AM, Dec 18		9:55 AM, Dec 18	10:07 AM, Dec 18	
travelocity	AA-3564-MIA-CLT	Dec 18 - 7:55am	Dec 18 - 7:49am	D53	Dec 18 - 9:55am	Dec 18 - 10:09am	A11
orbitz	AA-3564-MIA-CLT	7:55aDec 18	7:49aDec 18	 D53	9:55aDec 18	10:09aDec 18	 A11
weather	AA-3564-MIA-CLT	2011-12-18 07:55 AM			2011-12-18 09:55 AM		
usatoday	AA-3564-MIA-CLT	2011-12-18 07:55 AM			2011-12-18 09:55 AM		
flightwise	AA-3564-MIA-CLT	2011-12-18 07:55AM EST	2011-12-18 08:10AM EST	 D53 	2011-12-18 10:02AM EST	2011-12-18 10:01AM EST	 A11 
aa	AA-4388-ORD-DTW	December 18, 2011               04:30 PM    	December 18, 2011               04:44 PM    	 G18	December 18, 2011               06:50 PM    	December 18, 2011               07:07 PM    	 D28    
flightexplorer	AA-4388-ORD-DTW		12/18/2011 5:10PM CST			12/19/2011 6:53PM EST	
airtravelcenter	AA-4388-ORD-DTW		12/18/11 5:10 PM (-06:00)			12/18/11 6:53 PM (-05:00)	
myrateplan	AA-4388-ORD-DTW		12/18/11 5:10 PM (-06:00)			12/18/11 6:53 PM (-05:00)	
helloflight	AA-4388-ORD-DTW		12/18/11 5:10 PM (-06:00)			12/18/11 6:53 PM (-05:00)	
flytecomm	AA-4388-ORD-DTW		12/18/11 5:10 PM (-06:00)			12/18/11 6:53 PM (-05:00)	
flightaware	AA-4388-ORD-DTW	2011-12-18 04:30PM CST	2011-12-18 05:10PM CST	 G18 	2011-12-18 06:32PM EST	2011-12-18 06:53PM EST	 D28 
wunderground	AA-4388-ORD-DTW	2011-12-18 04:30PM CST	2011-12-18 05:10PM CST	 G18 	2011-12-18 06:32PM EST	2011-12-18 06:53PM EST	 D28 
flights	AA-4388-ORD-DTW	04:30 PM  Sun 18-Dec-2011	04:44 PM  Sun 18-Dec-2011	G18	06:50 PM  Sun 18-Dec-2011	07:07 PM  Sun 18-Dec-2011	D28
businesstravellogue	AA-4388-ORD-DTW	04:30 PM  Sun 18-Dec-2011	04:44 PM  Sun 18-Dec-2011	G18	06:50 PM  Sun 18-Dec-2011	07:07 PM  Sun 18-Dec-2011	D28
flylouisville	AA-4388-ORD-DTW	04:30 PM  Sun 18-Dec-2011	04:44 PM  Sun 18-Dec-2011	G18	06:50 PM  Sun 18-Dec-2011	07:07 PM  Sun 18-Dec-2011	D28
flightstats	AA-4388-ORD-DTW	2011-12-18 4:30 PM	2011-12-18 4:44 PM		2011-12-18 6:50 PM	2011-12-18 7:07 PM	
quicktrip	AA-4388-ORD-DTW	2011-12-18 4:30 PM	2011-12-18 4:44 PM		2011-12-18 6:50 PM	2011-12-18 7:07 PM	
world-flight-tracker	AA-4388-ORD-DTW	2011-12-18 4:30 PM	2011-12-18 4:44 PM		2011-12-18 6:50 PM	2011-12-18 7:07 PM	
flightview	AA-4388-ORD-DTW	4:30 PM, Dec 18	5:10 PM, Dec 18	Terminal 3	6:50 PM, Dec 18	7:04 PM, Dec 18	Terminal N
panynj	AA-4388-ORD-DTW	4:30 PM, Dec 18	5:10 PM, Dec 18	Terminal 3	6:50 PM, Dec 18	7:04 PM, Dec 18	Terminal N
gofox	AA-4388-ORD-DTW	4:30 PM, Dec 18	5:10 PM, Dec 18		6:50 PM, Dec 18	7:04 PM, Dec 18	
foxbusiness	AA-4388-ORD-DTW	4:30 PM, Dec 18	5:10 PM, Dec 18	Terminal 3	6:50 PM, Dec 18	7:04 PM, Dec 18	Terminal N
allegiantair	AA-4388-ORD-DTW	4:30 PM, Dec 18	5:10 PM, Dec 18	Terminal 3	6:50 PM, Dec 18	7:04 PM, Dec 18	Terminal N
boston	AA-4388-ORD-DTW	4:30 PM, Dec 18	5:10 PM, Dec 18		6:50 PM, Dec 18	7:04 PM, Dec 18	
travelocity	AA-4388-ORD-DTW	Dec 18 - 4:30pm	Dec 18 - 4:44pm	G18/T3	Dec 18 - 6:50pm	Dec 18 - 7:07pm	D28
orbitz	AA-4388-ORD-DTW	4:30pDec 18	4:44pDec 18	 G18	6:50pDec 18	7:07pDec 18	 D28
weather	AA-4388-ORD-DTW	2011-12-18 04:30 PM			2011-12-18 06:50 PM		
ord	AA-4388-ORD-DTW	2011-12-18 4:30 PM		G18	2011-12-18 6:50 PM		D28
ua	UA-701-MCI-DEN	Sun, Dec 18 5:22 PM	Sun, Dec 18 5:16 PM            On Time	12	Sun, Dec 18 6:14 PM	Sun, Dec 18 5:58 PM	B42
flightexplorer	UA-701-MCI-DEN		12/18/2011 5:27PM CST			12/18/2011 5:50PM MST	
airtravelcenter	UA-701-MCI-DEN		12/18/11 5:28 PM (-06:00)			12/18/11 5:56 PM (-07:00)	
myrateplan	UA-701-MCI-DEN		12/18/11 5:28 PM (-06:00)			12/18/11 5:56 PM (-07:00)	
helloflight	UA-701-MCI-DEN		12/18/11 5:28 PM (-06:00)			12/18/11 5:56 PM (-07:00)	
flytecomm	UA-701-MCI-DEN		12/18/11 5:28 PM (-06:00)			12/18/11 5:56 PM (-07:00)	
flights	UA-701-MCI-DEN		2011-12-18 05:16 PM	12		2011-12-18 05:58 PM	B42
businesstravellogue	UA-701-MCI-DEN		2011-12-18 05:16 PM	12		2011-12-18 05:58 PM	B42
flylouisville	UA-701-MCI-DEN		2011-12-18 05:16 PM	12		2011-12-18 05:58 PM	B42
flightview	UA-701-MCI-DEN		5:28 PMDec 18			5:58 PMDec 18	
panynj	UA-701-MCI-DEN		5:28 PMDec 18			5:58 PMDec 18	
gofox	UA-701-MCI-DEN		5:28 PMDec 18			5:58 PMDec 18	
foxbusiness	UA-701-MCI-DEN		5:28 PMDec 18			5:58 PMDec 18	
allegiantair	UA-701-MCI-DEN		5:28 PMDec 18			5:58 PMDec 18	
boston	UA-701-MCI-DEN		5:28 PMDec 18			5:55 PMDec 18	
orbitz	UA-701-MCI-DEN	5:22pDec 18	5:16pDec 18	 12	6:14pDec 18	5:58pDec 18	 B42
aa	AA-4366-ORD-CVG	December 18, 2011               06:45 PM    	December 18, 2011               06:40 PM    	 G19A	December 18, 2011               09:00 PM    	December 18, 2011               08:46 PM    	 3B    
flightexplorer	AA-4366-ORD-CVG		12/18/2011 7:01PM CST			12/18/2011 8:44PM EST	
airtravelcenter	AA-4366-ORD-CVG		12/18/11 7:01 PM (-06:00)			12/18/11 8:44 PM (-05:00)	
myrateplan	AA-4366-ORD-CVG		12/18/11 7:01 PM (-06:00)			12/18/11 8:44 PM (-05:00)	
helloflight	AA-4366-ORD-CVG		12/18/11 7:01 PM (-06:00)			12/18/11 8:44 PM (-05:00)	
flytecomm	AA-4366-ORD-CVG		12/18/11 7:01 PM (-06:00)			12/18/11 8:44 PM (-05:00)	
flightaware	AA-4366-ORD-CVG	2011-12-18 06:45PM CST	2011-12-18 07:01PM CST	 G19A 	2011-12-18 09:00PM EST	2011-12-18 08:41PM EST	 3B 
wunderground	AA-4366-ORD-CVG	2011-12-18 06:45PM CST	2011-12-18 07:01PM CST	 G19A 	2011-12-18 09:00PM EST	2011-12-18 08:41PM EST	 3B 
flights	AA-4366-ORD-CVG	06:45 PM  Sun 18-Dec-2011	06:40 PM  Sun 18-Dec-2011	G19A	09:00 PM  Sun 18-Dec-2011	08:46 PM  Sun 18-Dec-2011	3
businesstravellogue	AA-4366-ORD-CVG	06:45 PM  Sun 18-Dec-2011	06:40 PM  Sun 18-Dec-2011	G19A	09:00 PM  Sun 18-Dec-2011	08:46 PM  Sun 18-Dec-2011	3
flylouisville	AA-4366-ORD-CVG	06:45 PM  Sun 18-Dec-2011	06:40 PM  Sun 18-Dec-2011	G19A	09:00 PM  Sun 18-Dec-2011	08:46 PM  Sun 18-Dec-2011	3
flightstats	AA-4366-ORD-CVG	2011-12-18 6:45 PM	2011-12-18 6:40 PM		2011-12-18 9:00 PM	2011-12-18 8:46 PM	
quicktrip	AA-4366-ORD-CVG	2011-12-18 6:45 PM	2011-12-18 6:40 PM		2011-12-18 9:00 PM	2011-12-18 8:46 PM	
world-flight-tracker	AA-4366-ORD-CVG	2011-12-18 6:45 PM	2011-12-18 6:40 PM		2011-12-18 9:00 PM	2011-12-18 8:46 PM	
flightview	AA-4366-ORD-CVG	6:45 PM, Dec 18	7:01 PM, Dec 18	G19A	9:00 PM, Dec 18	8:46 PM, Dec 18	Terminal 2
panynj	AA-4366-ORD-CVG	6:45 PM, Dec 18	7:01 PM, Dec 18	G19A	9:00 PM, Dec 18	8:46 PM, Dec 18	Terminal 2
gofox	AA-4366-ORD-CVG	6:45 PM, Dec 18	7:01 PM, Dec 18		9:00 PM, Dec 18	8:46 PM, Dec 18	
foxbusiness	AA-4366-ORD-CVG	6:45 PM, Dec 18	7:01 PM, Dec 18	G19A	9:00 PM, Dec 18	8:46 PM, Dec 18	Terminal 2
allegiantair	AA-4366-ORD-CVG	6:45 PM, Dec 18	7:01 PM, Dec 18	G19A	9:00 PM, Dec 18	8:46 PM, Dec 18	Terminal 2
boston	AA-4366-ORD-CVG	6:45 PM, Dec 18	7:01 PM, Dec 18		9:00 PM, Dec 18	8:46 PM, Dec 18	
travelocity	AA-4366-ORD-CVG	Dec 18 - 6:45pm	Dec 18 - 6:40pm	G19A/T3	Dec 18 - 9:00pm	Dec 18 - 8:46pm	3
orbitz	AA-4366-ORD-CVG	6:45pDec 18	6:40pDec 18	 G19A	9:00pDec 18	8:46pDec 18	 3B
weather	AA-4366-ORD-CVG	2011-12-18 06:45 PM			2011-12-18 09:00 PM		
ord	AA-4366-ORD-CVG	2011-12-18 6:45 PM		G19A	2011-12-18 9:00 PM		3
mytripandmore	AA-4366-ORD-CVG	6:45pDec 18	6:40pDec 18	 G19A	9:00pDec 18	8:46pDec 18	 3B
flightarrival	AA-4366-ORD-CVG	6:45 PM, Dec 18	7:01 PM, Dec 18		9:00 PM, Dec 18	8:46 PM, Dec 18	
aa	AA-2525-DFW-MIA	December 18, 2011               07:25 AM    	December 18, 2011               07:20 AM    	 A24	December 18, 2011               11:10 AM    	December 18, 2011               10:52 AM    	 D16    
flightexplorer	AA-2525-DFW-MIA		12/18/2011 7:35AM CST			12/18/2011 10:48AM EST	
airtravelcenter	AA-2525-DFW-MIA		12/18/11 7:35 AM (-06:00)			12/18/11 10:48 AM (-05:00)	
myrateplan	AA-2525-DFW-MIA		12/18/11 7:35 AM (-06:00)			12/18/11 10:48 AM (-05:00)	
helloflight	AA-2525-DFW-MIA		12/18/11 7:35 AM (-06:00)			12/18/11 10:48 AM (-05:00)	
flytecomm	AA-2525-DFW-MIA		12/18/11 7:35 AM (-06:00)			12/18/11 10:48 AM (-05:00)	
flightaware	AA-2525-DFW-MIA	2011-12-18 07:25AM CST	2011-12-18 07:35AM CST	 A24 	2011-12-18 10:57AM EST	2011-12-18 10:45AM EST	 D16 
wunderground	AA-2525-DFW-MIA	2011-12-18 07:25AM CST	2011-12-18 07:35AM CST	 A24 	2011-12-18 10:57AM EST	2011-12-18 10:45AM EST	 D16 
flights	AA-2525-DFW-MIA	07:25 AM  Sun 18-Dec-2011	07:20 AM  Sun 18-Dec-2011	A24	11:10 AM  Sun 18-Dec-2011	10:52 AM  Sun 18-Dec-2011	D16
businesstravellogue	AA-2525-DFW-MIA	07:25 AM  Sun 18-Dec-2011	07:20 AM  Sun 18-Dec-2011	A24	11:10 AM  Sun 18-Dec-2011	10:52 AM  Sun 18-Dec-2011	D16
flylouisville	AA-2525-DFW-MIA	07:25 AM  Sun 18-Dec-2011	07:20 AM  Sun 18-Dec-2011	A24	11:10 AM  Sun 18-Dec-2011	10:52 AM  Sun 18-Dec-2011	D16
flightstats	AA-2525-DFW-MIA	2011-12-18 7:25 AM	2011-12-18 7:20 AM		2011-12-18 11:10 AM	2011-12-18 10:52 AM	
quicktrip	AA-2525-DFW-MIA	2011-12-18 7:25 AM	2011-12-18 7:20 AM		2011-12-18 11:10 AM	2011-12-18 10:52 AM	
world-flight-tracker	AA-2525-DFW-MIA	2011-12-18 7:25 AM	2011-12-18 7:20 AM		2011-12-18 11:10 AM	2011-12-18 10:52 AM	
flightview	AA-2525-DFW-MIA	7:25 AM, Dec 18	7:35 AM, Dec 18	A24	11:10 AM, Dec 18	10:52 AM, Dec 18	Terminal D - D16
panynj	AA-2525-DFW-MIA	7:25 AM, Dec 18	7:35 AM, Dec 18	A24	11:10 AM, Dec 18	10:52 AM, Dec 18	Terminal D - D16
gofox	AA-2525-DFW-MIA	7:25 AM, Dec 18	7:35 AM, Dec 18		11:10 AM, Dec 18	10:52 AM, Dec 18	
foxbusiness	AA-2525-DFW-MIA	7:25 AM, Dec 18	7:35 AM, Dec 18	A24	11:10 AM, Dec 18	10:52 AM, Dec 18	Terminal D - D16
allegiantair	AA-2525-DFW-MIA	7:25 AM, Dec 18	7:35 AM, Dec 18	A24	11:10 AM, Dec 18	10:52 AM, Dec 18	Terminal D - D16
boston	AA-2525-DFW-MIA	7:25 AM, Dec 18	7:35 AM, Dec 18		11:10 AM, Dec 18	10:45 AM, Dec 18	
travelocity	AA-2525-DFW-MIA	Dec 18 - 7:25am	Dec 18 - 7:20am	A24/A	Dec 18 - 11:10am	Dec 18 - 10:52am	D16
orbitz	AA-2525-DFW-MIA	7:25aDec 18	7:20aDec 18	 A24	11:10aDec 18	10:52aDec 18	 D16
weather	AA-2525-DFW-MIA	2011-12-18 07:25 AM	2011-12-18 07:35 AM		2011-12-18 11:10 AM	2011-12-18 10:48 AM	
mia	AA-2525-DFW-MIA				11:10A 12-18-11	2011-12-18  10:52A	
usatoday	AA-2525-DFW-MIA	7:25 AM, Dec 18	7:35 AM, Dec 18		11:10 AM, Dec 18	10:45 AM, Dec 18	
flightwise	AA-2525-DFW-MIA	2011-12-18 07:25AM CST	2011-12-18 07:35AM CST	 A24 	2011-12-18 10:57AM EST	2011-12-18 10:45AM EST	 D16 
CO	CO-1543-IAH-DCA	Sun., Dec.18, 2011 1:00 p.m.	Sun., Dec.18, 2011 12:57 p.m.		Sun., Dec.18, 2011 4:48 p.m.	Sun., Dec.18, 2011 4:43 p.m.	
flightexplorer	CO-1543-IAH-DCA		12/18/2011 1:07PM CST			12/18/2011 4:38PM EST	
airtravelcenter	CO-1543-IAH-DCA	12/18/11 1:00 PM (-06:00)			12/18/11 4:48 PM (-05:00)		
myrateplan	CO-1543-IAH-DCA	12/18/11 1:00 PM (-06:00)			12/18/11 4:48 PM (-05:00)		
helloflight	CO-1543-IAH-DCA	12/18/11 1:00 PM (-06:00)			12/18/11 4:48 PM (-05:00)		
flytecomm	CO-1543-IAH-DCA	12/18/11 1:00 PM (-06:00)			12/18/11 4:48 PM (-05:00)		
flights	CO-1543-IAH-DCA		2011-12-18 12:57 PM	33		2011-12-18 04:43 PM	11
businesstravellogue	CO-1543-IAH-DCA		2011-12-18 12:57 PM	33		2011-12-18 04:43 PM	11
flylouisville	CO-1543-IAH-DCA		2011-12-18 12:57 PM	33		2011-12-18 04:43 PM	11
flightstats	CO-1543-IAH-DCA	2011-12-18 1:00 PM	2011-12-18 12:57 PM		2011-12-18 4:48 PM	2011-12-18 4:43 PM	
quicktrip	CO-1543-IAH-DCA	2011-12-18 1:00 PM	2011-12-18 12:57 PM		2011-12-18 4:48 PM	2011-12-18 4:43 PM	
flightview	CO-1543-IAH-DCA		1:09 PMDec 18			4:43 PMDec 18	
panynj	CO-1543-IAH-DCA		1:09 PMDec 18			4:43 PMDec 18	
gofox	CO-1543-IAH-DCA		1:09 PMDec 18			4:43 PMDec 18	
foxbusiness	CO-1543-IAH-DCA		1:09 PMDec 18			4:43 PMDec 18	
allegiantair	CO-1543-IAH-DCA		1:09 PMDec 18			4:43 PMDec 18	
boston	CO-1543-IAH-DCA		1:09 PMDec 18			4:39 PMDec 18	
orbitz	CO-1543-IAH-DCA	1:00pDec 18	12:57pDec 18	 33	4:48pDec 18	4:43pDec 18	 11
weather	CO-1543-IAH-DCA	2011-12-18 01:00 PM			2011-12-18 04:48 PM		
usatoday	CO-1543-IAH-DCA		1:09 PMDec 18			4:39 PMDec 18	
flightarrival	CO-1543-IAH-DCA	2011-12-18 1:00 PM	2011-12-18 12:57 PM		2011-12-18 4:48 PM	2011-12-18 4:43 PM	
ua	UA-5812-CWA-ORD	Sun, Dec 18 4:14 PM	Sun, Dec 18 4:14 PM	--	Sun, Dec 18 5:22 PM	Sun, Dec 18 5:22 PM	E3
airtravelcenter	UA-5812-CWA-ORD	12/18/11 4:14 PM (-06:00)			12/18/11 5:22 PM (-06:00)		
myrateplan	UA-5812-CWA-ORD	12/18/11 4:14 PM (-06:00)			12/18/11 5:22 PM (-06:00)		
helloflight	UA-5812-CWA-ORD	12/18/11 4:14 PM (-06:00)			12/18/11 5:22 PM (-06:00)		
flytecomm	UA-5812-CWA-ORD	12/18/11 4:14 PM (-06:00)			12/18/11 5:22 PM (-06:00)		
flightaware	UA-5812-CWA-ORD	2011-12-18 04:14PM CST	2011-12-18 04:10PM CST		2011-12-18 05:05PM CST	2011-12-18 result unknown (?) (track log &amp; graph)	 F9 
wunderground	UA-5812-CWA-ORD	2011-12-18 04:14PM CST	2011-12-18 04:10PM CST		2011-12-18 05:05PM CST	2011-12-18 result unknown (?) (track log &amp; graph)	 F9 
flights	UA-5812-CWA-ORD	2011-12-18 04:14 PM			2011-12-18 05:22 PM		E4
businesstravellogue	UA-5812-CWA-ORD	2011-12-18 04:14 PM			2011-12-18 05:22 PM		E4
flylouisville	UA-5812-CWA-ORD	2011-12-18 04:14 PM			2011-12-18 05:22 PM		E4
flightview	UA-5812-CWA-ORD	4:14 PMDec 18			5:22 PMDec 18		
panynj	UA-5812-CWA-ORD	4:14 PMDec 18			5:22 PMDec 18		
gofox	UA-5812-CWA-ORD	4:14 PMDec 18			5:22 PMDec 18		
foxbusiness	UA-5812-CWA-ORD	4:14 PMDec 18			5:22 PMDec 18		
allegiantair	UA-5812-CWA-ORD	4:14 PMDec 18			5:22 PMDec 18		
boston	UA-5812-CWA-ORD	4:14 PMDec 18			5:22 PMDec 18		
travelocity	UA-5812-CWA-ORD	Dec 18 - 4:14pm	Dec 18 - Not Available	CHK	Dec 18 - 5:22pm	Dec 18 - Not Available	E3
orbitz	UA-5812-CWA-ORD	4:14pDec 18		 -	5:22pDec 18		 E3
aa	AA-1682-ORD-MIA	December 18, 2011               02:00 PM    	December 18, 2011     	 K19	December 18, 2011               06:05 PM    	December 18, 2011     	 D22    
flightexplorer	AA-1682-ORD-MIA	12/18/2011 2:00PM CST			12/18/2011 5:55PM EST		
airtravelcenter	AA-1682-ORD-MIA		12/18/11 2:05 PM (-06:00)			12/18/11 5:42 PM (-05:00)	
myrateplan	AA-1682-ORD-MIA		12/18/11 2:05 PM (-06:00)			12/18/11 5:42 PM (-05:00)	
helloflight	AA-1682-ORD-MIA		12/18/11 2:05 PM (-06:00)			12/18/11 5:42 PM (-05:00)	
flytecomm	AA-1682-ORD-MIA		12/18/11 2:05 PM (-06:00)			12/18/11 5:42 PM (-05:00)	
flightaware	AA-1682-ORD-MIA	2011-12-18 02:00PM CST	2011-12-18 02:10PM CST	 K19 	2011-12-18 05:45PM EST	2011-12-18 05:55PM EST	 D22 
wunderground	AA-1682-ORD-MIA	2011-12-18 02:00PM CST	2011-12-18 02:10PM CST	 K19 	2011-12-18 05:45PM EST	2011-12-18 05:55PM EST	 D22 
flights	AA-1682-ORD-MIA	02:00 PM  Sun 18-Dec-2011		K19	06:05 PM  Sun 18-Dec-2011		D22
businesstravellogue	AA-1682-ORD-MIA	02:00 PM  Sun 18-Dec-2011		K19	06:05 PM  Sun 18-Dec-2011		D22
flylouisville	AA-1682-ORD-MIA	02:00 PM  Sun 18-Dec-2011		K19	06:05 PM  Sun 18-Dec-2011		D22
world-flight-tracker	AA-1682-ORD-MIA	2011-12-18 2:00 PM	2011-12-18 2:00 PM (Estimated)		2011-12-18 6:05 PM	2011-12-18 6:05 PM (Estimated)	
flightview	AA-1682-ORD-MIA	2:00 PM, Dec 18		K19	6:05 PM, Dec 18		Terminal D - D22
panynj	AA-1682-ORD-MIA	2:00 PM, Dec 18		K19	6:05 PM, Dec 18		Terminal D - D22
gofox	AA-1682-ORD-MIA	2:00 PM, Dec 18			6:05 PM, Dec 18		
