ua	UA-1534-RTB-IAH	Sat, Dec 10 2:05 PM	Sat, Dec 10 5:00 PM	--	Sat, Dec 10 5:01 PM	Sat, Dec 10 7:44 PM	E24
flylouisville	AA-436-SAN-DFW	10:05 AM  Sat 10-Dec-2011	10:01 AM  Sat 10-Dec-2011	29	03:05 PM  Sat 10-Dec-2011	02:44 PM  Sat 10-Dec-2011	A28
world-flight-tracker	AA-436-SAN-DFW	2011-12-10 10:05 AM	2011-12-10 10:01 AM		2011-12-10 3:05 PM	2011-12-10 2:44 PM	
flightview	AA-436-SAN-DFW	10:05 AM, Dec 10	10:14 AM, Dec 10	Terminal 2 - 29	3:05 PM, Dec 10	2:44 PM, Dec 10	Terminal A - A28
panynj	AA-436-SAN-DFW	10:05 AM, Dec 10	10:14 AM, Dec 10	Terminal 2 - 29	3:05 PM, Dec 10	2:44 PM, Dec 10	Terminal A - A28
gofox	AA-436-SAN-DFW	10:05 AM, Dec 10	10:14 AM, Dec 10		3:05 PM, Dec 10	2:44 PM, Dec 10	
foxbusiness	AA-436-SAN-DFW	10:05 AM, Dec 10	10:14 AM, Dec 10	Terminal 2 - 29	3:05 PM, Dec 10	2:44 PM, Dec 10	Terminal A - A28
allegiantair	AA-436-SAN-DFW	10:05 AM, Dec 10	10:14 AM, Dec 10	Terminal 2 - 29	3:05 PM, Dec 10	2:44 PM, Dec 10	Terminal A - A28
boston	AA-436-SAN-DFW	10:05 AM, Dec 10	10:14 AM, Dec 10		3:05 PM, Dec 10	2:37 PM, Dec 10	
travelocity	AA-436-SAN-DFW	Dec 10 - 10:05am	Dec 10 - 10:01am	29/T2	Dec 10 - 3:05pm	Dec 10 - 2:44pm	A28/A
orbitz	AA-436-SAN-DFW	10:05aDec 10	10:01aDec 10	 29	3:05pDec 10	2:44pDec 10	 A28
weather	AA-436-SAN-DFW	2011-12-10 10:05 AM			2011-12-10 03:05 PM		
dfw	AA-436-SAN-DFW				2011-12-10 3:05 pm		A28
mytripandmore	AA-436-SAN-DFW	Dec 10 - 10:05am	Dec 10 - 10:01am	29/T2	Dec 10 - 3:05pm	Dec 10 - 2:44pm	A28/A
flightarrival	AA-436-SAN-DFW	10:05 AM, Dec 10	10:14 AM, Dec 10		3:05 PM, Dec 10	2:37 PM, Dec 10	
ua	UA-6465-SLC-LAX	Sat, Dec 10 6:00 AM	Sat, Dec 10 5:56 AM	B7	Sat, Dec 10 7:06 AM	Sat, Dec 10 6:58 AM	81
airtravelcenter	UA-6465-SLC-LAX	12/10/11 6:00 AM (-07:00)			12/10/11 7:06 AM (-08:00)		
myrateplan	UA-6465-SLC-LAX	12/10/11 6:00 AM (-07:00)			12/10/11 7:06 AM (-08:00)		
helloflight	UA-6465-SLC-LAX	12/10/11 6:00 AM (-07:00)			12/10/11 7:06 AM (-08:00)		
flytecomm	UA-6465-SLC-LAX	12/10/11 6:00 AM (-07:00)			12/10/11 7:06 AM (-08:00)		
flightaware	UA-6465-SLC-LAX	2011-12-10 06:00AM MST	2011-12-10 06:25AM MST	 B7 	2011-12-10 06:38AM PST	2011-12-10 06:52AM PST	 81 
wunderground	UA-6465-SLC-LAX	2011-12-10 06:00AM MST	2011-12-10 06:25AM MST	 B7 	2011-12-10 06:38AM PST	2011-12-10 06:52AM PST	 81 
flights	UA-6465-SLC-LAX	06:00 AM  Sat 10-Dec-2011	05:56 AM  Sat 10-Dec-2011	B7	07:06 AM  Sat 10-Dec-2011	06:58 AM  Sat 10-Dec-2011	81
businesstravellogue	UA-6465-SLC-LAX	06:00 AM  Sat 10-Dec-2011	05:56 AM  Sat 10-Dec-2011	B7	07:06 AM  Sat 10-Dec-2011	06:58 AM  Sat 10-Dec-2011	81
flylouisville	UA-6465-SLC-LAX	06:00 AM  Sat 10-Dec-2011	05:56 AM  Sat 10-Dec-2011	B7	07:06 AM  Sat 10-Dec-2011	06:58 AM  Sat 10-Dec-2011	81
flightstats	UA-6465-SLC-LAX	2011-12-10 6:00 AM	2011-12-10 5:56 AM		2011-12-10 7:06 AM	2011-12-10 6:58 AM	
quicktrip	UA-6465-SLC-LAX	2011-12-10 6:00 AM	2011-12-10 5:56 AM		2011-12-10 7:06 AM	2011-12-10 6:58 AM	
world-flight-tracker	UA-6465-SLC-LAX	2011-12-10 6:00 AM	2011-12-10 5:56 AM		2011-12-10 7:06 AM	2011-12-10 6:58 AM	
flightview	UA-6465-SLC-LAX	6:00 AM, Dec 10	6:25 AM, Dec 10	B7	7:06 AM, Dec 10	6:58 AM, Dec 10	81
panynj	UA-6465-SLC-LAX	6:00 AM, Dec 10	6:25 AM, Dec 10	B7	7:06 AM, Dec 10	6:58 AM, Dec 10	81
gofox	UA-6465-SLC-LAX	6:00 AM, Dec 10	6:25 AM, Dec 10		7:06 AM, Dec 10	6:58 AM, Dec 10	
foxbusiness	UA-6465-SLC-LAX	6:00 AM, Dec 10	6:25 AM, Dec 10	B7	7:06 AM, Dec 10	6:58 AM, Dec 10	81
allegiantair	UA-6465-SLC-LAX	6:00 AM, Dec 10	6:25 AM, Dec 10	B7	7:06 AM, Dec 10	6:58 AM, Dec 10	81
boston	UA-6465-SLC-LAX	6:00 AM, Dec 10	6:25 AM, Dec 10		7:06 AM, Dec 10	6:53 AM, Dec 10	
travelocity	UA-6465-SLC-LAX	Dec 10 - Not Available	Dec 10 - 6:25am	B7	Dec 10 - Not Available	Dec 10 - 6:58am	81
orbitz	UA-6465-SLC-LAX	6:00aDec 10	5:56aDec 10	 B7	7:06aDec 10	6:58aDec 10	 81
weather	UA-6465-SLC-LAX	2011-12-10 06:00 AM			2011-12-10 07:06 AM		
mytripandmore	UA-6465-SLC-LAX	Dec 10 - Not Available	Dec 10 - 6:25am	B7	Dec 10 - Not Available	Dec 10 - 6:58am	81
CO	CO-1690-IAH-EWR	Sat., Dec.10, 2011 8:55 a.m.	Sat., Dec.10, 2011 8:56 a.m.		Sat., Dec.10, 2011 1:21 p.m.	Sat., Dec.10, 2011 1:26 p.m.	
flightexplorer	CO-1690-IAH-EWR		12/10/2011 9:04AM CST			12/10/2011 1:16PM EST	
airtravelcenter	CO-1690-IAH-EWR	12/10/11 8:55 AM (-06:00)			12/10/11 1:21 PM (-05:00)		
myrateplan	CO-1690-IAH-EWR	12/10/11 8:55 AM (-06:00)			12/10/11 1:21 PM (-05:00)		
helloflight	CO-1690-IAH-EWR	12/10/11 8:55 AM (-06:00)			12/10/11 1:21 PM (-05:00)		
flytecomm	CO-1690-IAH-EWR	12/10/11 8:55 AM (-06:00)			12/10/11 1:21 PM (-05:00)		
flightaware	CO-1690-IAH-EWR	2011-12-10 08:55AM CST	2011-12-10 09:05AM CST	 E6 	2011-12-10 01:11PM EST	2011-12-10 01:17PM EST	 C92 
wunderground	CO-1690-IAH-EWR	2011-12-10 08:55AM CST	2011-12-10 09:05AM CST	 E6 	2011-12-10 01:11PM EST	2011-12-10 01:17PM EST	 C92 
flights	CO-1690-IAH-EWR	08:55 AM  Sat 10-Dec-2011	08:56 AM  Sat 10-Dec-2011	6	01:21 PM  Sat 10-Dec-2011	01:26 PM  Sat 10-Dec-2011	92
businesstravellogue	CO-1690-IAH-EWR	08:55 AM  Sat 10-Dec-2011	08:56 AM  Sat 10-Dec-2011	6	01:21 PM  Sat 10-Dec-2011	01:26 PM  Sat 10-Dec-2011	92
flylouisville	CO-1690-IAH-EWR	08:55 AM  Sat 10-Dec-2011	08:56 AM  Sat 10-Dec-2011	6	01:21 PM  Sat 10-Dec-2011	01:26 PM  Sat 10-Dec-2011	92
flightstats	CO-1690-IAH-EWR	2011-12-10 8:55 AM	2011-12-10 8:56 AM		2011-12-10 1:21 PM	2011-12-10 1:26 PM	
quicktrip	CO-1690-IAH-EWR	2011-12-10 8:55 AM	2011-12-10 8:56 AM		2011-12-10 1:21 PM	2011-12-10 1:26 PM	
world-flight-tracker	CO-1690-IAH-EWR	2011-12-10 8:55 AM	2011-12-10 8:56 AM		2011-12-10 1:21 PM	2011-12-10 1:26 PM	
flightview	CO-1690-IAH-EWR	8:55 AM, Dec 10	9:05 AM, Dec 10	Term C - E6	1:21 PM, Dec 10	1:26 PM, Dec 10	Term C - C92
panynj	CO-1690-IAH-EWR	8:55 AM, Dec 10	9:05 AM, Dec 10	Term C - E6	1:21 PM, Dec 10	1:26 PM, Dec 10	Term C - C92
gofox	CO-1690-IAH-EWR	8:55 AM, Dec 10	9:05 AM, Dec 10		1:21 PM, Dec 10	1:26 PM, Dec 10	
foxbusiness	CO-1690-IAH-EWR	8:55 AM, Dec 10	9:05 AM, Dec 10	Term C - E6	1:21 PM, Dec 10	1:26 PM, Dec 10	Term C - C92
allegiantair	CO-1690-IAH-EWR	8:55 AM, Dec 10	9:05 AM, Dec 10	Term C - E6	1:21 PM, Dec 10	1:26 PM, Dec 10	Term C - C92
boston	CO-1690-IAH-EWR	8:55 AM, Dec 10	9:05 AM, Dec 10		1:21 PM, Dec 10	1:18 PM, Dec 10	
travelocity	CO-1690-IAH-EWR	Dec 10 - 8:55am	Dec 10 - 8:56am	E6	Dec 10 - 1:21pm	Dec 10 - 1:26pm	C92
orbitz	CO-1690-IAH-EWR	8:55aDec 10	8:56aDec 10	 E6	1:21pDec 10	1:26pDec 10	 C92
weather	CO-1690-IAH-EWR	2011-12-10 08:55 AM			2011-12-10 01:21 PM		
ifly	CO-1690-IAH-EWR	2011-12-10 8:55 AM	2011-12-10 8:56 AM		2011-12-10 1:21 PM	2011-12-10 1:26 PM	
usatoday	CO-1690-IAH-EWR	2011-12-10 08:55 AM			2011-12-10 01:21 PM		
mytripandmore	CO-1690-IAH-EWR	8:55aDec 10	8:56aDec 10	 E6	1:21pDec 10	1:26pDec 10	 C92
CO	CO-1237-IAH-FLL	Sat., Dec.10, 2011 10:20 a.m.	Sat., Dec.10, 2011 10:19 a.m.		Sat., Dec.10, 2011 1:46 p.m.	Sat., Dec.10, 2011 1:32 p.m.	
flightexplorer	CO-1237-IAH-FLL		12/10/2011 10:34AM CST			12/10/2011 1:30PM EST	
flightexplorer	CO-1237-IAH-FLL		12/10/2011 10:34AM CST			12/10/2011 1:27PM EST	
airtravelcenter	CO-1237-IAH-FLL	12/10/11 10:20 AM (-06:00)			12/10/11 1:46 PM (-05:00)		
myrateplan	CO-1237-IAH-FLL	12/10/11 10:20 AM (-06:00)			12/10/11 1:46 PM (-05:00)		
helloflight	CO-1237-IAH-FLL	12/10/11 10:20 AM (-06:00)			12/10/11 1:46 PM (-05:00)		
flytecomm	CO-1237-IAH-FLL	12/10/11 10:20 AM (-06:00)			12/10/11 1:46 PM (-05:00)		
flightaware	CO-1237-IAH-FLL	2011-12-10 10:20AM CST	2011-12-10 10:35AM CST	 44 	2011-12-10 01:36PM EST	2011-12-10 01:28PM EST	 C2 
flightaware	CO-1237-IAH-FLL	2011-12-10 10:20AM CST	2011-12-10 10:35AM CST	 44 	2011-12-10 01:36PM EST	2011-12-10 01:28PM EST	 C2 
wunderground	CO-1237-IAH-FLL	2011-12-10 10:20AM CST	2011-12-10 10:35AM CST	 44 	2011-12-10 01:36PM EST	2011-12-10 01:28PM EST	 C2 
wunderground	CO-1237-IAH-FLL	2011-12-10 10:20AM CST	2011-12-10 10:35AM CST	 44 	2011-12-10 01:36PM EST	2011-12-10 01:28PM EST	 C2 
flights	CO-1237-IAH-FLL		2011-12-10 10:19 AM	44		2011-12-10 01:46 PM	C2
flights	CO-1237-IAH-FLL		2011-12-10 10:19 AM	44		2011-12-10 01:32 PM	C2
businesstravellogue	CO-1237-IAH-FLL		2011-12-10 10:19 AM	44		2011-12-10 01:46 PM	C2
businesstravellogue	CO-1237-IAH-FLL		2011-12-10 10:19 AM	44		2011-12-10 01:32 PM	C2
flylouisville	CO-1237-IAH-FLL		2011-12-10 10:19 AM	44		2011-12-10 01:46 PM	C2
flylouisville	CO-1237-IAH-FLL		2011-12-10 10:19 AM	44		2011-12-10 01:32 PM	C2
flightstats	CO-1237-IAH-FLL	2011-12-10 10:20 AM	2011-12-10 10:19 AM		2011-12-10 1:46 PM	2011-12-10 1:32 PM	
quicktrip	CO-1237-IAH-FLL	2011-12-10 10:20 AM	2011-12-10 10:19 AM		2011-12-10 1:46 PM	2011-12-10 1:32 PM	
flightview	CO-1237-IAH-FLL		10:35 AMDec 10			1:28 PMDec 10	
flightview	CO-1237-IAH-FLL		10:35 AMDec 10			1:32 PMDec 10	
panynj	CO-1237-IAH-FLL		10:35 AMDec 10			1:28 PMDec 10	
panynj	CO-1237-IAH-FLL		10:35 AMDec 10			1:32 PMDec 10	
gofox	CO-1237-IAH-FLL		10:35 AMDec 10			1:28 PMDec 10	
gofox	CO-1237-IAH-FLL		10:35 AMDec 10			1:32 PMDec 10	
foxbusiness	CO-1237-IAH-FLL		10:35 AMDec 10			1:28 PMDec 10	
foxbusiness	CO-1237-IAH-FLL		10:35 AMDec 10			1:32 PMDec 10	
allegiantair	CO-1237-IAH-FLL		10:35 AMDec 10			1:28 PMDec 10	
allegiantair	CO-1237-IAH-FLL		10:35 AMDec 10			1:32 PMDec 10	
boston	CO-1237-IAH-FLL		10:35 AMDec 10			1:28 PMDec 10	
orbitz	CO-1237-IAH-FLL	10:20aDec 10	10:19aDec 10	 C-44	1:24pDec 10		 C2
orbitz	CO-1237-IAH-FLL	10:20aDec 10	10:19aDec 10	 44	1:46pDec 10	1:32pDec 10	 C2
ifly	CO-1237-IAH-FLL	2011-12-10 10:20 AM	2011-12-10 10:19 AM		2011-12-10 1:46 PM	2011-12-10 1:32 PM	
mytripandmore	CO-1237-IAH-FLL	10:20aDec 10	10:19aDec 10	 44	1:46pDec 10	1:32pDec 10	 C2
ua	UA-1546-CZM-IAH	Sat, Dec 10 12:10 PM	Sat, Dec 10 12:04 PM	2	Sat, Dec 10 2:35 PM	Sat, Dec 10 2:25 PM	E11
airtravelcenter	UA-1546-CZM-IAH	12/10/11 6:10 PM (-00:00)			12/10/11 2:35 PM (-06:00)		
airtravelcenter	UA-1546-CZM-IAH		12/10/11 6:14 PM (-00:00)			12/10/11 2:13 PM (-06:00)	
myrateplan	UA-1546-CZM-IAH	12/10/11 6:10 PM (-00:00)			12/10/11 2:35 PM (-06:00)		
myrateplan	UA-1546-CZM-IAH		12/10/11 6:14 PM (-00:00)			12/10/11 2:13 PM (-06:00)	
helloflight	UA-1546-CZM-IAH	12/10/11 6:10 PM (-00:00)			12/10/11 2:35 PM (-06:00)		
helloflight	UA-1546-CZM-IAH		12/10/11 6:14 PM (-00:00)			12/10/11 2:13 PM (-06:00)	
flytecomm	UA-1546-CZM-IAH	12/10/11 6:10 PM (-00:00)			12/10/11 2:35 PM (-06:00)		
flytecomm	UA-1546-CZM-IAH		12/10/11 6:14 PM (-00:00)			12/10/11 2:13 PM (-06:00)	
flights	UA-1546-CZM-IAH		2011-12-10 12:04 PM	2		2011-12-10 02:25 PM	11
businesstravellogue	UA-1546-CZM-IAH		2011-12-10 12:04 PM	2		2011-12-10 02:25 PM	11
flylouisville	UA-1546-CZM-IAH		2011-12-10 12:04 PM	2		2011-12-10 02:25 PM	11
flightview	UA-1546-CZM-IAH		12:56 PMDec 10			2:25 PMDec 10	
panynj	UA-1546-CZM-IAH		12:56 PMDec 10			2:25 PMDec 10	
gofox	UA-1546-CZM-IAH		12:56 PMDec 10			2:25 PMDec 10	
foxbusiness	UA-1546-CZM-IAH		12:56 PMDec 10			2:25 PMDec 10	
allegiantair	UA-1546-CZM-IAH		12:56 PMDec 10			2:25 PMDec 10	
boston	UA-1546-CZM-IAH		12:56 PMDec 10			2:19 PMDec 10	
travelocity	UA-1546-CZM-IAH	Dec 10 - 12:10pm	Dec 10 - Contact Airline	Not provided by airline	Dec 10 - 2:35pm	Dec 10 - Contact Airline	Not provided by airline
orbitz	UA-1546-CZM-IAH	12:10pDec 10	12:04pDec 10	 2	2:35pDec 10	2:25pDec 10	 E11
usatoday	UA-1546-CZM-IAH		12:56 PMDec 10			2:19 PMDec 10	
flightarrival	UA-1546-CZM-IAH		12:56 PMDec 10			2:19 PMDec 10	
aa	AA-2336-DFW-ORD	December 10, 2011               09:35 AM    	December 10, 2011               09:29 AM    	 A21	December 10, 2011               11:55 AM    	December 10, 2011               11:42 AM    	 K2    
flightexplorer	AA-2336-DFW-ORD		12/10/2011 9:42AM CST			12/10/2011 11:32AM CST	
airtravelcenter	AA-2336-DFW-ORD		12/10/11 9:41 AM (-06:00)			12/10/11 11:32 AM (-06:00)	
myrateplan	AA-2336-DFW-ORD		12/10/11 9:41 AM (-06:00)			12/10/11 11:32 AM (-06:00)	
helloflight	AA-2336-DFW-ORD		12/10/11 9:41 AM (-06:00)			12/10/11 11:32 AM (-06:00)	
flytecomm	AA-2336-DFW-ORD		12/10/11 9:41 AM (-06:00)			12/10/11 11:32 AM (-06:00)	
flightaware	AA-2336-DFW-ORD	2011-12-10 09:35AM CST	2011-12-10 09:42AM CST	 A21 	2011-12-10 11:42AM CST	2011-12-10 11:29AM CST	 K2 
wunderground	AA-2336-DFW-ORD	2011-12-10 09:35AM CST	2011-12-10 09:42AM CST	 A21 	2011-12-10 11:42AM CST	2011-12-10 11:29AM CST	 K2 
flights	AA-2336-DFW-ORD	09:35 AM  Sat 10-Dec-2011	09:29 AM  Sat 10-Dec-2011	A21	11:55 AM  Sat 10-Dec-2011	11:42 AM  Sat 10-Dec-2011	K2
businesstravellogue	AA-2336-DFW-ORD	09:35 AM  Sat 10-Dec-2011	09:29 AM  Sat 10-Dec-2011	A21	11:55 AM  Sat 10-Dec-2011	11:42 AM  Sat 10-Dec-2011	K2
flylouisville	AA-2336-DFW-ORD	09:35 AM  Sat 10-Dec-2011	09:29 AM  Sat 10-Dec-2011	A21	11:55 AM  Sat 10-Dec-2011	11:42 AM  Sat 10-Dec-2011	K2
flightstats	AA-2336-DFW-ORD	2011-12-10 9:35 AM	2011-12-10 9:29 AM		2011-12-10 11:55 AM	2011-12-10 11:42 AM	
quicktrip	AA-2336-DFW-ORD	2011-12-10 9:35 AM	2011-12-10 9:29 AM		2011-12-10 11:55 AM	2011-12-10 11:42 AM	
world-flight-tracker	AA-2336-DFW-ORD	2011-12-10 9:35 AM	2011-12-10 9:29 AM		2011-12-10 11:55 AM	2011-12-10 11:42 AM	
flightview	AA-2336-DFW-ORD	9:35 AM, Dec 10	9:42 AM, Dec 10	A21	11:55 AM, Dec 10	11:34 AM, Dec 10	K2
panynj	AA-2336-DFW-ORD	9:35 AM, Dec 10	9:42 AM, Dec 10	A21	11:55 AM, Dec 10	11:34 AM, Dec 10	K2
gofox	AA-2336-DFW-ORD	9:35 AM, Dec 10	9:42 AM, Dec 10		11:55 AM, Dec 10	11:34 AM, Dec 10	
foxbusiness	AA-2336-DFW-ORD	9:35 AM, Dec 10	9:42 AM, Dec 10	A21	11:55 AM, Dec 10	11:34 AM, Dec 10	K2
allegiantair	AA-2336-DFW-ORD	9:35 AM, Dec 10	9:42 AM, Dec 10	A21	11:55 AM, Dec 10	11:34 AM, Dec 10	K2
boston	AA-2336-DFW-ORD	9:35 AM, Dec 10	9:42 AM, Dec 10		11:55 AM, Dec 10	11:34 AM, Dec 10	
travelocity	AA-2336-DFW-ORD	Dec 10 - 9:35am	Dec 10 - 9:29am	A21/A	Dec 10 - 11:55am	Dec 10 - 11:42am	K2/T3
orbitz	AA-2336-DFW-ORD	9:35aDec 10	9:29aDec 10	 A21	11:55aDec 10	11:42aDec 10	 K2
weather	AA-2336-DFW-ORD	2011-12-10 09:35 AM	2011-12-10 09:42 AM		2011-12-10 11:55 AM	2011-12-10 11:32 AM	
ord	AA-2336-DFW-ORD	2011-12-10 9:35 AM		A21	2011-12-10 11:55 AM		K2
usatoday	AA-2336-DFW-ORD	2011-12-10 09:35 AM	2011-12-10 09:42 AM		2011-12-10 11:55 AM	2011-12-10 11:32 AM	
mytripandmore	AA-2336-DFW-ORD	9:35aDec 10	9:29aDec 10	 A21	11:55aDec 10	11:42aDec 10	 K2
flightarrival	AA-2336-DFW-ORD	9:35 AM, Dec 10	9:42 AM, Dec 10		11:55 AM, Dec 10	11:34 AM, Dec 10	
ua	UA-597-BOS-LAX	Sat, Dec 10 8:30 AM	Sat, Dec 10 8:29 AM	C15	Sat, Dec 10 11:59 AM	Sat, Dec 10 11:35 AM	75B
airtravelcenter	UA-597-BOS-LAX		12/10/11 8:46 AM (-05:00)			12/10/11 11:26 AM (-08:00)	
myrateplan	UA-597-BOS-LAX		12/10/11 8:46 AM (-05:00)			12/10/11 11:26 AM (-08:00)	
helloflight	UA-597-BOS-LAX		12/10/11 8:46 AM (-05:00)			12/10/11 11:26 AM (-08:00)	
flytecomm	UA-597-BOS-LAX		12/10/11 8:46 AM (-05:00)			12/10/11 11:26 AM (-08:00)	
flights	UA-597-BOS-LAX		2011-12-10 08:29 AM	C15		2011-12-10 11:35 AM	75B
businesstravellogue	UA-597-BOS-LAX		2011-12-10 08:29 AM	C15		2011-12-10 11:35 AM	75B
flylouisville	UA-597-BOS-LAX		2011-12-10 08:29 AM	C15		2011-12-10 11:35 AM	75B
flightview	UA-597-BOS-LAX		8:47 AMDec 10			11:35 AMDec 10	
panynj	UA-597-BOS-LAX		8:47 AMDec 10			11:35 AMDec 10	
gofox	UA-597-BOS-LAX		8:47 AMDec 10			11:35 AMDec 10	
foxbusiness	UA-597-BOS-LAX		8:47 AMDec 10			11:35 AMDec 10	
allegiantair	UA-597-BOS-LAX		8:47 AMDec 10			11:35 AMDec 10	
boston	UA-597-BOS-LAX		8:47 AMDec 10			11:29 AMDec 10	
travelocity	UA-597-BOS-LAX	Dec 10 - Not Available	Dec 10 - 8:47am	C15	Dec 10 - Not Available	Dec 10 - 11:35am	75B
orbitz	UA-597-BOS-LAX	8:48aDec 10	8:47aDec 10	 C15	11:59aDec 10	11:35aDec 10	 75B
weather	UA-597-BOS-LAX	2011-12-10 08:30 AM			2011-12-10 11:59 AM		
mytripandmore	UA-597-BOS-LAX	8:48aDec 10	8:47aDec 10	 C15	11:59aDec 10	11:35aDec 10	 75B
ua	UA-750-SFO-SLC	Sat, Dec 10 11:37 AM	Sat, Dec 10 11:33 AM            On Time	74	Sat, Dec 10 2:24 PM	Sat, Dec 10 2:14 PM	B7
flightexplorer	UA-750-SFO-SLC		12/10/2011 11:49AM PST			12/10/2011 2:10PM MST	
airtravelcenter	UA-750-SFO-SLC		12/10/11 11:51 AM (-08:00)			12/10/11 2:10 PM (-07:00)	
myrateplan	UA-750-SFO-SLC		12/10/11 11:51 AM (-08:00)			12/10/11 2:10 PM (-07:00)	
helloflight	UA-750-SFO-SLC		12/10/11 11:51 AM (-08:00)			12/10/11 2:10 PM (-07:00)	
flytecomm	UA-750-SFO-SLC		12/10/11 11:51 AM (-08:00)			12/10/11 2:10 PM (-07:00)	
flightaware	UA-750-SFO-SLC	2011-12-10 11:37AM PST	2011-12-10 11:51AM PST	 74 	2011-12-10 02:14PM MST	2011-12-10 02:07PM MST	 B7 
wunderground	UA-750-SFO-SLC	2011-12-10 11:37AM PST	2011-12-10 11:51AM PST	 74 	2011-12-10 02:14PM MST	2011-12-10 02:07PM MST	 B7 
flights	UA-750-SFO-SLC		2011-12-10 11:33 AM	74		2011-12-10 02:14 PM	B7
businesstravellogue	UA-750-SFO-SLC		2011-12-10 11:33 AM	74		2011-12-10 02:14 PM	B7
flylouisville	UA-750-SFO-SLC		2011-12-10 11:33 AM	74		2011-12-10 02:14 PM	B7
flightview	UA-750-SFO-SLC		11:51 AMDec 10			2:14 PMDec 10	
panynj	UA-750-SFO-SLC		11:51 AMDec 10			2:14 PMDec 10	
gofox	UA-750-SFO-SLC		11:51 AMDec 10			2:14 PMDec 10	
foxbusiness	UA-750-SFO-SLC		11:51 AMDec 10			2:14 PMDec 10	
allegiantair	UA-750-SFO-SLC		11:51 AMDec 10			2:14 PMDec 10	
boston	UA-750-SFO-SLC		11:51 AMDec 10			2:09 PMDec 10	
orbitz	UA-750-SFO-SLC	11:54aDec 10	11:50aDec 10	 74	2:24pDec 10	2:14pDec 10	 -
usatoday	UA-750-SFO-SLC		11:51 AMDec 10			2:09 PMDec 10	
mytripandmore	UA-750-SFO-SLC	11:54aDec 10	11:50aDec 10	 74	2:24pDec 10	2:14pDec 10	 -
ua	UA-1742-SFO-EWR	Sat, Dec 10 10:40 PM	Sat, Dec 10 10:40 PM	88	Sun, Dec 11 6:57 AM	Sun, Dec 11 7:02 AM	C81
flightexplorer	UA-1742-SFO-EWR		12/9/2011 11:02PM PST			12/10/2011 6:59AM EST	
flightexplorer	UA-1742-SFO-EWR	12/10/2011 10:40PM PST			12/11/2011 6:57AM EST		
airtravelcenter	UA-1742-SFO-EWR		12/10/11 10:58 PM (-08:00)			12/11/11 6:54 AM (-05:00)	
myrateplan	UA-1742-SFO-EWR		12/10/11 10:58 PM (-08:00)			12/11/11 6:54 AM (-05:00)	
helloflight	UA-1742-SFO-EWR		12/10/11 10:58 PM (-08:00)			12/11/11 6:54 AM (-05:00)	
flytecomm	UA-1742-SFO-EWR		12/10/11 10:58 PM (-08:00)			12/11/11 6:54 AM (-05:00)	
flightaware	UA-1742-SFO-EWR	2011-12-10 10:40PM PST	2011-12-10 10:50PM PST	 88 	2011-12-10 06:37AM EST	2011-12-10 06:47AM EST	 C81 
wunderground	UA-1742-SFO-EWR	2011-12-10 10:40PM PST	2011-12-10 10:50PM PST	 88 	2011-12-10 06:37AM EST	2011-12-10 06:47AM EST	 C81 
flights	UA-1742-SFO-EWR	10:40 PM  Sat 10-Dec-2011		88	06:57 AM  Sun 11-Dec-2011		81
businesstravellogue	UA-1742-SFO-EWR	10:40 PM  Sat 10-Dec-2011		88	06:57 AM  Sun 11-Dec-2011		81
flylouisville	UA-1742-SFO-EWR	10:40 PM  Sat 10-Dec-2011		88	06:57 AM  Sun 11-Dec-2011		81
world-flight-tracker	UA-1742-SFO-EWR	2011-12-10 10:40 PM	2011-12-10 10:40 PM (Estimated)		2011-12-10 6:57 AM	2011-12-10 6:57 AM (Estimated)	
flightview	UA-1742-SFO-EWR	10:40 PM, Dec 10		Terminal 3 - 88	6:57 AM, Dec 11		Term C - C81
panynj	UA-1742-SFO-EWR	10:40 PM, Dec 10		Terminal 3 - 88	6:57 AM, Dec 11		Term C - C81
gofox	UA-1742-SFO-EWR	10:40 PM, Dec 10			6:57 AM, Dec 11		
foxbusiness	UA-1742-SFO-EWR	10:40 PM, Dec 10		Terminal 3 - 88	6:57 AM, Dec 11		Term C - C81
allegiantair	UA-1742-SFO-EWR	10:40 PM, Dec 10		Terminal 3 - 88	6:57 AM, Dec 11		Term C - C81
boston	UA-1742-SFO-EWR	10:40 PM, Dec 10	Not Available		6:57 AM, Dec 11	Not Available	
travelocity	UA-1742-SFO-EWR	Dec 10 - 10:40pm	Dec 10 - Contact Airline	Not provided by airline	Dec 11 - 6:57am	Dec 11 - Contact Airline	Not provided by airline
orbitz	UA-1742-SFO-EWR	10:40pDec 10		 88	6:57aDec 11		 C81
weather	UA-1742-SFO-EWR	2011-12-10 10:40 PM			2011-12-10 06:57 AM		
flightarrival	UA-1742-SFO-EWR	10:40 PM, Dec 10	Not Available		6:57 AM, Dec 11	Not Available	
ua	UA-750-LAX-SFO	Sat, Dec 10 9:37 AM	Sat, Dec 10 9:29 AM	76	Sat, Dec 10 11:07 AM	Sat, Dec 10 10:48 AM	84
flightexplorer	UA-750-LAX-SFO		12/10/2011 9:37AM PST			12/10/2011 10:26AM PST	
airtravelcenter	UA-750-LAX-SFO		12/10/11 9:39 AM (-08:00)			12/10/11 10:26 AM (-08:00)	
myrateplan	UA-750-LAX-SFO		12/10/11 9:39 AM (-08:00)			12/10/11 10:26 AM (-08:00)	
helloflight	UA-750-LAX-SFO		12/10/11 9:39 AM (-08:00)			12/10/11 10:26 AM (-08:00)	
