CO	CO-4237-EWR-DTW	Mon., Jan.02, 2012 12:17 p.m.	Mon., Jan.02, 2012 12:17 p.m.		Mon., Jan.02, 2012 2:24 p.m.	Mon., Jan.02, 2012 2:24 p.m.	
helloflight	UA-257-JFK-SFO		1/2/12 5:21 PM (-05:00)			1/2/12 7:53 PM (-08:00)	
flytecomm	UA-257-JFK-SFO		1/2/12 5:21 PM (-05:00)			1/2/12 7:53 PM (-08:00)	
flightaware	UA-257-JFK-SFO	2012-01-02 02:30PM EST	2012-01-02 05:21PM EST	 7 	2012-01-02 05:33PM PST	2012-01-02 07:54PM PST	 86 
wunderground	UA-257-JFK-SFO	2012-01-02 02:30PM EST	2012-01-02 05:21PM EST	 7 	2012-01-02 05:33PM PST	2012-01-02 07:54PM PST	 86 
flights	UA-257-JFK-SFO	02:30 PM  Mon 02-Jan-2012		7	06:14 PM  Mon 02-Jan-2012		80
businesstravellogue	UA-257-JFK-SFO	02:30 PM  Mon 02-Jan-2012		7	06:14 PM  Mon 02-Jan-2012		80
flylouisville	UA-257-JFK-SFO	02:30 PM  Mon 02-Jan-2012		7	06:14 PM  Mon 02-Jan-2012		80
flightstats	UA-257-JFK-SFO	2012-01-02 2:30 PM	2012-01-02 4:49 PM		2012-01-02 6:14 PM	2012-01-02 8:08 PM (Estimated)	
quicktrip	UA-257-JFK-SFO	2012-01-02 2:30 PM	2012-01-02 4:49 PM		2012-01-02 6:14 PM	2012-01-02 8:08 PM (Estimated)	
world-flight-tracker	UA-257-JFK-SFO	2012-01-02 2:30 PM	2012-01-02 4:49 PM		2012-01-02 6:14 PM	2012-01-02 8:08 PM (Estimated)	
flightview	UA-257-JFK-SFO	2:30 PM, Jan 02	5:21 PM, Jan 02		6:14 PM, Jan 02		
panynj	UA-257-JFK-SFO	2:30 PM, Jan 02	5:21 PM, Jan 02		6:14 PM, Jan 02		
gofox	UA-257-JFK-SFO	2:30 PM, Jan 02	5:21 PM, Jan 02		6:14 PM, Jan 02		
foxbusiness	UA-257-JFK-SFO	2:30 PM, Jan 02	5:21 PM, Jan 02		6:14 PM, Jan 02		
allegiantair	UA-257-JFK-SFO	2:30 PM, Jan 02	5:21 PM, Jan 02		6:14 PM, Jan 02		
boston	UA-257-JFK-SFO	2:30 PM, Jan 02	5:21 PM, Jan 02		6:14 PM, Jan 02	7:58 PM, Jan 02&nbsp(Estimated)	
orbitz	UA-257-JFK-SFO	2:30pJan 2	4:49pJan 2	 7	10:02pJan 2		 86
weather	UA-257-JFK-SFO	2012-01-02 02:30 PM			2012-01-02 06:14 PM		
sfo	UA-257-JFK-SFO				2012-01-02 6:14 PM		86
ua	UA-6436-LAX-ABQ	Mon, Jan 2 8:50 PM	Mon, Jan 2 8:50 PM            On Time	80	Mon, Jan 2 11:48 PM	Mon, Jan 2 11:48 PM	--
airtravelcenter	UA-6436-LAX-ABQ	1/2/12 8:50 PM (-08:00)			1/2/12 11:48 PM (-07:00)		
myrateplan	UA-6436-LAX-ABQ	1/2/12 8:50 PM (-08:00)			1/2/12 11:48 PM (-07:00)		
helloflight	UA-6436-LAX-ABQ	1/2/12 8:50 PM (-08:00)			1/2/12 11:48 PM (-07:00)		
flytecomm	UA-6436-LAX-ABQ	1/2/12 8:50 PM (-08:00)			1/2/12 11:48 PM (-07:00)		
flights	UA-6436-LAX-ABQ	2012-01-02 08:50 PM		80	2012-01-02 11:48 PM		
businesstravellogue	UA-6436-LAX-ABQ	2012-01-02 08:50 PM		80	2012-01-02 11:48 PM		
flylouisville	UA-6436-LAX-ABQ	2012-01-02 08:50 PM		80	2012-01-02 11:48 PM		
flightview	UA-6436-LAX-ABQ	8:50 PMJan 02			11:48 PMJan 02		
panynj	UA-6436-LAX-ABQ	8:50 PMJan 02			11:48 PMJan 02		
gofox	UA-6436-LAX-ABQ	8:50 PMJan 02			11:48 PMJan 02		
foxbusiness	UA-6436-LAX-ABQ	8:50 PMJan 02			11:48 PMJan 02		
allegiantair	UA-6436-LAX-ABQ	8:50 PMJan 02			11:48 PMJan 02		
boston	UA-6436-LAX-ABQ	8:50 PMJan 02			11:48 PMJan 02		
orbitz	UA-6436-LAX-ABQ	8:50pJan 2		 80	11:48pJan 2		 -
weather	UA-6436-LAX-ABQ	2012-01-02 08:50 PM			2012-01-02 11:48 PM		
usatoday	UA-6436-LAX-ABQ	2012-01-02 08:50 PM			2012-01-02 11:48 PM		
flightarrival	UA-6436-LAX-ABQ	8:50 PMJan 02			11:48 PMJan 02		
ua	UA-883-LAX-MCO	Mon, Jan 2 7:16 AM	Mon, Jan 2 7:14 AM	86	Mon, Jan 2 2:59 PM	Mon, Jan 2 2:51 PM	42
airtravelcenter	UA-883-LAX-MCO		1/2/12 7:28 AM (-08:00)			1/2/12 2:57 PM (-05:00)	
myrateplan	UA-883-LAX-MCO		1/2/12 7:28 AM (-08:00)			1/2/12 2:57 PM (-05:00)	
helloflight	UA-883-LAX-MCO		1/2/12 7:28 AM (-08:00)			1/2/12 2:57 PM (-05:00)	
flytecomm	UA-883-LAX-MCO		1/2/12 7:28 AM (-08:00)			1/2/12 2:57 PM (-05:00)	
flightaware	UA-883-LAX-MCO	2012-01-02 07:16AM PST	2012-01-02 07:28AM PST	 86 	2012-01-02 02:54PM EST	2012-01-02 02:46PM EST	 42 
wunderground	UA-883-LAX-MCO	2012-01-02 07:16AM PST	2012-01-02 07:28AM PST	 86 	2012-01-02 02:54PM EST	2012-01-02 02:46PM EST	 42 
flights	UA-883-LAX-MCO	07:16 AM  Mon 02-Jan-2012		86	02:59 PM  Mon 02-Jan-2012		42
businesstravellogue	UA-883-LAX-MCO	07:16 AM  Mon 02-Jan-2012		86	02:59 PM  Mon 02-Jan-2012		42
flylouisville	UA-883-LAX-MCO	07:16 AM  Mon 02-Jan-2012		86	02:59 PM  Mon 02-Jan-2012		42
world-flight-tracker	UA-883-LAX-MCO	2012-01-02 7:16 AM	2012-01-02 7:14 AM		2012-01-02 2:59 PM	2012-01-02 2:59 PM (Estimated)	
flightview	UA-883-LAX-MCO	7:16 AM, Jan 02	7:28 AM, Jan 02		2:59 PM, Jan 02		
panynj	UA-883-LAX-MCO	7:16 AM, Jan 02	7:28 AM, Jan 02		2:59 PM, Jan 02		
gofox	UA-883-LAX-MCO	7:16 AM, Jan 02	7:28 AM, Jan 02		2:59 PM, Jan 02		
foxbusiness	UA-883-LAX-MCO	7:16 AM, Jan 02	7:28 AM, Jan 02		2:59 PM, Jan 02		
allegiantair	UA-883-LAX-MCO	7:16 AM, Jan 02	7:28 AM, Jan 02		2:59 PM, Jan 02		
boston	UA-883-LAX-MCO	7:16 AM, Jan 02	7:28 AM, Jan 02		2:59 PM, Jan 02	2:55 PM, Jan 02&nbsp(Estimated)	
orbitz	UA-883-LAX-MCO	7:16aJan 2	7:14aJan 2	 86	2:43pJan 2		 42
weather	UA-883-LAX-MCO	2012-01-02 07:16 AM	2012-01-02 07:28 AM		2012-01-02 02:59 PM	2012-01-02 02:57 PM	
mco	UA-883-LAX-MCO				2012-01-02 Mon  14:59	2012-01-02 Mon  14:43	42?
usatoday	UA-883-LAX-MCO	2012-01-02 07:16 AM	2012-01-02 07:28 AM		2012-01-02 02:59 PM	2012-01-02 02:57 PM	
mytripandmore	UA-883-LAX-MCO	7:16aJan 2	7:14aJan 2	 86	2:43pJan 2		 42
flightwise	UA-883-LAX-MCO	2012-01-02 07:16AM PST	2012-01-02 07:28AM PST	 86 	2012-01-02 02:54PM EST	2012-01-02 02:46PM EST	 42 
flightarrival	UA-883-LAX-MCO	2012-01-02 07:16 AM	2012-01-02 07:28 AM		2012-01-02 02:59 PM	2012-01-02 02:57 PM	
ua	UA-741-CLT-ORD	Mon, Jan 2 4:51 PM	Mon, Jan 2 4:50 PM	A4	Mon, Jan 2 6:00 PM	Mon, Jan 2 6:15 PM	C17
airtravelcenter	UA-741-CLT-ORD		1/2/12 5:41 PM (-05:00)			1/2/12 6:14 PM (-06:00)	
myrateplan	UA-741-CLT-ORD		1/2/12 5:41 PM (-05:00)			1/2/12 6:14 PM (-06:00)	
helloflight	UA-741-CLT-ORD		1/2/12 5:41 PM (-05:00)			1/2/12 6:14 PM (-06:00)	
flytecomm	UA-741-CLT-ORD		1/2/12 5:41 PM (-05:00)			1/2/12 6:14 PM (-06:00)	
flights	UA-741-CLT-ORD		2012-01-02 04:50 PM	A4		2012-01-02 06:15 PM	C17
businesstravellogue	UA-741-CLT-ORD		2012-01-02 04:50 PM	A4		2012-01-02 06:15 PM	C17
flylouisville	UA-741-CLT-ORD		2012-01-02 04:50 PM	A4		2012-01-02 06:15 PM	C17
flightview	UA-741-CLT-ORD		5:42 PMJan 02			6:15 PMJan 02	
panynj	UA-741-CLT-ORD		5:42 PMJan 02			6:15 PMJan 02	
gofox	UA-741-CLT-ORD		5:42 PMJan 02			6:15 PMJan 02	
foxbusiness	UA-741-CLT-ORD		5:42 PMJan 02			6:15 PMJan 02	
allegiantair	UA-741-CLT-ORD		5:42 PMJan 02			6:15 PMJan 02	
boston	UA-741-CLT-ORD		5:42 PMJan 02			6:16 PMJan 02	
orbitz	UA-741-CLT-ORD	4:51pJan 2		 A4	6:00pJan 2		 C30
weather	UA-741-CLT-ORD	2012-01-02 04:51 PM			2012-01-02 06:00 PM		
ord	UA-741-CLT-ORD	2012-01-02 4:51 PM		A4	2012-01-02 6:00 PM		C17
usatoday	UA-741-CLT-ORD		5:42 PMJan 02			6:16 PMJan 02	
mytripandmore	UA-741-CLT-ORD	4:51pJan 2		 A4	6:00pJan 2		 C30
flightarrival	UA-741-CLT-ORD		5:42 PMJan 02			6:16 PMJan 02	
aa	AA-1259-ORD-PHX	January 2, 2012               08:30 AM    	January 2, 2012               08:42 AM    	 K8	January 2, 2012               11:15 AM    	January 2, 2012               11:14 AM    	 2    
flightexplorer	AA-1259-ORD-PHX		1/2/2012 9:01AM CST			1/2/2012 10:56AM MST	
airtravelcenter	AA-1259-ORD-PHX		1/2/12 9:01 AM (-06:00)			1/2/12 10:56 AM (-07:00)	
myrateplan	AA-1259-ORD-PHX		1/2/12 9:01 AM (-06:00)			1/2/12 10:56 AM (-07:00)	
helloflight	AA-1259-ORD-PHX		1/2/12 9:01 AM (-06:00)			1/2/12 10:56 AM (-07:00)	
flytecomm	AA-1259-ORD-PHX		1/2/12 9:01 AM (-06:00)			1/2/12 10:56 AM (-07:00)	
flightaware	AA-1259-ORD-PHX	2012-01-02 08:30AM CST	2012-01-02 09:00AM CST	 K8 	2012-01-02 10:50AM MST	2012-01-02 10:56AM MST	 2 
wunderground	AA-1259-ORD-PHX	2012-01-02 08:30AM CST	2012-01-02 09:00AM CST	 K8 	2012-01-02 10:50AM MST	2012-01-02 10:56AM MST	 2 
flights	AA-1259-ORD-PHX	08:30 AM  Mon 02-Jan-2012	08:42 AM  Mon 02-Jan-2012	K8	11:15 AM  Mon 02-Jan-2012	11:14 AM  Mon 02-Jan-2012	2
businesstravellogue	AA-1259-ORD-PHX	08:30 AM  Mon 02-Jan-2012	08:42 AM  Mon 02-Jan-2012	K8	11:15 AM  Mon 02-Jan-2012	11:14 AM  Mon 02-Jan-2012	2
flylouisville	AA-1259-ORD-PHX	08:30 AM  Mon 02-Jan-2012	08:42 AM  Mon 02-Jan-2012	K8	11:15 AM  Mon 02-Jan-2012	11:14 AM  Mon 02-Jan-2012	2
flightstats	AA-1259-ORD-PHX	2012-01-02 8:30 AM	2012-01-02 8:42 AM		2012-01-02 11:15 AM	2012-01-02 11:14 AM	
quicktrip	AA-1259-ORD-PHX	2012-01-02 8:30 AM	2012-01-02 8:42 AM		2012-01-02 11:15 AM	2012-01-02 11:14 AM	
world-flight-tracker	AA-1259-ORD-PHX	2012-01-02 8:30 AM	2012-01-02 8:42 AM		2012-01-02 11:15 AM	2012-01-02 11:14 AM	
flightview	AA-1259-ORD-PHX	8:30 AM, Jan 02	9:01 AM, Jan 02	K8	11:15 AM, Jan 02	11:07 AM, Jan 02	Terminal 3
panynj	AA-1259-ORD-PHX	8:30 AM, Jan 02	9:01 AM, Jan 02	K8	11:15 AM, Jan 02	11:07 AM, Jan 02	Terminal 3
gofox	AA-1259-ORD-PHX	8:30 AM, Jan 02	9:01 AM, Jan 02		11:15 AM, Jan 02	11:07 AM, Jan 02	
foxbusiness	AA-1259-ORD-PHX	8:30 AM, Jan 02	9:01 AM, Jan 02	K8	11:15 AM, Jan 02	11:07 AM, Jan 02	Terminal 3
allegiantair	AA-1259-ORD-PHX	8:30 AM, Jan 02	9:01 AM, Jan 02	K8	11:15 AM, Jan 02	11:07 AM, Jan 02	Terminal 3
boston	AA-1259-ORD-PHX	8:30 AM, Jan 02	9:01 AM, Jan 02		11:15 AM, Jan 02	11:07 AM, Jan 02	
orbitz	AA-1259-ORD-PHX	8:45aJan 2	8:42aJan 2	 -	11:15aJan 2	11:14aJan 2	 2
weather	AA-1259-ORD-PHX	2012-01-02 08:30 AM	2012-01-02 09:01 AM		2012-01-02 11:15 AM	2012-01-02 11:01 AM	
ord	AA-1259-ORD-PHX	2012-01-02 8:30 AM		K8	2012-01-02 11:15 AM		2
ifly	AA-1259-ORD-PHX	2012-01-02 8:30 AM	2012-01-02 8:42 AM		2012-01-02 11:15 AM	2012-01-02 11:14 AM	
flightarrival	AA-1259-ORD-PHX	2012-01-02 08:30 AM	2012-01-02 09:01 AM		2012-01-02 11:15 AM	2012-01-02 11:01 AM	
ua	UA-533-IAD-DEN	Mon, Jan 2 9:57 PM	Mon, Jan 2 10:15 PM            Delayed	D5	Mon, Jan 2 11:41 PM	Mon, Jan 2 11:48 PM	B26
airtravelcenter	UA-533-IAD-DEN		1/2/12 10:10 PM (-05:00)			1/2/12 11:24 PM (-07:00)	
myrateplan	UA-533-IAD-DEN		1/2/12 10:10 PM (-05:00)			1/2/12 11:24 PM (-07:00)	
helloflight	UA-533-IAD-DEN		1/2/12 10:10 PM (-05:00)			1/2/12 11:24 PM (-07:00)	
flytecomm	UA-533-IAD-DEN		1/2/12 10:10 PM (-05:00)			1/2/12 11:24 PM (-07:00)	
flightaware	UA-533-IAD-DEN	2012-01-02 09:57PM EST	2012-01-02 10:25PM EST	 D5 	2012-01-02 11:10PM MST	2012-01-02 11:38PM MST	 B26 
wunderground	UA-533-IAD-DEN	2012-01-02 09:57PM EST	2012-01-02 10:25PM EST	 D5 	2012-01-02 11:10PM MST	2012-01-02 11:38PM MST	 B26 
flights	UA-533-IAD-DEN	2012-01-02 09:57 PM		D5	2012-01-02 11:41 PM		B26
businesstravellogue	UA-533-IAD-DEN	2012-01-02 09:57 PM		D5	2012-01-02 11:41 PM		B26
flylouisville	UA-533-IAD-DEN	2012-01-02 09:57 PM		D5	2012-01-02 11:41 PM		B26
flightview	UA-533-IAD-DEN	10:15 PMJan 02			11:48 PMJan 02		
panynj	UA-533-IAD-DEN	10:15 PMJan 02			11:48 PMJan 02		
gofox	UA-533-IAD-DEN	10:15 PMJan 02			11:48 PMJan 02		
foxbusiness	UA-533-IAD-DEN	10:15 PMJan 02			11:48 PMJan 02		
allegiantair	UA-533-IAD-DEN	10:15 PMJan 02			11:48 PMJan 02		
boston	UA-533-IAD-DEN	9:57 PMJan 02			11:11 PMJan 02		
orbitz	UA-533-IAD-DEN	9:57pJan 2		 D5	11:55pJan 2		 B26
iad	UA-533-IAD-DEN	2012-01-02 21:57 	2012-01-02 22:05 				
flightarrival	UA-533-IAD-DEN	9:57 PMJan 02			11:11 PMJan 02		
ua	UA-2445-CLT-BUF	Mon, Jan 2 8:25 PM	Mon, Jan 2 8:25 PM            Delayed	B15	Mon, Jan 2 10:11 PM	Mon, Jan 2 9:55 PM	6
airtravelcenter	UA-2445-CLT-BUF		1/2/12 8:39 PM (-05:00)			1/2/12 9:43 PM (-05:00)	
myrateplan	UA-2445-CLT-BUF		1/2/12 8:39 PM (-05:00)			1/2/12 9:43 PM (-05:00)	
helloflight	UA-2445-CLT-BUF		1/2/12 8:39 PM (-05:00)			1/2/12 9:43 PM (-05:00)	
flytecomm	UA-2445-CLT-BUF		1/2/12 8:39 PM (-05:00)			1/2/12 9:43 PM (-05:00)	
flightaware	UA-2445-CLT-BUF	2012-01-02 08:25PM EST	2012-01-02 08:39PM EST		2012-01-02 10:01PM EST	2012-01-02 09:50PM EST	
wunderground	UA-2445-CLT-BUF	2012-01-02 08:25PM EST	2012-01-02 08:39PM EST		2012-01-02 10:01PM EST	2012-01-02 09:50PM EST	
flights	UA-2445-CLT-BUF		2012-01-02 08:21 PM	B15		2012-01-02 09:55 PM	6
businesstravellogue	UA-2445-CLT-BUF		2012-01-02 08:21 PM	B15		2012-01-02 09:55 PM	6
flylouisville	UA-2445-CLT-BUF		2012-01-02 08:21 PM	B15		2012-01-02 09:55 PM	6
flightview	UA-2445-CLT-BUF		8:39 PMJan 02			9:50 PMJan 02	
panynj	UA-2445-CLT-BUF		8:39 PMJan 02			9:50 PMJan 02	
gofox	UA-2445-CLT-BUF		8:39 PMJan 02			9:50 PMJan 02	
foxbusiness	UA-2445-CLT-BUF		8:39 PMJan 02			9:50 PMJan 02	
allegiantair	UA-2445-CLT-BUF		8:39 PMJan 02			9:50 PMJan 02	
boston	UA-2445-CLT-BUF		8:39 PMJan 02			9:50 PMJan 02	
orbitz	UA-2445-CLT-BUF	8:25pJan 2	8:21pJan 2	 B15	10:11pJan 2	9:55pJan 2	 6
flightwise	UA-2445-CLT-BUF	2012-01-02 08:25PM EST	2012-01-02 08:39PM EST		2012-01-02 10:01PM EST	2012-01-02 09:50PM EST	
flightarrival	UA-2445-CLT-BUF		8:39 PMJan 02			9:50 PMJan 02	
ua	UA-323-PHL-DEN	Mon, Jan 2 8:10 AM	Mon, Jan 2 8:05 AM	D11	Mon, Jan 2 10:30 AM	Mon, Jan 2 10:05 AM	B39
flightexplorer	UA-323-PHL-DEN		1/2/2012 8:20AM EST			1/2/2012 9:42AM MST	
airtravelcenter	UA-323-PHL-DEN		1/2/12 8:20 AM (-05:00)			1/2/12 9:49 AM (-07:00)	
myrateplan	UA-323-PHL-DEN		1/2/12 8:20 AM (-05:00)			1/2/12 9:49 AM (-07:00)	
helloflight	UA-323-PHL-DEN		1/2/12 8:20 AM (-05:00)			1/2/12 9:49 AM (-07:00)	
flytecomm	UA-323-PHL-DEN		1/2/12 8:20 AM (-05:00)			1/2/12 9:49 AM (-07:00)	
flights	UA-323-PHL-DEN		2012-01-02 08:05 AM	D11		2012-01-02 10:05 AM	B39
businesstravellogue	UA-323-PHL-DEN		2012-01-02 08:05 AM	D11		2012-01-02 10:05 AM	B39
flylouisville	UA-323-PHL-DEN		2012-01-02 08:05 AM	D11		2012-01-02 10:05 AM	B39
flightstats	UA-323-PHL-DEN	2012-01-02 8:10 AM	2012-01-02 8:05 AM		2012-01-02 10:30 AM	2012-01-02 10:05 AM	
quicktrip	UA-323-PHL-DEN	2012-01-02 8:10 AM	2012-01-02 8:05 AM		2012-01-02 10:30 AM	2012-01-02 10:05 AM	
flightview	UA-323-PHL-DEN		8:21 AMJan 02			10:05 AMJan 02	
panynj	UA-323-PHL-DEN		8:21 AMJan 02			10:05 AMJan 02	
gofox	UA-323-PHL-DEN		8:21 AMJan 02			10:05 AMJan 02	
foxbusiness	UA-323-PHL-DEN		8:21 AMJan 02			10:05 AMJan 02	
allegiantair	UA-323-PHL-DEN		8:21 AMJan 02			10:05 AMJan 02	
boston	UA-323-PHL-DEN		8:21 AMJan 02			9:48 AMJan 02	
orbitz	UA-323-PHL-DEN	8:10aJan 2		 -	10:30aJan 2		 B25
weather	UA-323-PHL-DEN	2012-01-02 08:10 AM	2012-01-02 08:21 AM		2012-01-02 10:30 AM	2012-01-02 09:49 AM	
den	UA-323-PHL-DEN				2012-01-02 10:30 AM		B39
phl	UA-323-PHL-DEN	2012-01-02 8:10 AM		D11			
usatoday	UA-323-PHL-DEN		8:21 AMJan 02			9:48 AMJan 02	
mytripandmore	UA-323-PHL-DEN	8:10aJan 2		 -	10:30aJan 2		 B25
flightarrival	UA-323-PHL-DEN		8:21 AMJan 02			9:48 AMJan 02	
aa	AA-1607-OKC-DFW	January 2, 2012               01:25 PM    	January 2, 2012               01:22 PM    	 4	January 2, 2012               02:30 PM    	January 2, 2012               02:23 PM    	 D16    
flightexplorer	AA-1607-OKC-DFW		1/2/2012 1:31PM CST			1/2/2012 2:01PM CST	
airtravelcenter	AA-1607-OKC-DFW		1/2/12 1:31 PM (-06:00)			1/2/12 2:07 PM (-06:00)	
myrateplan	AA-1607-OKC-DFW		1/2/12 1:31 PM (-06:00)			1/2/12 2:07 PM (-06:00)	
helloflight	AA-1607-OKC-DFW		1/2/12 1:31 PM (-06:00)			1/2/12 2:07 PM (-06:00)	
flytecomm	AA-1607-OKC-DFW		1/2/12 1:31 PM (-06:00)			1/2/12 2:07 PM (-06:00)	
flights	AA-1607-OKC-DFW		2012-01-02 01:22 PM	4		2012-01-02 02:23 PM	D16
businesstravellogue	AA-1607-OKC-DFW		2012-01-02 01:22 PM	4		2012-01-02 02:23 PM	D16
flylouisville	AA-1607-OKC-DFW		2012-01-02 01:22 PM	4		2012-01-02 02:23 PM	D16
flightview	AA-1607-OKC-DFW		1:31 PMJan 02			2:07 PMJan 02	
panynj	AA-1607-OKC-DFW		1:31 PMJan 02			2:07 PMJan 02	
gofox	AA-1607-OKC-DFW		1:31 PMJan 02			2:07 PMJan 02	
foxbusiness	AA-1607-OKC-DFW		1:31 PMJan 02			2:07 PMJan 02	
allegiantair	AA-1607-OKC-DFW		1:31 PMJan 02			2:07 PMJan 02	
boston	AA-1607-OKC-DFW		1:31 PMJan 02			2:07 PMJan 02	
orbitz	AA-1607-OKC-DFW	1:25pJan 2	1:22pJan 2	 4	2:30pJan 2	2:23pJan 2	 D16
weather	AA-1607-OKC-DFW	2012-01-02 01:25 PM			2012-01-02 02:30 PM		
dfw	AA-1607-OKC-DFW				2012-01-02 2:30 pm		D16
usatoday	AA-1607-OKC-DFW	2012-01-02 01:25 PM			2012-01-02 02:30 PM		
flightarrival	AA-1607-OKC-DFW	2012-01-02 01:25 PM			2012-01-02 02:30 PM		
aa	AA-446-DFW-PHL	January 2, 2012               11:50 AM    	January 2, 2012               11:43 AM    	 D40	January 2, 2012               03:50 PM    	January 2, 2012               03:54 PM    	 A9    
flightexplorer	AA-446-DFW-PHL		1/2/2012 11:59AM CST			1/2/2012 3:36PM EST	
airtravelcenter	AA-446-DFW-PHL		1/2/12 11:59 AM (-06:00)			1/2/12 3:50 PM (-05:00)	
myrateplan	AA-446-DFW-PHL		1/2/12 11:59 AM (-06:00)			1/2/12 3:50 PM (-05:00)	
helloflight	AA-446-DFW-PHL		1/2/12 11:59 AM (-06:00)			1/2/12 3:50 PM (-05:00)	
flytecomm	AA-446-DFW-PHL		1/2/12 11:59 AM (-06:00)			1/2/12 3:50 PM (-05:00)	
flightaware	AA-446-DFW-PHL	2012-01-02 11:50AM CST	2012-01-02 11:59AM CST	 D40 	2012-01-02 03:48PM EST	2012-01-02 03:50PM EST	 A9 
wunderground	AA-446-DFW-PHL	2012-01-02 11:50AM CST	2012-01-02 11:59AM CST	 D40 	2012-01-02 03:48PM EST	2012-01-02 03:50PM EST	 A9 
flights	AA-446-DFW-PHL	11:50 AM  Mon 02-Jan-2012	11:43 AM  Mon 02-Jan-2012	D40	03:50 PM  Mon 02-Jan-2012	03:54 PM  Mon 02-Jan-2012	9
businesstravellogue	AA-446-DFW-PHL	11:50 AM  Mon 02-Jan-2012	11:43 AM  Mon 02-Jan-2012	D40	03:50 PM  Mon 02-Jan-2012	03:54 PM  Mon 02-Jan-2012	9
flylouisville	AA-446-DFW-PHL	11:50 AM  Mon 02-Jan-2012	11:43 AM  Mon 02-Jan-2012	D40	03:50 PM  Mon 02-Jan-2012	03:54 PM  Mon 02-Jan-2012	9
flightstats	AA-446-DFW-PHL	2012-01-02 11:50 AM	2012-01-02 11:43 AM		2012-01-02 3:50 PM	2012-01-02 3:54 PM	
quicktrip	AA-446-DFW-PHL	2012-01-02 11:50 AM	2012-01-02 11:43 AM		2012-01-02 3:50 PM	2012-01-02 3:54 PM	
world-flight-tracker	AA-446-DFW-PHL	2012-01-02 11:50 AM	2012-01-02 11:43 AM		2012-01-02 3:50 PM	2012-01-02 3:54 PM	
flightview	AA-446-DFW-PHL	11:50 AM, Jan 02	11:59 AM, Jan 02	D40	3:50 PM, Jan 02	3:53 PM, Jan 02	A9
panynj	AA-446-DFW-PHL	11:50 AM, Jan 02	11:59 AM, Jan 02	D40	3:50 PM, Jan 02	3:53 PM, Jan 02	A9
gofox	AA-446-DFW-PHL	11:50 AM, Jan 02	11:59 AM, Jan 02		3:50 PM, Jan 02	3:53 PM, Jan 02	
foxbusiness	AA-446-DFW-PHL	11:50 AM, Jan 02	11:59 AM, Jan 02	D40	3:50 PM, Jan 02	3:53 PM, Jan 02	A9
allegiantair	AA-446-DFW-PHL	11:50 AM, Jan 02	11:59 AM, Jan 02	D40	3:50 PM, Jan 02	3:53 PM, Jan 02	A9
boston	AA-446-DFW-PHL	11:50 AM, Jan 02	11:59 AM, Jan 02		3:50 PM, Jan 02	3:53 PM, Jan 02	
orbitz	AA-446-DFW-PHL	11:50aJan 2	11:43aJan 2	 D40	3:50pJan 2	3:54pJan 2	 A9
weather	AA-446-DFW-PHL	2012-01-02 11:50 AM			2012-01-02 03:50 PM		
phl	AA-446-DFW-PHL				2012-01-02 3:50 PM		A9
ifly	AA-446-DFW-PHL	2012-01-02 11:50 AM	2012-01-02 11:43 AM		2012-01-02 3:50 PM	2012-01-02 3:54 PM	
ua	UA-1036-UIO-IAH	Mon, Jan 2 7:15 AM	Mon, Jan 2 7:10 AM	--	Mon, Jan 2 11:49 AM	Mon, Jan 2 11:14 AM	E20
airtravelcenter	UA-1036-UIO-IAH	1/2/12 7:15 AM (-05:00)			1/2/12 11:49 AM (-06:00)		
myrateplan	UA-1036-UIO-IAH	1/2/12 7:15 AM (-05:00)			1/2/12 11:49 AM (-06:00)		
helloflight	UA-1036-UIO-IAH	1/2/12 7:15 AM (-05:00)			1/2/12 11:49 AM (-06:00)		
flytecomm	UA-1036-UIO-IAH	1/2/12 7:15 AM (-05:00)			1/2/12 11:49 AM (-06:00)		
flights	UA-1036-UIO-IAH		2012-01-02 07:12 AM	A4		2012-01-02 11:14 AM	20
businesstravellogue	UA-1036-UIO-IAH		2012-01-02 07:12 AM	A4		2012-01-02 11:14 AM	20
flylouisville	UA-1036-UIO-IAH		2012-01-02 07:12 AM	A4		2012-01-02 11:14 AM	20
flightview	UA-1036-UIO-IAH		7:04 AMJan 02			11:14 AMJan 02	
panynj	UA-1036-UIO-IAH		7:04 AMJan 02			11:14 AMJan 02	
gofox	UA-1036-UIO-IAH		7:04 AMJan 02			11:14 AMJan 02	
foxbusiness	UA-1036-UIO-IAH		7:04 AMJan 02			11:14 AMJan 02	
allegiantair	UA-1036-UIO-IAH		7:04 AMJan 02			11:14 AMJan 02	
boston	UA-1036-UIO-IAH		7:04 AMJan 02			11:11 AMJan 02	
orbitz	UA-1036-UIO-IAH	7:15aJan 2	7:12aJan 2	 A4	11:49aJan 2	11:14aJan 2	 E20
flightarrival	UA-1036-UIO-IAH		7:04 AMJan 02			11:11 AMJan 02	
aa	AA-3851-ORD-ATL	January 2, 2012               10:30 AM    	January 2, 2012               11:23 AM    	 G1B	January 2, 2012               01:25 PM    	January 2, 2012               02:04 PM    	 T10    
airtravelcenter	AA-3851-ORD-ATL		1/2/12 11:37 AM (-06:00)			1/2/12 1:58 PM (-05:00)	
myrateplan	AA-3851-ORD-ATL		1/2/12 11:37 AM (-06:00)			1/2/12 1:58 PM (-05:00)	
helloflight	AA-3851-ORD-ATL		1/2/12 11:37 AM (-06:00)			1/2/12 1:58 PM (-05:00)	
