CO	CO-4237-EWR-DTW	Sat., Dec.31, 2011 12:33 p.m.	Sat., Dec.31, 2011 12:29 p.m.		Sat., Dec.31, 2011 2:38 p.m.	Sat., Dec.31, 2011 2:15 p.m.	
quicktrip	CO-1588-IAH-RSW	2011-12-31 7:35 PM	2011-12-31 7:36 PM		2011-12-31 10:54 PM	2011-12-31 10:39 PM	
world-flight-tracker	CO-1588-IAH-RSW	2011-12-31 7:35 PM	2011-12-31 7:36 PM		2011-12-31 10:54 PM	2011-12-31 10:39 PM	
flightview	CO-1588-IAH-RSW	7:35 PM, Dec 31	7:53 PM, Dec 31	Term C - E3	10:54 PM, Dec 31	10:39 PM, Dec 31	Main Term - C5
panynj	CO-1588-IAH-RSW	7:35 PM, Dec 31	7:53 PM, Dec 31	Term C - E3	10:54 PM, Dec 31	10:39 PM, Dec 31	Main Term - C5
gofox	CO-1588-IAH-RSW	7:35 PM, Dec 31	7:53 PM, Dec 31		10:54 PM, Dec 31	10:39 PM, Dec 31	
foxbusiness	CO-1588-IAH-RSW	7:35 PM, Dec 31	7:53 PM, Dec 31	Term C - E3	10:54 PM, Dec 31	10:39 PM, Dec 31	Main Term - C5
allegiantair	CO-1588-IAH-RSW	7:35 PM, Dec 31	7:53 PM, Dec 31	Term C - E3	10:54 PM, Dec 31	10:39 PM, Dec 31	Main Term - C5
boston	CO-1588-IAH-RSW	7:35 PM, Dec 31	7:53 PM, Dec 31		10:54 PM, Dec 31	10:36 PM, Dec 31	
travelocity	CO-1588-IAH-RSW	Dec 31 - 7:35pm	Dec 31 - 7:36pm	E3	Dec 31 - 10:54pm	Dec 31 - 10:39pm	C5
orbitz	CO-1588-IAH-RSW	7:35pDec 31	7:36pDec 31	 E3	10:54pDec 31	10:39pDec 31	 C5
weather	CO-1588-IAH-RSW	2011-12-31 07:35 PM			2011-12-31 10:54 PM		
ifly	CO-1588-IAH-RSW	2011-12-31 7:35 PM	2011-12-31 7:36 PM		2011-12-31 10:54 PM	2011-12-31 10:39 PM	
flightwise	CO-1588-IAH-RSW	2011-12-31 07:35PM CST	2011-12-31 07:53PM CST	 E3 	2011-12-31 10:30PM EST	2011-12-31 10:35PM EST	 C5 
flightarrival	CO-1588-IAH-RSW	2011-12-31 7:35 PM	2011-12-31 7:36 PM		2011-12-31 10:54 PM	2011-12-31 10:39 PM	
aa	AA-2320-DFW-ORD	December 31, 2011               05:45 AM    	December 31, 2011               05:58 AM    	 A18	December 31, 2011               08:10 AM    	December 31, 2011               07:59 AM    	 H12    
flightexplorer	AA-2320-DFW-ORD		12/31/2011 6:08AM CST			12/31/2011 7:56AM CST	
airtravelcenter	AA-2320-DFW-ORD		12/31/11 6:06 AM (-06:00)			12/31/11 7:56 AM (-06:00)	
myrateplan	AA-2320-DFW-ORD		12/31/11 6:06 AM (-06:00)			12/31/11 7:56 AM (-06:00)	
helloflight	AA-2320-DFW-ORD		12/31/11 6:06 AM (-06:00)			12/31/11 7:56 AM (-06:00)	
flytecomm	AA-2320-DFW-ORD		12/31/11 6:06 AM (-06:00)			12/31/11 7:56 AM (-06:00)	
flightaware	AA-2320-DFW-ORD	2011-12-31 05:45AM CST	2011-12-31 06:08AM CST	 A18 	2011-12-31 07:56AM CST	2011-12-31 07:53AM CST	 H12 
wunderground	AA-2320-DFW-ORD	2011-12-31 05:45AM CST	2011-12-31 06:08AM CST	 A18 	2011-12-31 07:56AM CST	2011-12-31 07:53AM CST	 H12 
flights	AA-2320-DFW-ORD	05:45 AM  Sat 31-Dec-2011	05:58 AM  Sat 31-Dec-2011	A18	08:10 AM  Sat 31-Dec-2011	07:59 AM  Sat 31-Dec-2011	H12
businesstravellogue	AA-2320-DFW-ORD	05:45 AM  Sat 31-Dec-2011	05:58 AM  Sat 31-Dec-2011	A18	08:10 AM  Sat 31-Dec-2011	07:59 AM  Sat 31-Dec-2011	H12
flylouisville	AA-2320-DFW-ORD	05:45 AM  Sat 31-Dec-2011	05:58 AM  Sat 31-Dec-2011	A18	08:10 AM  Sat 31-Dec-2011	07:59 AM  Sat 31-Dec-2011	H12
flightstats	AA-2320-DFW-ORD	2011-12-31 5:45 AM	2011-12-31 5:58 AM		2011-12-31 8:10 AM	2011-12-31 7:59 AM	
quicktrip	AA-2320-DFW-ORD	2011-12-31 5:45 AM	2011-12-31 5:58 AM		2011-12-31 8:10 AM	2011-12-31 7:59 AM	
world-flight-tracker	AA-2320-DFW-ORD	2011-12-31 5:45 AM	2011-12-31 5:58 AM		2011-12-31 8:10 AM	2011-12-31 7:59 AM	
flightview	AA-2320-DFW-ORD	5:45 AM, Dec 31	6:07 AM, Dec 31	A18	8:10 AM, Dec 31	7:57 AM, Dec 31	H12
panynj	AA-2320-DFW-ORD	5:45 AM, Dec 31	6:07 AM, Dec 31	A18	8:10 AM, Dec 31	7:57 AM, Dec 31	H12
gofox	AA-2320-DFW-ORD	5:45 AM, Dec 31	6:07 AM, Dec 31		8:10 AM, Dec 31	7:57 AM, Dec 31	
foxbusiness	AA-2320-DFW-ORD	5:45 AM, Dec 31	6:07 AM, Dec 31	A18	8:10 AM, Dec 31	7:57 AM, Dec 31	H12
allegiantair	AA-2320-DFW-ORD	5:45 AM, Dec 31	6:07 AM, Dec 31	A18	8:10 AM, Dec 31	7:57 AM, Dec 31	H12
boston	AA-2320-DFW-ORD	5:45 AM, Dec 31	6:07 AM, Dec 31		8:10 AM, Dec 31	7:57 AM, Dec 31	
travelocity	AA-2320-DFW-ORD	Dec 31 - 5:45am	Dec 31 - 5:58am	A18/A	Dec 31 - 8:10am	Dec 31 - 7:59am	H12/T3
orbitz	AA-2320-DFW-ORD	5:45aDec 31	5:58aDec 31	 A18	8:10aDec 31	7:59aDec 31	 H12
weather	AA-2320-DFW-ORD	2011-12-31 05:45 AM	2011-12-31 06:08 AM		2011-12-31 08:10 AM	2011-12-31 07:53 AM	
ord	AA-2320-DFW-ORD	2011-12-31 5:45 AM		A18	2011-12-31 8:10 AM		H12
usatoday	AA-2320-DFW-ORD	2011-12-31 05:45 AM	2011-12-31 06:08 AM		2011-12-31 08:10 AM	2011-12-31 07:53 AM	
mytripandmore	AA-2320-DFW-ORD	5:45aDec 31	5:58aDec 31	 A18	8:10aDec 31	7:59aDec 31	 H12
flightwise	AA-2320-DFW-ORD	2011-12-31 05:45AM CST	2011-12-31 06:08AM CST	 A18 	2011-12-31 07:56AM CST	2011-12-31 07:53AM CST	 H12 
flightarrival	AA-2320-DFW-ORD	5:45 AM, Dec 31	6:07 AM, Dec 31		8:10 AM, Dec 31	7:57 AM, Dec 31	
ua	UA-3775-ORD-SBN	Sat, Dec 31 7:40 PM	Sat, Dec 31 7:32 PM	C2	Sat, Dec 31 9:29 PM	Sat, Dec 31 9:07 PM	A7
airtravelcenter	UA-3775-ORD-SBN	12/31/11 7:40 PM (-06:00)			12/31/11 9:29 PM (-05:00)		
myrateplan	UA-3775-ORD-SBN	12/31/11 7:40 PM (-06:00)			12/31/11 9:29 PM (-05:00)		
helloflight	UA-3775-ORD-SBN	12/31/11 7:40 PM (-06:00)			12/31/11 9:29 PM (-05:00)		
flytecomm	UA-3775-ORD-SBN	12/31/11 7:40 PM (-06:00)			12/31/11 9:29 PM (-05:00)		
flightaware	UA-3775-ORD-SBN	2011-12-31 07:40PM CST	2011-12-31 07:49PM CST	 C2 	2011-12-31 09:09PM EST	2011-12-31 09:05PM EST	 A7 
wunderground	UA-3775-ORD-SBN	2011-12-31 07:40PM CST	2011-12-31 07:49PM CST	 C2 	2011-12-31 09:09PM EST	2011-12-31 09:05PM EST	 A7 
flights	UA-3775-ORD-SBN	07:40 PM  Sat 31-Dec-2011	07:32 PM  Sat 31-Dec-2011		09:29 PM  Sat 31-Dec-2011	09:07 PM  Sat 31-Dec-2011	
businesstravellogue	UA-3775-ORD-SBN	07:40 PM  Sat 31-Dec-2011	07:32 PM  Sat 31-Dec-2011		09:29 PM  Sat 31-Dec-2011	09:07 PM  Sat 31-Dec-2011	
flylouisville	UA-3775-ORD-SBN	07:40 PM  Sat 31-Dec-2011	07:32 PM  Sat 31-Dec-2011		09:29 PM  Sat 31-Dec-2011	09:07 PM  Sat 31-Dec-2011	
flightstats	UA-3775-ORD-SBN	2011-12-31 7:40 PM	2011-12-31 7:32 PM		2011-12-31 9:29 PM	2011-12-31 9:07 PM	
quicktrip	UA-3775-ORD-SBN	2011-12-31 7:40 PM	2011-12-31 7:32 PM		2011-12-31 9:29 PM	2011-12-31 9:07 PM	
world-flight-tracker	UA-3775-ORD-SBN	2011-12-31 7:40 PM	2011-12-31 7:32 PM		2011-12-31 9:29 PM	2011-12-31 9:07 PM	
flightview	UA-3775-ORD-SBN	7:40 PM, Dec 31	7:49 PM, Dec 31	C2	9:29 PM, Dec 31	9:07 PM, Dec 31	A7
panynj	UA-3775-ORD-SBN	7:40 PM, Dec 31	7:49 PM, Dec 31	C2	9:29 PM, Dec 31	9:07 PM, Dec 31	A7
gofox	UA-3775-ORD-SBN	7:40 PM, Dec 31	7:49 PM, Dec 31		9:29 PM, Dec 31	9:07 PM, Dec 31	
foxbusiness	UA-3775-ORD-SBN	7:40 PM, Dec 31	7:49 PM, Dec 31	C2	9:29 PM, Dec 31	9:07 PM, Dec 31	A7
allegiantair	UA-3775-ORD-SBN	7:40 PM, Dec 31	7:49 PM, Dec 31	C2	9:29 PM, Dec 31	9:07 PM, Dec 31	A7
boston	UA-3775-ORD-SBN	7:40 PM, Dec 31	7:49 PM, Dec 31		9:29 PM, Dec 31	9:06 PM, Dec 31	
travelocity	UA-3775-ORD-SBN	Dec 31 - Not Available	Dec 31 - 7:48pm	C2	Dec 31 - Not Available	Dec 31 - 9:07pm	A7
orbitz	UA-3775-ORD-SBN	7:40pDec 31	7:32pDec 31	 C2	9:29pDec 31	9:07pDec 31	 A7
weather	UA-3775-ORD-SBN	2011-12-31 07:40 PM			2011-12-31 09:29 PM		
ord	UA-3775-ORD-SBN	2011-12-31 7:40 PM		C2	2011-12-31 9:29 PM		 
ifly	UA-3775-ORD-SBN	2011-12-31 7:40 PM	2011-12-31 7:32 PM		2011-12-31 9:29 PM	2011-12-31 9:07 PM	
mytripandmore	UA-3775-ORD-SBN	7:40pDec 31	7:32pDec 31	 C2	9:29pDec 31	9:07pDec 31	 A7
aa	AA-16-SFO-JFK	December 31, 2011               12:30 PM    	December 31, 2011               12:22 PM    	 58B	December 31, 2011               09:00 PM    	December 31, 2011               08:45 PM    	 36    
flightexplorer	AA-16-SFO-JFK		12/31/2011 12:45PM PST			12/31/2011 8:27PM EST	
airtravelcenter	AA-16-SFO-JFK		12/31/11 12:45 PM (-08:00)			12/31/11 8:27 PM (-05:00)	
myrateplan	AA-16-SFO-JFK		12/31/11 12:45 PM (-08:00)			12/31/11 8:27 PM (-05:00)	
helloflight	AA-16-SFO-JFK		12/31/11 12:45 PM (-08:00)			12/31/11 8:27 PM (-05:00)	
flytecomm	AA-16-SFO-JFK		12/31/11 12:45 PM (-08:00)			12/31/11 8:27 PM (-05:00)	
flightaware	AA-16-SFO-JFK	2011-12-31 12:30PM PST	2011-12-31 12:45PM PST	 58B 	2011-12-31 08:39PM EST	2011-12-31 08:39PM EST	 36 
wunderground	AA-16-SFO-JFK	2011-12-31 12:30PM PST	2011-12-31 12:45PM PST	 58B 	2011-12-31 08:39PM EST	2011-12-31 08:39PM EST	 36 
flights	AA-16-SFO-JFK	12:30 PM  Sat 31-Dec-2011	12:22 PM  Sat 31-Dec-2011	58B	09:00 PM  Sat 31-Dec-2011	08:45 PM  Sat 31-Dec-2011	C36
businesstravellogue	AA-16-SFO-JFK	12:30 PM  Sat 31-Dec-2011	12:22 PM  Sat 31-Dec-2011	58B	09:00 PM  Sat 31-Dec-2011	08:45 PM  Sat 31-Dec-2011	C36
flylouisville	AA-16-SFO-JFK	12:30 PM  Sat 31-Dec-2011	12:22 PM  Sat 31-Dec-2011	58B	09:00 PM  Sat 31-Dec-2011	08:45 PM  Sat 31-Dec-2011	C36
flightstats	AA-16-SFO-JFK	2011-12-31 12:30 PM	2011-12-31 12:22 PM		2011-12-31 9:00 PM	2011-12-31 8:45 PM	
quicktrip	AA-16-SFO-JFK	2011-12-31 12:30 PM	2011-12-31 12:22 PM		2011-12-31 9:00 PM	2011-12-31 8:45 PM	
world-flight-tracker	AA-16-SFO-JFK	2011-12-31 12:30 PM	2011-12-31 12:22 PM		2011-12-31 9:00 PM	2011-12-31 8:45 PM	
flightview	AA-16-SFO-JFK	12:30 PM, Dec 31	12:45 PM, Dec 31	Terminal 2 - 58B	9:00 PM, Dec 31	8:45 PM, Dec 31	Terminal 8 - 36
panynj	AA-16-SFO-JFK	12:30 PM, Dec 31	12:45 PM, Dec 31	Terminal 2 - 58B	9:00 PM, Dec 31	8:45 PM, Dec 31	Terminal 8 - 36
gofox	AA-16-SFO-JFK	12:30 PM, Dec 31	12:45 PM, Dec 31		9:00 PM, Dec 31	8:45 PM, Dec 31	
foxbusiness	AA-16-SFO-JFK	12:30 PM, Dec 31	12:45 PM, Dec 31	Terminal 2 - 58B	9:00 PM, Dec 31	8:45 PM, Dec 31	Terminal 8 - 36
allegiantair	AA-16-SFO-JFK	12:30 PM, Dec 31	12:45 PM, Dec 31	Terminal 2 - 58B	9:00 PM, Dec 31	8:45 PM, Dec 31	Terminal 8 - 36
boston	AA-16-SFO-JFK	12:30 PM, Dec 31	12:45 PM, Dec 31		9:00 PM, Dec 31	8:39 PM, Dec 31	
travelocity	AA-16-SFO-JFK	Dec 31 - 12:30pm	Dec 31 - 12:22pm	58B	Dec 31 - 9:00pm	Dec 31 - 8:45pm	36/8
orbitz	AA-16-SFO-JFK	12:30pDec 31	12:22pDec 31	 58B	9:00pDec 31	8:45pDec 31	 36
weather	AA-16-SFO-JFK	2011-12-31 12:30 PM			2011-12-31 09:00 PM		
mytripandmore	AA-16-SFO-JFK	Dec 31 - 12:30pm	Dec 31 - 12:22pm	58B	Dec 31 - 9:00pm	Dec 31 - 8:45pm	36/8
flightwise	AA-16-SFO-JFK	2011-12-31 12:30PM PST	2011-12-31 12:45PM PST	 58B 	2011-12-31 08:39PM EST	2011-12-31 08:39PM EST	 36 
flightarrival	AA-16-SFO-JFK	2011-12-31 12:30 PM			2011-12-31 09:00 PM		
ua	UA-616-PIT-SFO	Sat, Dec 31 7:25 AM	Sat, Dec 31 7:27 AM	C53	Sat, Dec 31 10:20 AM	Sat, Dec 31 10:05 AM	87
flightexplorer	UA-616-PIT-SFO		12/31/2011 7:37AM EST			12/31/2011 9:51AM PST	
airtravelcenter	UA-616-PIT-SFO		12/31/11 7:37 AM (-05:00)			12/31/11 9:46 AM (-08:00)	
myrateplan	UA-616-PIT-SFO		12/31/11 7:37 AM (-05:00)			12/31/11 9:46 AM (-08:00)	
helloflight	UA-616-PIT-SFO		12/31/11 7:37 AM (-05:00)			12/31/11 9:46 AM (-08:00)	
flytecomm	UA-616-PIT-SFO		12/31/11 7:37 AM (-05:00)			12/31/11 9:46 AM (-08:00)	
flights	UA-616-PIT-SFO		2011-12-31 07:27 AM	C53		2011-12-31 10:05 AM	87
businesstravellogue	UA-616-PIT-SFO		2011-12-31 07:27 AM	C53		2011-12-31 10:05 AM	87
flylouisville	UA-616-PIT-SFO		2011-12-31 07:27 AM	C53		2011-12-31 10:05 AM	87
flightview	UA-616-PIT-SFO		7:39 AMDec 31			10:05 AMDec 31	
panynj	UA-616-PIT-SFO		7:39 AMDec 31			10:05 AMDec 31	
gofox	UA-616-PIT-SFO		7:39 AMDec 31			10:05 AMDec 31	
foxbusiness	UA-616-PIT-SFO		7:39 AMDec 31			10:05 AMDec 31	
allegiantair	UA-616-PIT-SFO		7:39 AMDec 31			10:05 AMDec 31	
boston	UA-616-PIT-SFO		7:39 AMDec 31			9:52 AMDec 31	
travelocity	UA-616-PIT-SFO	Dec 31 - Not Available	Dec 31 - 7:38am	CHK	Dec 31 - Not Available	Dec 31 - 10:05am	87
orbitz	UA-616-PIT-SFO	7:25aDec 31	7:27aDec 31	 C53	10:20aDec 31	10:05aDec 31	 87
weather	UA-616-PIT-SFO	2011-12-31 07:25 AM			2011-12-31 10:20 AM		
mytripandmore	UA-616-PIT-SFO	7:25aDec 31	7:27aDec 31	 C53	10:20aDec 31	10:05aDec 31	 87
flightarrival	UA-616-PIT-SFO	2011-12-31 07:25 AM			2011-12-31 10:20 AM		
ua	UA-1543-IAH-DCA	Sat, Dec 31 12:55 PM	Sat, Dec 31 12:55 PM	C-33	Sat, Dec 31 4:53 PM	Sat, Dec 31 4:51 PM	10
flightexplorer	UA-1543-IAH-DCA		12/31/2011 1:09PM CST			12/31/2011 4:54PM EST	
airtravelcenter	UA-1543-IAH-DCA		12/31/11 1:10 PM (-06:00)			12/31/11 4:54 PM (-05:00)	
airtravelcenter	UA-1543-IAH-DCA	12/31/11 12:55 PM (-06:00)			12/31/11 4:53 PM (-05:00)		
myrateplan	UA-1543-IAH-DCA		12/31/11 1:10 PM (-06:00)			12/31/11 4:54 PM (-05:00)	
myrateplan	UA-1543-IAH-DCA	12/31/11 12:55 PM (-06:00)			12/31/11 4:53 PM (-05:00)		
helloflight	UA-1543-IAH-DCA		12/31/11 1:10 PM (-06:00)			12/31/11 4:54 PM (-05:00)	
helloflight	UA-1543-IAH-DCA	12/31/11 12:55 PM (-06:00)			12/31/11 4:53 PM (-05:00)		
flytecomm	UA-1543-IAH-DCA		12/31/11 1:10 PM (-06:00)			12/31/11 4:54 PM (-05:00)	
flytecomm	UA-1543-IAH-DCA	12/31/11 12:55 PM (-06:00)			12/31/11 4:53 PM (-05:00)		
flights	UA-1543-IAH-DCA		2011-12-31 12:55 PM	33		2011-12-31 04:51 PM	10
businesstravellogue	UA-1543-IAH-DCA		2011-12-31 12:55 PM	33		2011-12-31 04:51 PM	10
flylouisville	UA-1543-IAH-DCA		2011-12-31 12:55 PM	33		2011-12-31 04:51 PM	10
flightstats	UA-1543-IAH-DCA	2011-12-31 12:55 PM	2011-12-31 12:55 PM		2011-12-31 4:53 PM	2011-12-31 4:51 PM	
quicktrip	UA-1543-IAH-DCA	2011-12-31 12:55 PM	2011-12-31 12:55 PM		2011-12-31 4:53 PM	2011-12-31 4:51 PM	
flightview	UA-1543-IAH-DCA		1:10 PMDec 31			4:51 PMDec 31	
panynj	UA-1543-IAH-DCA		1:10 PMDec 31			4:51 PMDec 31	
gofox	UA-1543-IAH-DCA		1:10 PMDec 31			4:51 PMDec 31	
foxbusiness	UA-1543-IAH-DCA		1:10 PMDec 31			4:51 PMDec 31	
allegiantair	UA-1543-IAH-DCA		1:10 PMDec 31			4:51 PMDec 31	
boston	UA-1543-IAH-DCA		1:10 PMDec 31			4:48 PMDec 31	
travelocity	UA-1543-IAH-DCA	Dec 31 - 12:55pm	Dec 31 - Contact Airline	Not provided by airline	Dec 31 - 4:53pm	Dec 31 - Contact Airline	Not provided by airline
orbitz	UA-1543-IAH-DCA	12:55pDec 31	12:55pDec 31	 33	4:53pDec 31	4:51pDec 31	 10
weather	UA-1543-IAH-DCA	2011-12-31 12:55 PM			2011-12-31 04:53 PM		
usatoday	UA-1543-IAH-DCA	2011-12-31 12:55 PM			2011-12-31 04:53 PM		
mytripandmore	UA-1543-IAH-DCA	12:55pDec 31	12:55pDec 31	 33	4:53pDec 31	4:51pDec 31	 10
ua	UA-2467-CLT-LAX	Sat, Dec 31 8:20 PM	Sat, Dec 31 8:20 PM            Delayed	B11	Sat, Dec 31 10:51 PM	Sat, Dec 31 10:43 PM	10
airtravelcenter	UA-2467-CLT-LAX		12/31/11 8:33 PM (-05:00)			12/31/11 10:21 PM (-08:00)	
myrateplan	UA-2467-CLT-LAX		12/31/11 8:33 PM (-05:00)			12/31/11 10:21 PM (-08:00)	
helloflight	UA-2467-CLT-LAX		12/31/11 8:33 PM (-05:00)			12/31/11 10:21 PM (-08:00)	
flytecomm	UA-2467-CLT-LAX		12/31/11 8:33 PM (-05:00)			12/31/11 10:21 PM (-08:00)	
flights	UA-2467-CLT-LAX		2011-12-31 08:19 PM	B11		2011-12-31 10:51 PM	10
businesstravellogue	UA-2467-CLT-LAX		2011-12-31 08:19 PM	B11		2011-12-31 10:51 PM	10
flylouisville	UA-2467-CLT-LAX		2011-12-31 08:19 PM	B11		2011-12-31 10:51 PM	10
flightstats	UA-2467-CLT-LAX	2011-12-31 8:20 PM	2011-12-31 8:19 PM		2011-12-31 10:51 PM	2011-12-31 10:33 PM (Estimated)	
quicktrip	UA-2467-CLT-LAX	2011-12-31 8:20 PM	2011-12-31 8:19 PM		2011-12-31 10:51 PM	2011-12-31 10:33 PM (Estimated)	
flightview	UA-2467-CLT-LAX		8:33 PMDec 31			10:24 PMDec 31	
panynj	UA-2467-CLT-LAX		8:33 PMDec 31			10:24 PMDec 31	
gofox	UA-2467-CLT-LAX		8:33 PMDec 31			10:24 PMDec 31	
foxbusiness	UA-2467-CLT-LAX		8:33 PMDec 31			10:24 PMDec 31	
allegiantair	UA-2467-CLT-LAX		8:33 PMDec 31			10:24 PMDec 31	
boston	UA-2467-CLT-LAX		8:33 PMDec 31			10:24 PMDec 31	
orbitz	UA-2467-CLT-LAX	8:20pDec 31	8:19pDec 31	 -	10:35pDec 31		 -
usatoday	UA-2467-CLT-LAX		8:33 PMDec 31			10:24 PMDec 31	
flightarrival	UA-2467-CLT-LAX	2011-12-31 8:20 PM	2011-12-31 8:19 PM		2011-12-31 10:51 PM	2011-12-31 10:33 PM (Estimated)	
ua	UA-6470-ACV-SFO	Sat, Dec 31 12:37 PM	Sat, Dec 31 12:35 PM	--	Sat, Dec 31 1:55 PM	Sat, Dec 31 1:45 PM	78A
airtravelcenter	UA-6470-ACV-SFO		12/31/11 12:44 PM (-08:00)			12/31/11 1:47 PM (-08:00)	
myrateplan	UA-6470-ACV-SFO		12/31/11 12:44 PM (-08:00)			12/31/11 1:47 PM (-08:00)	
helloflight	UA-6470-ACV-SFO		12/31/11 12:44 PM (-08:00)			12/31/11 1:47 PM (-08:00)	
flytecomm	UA-6470-ACV-SFO		12/31/11 12:44 PM (-08:00)			12/31/11 1:47 PM (-08:00)	
flights	UA-6470-ACV-SFO		2011-12-31 12:35 PM			2011-12-31 01:45 PM	78A
businesstravellogue	UA-6470-ACV-SFO		2011-12-31 12:35 PM			2011-12-31 01:45 PM	78A
flylouisville	UA-6470-ACV-SFO		2011-12-31 12:35 PM			2011-12-31 01:45 PM	78A
flightview	UA-6470-ACV-SFO		12:44 PMDec 31			1:45 PMDec 31	
panynj	UA-6470-ACV-SFO		12:44 PMDec 31			1:45 PMDec 31	
gofox	UA-6470-ACV-SFO		12:44 PMDec 31			1:45 PMDec 31	
foxbusiness	UA-6470-ACV-SFO		12:44 PMDec 31			1:45 PMDec 31	
allegiantair	UA-6470-ACV-SFO		12:44 PMDec 31			1:45 PMDec 31	
boston	UA-6470-ACV-SFO		12:44 PMDec 31			1:43 PMDec 31	
orbitz	UA-6470-ACV-SFO	12:37pDec 31	12:35pDec 31	 -	1:55pDec 31	1:45pDec 31	 78A
usatoday	UA-6470-ACV-SFO		12:44 PMDec 31			1:43 PMDec 31	
mytripandmore	UA-6470-ACV-SFO	12:37pDec 31	12:35pDec 31	 -	1:55pDec 31	1:45pDec 31	 78A
flightarrival	UA-6470-ACV-SFO		12:44 PMDec 31			1:43 PMDec 31	
CO	CO-89-IAH-EWR	Sat., Dec.31, 2011 6:00 a.m.	Sat., Dec.31, 2011 6:05 a.m.		Sat., Dec.31, 2011 10:20 a.m.	Sat., Dec.31, 2011 10:25 a.m.	
airtravelcenter	CO-89-IAH-EWR	12/31/11 6:00 AM (-06:00)			12/31/11 10:20 AM (-05:00)		
myrateplan	CO-89-IAH-EWR	12/31/11 6:00 AM (-06:00)			12/31/11 10:20 AM (-05:00)		
helloflight	CO-89-IAH-EWR	12/31/11 6:00 AM (-06:00)			12/31/11 10:20 AM (-05:00)		
flytecomm	CO-89-IAH-EWR	12/31/11 6:00 AM (-06:00)			12/31/11 10:20 AM (-05:00)		
flights	CO-89-IAH-EWR		2011-12-31 06:05 AM	10		2011-12-31 10:25 AM	86
businesstravellogue	CO-89-IAH-EWR		2011-12-31 06:05 AM	10		2011-12-31 10:25 AM	86
flylouisville	CO-89-IAH-EWR		2011-12-31 06:05 AM	10		2011-12-31 10:25 AM	86
flightstats	CO-89-IAH-EWR	2011-12-31 6:00 AM	2011-12-31 6:05 AM		2011-12-31 10:20 AM	2011-12-31 10:25 AM	
quicktrip	CO-89-IAH-EWR	2011-12-31 6:00 AM	2011-12-31 6:05 AM		2011-12-31 10:20 AM	2011-12-31 10:25 AM	
flightview	CO-89-IAH-EWR		6:25 AMDec 31			10:25 AMDec 31	
panynj	CO-89-IAH-EWR		6:25 AMDec 31			10:25 AMDec 31	
gofox	CO-89-IAH-EWR		6:25 AMDec 31			10:25 AMDec 31	
foxbusiness	CO-89-IAH-EWR		6:25 AMDec 31			10:25 AMDec 31	
allegiantair	CO-89-IAH-EWR		6:25 AMDec 31			10:25 AMDec 31	
boston	CO-89-IAH-EWR		6:25 AMDec 31			10:20 AMDec 31	
orbitz	CO-89-IAH-EWR	6:00aDec 31	6:05aDec 31	 E10	10:20aDec 31	10:25aDec 31	 C86
weather	CO-89-IAH-EWR	2011-12-31 06:00 AM			2011-12-31 10:20 AM		
mytripandmore	CO-89-IAH-EWR	6:00aDec 31	6:05aDec 31	 E10	10:20aDec 31	10:25aDec 31	 C86
flightarrival	CO-89-IAH-EWR	2011-12-31 6:00 AM	2011-12-31 6:05 AM		2011-12-31 10:20 AM	2011-12-31 10:25 AM	
ua	UA-1546-IAH-EWR	Sat, Dec 31 3:50 PM	Sat, Dec 31 4:42 PM            Delayed	C-39	Sat, Dec 31 8:12 PM	Sat, Dec 31 8:53 PM	C72
flightexplorer	UA-1546-IAH-EWR		12/31/2011 4:54PM CST			12/31/2011 8:46PM EST	
airtravelcenter	UA-1546-IAH-EWR	12/31/11 3:50 PM (-06:00)			12/31/11 8:12 PM (-05:00)		
myrateplan	UA-1546-IAH-EWR	12/31/11 3:50 PM (-06:00)			12/31/11 8:12 PM (-05:00)		
helloflight	UA-1546-IAH-EWR	12/31/11 3:50 PM (-06:00)			12/31/11 8:12 PM (-05:00)		
flytecomm	UA-1546-IAH-EWR	12/31/11 3:50 PM (-06:00)			12/31/11 8:12 PM (-05:00)		
flightaware	UA-1546-IAH-EWR	2011-12-31 03:50PM CST	2011-12-31 04:55PM CST	 39 	2011-12-31 08:05PM EST	2011-12-31 08:42PM EST	 C72 
wunderground	UA-1546-IAH-EWR	2011-12-31 03:50PM CST	2011-12-31 04:55PM CST	 39 	2011-12-31 08:05PM EST	2011-12-31 08:42PM EST	 C72 
flights	UA-1546-IAH-EWR		2011-12-31 04:42 PM	39		2011-12-31 08:53 PM	72
businesstravellogue	UA-1546-IAH-EWR		2011-12-31 04:42 PM	39		2011-12-31 08:53 PM	72
flylouisville	UA-1546-IAH-EWR		2011-12-31 04:42 PM	39		2011-12-31 08:53 PM	72
flightstats	UA-1546-IAH-EWR	2011-12-31 3:50 PM	2011-12-31 4:42 PM		2011-12-31 8:12 PM	2011-12-31 8:53 PM	
quicktrip	UA-1546-IAH-EWR	2011-12-31 3:50 PM	2011-12-31 4:42 PM		2011-12-31 8:12 PM	2011-12-31 8:53 PM	
flightview	UA-1546-IAH-EWR		4:55 PMDec 31			8:53 PMDec 31	
panynj	UA-1546-IAH-EWR		4:55 PMDec 31			8:53 PMDec 31	
gofox	UA-1546-IAH-EWR		4:55 PMDec 31			8:53 PMDec 31	
foxbusiness	UA-1546-IAH-EWR		4:55 PMDec 31			8:53 PMDec 31	
allegiantair	UA-1546-IAH-EWR		4:55 PMDec 31			8:53 PMDec 31	
