CO	CO-4237-EWR-DTW	Fri., Dec.16, 2011 12:17 p.m.	Fri., Dec.16, 2011 12:11 p.m.		Fri., Dec.16, 2011 2:24 p.m.	Fri., Dec.16, 2011 2:17 p.m.	
wunderground	AA-613-JFK-MIA	2011-12-16 05:45PM EST	2011-12-16 06:12PM EST	 8 	2011-12-16 08:55PM EST	2011-12-16 08:51PM EST	 D50 
flights	AA-613-JFK-MIA	05:45 PM  Fri 16-Dec-2011	05:48 PM  Fri 16-Dec-2011	B8	09:10 PM  Fri 16-Dec-2011	08:58 PM  Fri 16-Dec-2011	D50
businesstravellogue	AA-613-JFK-MIA	05:45 PM  Fri 16-Dec-2011	05:48 PM  Fri 16-Dec-2011	B8	09:10 PM  Fri 16-Dec-2011	08:58 PM  Fri 16-Dec-2011	D50
flylouisville	AA-613-JFK-MIA	05:45 PM  Fri 16-Dec-2011	05:48 PM  Fri 16-Dec-2011	B8	09:10 PM  Fri 16-Dec-2011	08:58 PM  Fri 16-Dec-2011	D50
flightstats	AA-613-JFK-MIA	2011-12-16 5:45 PM	2011-12-16 5:48 PM		2011-12-16 9:10 PM	2011-12-16 8:58 PM	
quicktrip	AA-613-JFK-MIA	2011-12-16 5:45 PM	2011-12-16 5:48 PM		2011-12-16 9:10 PM	2011-12-16 8:58 PM	
world-flight-tracker	AA-613-JFK-MIA	2011-12-16 5:45 PM	2011-12-16 5:48 PM		2011-12-16 9:10 PM	2011-12-16 8:58 PM	
flightview	AA-613-JFK-MIA	5:45 PM, Dec 16	6:12 PM, Dec 16	Terminal 8 - 8	9:10 PM, Dec 16	8:58 PM, Dec 16	Terminal D - D50
panynj	AA-613-JFK-MIA	5:45 PM, Dec 16	6:12 PM, Dec 16	Terminal 8 - 8	9:10 PM, Dec 16	8:58 PM, Dec 16	Terminal D - D50
gofox	AA-613-JFK-MIA	5:45 PM, Dec 16	6:12 PM, Dec 16		9:10 PM, Dec 16	8:58 PM, Dec 16	
foxbusiness	AA-613-JFK-MIA	5:45 PM, Dec 16	6:12 PM, Dec 16	Terminal 8 - 8	9:10 PM, Dec 16	8:58 PM, Dec 16	Terminal D - D50
allegiantair	AA-613-JFK-MIA	5:45 PM, Dec 16	6:12 PM, Dec 16	Terminal 8 - 8	9:10 PM, Dec 16	8:58 PM, Dec 16	Terminal D - D50
boston	AA-613-JFK-MIA	5:45 PM, Dec 16	6:12 PM, Dec 16		9:10 PM, Dec 16	8:52 PM, Dec 16	
travelocity	AA-613-JFK-MIA	Dec 16 - 5:45pm	Dec 16 - 5:48pm	8/8	Dec 16 - 9:10pm	Dec 16 - 8:58pm	D50
orbitz	AA-613-JFK-MIA	5:45pDec 16	5:48pDec 16	 8	9:10pDec 16	8:58pDec 16	 D50
weather	AA-613-JFK-MIA	2011-12-16 05:45 PM			2011-12-16 09:10 PM		
mia	AA-613-JFK-MIA				9:10P 12-15-11	2011-12-16  10:35P	
flightarrival	AA-613-JFK-MIA	5:45 PM, Dec 16	6:12 PM, Dec 16		9:10 PM, Dec 16	8:52 PM, Dec 16	
ua	UA-2314-PHL-CDG	Fri, Dec 16 6:20 PM	Fri, Dec 16 6:38 PM            Delayed	A25	Sat, Dec 17 7:55 AM	Sat, Dec 17 7:48 AM	--
airtravelcenter	UA-2314-PHL-CDG		12/16/11 7:05 PM (-05:00)			12/17/11 7:28 AM (+01:00)	
myrateplan	UA-2314-PHL-CDG		12/16/11 7:05 PM (-05:00)			12/17/11 7:28 AM (+01:00)	
helloflight	UA-2314-PHL-CDG		12/16/11 7:05 PM (-05:00)			12/17/11 7:28 AM (+01:00)	
flytecomm	UA-2314-PHL-CDG		12/16/11 7:05 PM (-05:00)			12/17/11 7:28 AM (+01:00)	
flights	UA-2314-PHL-CDG		2011-12-16 06:38 PM	25		2011-12-16 07:55 AM	
businesstravellogue	UA-2314-PHL-CDG		2011-12-16 06:38 PM	25		2011-12-16 07:55 AM	
flylouisville	UA-2314-PHL-CDG		2011-12-16 06:38 PM	25		2011-12-16 07:55 AM	
flightview	UA-2314-PHL-CDG		7:05 PMDec 16			7:30 AMDec 17	
panynj	UA-2314-PHL-CDG		7:05 PMDec 16			7:30 AMDec 17	
gofox	UA-2314-PHL-CDG		7:05 PMDec 16			7:30 AMDec 17	
foxbusiness	UA-2314-PHL-CDG		7:05 PMDec 16			7:30 AMDec 17	
allegiantair	UA-2314-PHL-CDG		7:05 PMDec 16			7:30 AMDec 17	
boston	UA-2314-PHL-CDG		7:05 PMDec 16			7:30 AMDec 17	
orbitz	UA-2314-PHL-CDG	6:20pDec 16	6:38pDec 16	 -	7:41aDec 17		 -
ua	UA-5403-SFO-BUR	Fri, Dec 16 6:56 PM	Fri, Dec 16 6:56 PM            On Time	79	Fri, Dec 16 8:15 PM	Fri, Dec 16 8:15 PM	--
airtravelcenter	UA-5403-SFO-BUR	12/16/11 6:56 PM (-08:00)			12/16/11 8:15 PM (-08:00)		
myrateplan	UA-5403-SFO-BUR	12/16/11 6:56 PM (-08:00)			12/16/11 8:15 PM (-08:00)		
helloflight	UA-5403-SFO-BUR	12/16/11 6:56 PM (-08:00)			12/16/11 8:15 PM (-08:00)		
flytecomm	UA-5403-SFO-BUR	12/16/11 6:56 PM (-08:00)			12/16/11 8:15 PM (-08:00)		
flights	UA-5403-SFO-BUR	2011-12-16 06:56 PM		79	2011-12-16 08:15 PM		
businesstravellogue	UA-5403-SFO-BUR	2011-12-16 06:56 PM		79	2011-12-16 08:15 PM		
flylouisville	UA-5403-SFO-BUR	2011-12-16 06:56 PM		79	2011-12-16 08:15 PM		
flightstats	UA-5403-SFO-BUR	2011-12-16 6:56 PM	2011-12-16 6:56 PM (Estimated)		2011-12-16 8:15 PM	2011-12-16 8:15 PM (Estimated)	
quicktrip	UA-5403-SFO-BUR	2011-12-16 6:56 PM	2011-12-16 6:56 PM (Estimated)		2011-12-16 8:15 PM	2011-12-16 8:15 PM (Estimated)	
flightview	UA-5403-SFO-BUR	6:56 PMDec 16			8:15 PMDec 16		
panynj	UA-5403-SFO-BUR	6:56 PMDec 16			8:15 PMDec 16		
gofox	UA-5403-SFO-BUR	6:56 PMDec 16			8:15 PMDec 16		
foxbusiness	UA-5403-SFO-BUR	6:56 PMDec 16			8:15 PMDec 16		
allegiantair	UA-5403-SFO-BUR	6:56 PMDec 16			8:15 PMDec 16		
boston	UA-5403-SFO-BUR	6:56 PMDec 16			8:15 PMDec 16		
orbitz	UA-5403-SFO-BUR	6:56pDec 16		 79	8:15pDec 16		 -
sfo	UA-5403-SFO-BUR	2011-12-16 6:56 PM		79			
usatoday	UA-5403-SFO-BUR	6:56 PMDec 16			8:15 PMDec 16		
flightarrival	UA-5403-SFO-BUR	6:56 PMDec 16			8:15 PMDec 16		
ua	UA-6344-SJC-LAX	Fri, Dec 16 8:48 PM	Fri, Dec 16 8:48 PM	14	Fri, Dec 16 10:10 PM	Fri, Dec 16 9:54 PM	80
flightexplorer	UA-6344-SJC-LAX	12/16/2011 9:00PM PST			12/16/2011 9:48PM PST		
airtravelcenter	UA-6344-SJC-LAX	12/16/11 8:48 PM (-08:00)			12/16/11 10:10 PM (-08:00)		
myrateplan	UA-6344-SJC-LAX	12/16/11 8:48 PM (-08:00)			12/16/11 10:10 PM (-08:00)		
helloflight	UA-6344-SJC-LAX	12/16/11 8:48 PM (-08:00)			12/16/11 10:10 PM (-08:00)		
flytecomm	UA-6344-SJC-LAX	12/16/11 8:48 PM (-08:00)			12/16/11 10:10 PM (-08:00)		
flightaware	UA-6344-SJC-LAX	2011-12-16 08:48PM PST	2011-12-16 09:00PM PST	 14 	2011-12-16 09:36PM PST	2011-12-16 09:48PM PST	 80 
wunderground	UA-6344-SJC-LAX	2011-12-16 08:48PM PST	2011-12-16 09:00PM PST	 14 	2011-12-16 09:36PM PST	2011-12-16 09:48PM PST	 80 
flights	UA-6344-SJC-LAX	2011-12-16 08:48 PM		14	2011-12-16 10:10 PM		80
businesstravellogue	UA-6344-SJC-LAX	2011-12-16 08:48 PM		14	2011-12-16 10:10 PM		80
flylouisville	UA-6344-SJC-LAX	2011-12-16 08:48 PM		14	2011-12-16 10:10 PM		80
flightview	UA-6344-SJC-LAX	8:48 PMDec 16			9:54 PMDec 16		
panynj	UA-6344-SJC-LAX	8:48 PMDec 16			9:54 PMDec 16		
gofox	UA-6344-SJC-LAX	8:48 PMDec 16			9:54 PMDec 16		
foxbusiness	UA-6344-SJC-LAX	8:48 PMDec 16			9:54 PMDec 16		
allegiantair	UA-6344-SJC-LAX	8:48 PMDec 16			9:54 PMDec 16		
boston	UA-6344-SJC-LAX	8:48 PMDec 16			9:36 PMDec 16		
travelocity	UA-6344-SJC-LAX	Dec 16 - 8:48pm	Dec 16 - Not Available	14	Dec 16 - 10:10pm	Dec 16 - Not Available	80
orbitz	UA-6344-SJC-LAX	8:48pDec 16		 14	9:38pDec 16		 80
weather	UA-6344-SJC-LAX	2011-12-16 08:48 PM			2011-12-16 10:10 PM		
usatoday	UA-6344-SJC-LAX	2011-12-16 08:48 PM			2011-12-16 10:10 PM		
mytripandmore	UA-6344-SJC-LAX	8:48pDec 16		 14	9:38pDec 16		 80
flightarrival	UA-6344-SJC-LAX	2011-12-16 08:48 PM			2011-12-16 10:10 PM		
ua	UA-1504-IAH-PHL	Fri, Dec 16 7:31 PM	Fri, Dec 16 7:31 PM            On Time	E23	Fri, Dec 16 11:42 PM	Fri, Dec 16 11:42 PM	D3
flightexplorer	UA-1504-IAH-PHL	12/16/2011 7:31PM CST			12/16/2011 11:42PM EST		
airtravelcenter	UA-1504-IAH-PHL	12/16/11 7:31 PM (-06:00)			12/16/11 11:42 PM (-05:00)		
myrateplan	UA-1504-IAH-PHL	12/16/11 7:31 PM (-06:00)			12/16/11 11:42 PM (-05:00)		
helloflight	UA-1504-IAH-PHL	12/16/11 7:31 PM (-06:00)			12/16/11 11:42 PM (-05:00)		
flytecomm	UA-1504-IAH-PHL	12/16/11 7:31 PM (-06:00)			12/16/11 11:42 PM (-05:00)		
flights	UA-1504-IAH-PHL	2011-12-16 07:31 PM		14	2011-12-16 11:42 PM		D3
businesstravellogue	UA-1504-IAH-PHL	2011-12-16 07:31 PM		14	2011-12-16 11:42 PM		D3
flylouisville	UA-1504-IAH-PHL	2011-12-16 07:31 PM		14	2011-12-16 11:42 PM		D3
flightview	UA-1504-IAH-PHL	7:31 PMDec 16			11:42 PMDec 16		
panynj	UA-1504-IAH-PHL	7:31 PMDec 16			11:42 PMDec 16		
gofox	UA-1504-IAH-PHL	7:31 PMDec 16			11:42 PMDec 16		
foxbusiness	UA-1504-IAH-PHL	7:31 PMDec 16			11:42 PMDec 16		
allegiantair	UA-1504-IAH-PHL	7:31 PMDec 16			11:42 PMDec 16		
boston	UA-1504-IAH-PHL	7:31 PMDec 16			11:42 PMDec 16		
orbitz	UA-1504-IAH-PHL	7:31pDec 16		 -	11:42pDec 16		 -
flightarrival	UA-1504-IAH-PHL	7:31 PMDec 16			11:42 PMDec 16		
ua	UA-1653-IAH-DTW	Fri, Dec 16 1:26 PM	Fri, Dec 16 1:22 PM	E2	Fri, Dec 16 5:18 PM	Fri, Dec 16 5:18 PM	D-1
flightexplorer	UA-1653-IAH-DTW		12/16/2011 1:54PM CST			12/16/2011 5:07PM EST	
airtravelcenter	UA-1653-IAH-DTW	12/16/11 1:26 PM (-06:00)			12/16/11 5:18 PM (-05:00)		
airtravelcenter	UA-1653-IAH-DTW		12/16/11 1:55 PM (-06:00)			12/16/11 4:58 PM (-05:00)	
myrateplan	UA-1653-IAH-DTW	12/16/11 1:26 PM (-06:00)			12/16/11 5:18 PM (-05:00)		
myrateplan	UA-1653-IAH-DTW		12/16/11 1:55 PM (-06:00)			12/16/11 4:58 PM (-05:00)	
helloflight	UA-1653-IAH-DTW	12/16/11 1:26 PM (-06:00)			12/16/11 5:18 PM (-05:00)		
helloflight	UA-1653-IAH-DTW		12/16/11 1:55 PM (-06:00)			12/16/11 4:58 PM (-05:00)	
flytecomm	UA-1653-IAH-DTW	12/16/11 1:26 PM (-06:00)			12/16/11 5:18 PM (-05:00)		
flytecomm	UA-1653-IAH-DTW		12/16/11 1:55 PM (-06:00)			12/16/11 4:58 PM (-05:00)	
flights	UA-1653-IAH-DTW		2011-12-16 01:22 PM	2		2011-12-16 05:18 PM	D1
businesstravellogue	UA-1653-IAH-DTW		2011-12-16 01:22 PM	2		2011-12-16 05:18 PM	D1
flylouisville	UA-1653-IAH-DTW		2011-12-16 01:22 PM	2		2011-12-16 05:18 PM	D1
flightstats	UA-1653-IAH-DTW	2011-12-16 1:26 PM	2011-12-16 1:22 PM		2011-12-16 5:18 PM	2011-12-16 5:18 PM	
quicktrip	UA-1653-IAH-DTW	2011-12-16 1:26 PM	2011-12-16 1:22 PM		2011-12-16 5:18 PM	2011-12-16 5:18 PM	
flightview	UA-1653-IAH-DTW		1:55 PMDec 16			5:18 PMDec 16	
panynj	UA-1653-IAH-DTW		1:55 PMDec 16			5:18 PMDec 16	
gofox	UA-1653-IAH-DTW		1:55 PMDec 16			5:18 PMDec 16	
foxbusiness	UA-1653-IAH-DTW		1:55 PMDec 16			5:18 PMDec 16	
allegiantair	UA-1653-IAH-DTW		1:55 PMDec 16			5:18 PMDec 16	
boston	UA-1653-IAH-DTW		1:55 PMDec 16			5:05 PMDec 16	
travelocity	UA-1653-IAH-DTW	Dec 16 - 1:26pm	Dec 16 - Contact Airline	Not provided by airline	Dec 16 - 5:18pm	Dec 16 - Contact Airline	Not provided by airline
orbitz	UA-1653-IAH-DTW	1:26pDec 16	1:22pDec 16	 E2	5:18pDec 16	5:18pDec 16	 D1
weather	UA-1653-IAH-DTW	2011-12-16 01:26 PM			2011-12-16 05:18 PM		
mytripandmore	UA-1653-IAH-DTW	1:26pDec 16	1:22pDec 16	 E2	5:18pDec 16	5:18pDec 16	 D1
CO	CO-1739-EWR-SEA	Fri., Dec.16, 2011 1:59 p.m.	Fri., Dec.16, 2011 2:03 p.m.		Fri., Dec.16, 2011 4:47 p.m.	Fri., Dec.16, 2011 5:15 p.m.	
flightexplorer	CO-1739-EWR-SEA		12/16/2011 2:16PM EST			12/16/2011 5:13PM PST	
airtravelcenter	CO-1739-EWR-SEA	12/16/11 1:59 PM (-05:00)			12/16/11 4:47 PM (-08:00)		
myrateplan	CO-1739-EWR-SEA	12/16/11 1:59 PM (-05:00)			12/16/11 4:47 PM (-08:00)		
helloflight	CO-1739-EWR-SEA	12/16/11 1:59 PM (-05:00)			12/16/11 4:47 PM (-08:00)		
flytecomm	CO-1739-EWR-SEA	12/16/11 1:59 PM (-05:00)			12/16/11 4:47 PM (-08:00)		
flights	CO-1739-EWR-SEA		2011-12-16 02:03 PM	88		2011-12-16 05:15 PM	11
businesstravellogue	CO-1739-EWR-SEA		2011-12-16 02:03 PM	88		2011-12-16 05:15 PM	11
flylouisville	CO-1739-EWR-SEA		2011-12-16 02:03 PM	88		2011-12-16 05:15 PM	11
flightstats	CO-1739-EWR-SEA	2011-12-16 1:59 PM	2011-12-16 2:03 PM		2011-12-16 4:47 PM	2011-12-16 5:15 PM	
quicktrip	CO-1739-EWR-SEA	2011-12-16 1:59 PM	2011-12-16 2:03 PM		2011-12-16 4:47 PM	2011-12-16 5:15 PM	
flightview	CO-1739-EWR-SEA		2:18 PMDec 16			5:15 PMDec 16	
panynj	CO-1739-EWR-SEA		2:18 PMDec 16			5:15 PMDec 16	
gofox	CO-1739-EWR-SEA		2:18 PMDec 16			5:15 PMDec 16	
foxbusiness	CO-1739-EWR-SEA		2:18 PMDec 16			5:15 PMDec 16	
allegiantair	CO-1739-EWR-SEA		2:18 PMDec 16			5:15 PMDec 16	
boston	CO-1739-EWR-SEA		2:18 PMDec 16			5:11 PMDec 16	
orbitz	CO-1739-EWR-SEA	1:59pDec 16	2:03pDec 16	 C88	4:47pDec 16	5:15pDec 16	 B11
weather	CO-1739-EWR-SEA	2011-12-16 01:59 PM			2011-12-16 04:47 PM		
mytripandmore	CO-1739-EWR-SEA	1:59pDec 16	2:03pDec 16	 C88	4:47pDec 16	5:15pDec 16	 B11
aa	AA-5093-ORD-CVG	December 16, 2011               11:20 AM    	December 16, 2011               11:50 AM    	 L4	December 16, 2011               01:35 PM    	December 16, 2011               01:51 PM    	 5    
airtravelcenter	AA-5093-ORD-CVG		12/16/11 12:07 PM (-06:00)			12/16/11 1:50 PM (-05:00)	
myrateplan	AA-5093-ORD-CVG		12/16/11 12:07 PM (-06:00)			12/16/11 1:50 PM (-05:00)	
helloflight	AA-5093-ORD-CVG		12/16/11 12:07 PM (-06:00)			12/16/11 1:50 PM (-05:00)	
flytecomm	AA-5093-ORD-CVG		12/16/11 12:07 PM (-06:00)			12/16/11 1:50 PM (-05:00)	
flights	AA-5093-ORD-CVG		2011-12-16 11:50 AM	L4		2011-12-16 01:51 PM	5
businesstravellogue	AA-5093-ORD-CVG		2011-12-16 11:50 AM	L4		2011-12-16 01:51 PM	5
flylouisville	AA-5093-ORD-CVG		2011-12-16 11:50 AM	L4		2011-12-16 01:51 PM	5
flightstats	AA-5093-ORD-CVG	2011-12-16 11:20 AM	2011-12-16 11:50 AM		2011-12-16 1:35 PM	2011-12-16 1:51 PM	
quicktrip	AA-5093-ORD-CVG	2011-12-16 11:20 AM	2011-12-16 11:50 AM		2011-12-16 1:35 PM	2011-12-16 1:51 PM	
flightview	AA-5093-ORD-CVG		12:07 PMDec 16			1:52 PMDec 16	
panynj	AA-5093-ORD-CVG		12:07 PMDec 16			1:52 PMDec 16	
gofox	AA-5093-ORD-CVG		12:07 PMDec 16			1:52 PMDec 16	
foxbusiness	AA-5093-ORD-CVG		12:07 PMDec 16			1:52 PMDec 16	
allegiantair	AA-5093-ORD-CVG		12:07 PMDec 16			1:52 PMDec 16	
boston	AA-5093-ORD-CVG		12:07 PMDec 16			1:52 PMDec 16	
travelocity	AA-5093-ORD-CVG	Dec 16 - 11:20am	Dec 16 - 11:50am	L4/T3	Dec 16 - 1:35pm	Dec 16 - 1:51pm	5
orbitz	AA-5093-ORD-CVG	11:20aDec 16	11:50aDec 16	 L4	1:35pDec 16	1:51pDec 16	 5
weather	AA-5093-ORD-CVG	2011-12-16 11:20 AM			2011-12-16 01:35 PM		
ord	AA-5093-ORD-CVG	2011-12-16 11:20 AM		L4	2011-12-16 1:35 PM		5
usatoday	AA-5093-ORD-CVG		12:07 PMDec 16			1:52 PMDec 16	
mytripandmore	AA-5093-ORD-CVG	11:20aDec 16	11:50aDec 16	 L4	1:35pDec 16	1:51pDec 16	 5
aa	AA-1472-SAT-DFW	December 16, 2011               09:35 AM    	December 16, 2011               09:32 AM    	 B6	December 16, 2011               10:45 AM    	December 16, 2011               10:31 AM    	 C17    
flightexplorer	AA-1472-SAT-DFW		12/16/2011 9:44AM CST			12/16/2011 10:26AM CST	
airtravelcenter	AA-1472-SAT-DFW		12/16/11 9:44 AM (-06:00)			12/16/11 10:25 AM (-06:00)	
myrateplan	AA-1472-SAT-DFW		12/16/11 9:44 AM (-06:00)			12/16/11 10:25 AM (-06:00)	
helloflight	AA-1472-SAT-DFW		12/16/11 9:44 AM (-06:00)			12/16/11 10:25 AM (-06:00)	
flytecomm	AA-1472-SAT-DFW		12/16/11 9:44 AM (-06:00)			12/16/11 10:25 AM (-06:00)	
flights	AA-1472-SAT-DFW		2011-12-16 09:32 AM	6		2011-12-16 10:31 AM	C17
businesstravellogue	AA-1472-SAT-DFW		2011-12-16 09:32 AM	6		2011-12-16 10:31 AM	C17
flylouisville	AA-1472-SAT-DFW		2011-12-16 09:32 AM	6		2011-12-16 10:31 AM	C17
flightview	AA-1472-SAT-DFW		9:44 AMDec 16			10:23 AMDec 16	
panynj	AA-1472-SAT-DFW		9:44 AMDec 16			10:23 AMDec 16	
gofox	AA-1472-SAT-DFW		9:44 AMDec 16			10:23 AMDec 16	
foxbusiness	AA-1472-SAT-DFW		9:44 AMDec 16			10:23 AMDec 16	
allegiantair	AA-1472-SAT-DFW		9:44 AMDec 16			10:23 AMDec 16	
boston	AA-1472-SAT-DFW		9:44 AMDec 16			10:23 AMDec 16	
travelocity	AA-1472-SAT-DFW	Dec 16 - 9:35am	Dec 16 - 9:32am	B6	Dec 16 - 10:45am	Dec 16 - 10:31am	C17/C
orbitz	AA-1472-SAT-DFW	9:35aDec 16	9:32aDec 16	 B6	10:45aDec 16	10:31aDec 16	 C17
weather	AA-1472-SAT-DFW	2011-12-16 09:35 AM			2011-12-16 10:45 AM		
usatoday	AA-1472-SAT-DFW		9:44 AMDec 16			10:23 AMDec 16	
mytripandmore	AA-1472-SAT-DFW	9:35aDec 16	9:32aDec 16	 B6	10:45aDec 16	10:31aDec 16	 C17
aa	AA-1736-SJU-MIA	December 16, 2011               08:50 PM    	December 16, 2011     	 8	December 16, 2011               10:35 PM    	December 16, 2011     	 D38    
flightexplorer	AA-1736-SJU-MIA	12/16/2011 8:50PM AST			12/16/2011 10:35PM EST		
airtravelcenter	AA-1736-SJU-MIA	12/16/11 8:50 PM (-04:00)			12/16/11 10:35 PM (-05:00)		
myrateplan	AA-1736-SJU-MIA	12/16/11 8:50 PM (-04:00)			12/16/11 10:35 PM (-05:00)		
helloflight	AA-1736-SJU-MIA	12/16/11 8:50 PM (-04:00)			12/16/11 10:35 PM (-05:00)		
flytecomm	AA-1736-SJU-MIA	12/16/11 8:50 PM (-04:00)			12/16/11 10:35 PM (-05:00)		
flights	AA-1736-SJU-MIA	08:50 PM  Fri 16-Dec-2011		E8	10:35 PM  Fri 16-Dec-2011		D38
businesstravellogue	AA-1736-SJU-MIA	08:50 PM  Fri 16-Dec-2011		E8	10:35 PM  Fri 16-Dec-2011		D38
flylouisville	AA-1736-SJU-MIA	08:50 PM  Fri 16-Dec-2011		E8	10:35 PM  Fri 16-Dec-2011		D38
flightview	AA-1736-SJU-MIA	8:50 PM, Dec 16			10:35 PM, Dec 16		
panynj	AA-1736-SJU-MIA	8:50 PM, Dec 16			10:35 PM, Dec 16		
gofox	AA-1736-SJU-MIA	8:50 PM, Dec 16			10:35 PM, Dec 16		
foxbusiness	AA-1736-SJU-MIA	8:50 PM, Dec 16			10:35 PM, Dec 16		
allegiantair	AA-1736-SJU-MIA	8:50 PM, Dec 16			10:35 PM, Dec 16		
boston	AA-1736-SJU-MIA	8:50 PM, Dec 16	Not Available		10:35 PM, Dec 16	Not Available	
travelocity	AA-1736-SJU-MIA	Dec 16 - 8:50pm	Dec 16 - Not Available	8	Dec 16 - 10:35pm	Dec 16 - Not Available	D38
orbitz	AA-1736-SJU-MIA	8:50pDec 16		 8	10:35pDec 16		 D38
weather	AA-1736-SJU-MIA	2011-12-16 08:50 PM	2011-12-16 09:43 PM		2011-12-16 10:35 PM	2011-12-16 11:13 PM	
mia	AA-1736-SJU-MIA				10:35P 12-15-11	2011-12-16  11:05P	
ua	UA-616-SFO-ORD	Fri, Dec 16 6:50 AM	Fri, Dec 16 7:42 AM	68	Fri, Dec 16 1:05 PM	Fri, Dec 16 2:01 PM	C28
airtravelcenter	UA-616-SFO-ORD		12/16/11 8:03 AM (-08:00)			12/16/11 1:53 PM (-06:00)	
myrateplan	UA-616-SFO-ORD		12/16/11 8:03 AM (-08:00)			12/16/11 1:53 PM (-06:00)	
helloflight	UA-616-SFO-ORD		12/16/11 8:03 AM (-08:00)			12/16/11 1:53 PM (-06:00)	
flytecomm	UA-616-SFO-ORD		12/16/11 8:03 AM (-08:00)			12/16/11 1:53 PM (-06:00)	
flights	UA-616-SFO-ORD		2011-12-16 07:42 AM	68		2011-12-16 02:01 PM	C28
businesstravellogue	UA-616-SFO-ORD		2011-12-16 07:42 AM	68		2011-12-16 02:01 PM	C28
flylouisville	UA-616-SFO-ORD		2011-12-16 07:42 AM	68		2011-12-16 02:01 PM	C28
flightview	UA-616-SFO-ORD		8:03 AMDec 16			2:01 PMDec 16	
panynj	UA-616-SFO-ORD		8:03 AMDec 16			2:01 PMDec 16	
gofox	UA-616-SFO-ORD		8:03 AMDec 16			2:01 PMDec 16	
foxbusiness	UA-616-SFO-ORD		8:03 AMDec 16			2:01 PMDec 16	
allegiantair	UA-616-SFO-ORD		8:03 AMDec 16			2:01 PMDec 16	
boston	UA-616-SFO-ORD		8:03 AMDec 16			1:51 PMDec 16	
orbitz	UA-616-SFO-ORD	6:50aDec 16	7:42aDec 16	 68	1:05pDec 16	2:01pDec 16	 C28
weather	UA-616-SFO-ORD	2011-12-16 06:50 AM	2011-12-16 08:03 AM		2011-12-16 01:05 PM	2011-12-16 01:49 PM	
usatoday	UA-616-SFO-ORD		8:03 AMDec 16			1:51 PMDec 16	
aa	AA-4344-ORD-DTW	December 16, 2011               11:45 AM    	December 16, 2011               11:45 AM    	 G17	December 16, 2011               02:00 PM    	December 16, 2011               01:51 PM    	 D28    
flightexplorer	AA-4344-ORD-DTW		12/16/2011 11:57AM CST			12/16/2011 1:39PM EST	
airtravelcenter	AA-4344-ORD-DTW		12/16/11 11:57 AM (-06:00)			12/16/11 1:39 PM (-05:00)	
myrateplan	AA-4344-ORD-DTW		12/16/11 11:57 AM (-06:00)			12/16/11 1:39 PM (-05:00)	
helloflight	AA-4344-ORD-DTW		12/16/11 11:57 AM (-06:00)			12/16/11 1:39 PM (-05:00)	
flytecomm	AA-4344-ORD-DTW		12/16/11 11:57 AM (-06:00)			12/16/11 1:39 PM (-05:00)	
flights	AA-4344-ORD-DTW		2011-12-16 11:45 AM	G17		2011-12-16 01:51 PM	D28
businesstravellogue	AA-4344-ORD-DTW		2011-12-16 11:45 AM	G17		2011-12-16 01:51 PM	D28
flylouisville	AA-4344-ORD-DTW		2011-12-16 11:45 AM	G17		2011-12-16 01:51 PM	D28
flightstats	AA-4344-ORD-DTW	2011-12-16 11:45 AM	2011-12-16 11:45 AM		2011-12-16 2:00 PM	2011-12-16 1:51 PM	
quicktrip	AA-4344-ORD-DTW	2011-12-16 11:45 AM	2011-12-16 11:45 AM		2011-12-16 2:00 PM	2011-12-16 1:51 PM	
flightview	AA-4344-ORD-DTW		11:57 AMDec 16			1:48 PMDec 16	
panynj	AA-4344-ORD-DTW		11:57 AMDec 16			1:48 PMDec 16	
gofox	AA-4344-ORD-DTW		11:57 AMDec 16			1:48 PMDec 16	
foxbusiness	AA-4344-ORD-DTW		11:57 AMDec 16			1:48 PMDec 16	
allegiantair	AA-4344-ORD-DTW		11:57 AMDec 16			1:48 PMDec 16	
boston	AA-4344-ORD-DTW		11:57 AMDec 16			1:48 PMDec 16	
travelocity	AA-4344-ORD-DTW	Dec 16 - 11:45am	Dec 16 - 11:45am	G17/T3	Dec 16 - 2:00pm	Dec 16 - 1:51pm	D28
orbitz	AA-4344-ORD-DTW	11:45aDec 16	11:45aDec 16	 G17	2:00pDec 16	1:51pDec 16	 D28
weather	AA-4344-ORD-DTW	2011-12-16 11:45 AM			2011-12-16 02:00 PM		
ord	AA-4344-ORD-DTW	2011-12-16 11:45 AM		G17	2011-12-16 2:00 PM		D28
mytripandmore	AA-4344-ORD-DTW	Dec 16 - 11:45am	Dec 16 - 11:45am	G17/T3	Dec 16 - 2:00pm	Dec 16 - 1:51pm	D28
flightarrival	AA-4344-ORD-DTW	2011-12-16 11:45 AM	2011-12-16 11:45 AM		2011-12-16 2:00 PM	2011-12-16 1:51 PM	
ua	UA-330-SFO-SAN	Fri, Dec 16 6:05 AM	Fri, Dec 16 6:01 AM	94	Fri, Dec 16 7:36 AM	Fri, Dec 16 7:28 AM	12
flightexplorer	UA-330-SFO-SAN		12/16/2011 6:15AM PST			12/16/2011 7:26AM PST	
airtravelcenter	UA-330-SFO-SAN		12/16/11 6:15 AM (-08:00)			12/16/11 7:26 AM (-08:00)	
