CO	CO-4237-EWR-DTW	Mon., Dec.19, 2011 12:17 p.m.	Mon., Dec.19, 2011 12:16 p.m.		Mon., Dec.19, 2011 2:24 p.m.	Mon., Dec.19, 2011 2:17 p.m.	
flylouisville	UA-303-JFK-SFO	06:06 AM  Mon 19-Dec-2011	05:58 AM  Mon 19-Dec-2011	8	09:49 AM  Mon 19-Dec-2011	09:08 AM  Mon 19-Dec-2011	80
flightstats	UA-303-JFK-SFO	2011-12-19 6:06 AM	2011-12-19 5:58 AM		2011-12-19 9:49 AM	2011-12-19 9:08 AM	
quicktrip	UA-303-JFK-SFO	2011-12-19 6:06 AM	2011-12-19 5:58 AM		2011-12-19 9:49 AM	2011-12-19 9:08 AM	
world-flight-tracker	UA-303-JFK-SFO	2011-12-19 6:06 AM	2011-12-19 5:58 AM		2011-12-19 9:49 AM	2011-12-19 9:08 AM	
flightview	UA-303-JFK-SFO	6:06 AM, Dec 19	6:14 AM, Dec 19	8	9:49 AM, Dec 19	9:08 AM, Dec 19	Terminal 3 - 80
panynj	UA-303-JFK-SFO	6:06 AM, Dec 19	6:14 AM, Dec 19	8	9:49 AM, Dec 19	9:08 AM, Dec 19	Terminal 3 - 80
gofox	UA-303-JFK-SFO	6:06 AM, Dec 19	6:14 AM, Dec 19		9:49 AM, Dec 19	9:08 AM, Dec 19	
foxbusiness	UA-303-JFK-SFO	6:06 AM, Dec 19	6:14 AM, Dec 19	8	9:49 AM, Dec 19	9:08 AM, Dec 19	Terminal 3 - 80
allegiantair	UA-303-JFK-SFO	6:06 AM, Dec 19	6:14 AM, Dec 19	8	9:49 AM, Dec 19	9:08 AM, Dec 19	Terminal 3 - 80
boston	UA-303-JFK-SFO	6:06 AM, Dec 19	6:14 AM, Dec 19		9:49 AM, Dec 19	9:06 AM, Dec 19	
travelocity	UA-303-JFK-SFO	Dec 19 - Not Available	Dec 19 - 6:13am	8	Dec 19 - Not Available	Dec 19 - 9:08am	80
orbitz	UA-303-JFK-SFO	6:06aDec 19	5:58aDec 19	 8	9:49aDec 19	9:08aDec 19	 80
weather	UA-303-JFK-SFO	2011-12-19 06:06 AM	2011-12-19 06:14 AM		2011-12-19 09:49 AM	2011-12-19 08:53 AM	
sfo	UA-303-JFK-SFO				2011-12-19 9:49 AM		80
mytripandmore	UA-303-JFK-SFO	6:06aDec 19	5:58aDec 19	 8	9:49aDec 19	9:08aDec 19	 80
flightwise	UA-303-JFK-SFO	2011-12-19 06:06AM EST	2011-12-19 06:13AM EST	 8 	2011-12-19 09:07AM PST	2011-12-19 08:53AM PST	 80 
flightarrival	UA-303-JFK-SFO	6:06 AM, Dec 19	6:14 AM, Dec 19		9:49 AM, Dec 19	9:06 AM, Dec 19	
ua	UA-270-RNO-DEN	Mon, Dec 19 7:30 AM	Mon, Dec 19 7:22 AM	HOLD	Mon, Dec 19 10:50 AM	Mon, Dec 19 11:05 AM	B33
flightexplorer	UA-270-RNO-DEN		12/19/2011 7:33AM PST			12/19/2011 10:58AM MST	
airtravelcenter	UA-270-RNO-DEN		12/19/11 7:35 AM (-08:00)			12/19/11 10:26 AM (-07:00)	
myrateplan	UA-270-RNO-DEN		12/19/11 7:35 AM (-08:00)			12/19/11 10:26 AM (-07:00)	
helloflight	UA-270-RNO-DEN		12/19/11 7:35 AM (-08:00)			12/19/11 10:26 AM (-07:00)	
flytecomm	UA-270-RNO-DEN		12/19/11 7:35 AM (-08:00)			12/19/11 10:26 AM (-07:00)	
flights	UA-270-RNO-DEN		2011-12-19 07:22 AM			2011-12-19 11:05 AM	B33
businesstravellogue	UA-270-RNO-DEN		2011-12-19 07:22 AM			2011-12-19 11:05 AM	B33
flylouisville	UA-270-RNO-DEN		2011-12-19 07:22 AM			2011-12-19 11:05 AM	B33
flightview	UA-270-RNO-DEN		7:35 AMDec 19			11:05 AMDec 19	
panynj	UA-270-RNO-DEN		7:35 AMDec 19			11:05 AMDec 19	
gofox	UA-270-RNO-DEN		7:35 AMDec 19			11:05 AMDec 19	
foxbusiness	UA-270-RNO-DEN		7:35 AMDec 19			11:05 AMDec 19	
allegiantair	UA-270-RNO-DEN		7:35 AMDec 19			11:05 AMDec 19	
boston	UA-270-RNO-DEN		7:35 AMDec 19			10:58 AMDec 19	
travelocity	UA-270-RNO-DEN	Dec 19 - Not Available	Dec 19 - 7:32am	CHK	Dec 19 - Not Available	Dec 19 - 11:05am	B33
orbitz	UA-270-RNO-DEN	7:30aDec 19	7:22aDec 19	 -	10:50aDec 19	11:05aDec 19	 B33
weather	UA-270-RNO-DEN	2011-12-19 07:30 AM			2011-12-19 10:50 AM		
den	UA-270-RNO-DEN				2011-12-19 10:50 AM		B33
usatoday	UA-270-RNO-DEN		7:35 AMDec 19			10:58 AMDec 19	
ua	UA-330-SAN-ORD	Mon, Dec 19 8:17 AM	Mon, Dec 19 8:16 AM            On Time	12	Mon, Dec 19 2:19 PM	Mon, Dec 19 2:15 PM	B9
flightexplorer	UA-330-SAN-ORD		12/19/2011 8:25AM PST			12/19/2011 2:04PM CST	
airtravelcenter	UA-330-SAN-ORD		12/19/11 8:27 AM (-08:00)			12/19/11 2:04 PM (-06:00)	
myrateplan	UA-330-SAN-ORD		12/19/11 8:27 AM (-08:00)			12/19/11 2:04 PM (-06:00)	
helloflight	UA-330-SAN-ORD		12/19/11 8:27 AM (-08:00)			12/19/11 2:04 PM (-06:00)	
flytecomm	UA-330-SAN-ORD		12/19/11 8:27 AM (-08:00)			12/19/11 2:04 PM (-06:00)	
flights	UA-330-SAN-ORD		2011-12-19 08:16 AM	12		2011-12-19 02:15 PM	B9
businesstravellogue	UA-330-SAN-ORD		2011-12-19 08:16 AM	12		2011-12-19 02:15 PM	B9
flylouisville	UA-330-SAN-ORD		2011-12-19 08:16 AM	12		2011-12-19 02:15 PM	B9
flightview	UA-330-SAN-ORD		8:27 AMDec 19			2:15 PMDec 19	
panynj	UA-330-SAN-ORD		8:27 AMDec 19			2:15 PMDec 19	
gofox	UA-330-SAN-ORD		8:27 AMDec 19			2:15 PMDec 19	
foxbusiness	UA-330-SAN-ORD		8:27 AMDec 19			2:15 PMDec 19	
allegiantair	UA-330-SAN-ORD		8:27 AMDec 19			2:15 PMDec 19	
boston	UA-330-SAN-ORD		8:27 AMDec 19			2:04 PMDec 19	
orbitz	UA-330-SAN-ORD	8:17aDec 19	8:16aDec 19	 12	2:19pDec 19	2:15pDec 19	 B9
ord	UA-330-SAN-ORD	2011-12-19 8:17 AM		12	2011-12-19 2:19 PM		B9
usatoday	UA-330-SAN-ORD		8:27 AMDec 19			2:04 PMDec 19	
ua	UA-225-IAD-SFO	Mon, Dec 19 10:01 PM	Mon, Dec 19 10:01 PM	C6	Tue, Dec 20 1:06 AM	Tue, Dec 20 1:06 AM	69
airtravelcenter	UA-225-IAD-SFO		12/19/11 10:07 PM (-05:00)			12/20/11 12:24 AM (-08:00)	
myrateplan	UA-225-IAD-SFO		12/19/11 10:07 PM (-05:00)			12/20/11 12:24 AM (-08:00)	
helloflight	UA-225-IAD-SFO		12/19/11 10:07 PM (-05:00)			12/20/11 12:24 AM (-08:00)	
flytecomm	UA-225-IAD-SFO		12/19/11 10:07 PM (-05:00)			12/20/11 12:24 AM (-08:00)	
flightaware	UA-225-IAD-SFO	2011-12-19 10:01PM EST	2011-12-19 10:12PM EST	 C4 	2011-12-19 12:34AM PST	2011-12-19 12:21AM PST	 69 
wunderground	UA-225-IAD-SFO	2011-12-19 10:01PM EST	2011-12-19 10:12PM EST	 C4 	2011-12-19 12:34AM PST	2011-12-19 12:21AM PST	 69 
flights	UA-225-IAD-SFO	10:01 PM  Mon 19-Dec-2011			01:06 AM  Tue 20-Dec-2011		
businesstravellogue	UA-225-IAD-SFO	10:01 PM  Mon 19-Dec-2011			01:06 AM  Tue 20-Dec-2011		
flylouisville	UA-225-IAD-SFO	10:01 PM  Mon 19-Dec-2011			01:06 AM  Tue 20-Dec-2011		
flightstats	UA-225-IAD-SFO	2011-12-19 10:01 PM	2011-12-19 10:07 PM (Estimated runway)		2011-12-19 1:06 AM	2011-12-19 12:24 AM (Estimated runway)	
quicktrip	UA-225-IAD-SFO	2011-12-19 10:01 PM	2011-12-19 10:07 PM (Estimated runway)		2011-12-19 1:06 AM	2011-12-19 12:24 AM (Estimated runway)	
world-flight-tracker	UA-225-IAD-SFO	2011-12-19 10:01 PM	2011-12-19 10:07 PM (Estimated runway)		2011-12-19 1:06 AM	2011-12-19 12:24 AM (Estimated runway)	
flightview	UA-225-IAD-SFO	10:01 PM, Dec 19		C6	1:06 AM, Dec 20		Terminal 3 - 69
panynj	UA-225-IAD-SFO	10:01 PM, Dec 19		C6	1:06 AM, Dec 20		Terminal 3 - 69
gofox	UA-225-IAD-SFO	10:01 PM, Dec 19			1:06 AM, Dec 20		
foxbusiness	UA-225-IAD-SFO	10:01 PM, Dec 19		C6	1:06 AM, Dec 20		Terminal 3 - 69
allegiantair	UA-225-IAD-SFO	10:01 PM, Dec 19		C6	1:06 AM, Dec 20		Terminal 3 - 69
boston	UA-225-IAD-SFO	10:01 PM, Dec 19	Not Available		1:06 AM, Dec 20	Not Available	
travelocity	UA-225-IAD-SFO	Dec 19 - 10:01pm	Dec 19 - Not Available	C6	Dec 19 - 1:06am	Dec 19 - Not Available	CHK
orbitz	UA-225-IAD-SFO	10:01pDec 19		 C6	1:06aDec 20		 69
weather	UA-225-IAD-SFO	2011-12-19 10:01 PM	2011-12-19 10:13 PM		2011-12-19 01:06 AM	2011-12-19 12:15 AM	
iad	UA-225-IAD-SFO	2011-12-19 22:01 	2011-12-19 22:02 				
flightwise	UA-225-IAD-SFO	2011-12-19 10:01PM EST	2011-12-19 10:12PM EST	 C4 	2011-12-19 12:34AM PST	2011-12-19 12:21AM PST	 69 
flightarrival	UA-225-IAD-SFO	2011-12-19 10:01 PM	2011-12-19 10:07 PM (Estimated runway)		2011-12-19 1:06 AM	2011-12-19 12:24 AM (Estimated runway)	
ua	UA-1467-SAL-IAH	Mon, Dec 19 7:25 AM	Mon, Dec 19 7:20 AM	8	Mon, Dec 19 10:38 AM	Mon, Dec 19 10:27 AM	E9
airtravelcenter	UA-1467-SAL-IAH	12/19/11 7:25 AM (-06:00)			12/19/11 10:38 AM (-06:00)		
myrateplan	UA-1467-SAL-IAH	12/19/11 7:25 AM (-06:00)			12/19/11 10:38 AM (-06:00)		
helloflight	UA-1467-SAL-IAH	12/19/11 7:25 AM (-06:00)			12/19/11 10:38 AM (-06:00)		
flytecomm	UA-1467-SAL-IAH	12/19/11 7:25 AM (-06:00)			12/19/11 10:38 AM (-06:00)		
flights	UA-1467-SAL-IAH	07:25 AM  Mon 19-Dec-2011	07:20 AM  Mon 19-Dec-2011	8	10:38 AM  Mon 19-Dec-2011	10:27 AM  Mon 19-Dec-2011	9
businesstravellogue	UA-1467-SAL-IAH	07:25 AM  Mon 19-Dec-2011	07:20 AM  Mon 19-Dec-2011	8	10:38 AM  Mon 19-Dec-2011	10:27 AM  Mon 19-Dec-2011	9
flylouisville	UA-1467-SAL-IAH	07:25 AM  Mon 19-Dec-2011	07:20 AM  Mon 19-Dec-2011	8	10:38 AM  Mon 19-Dec-2011	10:27 AM  Mon 19-Dec-2011	9
world-flight-tracker	UA-1467-SAL-IAH	2011-12-19 7:25 AM	2011-12-19 7:20 AM		2011-12-19 10:38 AM	2011-12-19 10:27 AM	
flightview	UA-1467-SAL-IAH	7:25 AM, Dec 19	7:11 AM, Dec 19	Main Term - 8	10:38 AM, Dec 19	10:27 AM, Dec 19	Term E - E9
panynj	UA-1467-SAL-IAH	7:25 AM, Dec 19	7:11 AM, Dec 19	Main Term - 8	10:38 AM, Dec 19	10:27 AM, Dec 19	Term E - E9
gofox	UA-1467-SAL-IAH	7:25 AM, Dec 19	7:11 AM, Dec 19		10:38 AM, Dec 19	10:27 AM, Dec 19	
foxbusiness	UA-1467-SAL-IAH	7:25 AM, Dec 19	7:11 AM, Dec 19	Main Term - 8	10:38 AM, Dec 19	10:27 AM, Dec 19	Term E - E9
allegiantair	UA-1467-SAL-IAH	7:25 AM, Dec 19	7:11 AM, Dec 19	Main Term - 8	10:38 AM, Dec 19	10:27 AM, Dec 19	Term E - E9
boston	UA-1467-SAL-IAH	7:25 AM, Dec 19	7:11 AM, Dec 19		10:38 AM, Dec 19	10:19 AM, Dec 19	
travelocity	UA-1467-SAL-IAH	Dec 19 - 7:25am	Dec 19 - Contact Airline	Not provided by airline	Dec 19 - 10:38am	Dec 19 - Contact Airline	Not provided by airline
orbitz	UA-1467-SAL-IAH	7:25aDec 19	7:20aDec 19	 8	10:38aDec 19	10:27aDec 19	 E9
weather	UA-1467-SAL-IAH	2011-12-19 07:25 AM			2011-12-19 10:38 AM		
flightarrival	UA-1467-SAL-IAH	7:25 AM, Dec 19	7:11 AM, Dec 19		10:38 AM, Dec 19	10:19 AM, Dec 19	
CO	CO-1588-IAH-RSW	Mon., Dec.19, 2011 7:35 p.m.	Mon., Dec.19, 2011 8:59 p.m.		Mon., Dec.19, 2011 10:45 p.m.	Mon., Dec.19, 2011 11:57 p.m.	
flightexplorer	CO-1588-IAH-RSW		12/18/2011 9:09PM CST			12/19/2011 11:56PM EST	
airtravelcenter	CO-1588-IAH-RSW	12/19/11 7:35 PM (-06:00)			12/19/11 10:45 PM (-05:00)		
myrateplan	CO-1588-IAH-RSW	12/19/11 7:35 PM (-06:00)			12/19/11 10:45 PM (-05:00)		
helloflight	CO-1588-IAH-RSW	12/19/11 7:35 PM (-06:00)			12/19/11 10:45 PM (-05:00)		
flytecomm	CO-1588-IAH-RSW	12/19/11 7:35 PM (-06:00)			12/19/11 10:45 PM (-05:00)		
flightaware	CO-1588-IAH-RSW	2011-12-19 07:35PM CST	2011-12-19 09:09PM CST	 30 	2011-12-19 10:22PM EST	2011-12-19 11:52PM EST	 C3 
wunderground	CO-1588-IAH-RSW	2011-12-19 07:35PM CST	2011-12-19 09:09PM CST	 30 	2011-12-19 10:22PM EST	2011-12-19 11:52PM EST	 C3 
flights	CO-1588-IAH-RSW	07:35 PM  Mon 19-Dec-2011	08:59 PM  Mon 19-Dec-2011	30	10:45 PM  Mon 19-Dec-2011	11:57 PM  Mon 19-Dec-2011	C3
businesstravellogue	CO-1588-IAH-RSW	07:35 PM  Mon 19-Dec-2011	08:59 PM  Mon 19-Dec-2011	30	10:45 PM  Mon 19-Dec-2011	11:57 PM  Mon 19-Dec-2011	C3
flylouisville	CO-1588-IAH-RSW	07:35 PM  Mon 19-Dec-2011	08:59 PM  Mon 19-Dec-2011	30	10:45 PM  Mon 19-Dec-2011	11:57 PM  Mon 19-Dec-2011	C3
flightstats	CO-1588-IAH-RSW	2011-12-19 7:35 PM	2011-12-19 8:59 PM		2011-12-19 10:45 PM	2011-12-19 11:57 PM	
quicktrip	CO-1588-IAH-RSW	2011-12-19 7:35 PM	2011-12-19 8:59 PM		2011-12-19 10:45 PM	2011-12-19 11:57 PM	
world-flight-tracker	CO-1588-IAH-RSW	2011-12-19 7:35 PM	2011-12-19 8:59 PM		2011-12-19 10:45 PM	2011-12-19 11:57 PM	
flightview	CO-1588-IAH-RSW	7:35 PM, Dec 19	9:09 PM, Dec 19	Term C - C30	10:45 PM, Dec 19	11:57 PM, Dec 19	Main Term - C3
panynj	CO-1588-IAH-RSW	7:35 PM, Dec 19	9:09 PM, Dec 19	Term C - C30	10:45 PM, Dec 19	11:57 PM, Dec 19	Main Term - C3
gofox	CO-1588-IAH-RSW	7:35 PM, Dec 19	9:09 PM, Dec 19		10:45 PM, Dec 19	11:57 PM, Dec 19	
foxbusiness	CO-1588-IAH-RSW	7:35 PM, Dec 19	9:09 PM, Dec 19	Term C - C30	10:45 PM, Dec 19	11:57 PM, Dec 19	Main Term - C3
allegiantair	CO-1588-IAH-RSW	7:35 PM, Dec 19	9:09 PM, Dec 19	Term C - C30	10:45 PM, Dec 19	11:57 PM, Dec 19	Main Term - C3
boston	CO-1588-IAH-RSW	7:35 PM, Dec 19	9:09 PM, Dec 19		10:45 PM, Dec 19	11:54 PM, Dec 19	
travelocity	CO-1588-IAH-RSW	Dec 19 - 7:35pm	Dec 19 - 8:59pm	C-30	Dec 19 - 10:45pm	Dec 19 - 11:57pm	C3
orbitz	CO-1588-IAH-RSW	7:35pDec 19	8:59pDec 19	 30	10:45pDec 19	11:57pDec 19	 C3
weather	CO-1588-IAH-RSW	2011-12-19 07:35 PM			2011-12-19 10:45 PM		
ifly	CO-1588-IAH-RSW	2011-12-19 7:35 PM	2011-12-19 8:59 PM		2011-12-19 10:45 PM	2011-12-19 11:57 PM	
usatoday	CO-1588-IAH-RSW	2011-12-19 07:35 PM			2011-12-19 10:45 PM		
flightarrival	CO-1588-IAH-RSW	2011-12-19 07:35 PM			2011-12-19 10:45 PM		
aa	AA-2320-DFW-ORD	December 19, 2011               05:45 AM    	December 19, 2011               05:42 AM    	 C15	December 19, 2011               08:10 AM    	December 19, 2011               07:57 AM    	 H6    
flightexplorer	AA-2320-DFW-ORD		12/19/2011 5:52AM CST			12/19/2011 7:43AM CST	
airtravelcenter	AA-2320-DFW-ORD		12/19/11 5:52 AM (-06:00)			12/19/11 7:43 AM (-06:00)	
myrateplan	AA-2320-DFW-ORD		12/19/11 5:52 AM (-06:00)			12/19/11 7:43 AM (-06:00)	
helloflight	AA-2320-DFW-ORD		12/19/11 5:52 AM (-06:00)			12/19/11 7:43 AM (-06:00)	
flytecomm	AA-2320-DFW-ORD		12/19/11 5:52 AM (-06:00)			12/19/11 7:43 AM (-06:00)	
flightaware	AA-2320-DFW-ORD	2011-12-19 05:45AM CST	2011-12-19 05:51AM CST	 C15 	2011-12-19 07:48AM CST	2011-12-19 07:40AM CST	 H6 
wunderground	AA-2320-DFW-ORD	2011-12-19 05:45AM CST	2011-12-19 05:51AM CST	 C15 	2011-12-19 07:48AM CST	2011-12-19 07:40AM CST	 H6 
flights	AA-2320-DFW-ORD	05:45 AM  Mon 19-Dec-2011	05:42 AM  Mon 19-Dec-2011	C15	08:10 AM  Mon 19-Dec-2011	07:57 AM  Mon 19-Dec-2011	H6
businesstravellogue	AA-2320-DFW-ORD	05:45 AM  Mon 19-Dec-2011	05:42 AM  Mon 19-Dec-2011	C15	08:10 AM  Mon 19-Dec-2011	07:57 AM  Mon 19-Dec-2011	H6
flylouisville	AA-2320-DFW-ORD	05:45 AM  Mon 19-Dec-2011	05:42 AM  Mon 19-Dec-2011	C15	08:10 AM  Mon 19-Dec-2011	07:57 AM  Mon 19-Dec-2011	H6
flightstats	AA-2320-DFW-ORD	2011-12-19 5:45 AM	2011-12-19 5:42 AM		2011-12-19 8:10 AM	2011-12-19 7:57 AM	
quicktrip	AA-2320-DFW-ORD	2011-12-19 5:45 AM	2011-12-19 5:42 AM		2011-12-19 8:10 AM	2011-12-19 7:57 AM	
world-flight-tracker	AA-2320-DFW-ORD	2011-12-19 5:45 AM	2011-12-19 5:42 AM		2011-12-19 8:10 AM	2011-12-19 7:57 AM	
flightview	AA-2320-DFW-ORD	5:45 AM, Dec 19	5:52 AM, Dec 19	C15	8:10 AM, Dec 19	7:45 AM, Dec 19	H6
panynj	AA-2320-DFW-ORD	5:45 AM, Dec 19	5:52 AM, Dec 19	C15	8:10 AM, Dec 19	7:45 AM, Dec 19	H6
gofox	AA-2320-DFW-ORD	5:45 AM, Dec 19	5:52 AM, Dec 19		8:10 AM, Dec 19	7:45 AM, Dec 19	
foxbusiness	AA-2320-DFW-ORD	5:45 AM, Dec 19	5:52 AM, Dec 19	C15	8:10 AM, Dec 19	7:45 AM, Dec 19	H6
allegiantair	AA-2320-DFW-ORD	5:45 AM, Dec 19	5:52 AM, Dec 19	C15	8:10 AM, Dec 19	7:45 AM, Dec 19	H6
boston	AA-2320-DFW-ORD	5:45 AM, Dec 19	5:52 AM, Dec 19		8:10 AM, Dec 19	7:45 AM, Dec 19	
travelocity	AA-2320-DFW-ORD	Dec 19 - 5:45am	Dec 19 - 5:42am	C15/C	Dec 19 - 8:10am	Dec 19 - 7:57am	H6/T3
orbitz	AA-2320-DFW-ORD	5:45aDec 19	5:42aDec 19	 C15	8:10aDec 19	7:57aDec 19	 H6
weather	AA-2320-DFW-ORD	2011-12-19 05:45 AM	2011-12-19 05:52 AM		2011-12-19 08:10 AM	2011-12-19 07:40 AM	
ord	AA-2320-DFW-ORD	2011-12-19 5:45 AM		C15	2011-12-19 8:10 AM		H6
usatoday	AA-2320-DFW-ORD	5:45 AM, Dec 19	5:52 AM, Dec 19		8:10 AM, Dec 19	7:45 AM, Dec 19	
mytripandmore	AA-2320-DFW-ORD	5:45aDec 19	5:42aDec 19	 C15	8:10aDec 19	7:57aDec 19	 H6
flightwise	AA-2320-DFW-ORD	2011-12-19 05:45AM CST	2011-12-19 05:51AM CST	 C15 	2011-12-19 07:48AM CST	2011-12-19 07:40AM CST	 H6 
aa	AA-16-SFO-JFK	December 19, 2011               12:30 PM    	December 19, 2011               12:22 PM    	 58B	December 19, 2011               09:00 PM    	December 19, 2011               09:01 PM    	 33    
flightexplorer	AA-16-SFO-JFK		12/19/2011 12:41PM PST			12/19/2011 8:50PM EST	
airtravelcenter	AA-16-SFO-JFK		12/19/11 12:41 PM (-08:00)			12/19/11 8:27 PM (-05:00)	
myrateplan	AA-16-SFO-JFK		12/19/11 12:41 PM (-08:00)			12/19/11 8:27 PM (-05:00)	
helloflight	AA-16-SFO-JFK		12/19/11 12:41 PM (-08:00)			12/19/11 8:27 PM (-05:00)	
flytecomm	AA-16-SFO-JFK		12/19/11 12:41 PM (-08:00)			12/19/11 8:27 PM (-05:00)	
flightaware	AA-16-SFO-JFK	2011-12-19 12:30PM PST	2011-12-19 12:41PM PST	 58B 	2011-12-19 08:47PM EST	2011-12-19 08:27PM EST	 33 
wunderground	AA-16-SFO-JFK	2011-12-19 12:30PM PST	2011-12-19 12:41PM PST	 58B 	2011-12-19 08:47PM EST	2011-12-19 08:27PM EST	 33 
flights	AA-16-SFO-JFK	12:30 PM  Mon 19-Dec-2011	12:22 PM  Mon 19-Dec-2011	58B	09:00 PM  Mon 19-Dec-2011	09:01 PM  Mon 19-Dec-2011	C33
businesstravellogue	AA-16-SFO-JFK	12:30 PM  Mon 19-Dec-2011	12:22 PM  Mon 19-Dec-2011	58B	09:00 PM  Mon 19-Dec-2011	09:01 PM  Mon 19-Dec-2011	C33
flylouisville	AA-16-SFO-JFK	12:30 PM  Mon 19-Dec-2011	12:22 PM  Mon 19-Dec-2011	58B	09:00 PM  Mon 19-Dec-2011	09:01 PM  Mon 19-Dec-2011	C33
flightstats	AA-16-SFO-JFK	2011-12-19 12:30 PM	2011-12-19 12:22 PM		2011-12-19 9:00 PM	2011-12-19 9:01 PM	
quicktrip	AA-16-SFO-JFK	2011-12-19 12:30 PM	2011-12-19 12:22 PM		2011-12-19 9:00 PM	2011-12-19 9:01 PM	
world-flight-tracker	AA-16-SFO-JFK	2011-12-19 12:30 PM	2011-12-19 12:22 PM		2011-12-19 9:00 PM	2011-12-19 9:01 PM	
flightview	AA-16-SFO-JFK	12:30 PM, Dec 19	12:41 PM, Dec 19	Terminal 2 - 58B	9:00 PM, Dec 19	9:01 PM, Dec 19	Terminal 8 - 33
panynj	AA-16-SFO-JFK	12:30 PM, Dec 19	12:41 PM, Dec 19	Terminal 2 - 58B	9:00 PM, Dec 19	9:01 PM, Dec 19	Terminal 8 - 33
gofox	AA-16-SFO-JFK	12:30 PM, Dec 19	12:41 PM, Dec 19		9:00 PM, Dec 19	9:01 PM, Dec 19	
foxbusiness	AA-16-SFO-JFK	12:30 PM, Dec 19	12:41 PM, Dec 19	Terminal 2 - 58B	9:00 PM, Dec 19	9:01 PM, Dec 19	Terminal 8 - 33
allegiantair	AA-16-SFO-JFK	12:30 PM, Dec 19	12:41 PM, Dec 19	Terminal 2 - 58B	9:00 PM, Dec 19	9:01 PM, Dec 19	Terminal 8 - 33
boston	AA-16-SFO-JFK	12:30 PM, Dec 19	12:41 PM, Dec 19		9:00 PM, Dec 19	8:51 PM, Dec 19	
travelocity	AA-16-SFO-JFK	Dec 19 - 12:30pm	Dec 19 - 12:22pm	58B	Dec 19 - 9:00pm	Dec 19 - 9:01pm	33/8
orbitz	AA-16-SFO-JFK	12:30pDec 19	12:22pDec 19	 58B	9:00pDec 19	9:01pDec 19	 33
weather	AA-16-SFO-JFK	2011-12-19 12:30 PM			2011-12-19 09:00 PM		
ifly	AA-16-SFO-JFK	2011-12-19 12:30 PM	2011-12-19 12:22 PM		2011-12-19 9:00 PM	2011-12-19 9:01 PM	
ua	UA-1281-TPA-EWR	Mon, Dec 19 7:19 PM	Mon, Dec 19 7:07 PM            On Time	A5	Mon, Dec 19 10:00 PM	Mon, Dec 19 10:00 PM	C84
flightexplorer	UA-1281-TPA-EWR		12/19/2011 7:27PM EST			12/19/2011 9:52PM EST	
airtravelcenter	UA-1281-TPA-EWR	12/19/11 7:19 PM (-05:00)			12/19/11 10:00 PM (-05:00)		
myrateplan	UA-1281-TPA-EWR	12/19/11 7:19 PM (-05:00)			12/19/11 10:00 PM (-05:00)		
helloflight	UA-1281-TPA-EWR	12/19/11 7:19 PM (-05:00)			12/19/11 10:00 PM (-05:00)		
flytecomm	UA-1281-TPA-EWR	12/19/11 7:19 PM (-05:00)			12/19/11 10:00 PM (-05:00)		
flightaware	UA-1281-TPA-EWR	2011-12-19 07:19PM EST	2011-12-19 07:28PM EST	 A5 	2011-12-19 09:53PM EST	2011-12-19 09:46PM EST	 C84 
wunderground	UA-1281-TPA-EWR	2011-12-19 07:19PM EST	2011-12-19 07:28PM EST	 A5 	2011-12-19 09:53PM EST	2011-12-19 09:46PM EST	 C84 
flights	UA-1281-TPA-EWR		2011-12-19 07:07 PM	A5		2011-12-19 10:00 PM	84
businesstravellogue	UA-1281-TPA-EWR		2011-12-19 07:07 PM	A5		2011-12-19 10:00 PM	84
flylouisville	UA-1281-TPA-EWR		2011-12-19 07:07 PM	A5		2011-12-19 10:00 PM	84
flightview	UA-1281-TPA-EWR		7:28 PMDec 19			9:52 PMDec 19	
panynj	UA-1281-TPA-EWR		7:28 PMDec 19			9:52 PMDec 19	
gofox	UA-1281-TPA-EWR		7:28 PMDec 19			9:52 PMDec 19	
foxbusiness	UA-1281-TPA-EWR		7:28 PMDec 19			9:52 PMDec 19	
allegiantair	UA-1281-TPA-EWR		7:28 PMDec 19			9:52 PMDec 19	
boston	UA-1281-TPA-EWR		7:28 PMDec 19			9:52 PMDec 19	
orbitz	UA-1281-TPA-EWR	7:19pDec 19	7:07pDec 19	 A5	9:52pDec 19		 C84
flightwise	UA-1281-TPA-EWR	2011-12-19 07:19PM EST	2011-12-19 07:28PM EST	 A5 	2011-12-19 09:53PM EST	2011-12-19 09:46PM EST	 C84 
ua	UA-533-MCO-IAD	Mon, Dec 19 3:50 PM	Mon, Dec 19 3:48 PM	44	Mon, Dec 19 5:58 PM	Mon, Dec 19 5:47 PM	D11
flightexplorer	UA-533-MCO-IAD		12/19/2011 3:58PM EST			12/19/2011 5:42PM EST	
airtravelcenter	UA-533-MCO-IAD		12/19/11 3:59 PM (-05:00)			12/19/11 5:49 PM (-05:00)	
myrateplan	UA-533-MCO-IAD		12/19/11 3:59 PM (-05:00)			12/19/11 5:49 PM (-05:00)	
helloflight	UA-533-MCO-IAD		12/19/11 3:59 PM (-05:00)			12/19/11 5:49 PM (-05:00)	
flytecomm	UA-533-MCO-IAD		12/19/11 3:59 PM (-05:00)			12/19/11 5:49 PM (-05:00)	
flights	UA-533-MCO-IAD		2011-12-19 03:48 PM	44		2011-12-19 05:47 PM	D11
businesstravellogue	UA-533-MCO-IAD		2011-12-19 03:48 PM	44		2011-12-19 05:47 PM	D11
