CO	CO-4237-EWR-DTW	Thu., Dec.22, 2011 12:17 p.m.	Thu., Dec.22, 2011 12:16 p.m.		Thu., Dec.22, 2011 2:24 p.m.	Thu., Dec.22, 2011 2:20 p.m.	
flightaware	AA-1372-LAX-ORD	2011-12-22 10:20AM PST	2011-12-22 10:40AM PST	 43 	2011-12-22 04:17PM CST	2011-12-22 04:11PM CST	 H17 
wunderground	AA-1372-LAX-ORD	2011-12-22 10:20AM PST	2011-12-22 10:40AM PST	 43 	2011-12-22 04:17PM CST	2011-12-22 04:11PM CST	 H17 
flights	AA-1372-LAX-ORD	10:20 AM  Thu 22-Dec-2011	10:19 AM  Thu 22-Dec-2011	43	04:30 PM  Thu 22-Dec-2011	04:15 PM  Thu 22-Dec-2011	H17
businesstravellogue	AA-1372-LAX-ORD	10:20 AM  Thu 22-Dec-2011	10:19 AM  Thu 22-Dec-2011	43	04:30 PM  Thu 22-Dec-2011	04:15 PM  Thu 22-Dec-2011	H17
flylouisville	AA-1372-LAX-ORD	10:20 AM  Thu 22-Dec-2011	10:19 AM  Thu 22-Dec-2011	43	04:30 PM  Thu 22-Dec-2011	04:15 PM  Thu 22-Dec-2011	H17
flightstats	AA-1372-LAX-ORD	2011-12-22 10:20 AM	2011-12-22 10:19 AM		2011-12-22 4:30 PM	2011-12-22 4:15 PM	
quicktrip	AA-1372-LAX-ORD	2011-12-22 10:20 AM	2011-12-22 10:19 AM		2011-12-22 4:30 PM	2011-12-22 4:15 PM	
world-flight-tracker	AA-1372-LAX-ORD	2011-12-22 10:20 AM	2011-12-22 10:19 AM		2011-12-22 4:30 PM	2011-12-22 4:15 PM	
flightview	AA-1372-LAX-ORD	10:20 AM, Dec 22	10:40 AM, Dec 22	Terminal 4 - 43	4:30 PM, Dec 22	4:15 PM, Dec 22	Terminal 3 - H17
panynj	AA-1372-LAX-ORD	10:20 AM, Dec 22	10:40 AM, Dec 22	Terminal 4 - 43	4:30 PM, Dec 22	4:15 PM, Dec 22	Terminal 3 - H17
gofox	AA-1372-LAX-ORD	10:20 AM, Dec 22	10:40 AM, Dec 22		4:30 PM, Dec 22	4:15 PM, Dec 22	
foxbusiness	AA-1372-LAX-ORD	10:20 AM, Dec 22	10:40 AM, Dec 22	Terminal 4 - 43	4:30 PM, Dec 22	4:15 PM, Dec 22	Terminal 3 - H17
allegiantair	AA-1372-LAX-ORD	10:20 AM, Dec 22	10:40 AM, Dec 22	Terminal 4 - 43	4:30 PM, Dec 22	4:15 PM, Dec 22	Terminal 3 - H17
boston	AA-1372-LAX-ORD	10:20 AM, Dec 22	10:40 AM, Dec 22		4:30 PM, Dec 22	4:12 PM, Dec 22	
travelocity	AA-1372-LAX-ORD	Dec 22 - 10:20am	Dec 22 - 10:19am	43/T4	Dec 22 - 4:30pm	Dec 22 - 4:15pm	H17/T3
orbitz	AA-1372-LAX-ORD	10:20aDec 22	10:19aDec 22	 43	4:30pDec 22	4:15pDec 22	 H17
weather	AA-1372-LAX-ORD	2011-12-22 10:20 AM			2011-12-22 04:30 PM		
ord	AA-1372-LAX-ORD	2011-12-22 10:20 AM		43	2011-12-22 4:30 PM		H17
ifly	AA-1372-LAX-ORD	2011-12-22 10:20 AM	2011-12-22 10:19 AM		2011-12-22 4:30 PM	2011-12-22 4:15 PM	
usatoday	AA-1372-LAX-ORD	2011-12-22 10:20 AM			2011-12-22 04:30 PM		
ua	UA-3740-ORD-DTW	Thu, Dec 22 9:45 PM	Thu, Dec 22 9:45 PM            On Time	C3	Thu, Dec 22 11:55 PM	Thu, Dec 22 11:55 PM	D4
flightexplorer	UA-3740-ORD-DTW	12/22/2011 9:45PM CST			12/22/2011 11:55PM EST		
airtravelcenter	UA-3740-ORD-DTW	12/22/11 9:45 PM (-06:00)			12/22/11 11:55 PM (-05:00)		
myrateplan	UA-3740-ORD-DTW	12/22/11 9:45 PM (-06:00)			12/22/11 11:55 PM (-05:00)		
helloflight	UA-3740-ORD-DTW	12/22/11 9:45 PM (-06:00)			12/22/11 11:55 PM (-05:00)		
flytecomm	UA-3740-ORD-DTW	12/22/11 9:45 PM (-06:00)			12/22/11 11:55 PM (-05:00)		
flights	UA-3740-ORD-DTW	2011-12-22 09:45 PM		C3	2011-12-22 11:55 PM		D4
businesstravellogue	UA-3740-ORD-DTW	2011-12-22 09:45 PM		C3	2011-12-22 11:55 PM		D4
flylouisville	UA-3740-ORD-DTW	2011-12-22 09:45 PM		C3	2011-12-22 11:55 PM		D4
flightview	UA-3740-ORD-DTW	9:45 PMDec 22			11:55 PMDec 22		
panynj	UA-3740-ORD-DTW	9:45 PMDec 22			11:55 PMDec 22		
gofox	UA-3740-ORD-DTW	9:45 PMDec 22			11:55 PMDec 22		
foxbusiness	UA-3740-ORD-DTW	9:45 PMDec 22			11:55 PMDec 22		
allegiantair	UA-3740-ORD-DTW	9:45 PMDec 22			11:55 PMDec 22		
boston	UA-3740-ORD-DTW	9:45 PMDec 22			11:55 PMDec 22		
orbitz	UA-3740-ORD-DTW	9:45pDec 22		 C3	11:55pDec 22		 D4
ord	UA-3740-ORD-DTW	2011-12-22 9:45 PM		C3	2011-12-22 11:55 PM		D4
mytripandmore	UA-3740-ORD-DTW	9:45pDec 22		 C3	11:55pDec 22		 D4
aa	AA-1165-JFK-MIA	December 22, 2011               06:59 AM    	December 22, 2011               06:56 AM    	 46	December 22, 2011               10:34 AM    	December 22, 2011               10:20 AM    	 D21    
airtravelcenter	AA-1165-JFK-MIA		12/22/11 7:23 AM (-05:00)			12/22/11 10:01 AM (-05:00)	
myrateplan	AA-1165-JFK-MIA		12/22/11 7:23 AM (-05:00)			12/22/11 10:01 AM (-05:00)	
helloflight	AA-1165-JFK-MIA		12/22/11 7:23 AM (-05:00)			12/22/11 10:01 AM (-05:00)	
flytecomm	AA-1165-JFK-MIA		12/22/11 7:23 AM (-05:00)			12/22/11 10:01 AM (-05:00)	
flightaware	AA-1165-JFK-MIA	2011-12-22 06:59AM EST	2011-12-22 07:23AM EST	 46 	2011-12-22 10:12AM EST	2011-12-22 10:09AM EST	 D21 
wunderground	AA-1165-JFK-MIA	2011-12-22 06:59AM EST	2011-12-22 07:23AM EST	 46 	2011-12-22 10:12AM EST	2011-12-22 10:09AM EST	 D21 
flights	AA-1165-JFK-MIA	06:59 AM  Thu 22-Dec-2011	06:56 AM  Thu 22-Dec-2011	C46	10:34 AM  Thu 22-Dec-2011	10:20 AM  Thu 22-Dec-2011	D21
businesstravellogue	AA-1165-JFK-MIA	06:59 AM  Thu 22-Dec-2011	06:56 AM  Thu 22-Dec-2011	C46	10:34 AM  Thu 22-Dec-2011	10:20 AM  Thu 22-Dec-2011	D21
flylouisville	AA-1165-JFK-MIA	06:59 AM  Thu 22-Dec-2011	06:56 AM  Thu 22-Dec-2011	C46	10:34 AM  Thu 22-Dec-2011	10:20 AM  Thu 22-Dec-2011	D21
flightstats	AA-1165-JFK-MIA	2011-12-22 6:59 AM	2011-12-22 6:56 AM		2011-12-22 10:34 AM	2011-12-22 10:20 AM	
quicktrip	AA-1165-JFK-MIA	2011-12-22 6:59 AM	2011-12-22 6:56 AM		2011-12-22 10:34 AM	2011-12-22 10:20 AM	
world-flight-tracker	AA-1165-JFK-MIA	2011-12-22 6:59 AM	2011-12-22 6:56 AM		2011-12-22 10:34 AM	2011-12-22 10:20 AM	
flightview	AA-1165-JFK-MIA	6:59 AM, Dec 22	7:23 AM, Dec 22	Terminal 8 - 46	10:34 AM, Dec 22	10:20 AM, Dec 22	Terminal D - D21
panynj	AA-1165-JFK-MIA	6:59 AM, Dec 22	7:23 AM, Dec 22	Terminal 8 - 46	10:34 AM, Dec 22	10:20 AM, Dec 22	Terminal D - D21
gofox	AA-1165-JFK-MIA	6:59 AM, Dec 22	7:23 AM, Dec 22		10:34 AM, Dec 22	10:20 AM, Dec 22	
foxbusiness	AA-1165-JFK-MIA	6:59 AM, Dec 22	7:23 AM, Dec 22	Terminal 8 - 46	10:34 AM, Dec 22	10:20 AM, Dec 22	Terminal D - D21
allegiantair	AA-1165-JFK-MIA	6:59 AM, Dec 22	7:23 AM, Dec 22	Terminal 8 - 46	10:34 AM, Dec 22	10:20 AM, Dec 22	Terminal D - D21
boston	AA-1165-JFK-MIA	6:59 AM, Dec 22	7:23 AM, Dec 22		10:34 AM, Dec 22	10:10 AM, Dec 22	
travelocity	AA-1165-JFK-MIA	Dec 22 - 6:59am	Dec 22 - 6:56am	46/8	Dec 22 - 10:34am	Dec 22 - 10:20am	D21
orbitz	AA-1165-JFK-MIA	6:59aDec 22	6:56aDec 22	 46	10:34aDec 22	10:20aDec 22	 D21
weather	AA-1165-JFK-MIA	2011-12-22 06:59 AM	2011-12-22 07:23 AM		2011-12-22 10:34 AM	2011-12-22 10:21 AM	
mia	AA-1165-JFK-MIA				10:34A 12-22-11	2011-12-22  10:12A	
usatoday	AA-1165-JFK-MIA	2011-12-22 06:59 AM	2011-12-22 07:23 AM		2011-12-22 10:34 AM	2011-12-22 10:21 AM	
flightwise	AA-1165-JFK-MIA	2011-12-22 06:59AM EST	2011-12-22 07:23AM EST	 46 	2011-12-22 10:12AM EST	2011-12-22 10:09AM EST	 D21 
flightarrival	AA-1165-JFK-MIA	2011-12-22 06:59 AM	2011-12-22 07:23 AM		2011-12-22 10:34 AM	2011-12-22 10:21 AM	
ua	UA-992-LAX-PIT	Thu, Dec 22 10:42 AM	Thu, Dec 22 10:42 AM	83	Thu, Dec 22 6:19 PM	Thu, Dec 22 6:03 PM	C51
flightexplorer	UA-992-LAX-PIT	12/22/2011 10:42AM PST			12/22/2011 5:58PM EST		
airtravelcenter	UA-992-LAX-PIT		12/22/11 10:59 AM (-08:00)			12/22/11 5:58 PM (-05:00)	
myrateplan	UA-992-LAX-PIT		12/22/11 10:59 AM (-08:00)			12/22/11 5:58 PM (-05:00)	
helloflight	UA-992-LAX-PIT		12/22/11 10:59 AM (-08:00)			12/22/11 5:58 PM (-05:00)	
flytecomm	UA-992-LAX-PIT		12/22/11 10:59 AM (-08:00)			12/22/11 5:58 PM (-05:00)	
flightaware	UA-992-LAX-PIT	2011-12-22 10:42AM PST	2011-12-22 10:59AM PST	 83 	2011-12-22 05:41PM EST	2011-12-22 05:58PM EST	 C51 
wunderground	UA-992-LAX-PIT	2011-12-22 10:42AM PST	2011-12-22 10:59AM PST	 83 	2011-12-22 05:41PM EST	2011-12-22 05:58PM EST	 C51 
flights	UA-992-LAX-PIT	10:42 AM  Thu 22-Dec-2011		83	06:19 PM  Thu 22-Dec-2011		C51
businesstravellogue	UA-992-LAX-PIT	10:42 AM  Thu 22-Dec-2011		83	06:19 PM  Thu 22-Dec-2011		C51
flylouisville	UA-992-LAX-PIT	10:42 AM  Thu 22-Dec-2011		83	06:19 PM  Thu 22-Dec-2011		C51
flightstats	UA-992-LAX-PIT	2011-12-22 10:42 AM	2011-12-22 10:42 AM (Estimated)		2011-12-22 6:19 PM	2011-12-22 6:03 PM (Estimated)	
quicktrip	UA-992-LAX-PIT	2011-12-22 10:42 AM	2011-12-22 10:42 AM (Estimated)		2011-12-22 6:19 PM	2011-12-22 6:03 PM (Estimated)	
world-flight-tracker	UA-992-LAX-PIT	2011-12-22 10:42 AM	2011-12-22 10:42 AM (Estimated)		2011-12-22 6:19 PM	2011-12-22 6:03 PM (Estimated)	
flightview	UA-992-LAX-PIT	10:42 AM, Dec 22		83	6:19 PM, Dec 22		C51
panynj	UA-992-LAX-PIT	10:42 AM, Dec 22		83	6:19 PM, Dec 22		C51
gofox	UA-992-LAX-PIT	10:42 AM, Dec 22			6:19 PM, Dec 22		
foxbusiness	UA-992-LAX-PIT	10:42 AM, Dec 22		83	6:19 PM, Dec 22		C51
allegiantair	UA-992-LAX-PIT	10:42 AM, Dec 22		83	6:19 PM, Dec 22		C51
boston	UA-992-LAX-PIT	10:42 AM, Dec 22	10:42 AM, Dec 22&nbsp(Estimated)		6:19 PM, Dec 22	5:41 PM, Dec 22&nbsp(Estimated)	
travelocity	UA-992-LAX-PIT	Dec 22 - 10:42am	Dec 22 - Not Available	83	Dec 22 - Not Available	Dec 22 - 6:03pm*	C51
orbitz	UA-992-LAX-PIT	10:42aDec 22		 83	5:47pDec 22		 C51
weather	UA-992-LAX-PIT	2011-12-22 10:42 AM			2011-12-22 06:19 PM		
mytripandmore	UA-992-LAX-PIT	10:42aDec 22		 83	5:47pDec 22		 C51
ua	UA-6166-IAD-TYS	Thu, Dec 22 10:02 PM	Thu, Dec 22 10:02 PM            On Time	A5D	Thu, Dec 22 11:29 PM	Thu, Dec 22 11:29 PM	--
airtravelcenter	UA-6166-IAD-TYS	12/22/11 10:02 PM (-05:00)			12/22/11 11:29 PM (-05:00)		
myrateplan	UA-6166-IAD-TYS	12/22/11 10:02 PM (-05:00)			12/22/11 11:29 PM (-05:00)		
helloflight	UA-6166-IAD-TYS	12/22/11 10:02 PM (-05:00)			12/22/11 11:29 PM (-05:00)		
flytecomm	UA-6166-IAD-TYS	12/22/11 10:02 PM (-05:00)			12/22/11 11:29 PM (-05:00)		
flightaware	UA-6166-IAD-TYS	2011-12-22 10:02PM EST	2011-12-22 10:09PM EST	 A5D 	2011-12-22 11:32PM EST	2011-12-22 11:20PM EST	
wunderground	UA-6166-IAD-TYS	2011-12-22 10:02PM EST	2011-12-22 10:09PM EST	 A5D 	2011-12-22 11:32PM EST	2011-12-22 11:20PM EST	
flights	UA-6166-IAD-TYS	2011-12-22 10:02 PM		A5	2011-12-22 11:29 PM		
businesstravellogue	UA-6166-IAD-TYS	2011-12-22 10:02 PM		A5	2011-12-22 11:29 PM		
flylouisville	UA-6166-IAD-TYS	2011-12-22 10:02 PM		A5	2011-12-22 11:29 PM		
flightview	UA-6166-IAD-TYS	10:02 PMDec 22			11:29 PMDec 22		
panynj	UA-6166-IAD-TYS	10:02 PMDec 22			11:29 PMDec 22		
gofox	UA-6166-IAD-TYS	10:02 PMDec 22			11:29 PMDec 22		
foxbusiness	UA-6166-IAD-TYS	10:02 PMDec 22			11:29 PMDec 22		
allegiantair	UA-6166-IAD-TYS	10:02 PMDec 22			11:29 PMDec 22		
boston	UA-6166-IAD-TYS	10:02 PMDec 22			11:29 PMDec 22		
orbitz	UA-6166-IAD-TYS	10:02pDec 22		 A5D	11:29pDec 22		 -
iad	UA-6166-IAD-TYS	2011-12-22 22:02 	2011-12-22 22:30 				
usatoday	UA-6166-IAD-TYS	10:02 PMDec 22			11:29 PMDec 22		
mytripandmore	UA-6166-IAD-TYS	10:02pDec 22		 A5D	11:29pDec 22		 -
flightwise	UA-6166-IAD-TYS	2011-12-22 10:02PM EST	2011-12-22 10:09PM EST	 A5D 	2011-12-22 11:32PM EST	2011-12-22 11:20PM EST	
aa	AA-1134-MIA-RDU	December 22, 2011               08:50 PM    	December 22, 2011     	 D36	December 22, 2011               10:50 PM    	December 22, 2011     	 C25    
flightexplorer	AA-1134-MIA-RDU	12/22/2011 8:50PM EST			12/22/2011 10:50PM EST		
airtravelcenter	AA-1134-MIA-RDU		12/22/11 8:54 PM (-05:00)			12/22/11 10:32 PM (-05:00)	
myrateplan	AA-1134-MIA-RDU		12/22/11 8:54 PM (-05:00)			12/22/11 10:32 PM (-05:00)	
helloflight	AA-1134-MIA-RDU		12/22/11 8:54 PM (-05:00)			12/22/11 10:32 PM (-05:00)	
flytecomm	AA-1134-MIA-RDU		12/22/11 8:54 PM (-05:00)			12/22/11 10:32 PM (-05:00)	
flightaware	AA-1134-MIA-RDU	2011-12-22 08:50PM EST	2011-12-22 09:00PM EST	 D36 	2011-12-22 10:30PM EST	2011-12-22 10:40PM EST	 C25 
wunderground	AA-1134-MIA-RDU	2011-12-22 08:50PM EST	2011-12-22 09:00PM EST	 D36 	2011-12-22 10:30PM EST	2011-12-22 10:40PM EST	 C25 
flights	AA-1134-MIA-RDU	08:50 PM  Thu 22-Dec-2011		D36	10:50 PM  Thu 22-Dec-2011		C25
businesstravellogue	AA-1134-MIA-RDU	08:50 PM  Thu 22-Dec-2011		D36	10:50 PM  Thu 22-Dec-2011		C25
flylouisville	AA-1134-MIA-RDU	08:50 PM  Thu 22-Dec-2011		D36	10:50 PM  Thu 22-Dec-2011		C25
flightstats	AA-1134-MIA-RDU	2011-12-22 8:50 PM	2011-12-22 8:50 PM (Estimated)		2011-12-22 10:50 PM	2011-12-22 10:50 PM (Estimated)	
quicktrip	AA-1134-MIA-RDU	2011-12-22 8:50 PM	2011-12-22 8:50 PM (Estimated)		2011-12-22 10:50 PM	2011-12-22 10:50 PM (Estimated)	
world-flight-tracker	AA-1134-MIA-RDU	2011-12-22 8:50 PM	2011-12-22 8:50 PM (Estimated)		2011-12-22 10:50 PM	2011-12-22 10:50 PM (Estimated)	
flightview	AA-1134-MIA-RDU	8:50 PM, Dec 22		Terminal D - D36	10:50 PM, Dec 22		Terminal 2
panynj	AA-1134-MIA-RDU	8:50 PM, Dec 22		Terminal D - D36	10:50 PM, Dec 22		Terminal 2
gofox	AA-1134-MIA-RDU	8:50 PM, Dec 22			10:50 PM, Dec 22		
foxbusiness	AA-1134-MIA-RDU	8:50 PM, Dec 22		Terminal D - D36	10:50 PM, Dec 22		Terminal 2
allegiantair	AA-1134-MIA-RDU	8:50 PM, Dec 22		Terminal D - D36	10:50 PM, Dec 22		Terminal 2
boston	AA-1134-MIA-RDU	8:50 PM, Dec 22	Not Available		10:50 PM, Dec 22	Not Available	
travelocity	AA-1134-MIA-RDU	Dec 22 - 8:50pm	Dec 22 - Not Available	D36	Dec 22 - 10:50pm	Dec 22 - Not Available	C25/2
orbitz	AA-1134-MIA-RDU	8:50pDec 22		 D36	10:50pDec 22		 C25
weather	AA-1134-MIA-RDU	2011-12-22 08:50 PM			2011-12-22 10:50 PM		
ifly	AA-1134-MIA-RDU	2011-12-22 8:50 PM	2011-12-22 8:50 PM (Estimated)		2011-12-22 10:50 PM	2011-12-22 10:50 PM (Estimated)	
flightarrival	AA-1134-MIA-RDU	8:50 PM, Dec 22	Not Available		10:50 PM, Dec 22	Not Available	
ua	UA-675-SEA-SFO	Thu, Dec 22 7:06 AM	Thu, Dec 22 7:17 AM	N16	Thu, Dec 22 9:24 AM	Thu, Dec 22 9:26 AM	85
flightexplorer	UA-675-SEA-SFO		12/22/2011 7:38AM PST			12/22/2011 9:12AM PST	
airtravelcenter	UA-675-SEA-SFO		12/22/11 7:39 AM (-08:00)			12/22/11 9:12 AM (-08:00)	
myrateplan	UA-675-SEA-SFO		12/22/11 7:39 AM (-08:00)			12/22/11 9:12 AM (-08:00)	
helloflight	UA-675-SEA-SFO		12/22/11 7:39 AM (-08:00)			12/22/11 9:12 AM (-08:00)	
flytecomm	UA-675-SEA-SFO		12/22/11 7:39 AM (-08:00)			12/22/11 9:12 AM (-08:00)	
flightaware	UA-675-SEA-SFO	2011-12-22 07:06AM PST	2011-12-22 07:39AM PST	 N16 	2011-12-22 08:56AM PST	2011-12-22 09:12AM PST	 85 
wunderground	UA-675-SEA-SFO	2011-12-22 07:06AM PST	2011-12-22 07:39AM PST	 N16 	2011-12-22 08:56AM PST	2011-12-22 09:12AM PST	 85 
flights	UA-675-SEA-SFO	07:06 AM  Thu 22-Dec-2011	07:17 AM  Thu 22-Dec-2011	16	09:24 AM  Thu 22-Dec-2011	09:26 AM  Thu 22-Dec-2011	85
businesstravellogue	UA-675-SEA-SFO	07:06 AM  Thu 22-Dec-2011	07:17 AM  Thu 22-Dec-2011	16	09:24 AM  Thu 22-Dec-2011	09:26 AM  Thu 22-Dec-2011	85
flylouisville	UA-675-SEA-SFO	07:06 AM  Thu 22-Dec-2011	07:17 AM  Thu 22-Dec-2011	16	09:24 AM  Thu 22-Dec-2011	09:26 AM  Thu 22-Dec-2011	85
world-flight-tracker	UA-675-SEA-SFO	2011-12-22 7:06 AM	2011-12-22 7:17 AM		2011-12-22 9:24 AM	2011-12-22 9:26 AM	
flightview	UA-675-SEA-SFO	7:06 AM, Dec 22	7:39 AM, Dec 22	N16	9:24 AM, Dec 22	9:26 AM, Dec 22	Terminal 3 - 85
panynj	UA-675-SEA-SFO	7:06 AM, Dec 22	7:39 AM, Dec 22	N16	9:24 AM, Dec 22	9:26 AM, Dec 22	Terminal 3 - 85
gofox	UA-675-SEA-SFO	7:06 AM, Dec 22	7:39 AM, Dec 22		9:24 AM, Dec 22	9:26 AM, Dec 22	
foxbusiness	UA-675-SEA-SFO	7:06 AM, Dec 22	7:39 AM, Dec 22	N16	9:24 AM, Dec 22	9:26 AM, Dec 22	Terminal 3 - 85
allegiantair	UA-675-SEA-SFO	7:06 AM, Dec 22	7:39 AM, Dec 22	N16	9:24 AM, Dec 22	9:26 AM, Dec 22	Terminal 3 - 85
boston	UA-675-SEA-SFO	7:06 AM, Dec 22	7:39 AM, Dec 22		9:24 AM, Dec 22	9:17 AM, Dec 22	
travelocity	UA-675-SEA-SFO	Dec 22 - Not Available	Dec 22 - 7:39am	N16	Dec 22 - Not Available	Dec 22 - 9:26am	85
orbitz	UA-675-SEA-SFO	7:06aDec 22	7:17aDec 22	 N16	9:24aDec 22	9:26aDec 22	 85
weather	UA-675-SEA-SFO	2011-12-22 07:06 AM	2011-12-22 07:39 AM		2011-12-22 09:24 AM	2011-12-22 09:17 AM	
mytripandmore	UA-675-SEA-SFO	Dec 22 - Not Available	Dec 22 - 7:39am	N16	Dec 22 - Not Available	Dec 22 - 9:26am	85
flightwise	UA-675-SEA-SFO	2011-12-22 07:06AM PST	2011-12-22 07:39AM PST	 N16 	2011-12-22 08:56AM PST	2011-12-22 09:12AM PST	 85 
flightarrival	UA-675-SEA-SFO	2011-12-22 07:06 AM	2011-12-22 07:39 AM		2011-12-22 09:24 AM	2011-12-22 09:17 AM	
ua	UA-4922-JAN-IAH	Thu, Dec 22 12:15 PM	Thu, Dec 22 12:28 PM            Delayed	2	Thu, Dec 22 1:41 PM	Thu, Dec 22 2:06 PM	A7
flightexplorer	UA-4922-JAN-IAH		12/22/2011 12:38PM CST			12/22/2011 1:51PM CST	
airtravelcenter	UA-4922-JAN-IAH		12/22/11 12:38 PM (-06:00)			12/22/11 1:51 PM (-06:00)	
myrateplan	UA-4922-JAN-IAH		12/22/11 12:38 PM (-06:00)			12/22/11 1:51 PM (-06:00)	
helloflight	UA-4922-JAN-IAH		12/22/11 12:38 PM (-06:00)			12/22/11 1:51 PM (-06:00)	
flytecomm	UA-4922-JAN-IAH		12/22/11 12:38 PM (-06:00)			12/22/11 1:51 PM (-06:00)	
flights	UA-4922-JAN-IAH		2011-12-22 12:28 PM	2		2011-12-22 02:06 PM	7
businesstravellogue	UA-4922-JAN-IAH		2011-12-22 12:28 PM	2		2011-12-22 02:06 PM	7
flylouisville	UA-4922-JAN-IAH		2011-12-22 12:28 PM	2		2011-12-22 02:06 PM	7
flightview	UA-4922-JAN-IAH		12:38 PMDec 22			2:06 PMDec 22	
panynj	UA-4922-JAN-IAH		12:38 PMDec 22			2:06 PMDec 22	
gofox	UA-4922-JAN-IAH		12:38 PMDec 22			2:06 PMDec 22	
foxbusiness	UA-4922-JAN-IAH		12:38 PMDec 22			2:06 PMDec 22	
allegiantair	UA-4922-JAN-IAH		12:38 PMDec 22			2:06 PMDec 22	
boston	UA-4922-JAN-IAH		12:38 PMDec 22			1:57 PMDec 22	
orbitz	UA-4922-JAN-IAH	12:15pDec 22	12:28pDec 22	 2	1:41pDec 22	2:06pDec 22	 A7
mytripandmore	UA-4922-JAN-IAH	12:15pDec 22	12:28pDec 22	 2	1:41pDec 22	2:06pDec 22	 A7
flightarrival	UA-4922-JAN-IAH		12:38 PMDec 22			1:57 PMDec 22	
ua	UA-523-DEN-MCO	Thu, Dec 22 10:15 AM	Thu, Dec 22 10:38 AM	B24	Thu, Dec 22 3:40 PM	Thu, Dec 22 4:32 PM	40
flightexplorer	UA-523-DEN-MCO		12/22/2011 11:20AM MST			12/22/2011 4:26PM EST	
airtravelcenter	UA-523-DEN-MCO		12/22/11 11:21 AM (-07:00)			12/22/11 4:32 PM (-05:00)	
myrateplan	UA-523-DEN-MCO		12/22/11 11:21 AM (-07:00)			12/22/11 4:32 PM (-05:00)	
helloflight	UA-523-DEN-MCO		12/22/11 11:21 AM (-07:00)			12/22/11 4:32 PM (-05:00)	
flytecomm	UA-523-DEN-MCO		12/22/11 11:21 AM (-07:00)			12/22/11 4:32 PM (-05:00)	
flightaware	UA-523-DEN-MCO	2011-12-22 10:15AM MST	2011-12-22 11:21AM MST	 B24 	2011-12-22 04:14PM EST	2011-12-22 04:26PM EST	 40 
wunderground	UA-523-DEN-MCO	2011-12-22 10:15AM MST	2011-12-22 11:21AM MST	 B24 	2011-12-22 04:14PM EST	2011-12-22 04:26PM EST	 40 
flights	UA-523-DEN-MCO	10:15 AM  Thu 22-Dec-2011	10:38 AM  Thu 22-Dec-2011	B24	03:40 PM  Thu 22-Dec-2011	04:32 PM  Thu 22-Dec-2011	40
businesstravellogue	UA-523-DEN-MCO	10:15 AM  Thu 22-Dec-2011	10:38 AM  Thu 22-Dec-2011	B24	03:40 PM  Thu 22-Dec-2011	04:32 PM  Thu 22-Dec-2011	40
flylouisville	UA-523-DEN-MCO	10:15 AM  Thu 22-Dec-2011	10:38 AM  Thu 22-Dec-2011	B24	03:40 PM  Thu 22-Dec-2011	04:32 PM  Thu 22-Dec-2011	40
world-flight-tracker	UA-523-DEN-MCO	2011-12-22 10:15 AM	2011-12-22 10:38 AM		2011-12-22 3:40 PM	2011-12-22 4:32 PM	
flightview	UA-523-DEN-MCO	10:15 AM, Dec 22	11:21 AM, Dec 22	B24	3:40 PM, Dec 22	4:32 PM, Dec 22	40
panynj	UA-523-DEN-MCO	10:15 AM, Dec 22	11:21 AM, Dec 22	B24	3:40 PM, Dec 22	4:32 PM, Dec 22	40
gofox	UA-523-DEN-MCO	10:15 AM, Dec 22	11:21 AM, Dec 22		3:40 PM, Dec 22	4:32 PM, Dec 22	
foxbusiness	UA-523-DEN-MCO	10:15 AM, Dec 22	11:21 AM, Dec 22	B24	3:40 PM, Dec 22	4:32 PM, Dec 22	40
allegiantair	UA-523-DEN-MCO	10:15 AM, Dec 22	11:21 AM, Dec 22	B24	3:40 PM, Dec 22	4:32 PM, Dec 22	40
boston	UA-523-DEN-MCO	10:15 AM, Dec 22	11:21 AM, Dec 22		3:40 PM, Dec 22	4:27 PM, Dec 22	
orbitz	UA-523-DEN-MCO	10:15aDec 22	10:38aDec 22	 B24	3:40pDec 22	4:32pDec 22	 40
weather	UA-523-DEN-MCO	2011-12-22 10:15 AM			2011-12-22 03:40 PM		
den	UA-523-DEN-MCO	2011-12-22 10:15 AM		B24			
mco	UA-523-DEN-MCO				2011-12-22 Thu  15:40		40?
flightarrival	UA-523-DEN-MCO	2011-12-22 10:15 AM			2011-12-22 03:40 PM		
ua	UA-4374-MOB-IAH	Thu, Dec 22 2:35 PM	Thu, Dec 22 2:57 PM            Delayed	7	Thu, Dec 22 4:09 PM	Thu, Dec 22 4:33 PM	B72
airtravelcenter	UA-4374-MOB-IAH	12/22/11 2:35 PM (-06:00)			12/22/11 4:09 PM (-06:00)		
myrateplan	UA-4374-MOB-IAH	12/22/11 2:35 PM (-06:00)			12/22/11 4:09 PM (-06:00)		
helloflight	UA-4374-MOB-IAH	12/22/11 2:35 PM (-06:00)			12/22/11 4:09 PM (-06:00)		
flytecomm	UA-4374-MOB-IAH	12/22/11 2:35 PM (-06:00)			12/22/11 4:09 PM (-06:00)		
flights	UA-4374-MOB-IAH		2011-12-22 02:57 PM	7		2011-12-22 04:33 PM	72
businesstravellogue	UA-4374-MOB-IAH		2011-12-22 02:57 PM	7		2011-12-22 04:33 PM	72
flylouisville	UA-4374-MOB-IAH		2011-12-22 02:57 PM	7		2011-12-22 04:33 PM	72
