aa	AA-1007-TPA-MIA	January 3, 2012               01:55 PM    	January 3, 2012               01:51 PM    	 F78	January 3, 2012               03:00 PM    	January 3, 2012               02:48 PM    	 D12    
helloflight	UA-1552-IAH-TPA	1/3/12 1:05 PM (-06:00)			1/3/12 4:09 PM (-05:00)		
helloflight	UA-1552-IAH-TPA		1/3/12 1:21 PM (-06:00)			1/3/12 4:04 PM (-05:00)	
flytecomm	UA-1552-IAH-TPA	1/3/12 1:05 PM (-06:00)			1/3/12 4:09 PM (-05:00)		
flytecomm	UA-1552-IAH-TPA		1/3/12 1:21 PM (-06:00)			1/3/12 4:04 PM (-05:00)	
flightaware	UA-1552-IAH-TPA	2012-01-03 01:05PM CST	2012-01-03 01:46PM CST	 41 	2012-01-03 03:57PM EST	2012-01-03 04:38PM EST	 A5 
wunderground	UA-1552-IAH-TPA	2012-01-03 01:05PM CST	2012-01-03 01:46PM CST	 41 	2012-01-03 03:57PM EST	2012-01-03 04:38PM EST	 A5 
flights	UA-1552-IAH-TPA	2012-01-03 01:05 PM		41	2012-01-03 04:09 PM		A5
businesstravellogue	UA-1552-IAH-TPA	2012-01-03 01:05 PM		41	2012-01-03 04:09 PM		A5
flylouisville	UA-1552-IAH-TPA	2012-01-03 01:05 PM		41	2012-01-03 04:09 PM		A5
flightview	UA-1552-IAH-TPA	1:45 PMJan 03			4:48 PMJan 03		
panynj	UA-1552-IAH-TPA	1:45 PMJan 03			4:48 PMJan 03		
gofox	UA-1552-IAH-TPA	1:45 PMJan 03			4:48 PMJan 03		
foxbusiness	UA-1552-IAH-TPA	1:45 PMJan 03			4:48 PMJan 03		
allegiantair	UA-1552-IAH-TPA	1:45 PMJan 03			4:48 PMJan 03		
boston	UA-1552-IAH-TPA	1:05 PMJan 03			3:50 PMJan 03		
orbitz	UA-1552-IAH-TPA	1:05pJan 3	1:46pJan 3	 C-41	5:27pJan 3		 A5
weather	UA-1552-IAH-TPA	2012-01-03 01:05 PM			2012-01-03 04:09 PM		
flightwise	UA-1552-IAH-TPA	2012-01-03 01:05PM CST	2012-01-03 01:46PM CST	 41 	2012-01-03 03:57PM EST	2012-01-03 04:38PM EST	 A5 
ua	UA-555-SFO-SAN	Tue, Jan 3 8:10 PM	Tue, Jan 3 8:03 PM	72	Tue, Jan 3 9:38 PM	Tue, Jan 3 9:33 PM	14
flightexplorer	UA-555-SFO-SAN		1/3/2012 8:15PM PST			1/3/2012 9:26PM PST	
airtravelcenter	UA-555-SFO-SAN		1/3/12 8:17 PM (-08:00)			1/3/12 9:26 PM (-08:00)	
myrateplan	UA-555-SFO-SAN		1/3/12 8:17 PM (-08:00)			1/3/12 9:26 PM (-08:00)	
helloflight	UA-555-SFO-SAN		1/3/12 8:17 PM (-08:00)			1/3/12 9:26 PM (-08:00)	
flytecomm	UA-555-SFO-SAN		1/3/12 8:17 PM (-08:00)			1/3/12 9:26 PM (-08:00)	
flightaware	UA-555-SFO-SAN	2012-01-03 08:10PM PST	2012-01-03 08:17PM PST	 72 	2012-01-03 09:33PM PST	2012-01-03 09:26PM PST	 14 
wunderground	UA-555-SFO-SAN	2012-01-03 08:10PM PST	2012-01-03 08:17PM PST	 72 	2012-01-03 09:33PM PST	2012-01-03 09:26PM PST	 14 
flights	UA-555-SFO-SAN	08:10 PM  Tue 03-Jan-2012		72	09:38 PM  Tue 03-Jan-2012		14
businesstravellogue	UA-555-SFO-SAN	08:10 PM  Tue 03-Jan-2012		72	09:38 PM  Tue 03-Jan-2012		14
flylouisville	UA-555-SFO-SAN	08:10 PM  Tue 03-Jan-2012		72	09:38 PM  Tue 03-Jan-2012		14
world-flight-tracker	UA-555-SFO-SAN	2012-01-03 8:10 PM	2012-01-03 8:03 PM		2012-01-03 9:38 PM	2012-01-03 9:33 PM (Estimated)	
flightview	UA-555-SFO-SAN	8:10 PM, Jan 03	8:17 PM, Jan 03		9:38 PM, Jan 03		
panynj	UA-555-SFO-SAN	8:10 PM, Jan 03	8:17 PM, Jan 03		9:38 PM, Jan 03		
gofox	UA-555-SFO-SAN	8:10 PM, Jan 03	8:17 PM, Jan 03		9:38 PM, Jan 03		
foxbusiness	UA-555-SFO-SAN	8:10 PM, Jan 03	8:17 PM, Jan 03		9:38 PM, Jan 03		
allegiantair	UA-555-SFO-SAN	8:10 PM, Jan 03	8:17 PM, Jan 03		9:38 PM, Jan 03		
boston	UA-555-SFO-SAN	8:10 PM, Jan 03	8:17 PM, Jan 03		9:38 PM, Jan 03	9:27 PM, Jan 03&nbsp(Estimated)	
orbitz	UA-555-SFO-SAN	8:10pJan 3	8:03pJan 3	 72	9:28pJan 3		 14
weather	UA-555-SFO-SAN	2012-01-03 08:10 PM			2012-01-03 09:38 PM		
usatoday	UA-555-SFO-SAN	2012-01-03 08:10 PM			2012-01-03 09:38 PM		
mytripandmore	UA-555-SFO-SAN	8:10pJan 3	8:03pJan 3	 72	9:28pJan 3		 14
flightwise	UA-555-SFO-SAN	2012-01-03 08:10PM PST	2012-01-03 08:17PM PST	 72 	2012-01-03 09:33PM PST	2012-01-03 09:26PM PST	 14 
ua	UA-442-ORD-BDL	Tue, Jan 3 4:50 PM	Tue, Jan 3 4:41 PM            On Time	C30	Tue, Jan 3 7:51 PM	Tue, Jan 3 7:40 PM	21
flightexplorer	UA-442-ORD-BDL		1/3/2012 4:52PM CST			1/3/2012 7:32PM EST	
airtravelcenter	UA-442-ORD-BDL		1/3/12 4:53 PM (-06:00)			1/3/12 7:31 PM (-05:00)	
myrateplan	UA-442-ORD-BDL		1/3/12 4:53 PM (-06:00)			1/3/12 7:31 PM (-05:00)	
helloflight	UA-442-ORD-BDL		1/3/12 4:53 PM (-06:00)			1/3/12 7:31 PM (-05:00)	
flytecomm	UA-442-ORD-BDL		1/3/12 4:53 PM (-06:00)			1/3/12 7:31 PM (-05:00)	
flightaware	UA-442-ORD-BDL	2012-01-03 04:50PM CST	2012-01-03 04:53PM CST	 C30 	2012-01-03 07:44PM EST	2012-01-03 07:32PM EST	 21 
wunderground	UA-442-ORD-BDL	2012-01-03 04:50PM CST	2012-01-03 04:53PM CST	 C30 	2012-01-03 07:44PM EST	2012-01-03 07:32PM EST	 21 
flights	UA-442-ORD-BDL		2012-01-03 04:41 PM	C30		2012-01-03 07:51 PM	21
businesstravellogue	UA-442-ORD-BDL		2012-01-03 04:41 PM	C30		2012-01-03 07:51 PM	21
flylouisville	UA-442-ORD-BDL		2012-01-03 04:41 PM	C30		2012-01-03 07:51 PM	21
flightview	UA-442-ORD-BDL		4:53 PMJan 03			7:31 PMJan 03	
panynj	UA-442-ORD-BDL		4:53 PMJan 03			7:31 PMJan 03	
gofox	UA-442-ORD-BDL		4:53 PMJan 03			7:31 PMJan 03	
foxbusiness	UA-442-ORD-BDL		4:53 PMJan 03			7:31 PMJan 03	
allegiantair	UA-442-ORD-BDL		4:53 PMJan 03			7:31 PMJan 03	
boston	UA-442-ORD-BDL		4:53 PMJan 03			7:31 PMJan 03	
orbitz	UA-442-ORD-BDL	4:50pJan 3	4:41pJan 3	 C30	7:29pJan 3		 21
ord	UA-442-ORD-BDL	2012-01-03 4:50 PM		C30	2012-01-03 7:51 PM		21
usatoday	UA-442-ORD-BDL		4:53 PMJan 03			7:31 PMJan 03	
flightarrival	UA-442-ORD-BDL		4:53 PMJan 03			7:31 PMJan 03	
aa	AA-1710-DFW-IAD	January 3, 2012               08:40 PM    	January 3, 2012     	 C4	January 4, 2012               12:15 AM    	January 4, 2012     	 B73    
flightexplorer	AA-1710-DFW-IAD		1/2/2012 9:15PM CST			1/3/2012 12:36AM EST	
flightexplorer	AA-1710-DFW-IAD	1/3/2012 8:40PM CST			1/4/2012 12:15AM EST		
airtravelcenter	AA-1710-DFW-IAD		1/3/12 8:43 PM (-06:00)			1/4/12 12:05 AM (-05:00)	
myrateplan	AA-1710-DFW-IAD		1/3/12 8:43 PM (-06:00)			1/4/12 12:05 AM (-05:00)	
helloflight	AA-1710-DFW-IAD		1/3/12 8:43 PM (-06:00)			1/4/12 12:05 AM (-05:00)	
flytecomm	AA-1710-DFW-IAD		1/3/12 8:43 PM (-06:00)			1/4/12 12:05 AM (-05:00)	
flights	AA-1710-DFW-IAD	2012-01-03 08:40 PM		C4	2012-01-03 12:15 AM		B73
businesstravellogue	AA-1710-DFW-IAD	2012-01-03 08:40 PM		C4	2012-01-03 12:15 AM		B73
flylouisville	AA-1710-DFW-IAD	2012-01-03 08:40 PM		C4	2012-01-03 12:15 AM		B73
flightstats	AA-1710-DFW-IAD	2012-01-03 8:40 PM	2012-01-03 8:40 PM (Estimated)		2012-01-03 12:15 AM	2012-01-03 12:15 AM (Estimated)	
quicktrip	AA-1710-DFW-IAD	2012-01-03 8:40 PM	2012-01-03 8:40 PM (Estimated)		2012-01-03 12:15 AM	2012-01-03 12:15 AM (Estimated)	
flightview	AA-1710-DFW-IAD	8:40 PMJan 03			12:15 AMJan 04		
panynj	AA-1710-DFW-IAD	8:40 PMJan 03			12:15 AMJan 04		
gofox	AA-1710-DFW-IAD	8:40 PMJan 03			12:15 AMJan 04		
foxbusiness	AA-1710-DFW-IAD	8:40 PMJan 03			12:15 AMJan 04		
allegiantair	AA-1710-DFW-IAD	8:40 PMJan 03			12:15 AMJan 04		
boston	AA-1710-DFW-IAD	8:40 PMJan 03			12:15 AMJan 04		
orbitz	AA-1710-DFW-IAD	8:40pJan 3		 C4	12:15aJan 4		 B73
dfw	AA-1710-DFW-IAD	2012-01-03 8:40 pm		C19			
iad	AA-1710-DFW-IAD				2012-01-03 00:15 	2012-01-03 01:24 	
flightarrival	AA-1710-DFW-IAD	8:40 PMJan 03			12:15 AMJan 04		
CO	CO-1694-LAX-IAH	Tue., Jan.03, 2012 6:18 p.m.	Tue., Jan.03, 2012 6:18 p.m.		Tue., Jan.03, 2012 11:21 p.m.	Tue., Jan.03, 2012 11:21 p.m.	
flightexplorer	CO-1694-LAX-IAH		1/2/2012 8:14PM PST			1/3/2012 1:01AM CST	
flightexplorer	CO-1694-LAX-IAH	1/3/2012 6:18PM PST			1/3/2012 11:21PM CST		
airtravelcenter	CO-1694-LAX-IAH	1/3/12 6:18 PM (-08:00)			1/3/12 11:21 PM (-06:00)		
myrateplan	CO-1694-LAX-IAH	1/3/12 6:18 PM (-08:00)			1/3/12 11:21 PM (-06:00)		
helloflight	CO-1694-LAX-IAH	1/3/12 6:18 PM (-08:00)			1/3/12 11:21 PM (-06:00)		
flytecomm	CO-1694-LAX-IAH	1/3/12 6:18 PM (-08:00)			1/3/12 11:21 PM (-06:00)		
flightaware	CO-1694-LAX-IAH	2012-01-03 07:41PM PST	2012-01-03 08:14PM PST	 64 	2012-01-03 12:34AM CST	2012-01-03 12:58AM CST	
wunderground	CO-1694-LAX-IAH	2012-01-03 07:41PM PST	2012-01-03 08:14PM PST	 64 	2012-01-03 12:34AM CST	2012-01-03 12:58AM CST	
flights	CO-1694-LAX-IAH	06:18 PM  Tue 03-Jan-2012		75A	11:21 PM  Tue 03-Jan-2012		3
businesstravellogue	CO-1694-LAX-IAH	06:18 PM  Tue 03-Jan-2012		75A	11:21 PM  Tue 03-Jan-2012		3
flylouisville	CO-1694-LAX-IAH	06:18 PM  Tue 03-Jan-2012		75A	11:21 PM  Tue 03-Jan-2012		3
flightstats	CO-1694-LAX-IAH	2012-01-03 6:18 PM	2012-01-03 6:18 PM (Estimated)		2012-01-03 11:21 PM	2012-01-03 11:21 PM (Estimated)	
quicktrip	CO-1694-LAX-IAH	2012-01-03 6:18 PM	2012-01-03 6:18 PM (Estimated)		2012-01-03 11:21 PM	2012-01-03 11:21 PM (Estimated)	
world-flight-tracker	CO-1694-LAX-IAH	2012-01-03 6:18 PM	2012-01-03 6:18 PM (Estimated)		2012-01-03 11:21 PM	2012-01-03 11:21 PM (Estimated)	
flightview	CO-1694-LAX-IAH	6:18 PM, Jan 03		Terminal 6	11:21 PM, Jan 03		Terminal C
panynj	CO-1694-LAX-IAH	6:18 PM, Jan 03		Terminal 6	11:21 PM, Jan 03		Terminal C
gofox	CO-1694-LAX-IAH	6:18 PM, Jan 03			11:21 PM, Jan 03		
foxbusiness	CO-1694-LAX-IAH	6:18 PM, Jan 03		Terminal 6	11:21 PM, Jan 03		Terminal C
allegiantair	CO-1694-LAX-IAH	6:18 PM, Jan 03		Terminal 6	11:21 PM, Jan 03		Terminal C
boston	CO-1694-LAX-IAH	6:18 PM, Jan 03	Not Available		11:21 PM, Jan 03	Not Available	
orbitz	CO-1694-LAX-IAH	6:18pJan 3		 75A	11:21pJan 3		 E3
weather	CO-1694-LAX-IAH	2012-01-03 06:18 PM			2012-01-03 11:21 PM		
ifly	CO-1694-LAX-IAH	2012-01-03 6:18 PM	2012-01-03 6:18 PM (Estimated)		2012-01-03 11:21 PM	2012-01-03 11:21 PM (Estimated)	
mytripandmore	CO-1694-LAX-IAH	6:18pJan 3		 75A	11:21pJan 3		 E3
flightwise	CO-1694-LAX-IAH	2012-01-03 07:41PM PST	2012-01-03 08:14PM PST	 64 	2012-01-03 12:34AM CST	2012-01-03 12:58AM CST	
aa	AA-295-MIA-ORD	January 3, 2012               03:45 PM    	January 3, 2012               05:13 PM    	 D23	January 3, 2012               06:15 PM    	January 3, 2012               07:22 PM    	 K9    
airtravelcenter	AA-295-MIA-ORD		1/3/12 5:25 PM (-05:00)			1/3/12 7:19 PM (-06:00)	
myrateplan	AA-295-MIA-ORD		1/3/12 5:25 PM (-05:00)			1/3/12 7:19 PM (-06:00)	
helloflight	AA-295-MIA-ORD		1/3/12 5:25 PM (-05:00)			1/3/12 7:19 PM (-06:00)	
flytecomm	AA-295-MIA-ORD		1/3/12 5:25 PM (-05:00)			1/3/12 7:19 PM (-06:00)	
flightaware	AA-295-MIA-ORD	2012-01-03 03:45PM EST	2012-01-03 05:25PM EST	 D23 	2012-01-03 06:06PM CST	2012-01-03 07:16PM CST	 K9 
wunderground	AA-295-MIA-ORD	2012-01-03 03:45PM EST	2012-01-03 05:25PM EST	 D23 	2012-01-03 06:06PM CST	2012-01-03 07:16PM CST	 K9 
flights	AA-295-MIA-ORD	03:45 PM  Tue 03-Jan-2012	05:13 PM  Tue 03-Jan-2012	D23	06:15 PM  Tue 03-Jan-2012	07:22 PM  Tue 03-Jan-2012	K9
businesstravellogue	AA-295-MIA-ORD	03:45 PM  Tue 03-Jan-2012	05:13 PM  Tue 03-Jan-2012	D23	06:15 PM  Tue 03-Jan-2012	07:22 PM  Tue 03-Jan-2012	K9
flylouisville	AA-295-MIA-ORD	03:45 PM  Tue 03-Jan-2012	05:13 PM  Tue 03-Jan-2012	D23	06:15 PM  Tue 03-Jan-2012	07:22 PM  Tue 03-Jan-2012	K9
flightstats	AA-295-MIA-ORD	2012-01-03 3:45 PM	2012-01-03 5:13 PM		2012-01-03 6:15 PM	2012-01-03 7:22 PM	
quicktrip	AA-295-MIA-ORD	2012-01-03 3:45 PM	2012-01-03 5:13 PM		2012-01-03 6:15 PM	2012-01-03 7:22 PM	
world-flight-tracker	AA-295-MIA-ORD	2012-01-03 3:45 PM	2012-01-03 5:13 PM		2012-01-03 6:15 PM	2012-01-03 7:22 PM	
flightview	AA-295-MIA-ORD	3:45 PM, Jan 03	5:25 PM, Jan 03	Terminal D - D23	6:15 PM, Jan 03	7:21 PM, Jan 03	K9
panynj	AA-295-MIA-ORD	3:45 PM, Jan 03	5:25 PM, Jan 03	Terminal D - D23	6:15 PM, Jan 03	7:21 PM, Jan 03	K9
gofox	AA-295-MIA-ORD	3:45 PM, Jan 03	5:25 PM, Jan 03		6:15 PM, Jan 03	7:21 PM, Jan 03	
foxbusiness	AA-295-MIA-ORD	3:45 PM, Jan 03	5:25 PM, Jan 03	Terminal D - D23	6:15 PM, Jan 03	7:21 PM, Jan 03	K9
allegiantair	AA-295-MIA-ORD	3:45 PM, Jan 03	5:25 PM, Jan 03	Terminal D - D23	6:15 PM, Jan 03	7:21 PM, Jan 03	K9
boston	AA-295-MIA-ORD	3:45 PM, Jan 03	5:25 PM, Jan 03		6:15 PM, Jan 03	7:21 PM, Jan 03	
orbitz	AA-295-MIA-ORD	5:10pJan 3	5:13pJan 3	 D23	6:15pJan 3	7:22pJan 3	 K9
weather	AA-295-MIA-ORD	2012-01-03 03:45 PM			2012-01-03 06:15 PM		
ord	AA-295-MIA-ORD	2012-01-03 3:45 PM		D23	2012-01-03 6:15 PM		K9
usatoday	AA-295-MIA-ORD	3:45 PM, Jan 03	5:25 PM, Jan 03		6:15 PM, Jan 03	7:21 PM, Jan 03	
mytripandmore	AA-295-MIA-ORD	5:10pJan 3	5:13pJan 3	 D23	6:15pJan 3	7:22pJan 3	 K9
flightwise	AA-295-MIA-ORD	2012-01-03 03:45PM EST	2012-01-03 05:25PM EST	 D23 	2012-01-03 06:06PM CST	2012-01-03 07:16PM CST	 K9 
flightarrival	AA-295-MIA-ORD	2012-01-03 03:45 PM			2012-01-03 06:15 PM		
aa	AA-1960-MSY-MIA	January 3, 2012               01:00 PM    	January 3, 2012               12:57 PM    	 C12	January 3, 2012               03:45 PM    	January 3, 2012               03:38 PM    	 D39    
flightexplorer	AA-1960-MSY-MIA		1/3/2012 1:07PM CST			1/3/2012 3:35PM EST	
airtravelcenter	AA-1960-MSY-MIA		1/3/12 1:07 PM (-06:00)			1/3/12 3:35 PM (-05:00)	
myrateplan	AA-1960-MSY-MIA		1/3/12 1:07 PM (-06:00)			1/3/12 3:35 PM (-05:00)	
helloflight	AA-1960-MSY-MIA		1/3/12 1:07 PM (-06:00)			1/3/12 3:35 PM (-05:00)	
flytecomm	AA-1960-MSY-MIA		1/3/12 1:07 PM (-06:00)			1/3/12 3:35 PM (-05:00)	
flights	AA-1960-MSY-MIA		2012-01-03 12:57 PM	C12		2012-01-03 03:38 PM	D39
businesstravellogue	AA-1960-MSY-MIA		2012-01-03 12:57 PM	C12		2012-01-03 03:38 PM	D39
flylouisville	AA-1960-MSY-MIA		2012-01-03 12:57 PM	C12		2012-01-03 03:38 PM	D39
flightview	AA-1960-MSY-MIA		1:07 PMJan 03			3:38 PMJan 03	
panynj	AA-1960-MSY-MIA		1:07 PMJan 03			3:38 PMJan 03	
gofox	AA-1960-MSY-MIA		1:07 PMJan 03			3:38 PMJan 03	
foxbusiness	AA-1960-MSY-MIA		1:07 PMJan 03			3:38 PMJan 03	
allegiantair	AA-1960-MSY-MIA		1:07 PMJan 03			3:38 PMJan 03	
boston	AA-1960-MSY-MIA		1:07 PMJan 03			3:33 PMJan 03	
orbitz	AA-1960-MSY-MIA	1:00pJan 3	12:57pJan 3	 C12	3:45pJan 3	3:38pJan 3	 D39
weather	AA-1960-MSY-MIA	2012-01-03 01:00 PM			2012-01-03 03:45 PM		
mia	AA-1960-MSY-MIA				3:45P 01-03-12	2012-01-03  3:38P	
usatoday	AA-1960-MSY-MIA		1:07 PMJan 03			3:33 PMJan 03	
mytripandmore	AA-1960-MSY-MIA	1:00pJan 3	12:57pJan 3	 C12	3:45pJan 3	3:38pJan 3	 D39
flightarrival	AA-1960-MSY-MIA	2012-01-03 01:00 PM			2012-01-03 03:45 PM		
ua	UA-972-SFO-ORD	Tue, Jan 3 9:55 AM	Tue, Jan 3 11:29 AM	83	Tue, Jan 3 4:10 PM	Tue, Jan 3 5:27 PM	C19
flightexplorer	UA-972-SFO-ORD		1/3/2012 11:48AM PST			1/3/2012 5:21PM CST	
flightexplorer	UA-972-SFO-ORD		1/3/2012 11:50AM PST			1/3/2012 5:24PM CST	
airtravelcenter	UA-972-SFO-ORD		1/3/12 10:50 AM (-08:00)			1/3/12 4:57 PM (-06:00)	
myrateplan	UA-972-SFO-ORD		1/3/12 10:50 AM (-08:00)			1/3/12 4:57 PM (-06:00)	
helloflight	UA-972-SFO-ORD		1/3/12 10:50 AM (-08:00)			1/3/12 4:57 PM (-06:00)	
flytecomm	UA-972-SFO-ORD		1/3/12 10:50 AM (-08:00)			1/3/12 4:57 PM (-06:00)	
flightaware	UA-972-SFO-ORD	2012-01-03 09:55AM PST	2012-01-03 11:50AM PST	 83 	2012-01-03 03:42PM CST	2012-01-03 05:21PM CST	 C19 
wunderground	UA-972-SFO-ORD	2012-01-03 09:55AM PST	2012-01-03 11:50AM PST	 83 	2012-01-03 03:42PM CST	2012-01-03 05:21PM CST	 C19 
flights	UA-972-SFO-ORD	09:55 AM  Tue 03-Jan-2012	11:29 AM  Tue 03-Jan-2012	83	04:10 PM  Tue 03-Jan-2012	05:27 PM  Tue 03-Jan-2012	C19
businesstravellogue	UA-972-SFO-ORD	09:55 AM  Tue 03-Jan-2012	11:29 AM  Tue 03-Jan-2012	83	04:10 PM  Tue 03-Jan-2012	05:27 PM  Tue 03-Jan-2012	C19
flylouisville	UA-972-SFO-ORD	09:55 AM  Tue 03-Jan-2012	11:29 AM  Tue 03-Jan-2012	83	04:10 PM  Tue 03-Jan-2012	05:27 PM  Tue 03-Jan-2012	C19
flightstats	UA-972-SFO-ORD	2012-01-03 9:55 AM	2012-01-03 11:29 AM		2012-01-03 4:10 PM	2012-01-03 5:27 PM	
quicktrip	UA-972-SFO-ORD	2012-01-03 9:55 AM	2012-01-03 11:29 AM		2012-01-03 4:10 PM	2012-01-03 5:27 PM	
world-flight-tracker	UA-972-SFO-ORD	2012-01-03 9:55 AM	2012-01-03 11:29 AM		2012-01-03 4:10 PM	2012-01-03 5:27 PM	
flightview	UA-972-SFO-ORD	9:55 AM, Jan 03	11:50 AM, Jan 03	Terminal 3 - 83	4:10 PM, Jan 03	5:27 PM, Jan 03	C19
panynj	UA-972-SFO-ORD	9:55 AM, Jan 03	11:50 AM, Jan 03	Terminal 3 - 83	4:10 PM, Jan 03	5:27 PM, Jan 03	C19
gofox	UA-972-SFO-ORD	9:55 AM, Jan 03	11:50 AM, Jan 03		4:10 PM, Jan 03	5:27 PM, Jan 03	
foxbusiness	UA-972-SFO-ORD	9:55 AM, Jan 03	11:50 AM, Jan 03	Terminal 3 - 83	4:10 PM, Jan 03	5:27 PM, Jan 03	C19
allegiantair	UA-972-SFO-ORD	9:55 AM, Jan 03	11:50 AM, Jan 03	Terminal 3 - 83	4:10 PM, Jan 03	5:27 PM, Jan 03	C19
boston	UA-972-SFO-ORD	9:55 AM, Jan 03	11:50 AM, Jan 03		4:10 PM, Jan 03	5:22 PM, Jan 03	
orbitz	UA-972-SFO-ORD	9:55aJan 3	11:29aJan 3	 83	4:10pJan 3	5:27pJan 3	 C19
weather	UA-972-SFO-ORD	2012-01-03 09:55 AM			2012-01-03 04:10 PM		
ord	UA-972-SFO-ORD	2012-01-03 9:55 AM		83	2012-01-03 4:10 PM		C19
ifly	UA-972-SFO-ORD	2012-01-03 9:55 AM	2012-01-03 11:29 AM		2012-01-03 4:10 PM	2012-01-03 5:27 PM	
usatoday	UA-972-SFO-ORD	9:55 AM, Jan 03	11:50 AM, Jan 03		4:10 PM, Jan 03	5:22 PM, Jan 03	
mytripandmore	UA-972-SFO-ORD	9:55aJan 3	11:29aJan 3	 83	4:10pJan 3	5:27pJan 3	 C19
ua	UA-2704-PHX-SJC	Tue, Jan 3 2:35 PM	Tue, Jan 3 2:33 PM            On Time	A8	Tue, Jan 3 3:32 PM	Tue, Jan 3 3:32 PM	A11
airtravelcenter	UA-2704-PHX-SJC		1/3/12 2:49 PM (-07:00)			1/3/12 3:28 PM (-08:00)	
myrateplan	UA-2704-PHX-SJC		1/3/12 2:49 PM (-07:00)			1/3/12 3:28 PM (-08:00)	
helloflight	UA-2704-PHX-SJC		1/3/12 2:49 PM (-07:00)			1/3/12 3:28 PM (-08:00)	
flytecomm	UA-2704-PHX-SJC		1/3/12 2:49 PM (-07:00)			1/3/12 3:28 PM (-08:00)	
flightaware	UA-2704-PHX-SJC	2012-01-03 02:35PM MST	2012-01-03 02:33PM MST		2012-01-03 03:22PM PST	2012-01-03 03:22PM PST	
wunderground	UA-2704-PHX-SJC	2012-01-03 02:35PM MST	2012-01-03 02:33PM MST		2012-01-03 03:22PM PST	2012-01-03 03:22PM PST	
flights	UA-2704-PHX-SJC	2012-01-03 02:35 PM		A8	2012-01-03 03:32 PM		11
businesstravellogue	UA-2704-PHX-SJC	2012-01-03 02:35 PM		A8	2012-01-03 03:32 PM		11
flylouisville	UA-2704-PHX-SJC	2012-01-03 02:35 PM		A8	2012-01-03 03:32 PM		11
flightview	UA-2704-PHX-SJC	2:35 PMJan 03			3:28 PMJan 03		
panynj	UA-2704-PHX-SJC	2:35 PMJan 03			3:28 PMJan 03		
gofox	UA-2704-PHX-SJC	2:35 PMJan 03			3:28 PMJan 03		
foxbusiness	UA-2704-PHX-SJC	2:35 PMJan 03			3:28 PMJan 03		
allegiantair	UA-2704-PHX-SJC	2:35 PMJan 03			3:28 PMJan 03		
boston	UA-2704-PHX-SJC	2:35 PMJan 03			3:28 PMJan 03		
orbitz	UA-2704-PHX-SJC	2:35pJan 3	2:33pJan 3	 A8$	3:32pJan 3		 A11
flightwise	UA-2704-PHX-SJC	2012-01-03 02:35PM MST	2012-01-03 02:33PM MST		2012-01-03 03:22PM PST	2012-01-03 03:22PM PST	
aa	AA-425-ORD-SEA	January 3, 2012               03:10 PM    	January 3, 2012               03:35 PM    	 H16	January 3, 2012               05:45 PM    	January 3, 2012     	 A9    
flightexplorer	AA-425-ORD-SEA		1/3/2012 3:50PM CST			1/3/2012 5:50PM PST	
airtravelcenter	AA-425-ORD-SEA		1/3/12 3:50 PM (-06:00)			1/3/12 5:59 PM (-08:00)	
myrateplan	AA-425-ORD-SEA		1/3/12 3:50 PM (-06:00)			1/3/12 5:59 PM (-08:00)	
helloflight	AA-425-ORD-SEA		1/3/12 3:50 PM (-06:00)			1/3/12 5:59 PM (-08:00)	
flytecomm	AA-425-ORD-SEA		1/3/12 3:50 PM (-06:00)			1/3/12 5:59 PM (-08:00)	
flightaware	AA-425-ORD-SEA	2012-01-03 03:10PM CST	2012-01-03 03:50PM CST	 H16 	2012-01-03 05:36PM PST	2012-01-03 05:50PM PST	 A9 
wunderground	AA-425-ORD-SEA	2012-01-03 03:10PM CST	2012-01-03 03:50PM CST	 H16 	2012-01-03 05:36PM PST	2012-01-03 05:50PM PST	 A9 
flights	AA-425-ORD-SEA		2012-01-03 03:35 PM	H16		2012-01-03 05:45 PM	9
businesstravellogue	AA-425-ORD-SEA		2012-01-03 03:35 PM	H16		2012-01-03 05:45 PM	9
flylouisville	AA-425-ORD-SEA		2012-01-03 03:35 PM	H16		2012-01-03 05:45 PM	9
flightview	AA-425-ORD-SEA	3:10 PM, Jan 03	3:50 PM, Jan 03		5:45 PM, Jan 03		
panynj	AA-425-ORD-SEA	3:10 PM, Jan 03	3:50 PM, Jan 03		5:45 PM, Jan 03		
gofox	AA-425-ORD-SEA	3:10 PM, Jan 03	3:50 PM, Jan 03		5:45 PM, Jan 03		
foxbusiness	AA-425-ORD-SEA	3:10 PM, Jan 03	3:50 PM, Jan 03		5:45 PM, Jan 03		
allegiantair	AA-425-ORD-SEA	3:10 PM, Jan 03	3:50 PM, Jan 03		5:45 PM, Jan 03		
boston	AA-425-ORD-SEA	3:10 PM, Jan 03	3:50 PM, Jan 03		5:45 PM, Jan 03	6:03 PM, Jan 03&nbsp(Estimated)	
orbitz	AA-425-ORD-SEA	3:30pJan 3	3:35pJan 3	 H16	6:25pJan 3		 A9
weather	AA-425-ORD-SEA	2012-01-03 03:10 PM	2012-01-03 03:50 PM		2012-01-03 05:45 PM	2012-01-03 05:59 PM	
ord	AA-425-ORD-SEA	2012-01-03 3:10 PM		H16	2012-01-03 5:45 PM		9
ord	AA-425-ORD-SEA	2012-01-03 8:26 AM		 	2012-01-03 10:24 AM		 
