aa	AA-2446-LAX-DFW	12/07/2011 01:10 PM	12/07/2011 01:19 PM	42B	12/07/2011 06:10 PM	12/07/2011 06:08 PM	C2
flights	UA-2465-ILM-CLT	11:10 AM  Wed 07-Dec-2011	11:03 AM  Wed 07-Dec-2011	6	12:21 PM  Wed 07-Dec-2011	12:13 PM  Wed 07-Dec-2011	C8
businesstravellogue	UA-2465-ILM-CLT	11:10 AM  Wed 07-Dec-2011	11:03 AM  Wed 07-Dec-2011	6	12:21 PM  Wed 07-Dec-2011	12:13 PM  Wed 07-Dec-2011	C8
flylouisville	UA-2465-ILM-CLT	11:10 AM  Wed 07-Dec-2011	11:03 AM  Wed 07-Dec-2011	6	12:21 PM  Wed 07-Dec-2011	12:13 PM  Wed 07-Dec-2011	C8
world-flight-tracker	UA-2465-ILM-CLT	2011-12-07 11:10 AM	2011-12-07 11:03 AM		2011-12-07 12:21 PM	2011-12-07 12:13 PM	
flightview	UA-2465-ILM-CLT	11:10 AM, Dec 07	11:18 AM, Dec 07		12:21 PM, Dec 07	12:11 PM, Dec 07	
panynj	UA-2465-ILM-CLT	11:10 AM, Dec 07	11:18 AM, Dec 07		12:21 PM, Dec 07	12:11 PM, Dec 07	
gofox	UA-2465-ILM-CLT	11:10 AM, Dec 07	11:18 AM, Dec 07		12:21 PM, Dec 07	12:11 PM, Dec 07	
foxbusiness	UA-2465-ILM-CLT	11:10 AM, Dec 07	11:18 AM, Dec 07		12:21 PM, Dec 07	12:11 PM, Dec 07	
allegiantair	UA-2465-ILM-CLT	11:10 AM, Dec 07	11:18 AM, Dec 07		12:21 PM, Dec 07	12:11 PM, Dec 07	
boston	UA-2465-ILM-CLT	11:10 AM, Dec 07	11:18 AM, Dec 07		12:21 PM, Dec 07	12:11 PM, Dec 07	
travelocity	UA-2465-ILM-CLT	Dec 07 - 11:10am	Dec 07 - Contact Airline	Not provided by airline	Dec 07 - 12:21pm	Dec 07 - Contact Airline	Not provided by airline
orbitz	UA-2465-ILM-CLT	11:10aDec 7	11:03aDec 7	 -	12:21pDec 7	12:13pDec 7	 -
usatoday	UA-2465-ILM-CLT	11:10 AM, Dec 07	11:18 AM, Dec 07		12:21 PM, Dec 07	12:11 PM, Dec 07	
mytripandmore	UA-2465-ILM-CLT	Dec 07 - 11:10am	Dec 07 - Contact Airline	Not provided by airline	Dec 07 - 12:21pm	Dec 07 - Contact Airline	Not provided by airline
ua	UA-2901-CLT-EWR	Wed, Dec 7 11:25 AM	Wed, Dec 7 11:25 AM            Delayed	C7	Wed, Dec 7 1:12 PM	Wed, Dec 7 1:16 PM	A37
airtravelcenter	UA-2901-CLT-EWR		12/7/11 11:57 AM (-05:00)			12/7/11 1:12 PM (-05:00)	
myrateplan	UA-2901-CLT-EWR		12/7/11 11:57 AM (-05:00)			12/7/11 1:12 PM (-05:00)	
helloflight	UA-2901-CLT-EWR		12/7/11 11:57 AM (-05:00)			12/7/11 1:12 PM (-05:00)	
flytecomm	UA-2901-CLT-EWR		12/7/11 11:57 AM (-05:00)			12/7/11 1:12 PM (-05:00)	
flightaware	UA-2901-CLT-EWR	2011-12-07 11:25AM EST	2011-12-07 11:58AM EST		2011-12-07 12:29PM EST	2011-12-07 01:01PM EST	
wunderground	UA-2901-CLT-EWR	2011-12-07 11:25AM EST	2011-12-07 11:58AM EST		2011-12-07 12:29PM EST	2011-12-07 01:01PM EST	
flights	UA-2901-CLT-EWR		2011-12-07 11:22 AM	C7		2011-12-07 01:16 PM	37
businesstravellogue	UA-2901-CLT-EWR		2011-12-07 11:22 AM	C7		2011-12-07 01:16 PM	37
flylouisville	UA-2901-CLT-EWR		2011-12-07 11:22 AM	C7		2011-12-07 01:16 PM	37
flightstats	UA-2901-CLT-EWR	2011-12-07 11:25 AM	2011-12-07 11:22 AM		2011-12-07 1:12 PM	2011-12-07 1:16 PM	
quicktrip	UA-2901-CLT-EWR	2011-12-07 11:25 AM	2011-12-07 11:22 AM		2011-12-07 1:12 PM	2011-12-07 1:16 PM	
flightview	UA-2901-CLT-EWR		11:58 AMDec 07			1:09 PMDec 07	
panynj	UA-2901-CLT-EWR		11:58 AMDec 07			1:09 PMDec 07	
gofox	UA-2901-CLT-EWR		11:58 AMDec 07			1:09 PMDec 07	
foxbusiness	UA-2901-CLT-EWR		11:58 AMDec 07			1:09 PMDec 07	
allegiantair	UA-2901-CLT-EWR		11:58 AMDec 07			1:09 PMDec 07	
boston	UA-2901-CLT-EWR		11:58 AMDec 07			1:09 PMDec 07	
orbitz	UA-2901-CLT-EWR	11:25aDec 7	11:22aDec 7	 -	1:12pDec 7	1:16pDec 7	 -
usatoday	UA-2901-CLT-EWR	2011-12-07 11:25 AM	2011-12-07 11:22 AM		2011-12-07 1:12 PM	2011-12-07 1:16 PM	
aa	AA-2337-ORD-DFW	12/07/2011 03:45 PM	12/07/2011 04:09 PM	H10	12/07/2011 06:20 PM		D40
airtravelcenter	AA-2337-ORD-DFW		12/7/11 4:10 PM (-06:00)			12/7/11 6:02 PM (-06:00)	
myrateplan	AA-2337-ORD-DFW		12/7/11 4:10 PM (-06:00)			12/7/11 6:02 PM (-06:00)	
helloflight	AA-2337-ORD-DFW		12/7/11 4:10 PM (-06:00)			12/7/11 6:02 PM (-06:00)	
flytecomm	AA-2337-ORD-DFW		12/7/11 4:10 PM (-06:00)			12/7/11 6:02 PM (-06:00)	
flightaware	AA-2337-ORD-DFW	2011-12-07 03:45PM CST	2011-12-07 04:09PM CST	 H10 	2011-12-07 05:42PM CST	2011-12-07 06:02PM CST	 D40 
wunderground	AA-2337-ORD-DFW	2011-12-07 03:45PM CST	2011-12-07 04:09PM CST	 H10 	2011-12-07 05:42PM CST	2011-12-07 06:02PM CST	 D40 
flights	AA-2337-ORD-DFW	03:45 PM  Wed 07-Dec-2011		H10	06:20 PM  Wed 07-Dec-2011		D40
businesstravellogue	AA-2337-ORD-DFW	03:45 PM  Wed 07-Dec-2011		H10	06:20 PM  Wed 07-Dec-2011		D40
flylouisville	AA-2337-ORD-DFW	03:45 PM  Wed 07-Dec-2011		H10	06:20 PM  Wed 07-Dec-2011		D40
world-flight-tracker	AA-2337-ORD-DFW	2011-12-07 3:45 PM	2011-12-07 4:09 PM		2011-12-07 6:20 PM	2011-12-07 6:12 PM (Estimated)	
flightview	AA-2337-ORD-DFW	3:45 PM, Dec 07	4:10 PM, Dec 07	H10	6:20 PM, Dec 07	6:07 PM, Dec 07	D40
panynj	AA-2337-ORD-DFW	3:45 PM, Dec 07	4:10 PM, Dec 07	H10	6:20 PM, Dec 07	6:07 PM, Dec 07	D40
gofox	AA-2337-ORD-DFW	3:45 PM, Dec 07	4:10 PM, Dec 07		6:20 PM, Dec 07	6:07 PM, Dec 07	
foxbusiness	AA-2337-ORD-DFW	3:45 PM, Dec 07	4:10 PM, Dec 07	H10	6:20 PM, Dec 07	6:07 PM, Dec 07	D40
allegiantair	AA-2337-ORD-DFW	3:45 PM, Dec 07	4:10 PM, Dec 07	H10	6:20 PM, Dec 07	6:07 PM, Dec 07	D40
boston	AA-2337-ORD-DFW	3:45 PM, Dec 07	4:10 PM, Dec 07		6:20 PM, Dec 07	6:07 PM, Dec 07	
travelocity	AA-2337-ORD-DFW	Dec 07 - 3:45pm	Dec 07 - 3:43pm	H10/T3	Dec 07 - 6:20pm	Dec 07 - 6:11pm*	D40/D
orbitz	AA-2337-ORD-DFW	3:45pDec 7	3:43pDec 7	 H10	6:02pDec 7		 D40
weather	AA-2337-ORD-DFW	2011-12-07 03:45 PM			2011-12-07 06:20 PM		
dfw	AA-2337-ORD-DFW				2011-12-07 6:20 pm		D40
ord	AA-2337-ORD-DFW	2011-12-07 3:45 PM		H10	2011-12-07 6:20 PM		D40
mytripandmore	AA-2337-ORD-DFW	3:45pDec 7	3:43pDec 7	 H10	6:02pDec 7		 D40
aa	AA-501-MIA-DEN	12/07/2011 05:25 PM	12/07/2011 05:32 PM	D4	12/07/2011 07:50 PM	12/07/2011 07:57 PM	A41
flightexplorer	AA-501-MIA-DEN		12/7/2011 5:32PM EST			12/7/2011 7:41PM MST	
airtravelcenter	AA-501-MIA-DEN		12/7/11 5:31 PM (-05:00)			12/7/11 7:41 PM (-07:00)	
myrateplan	AA-501-MIA-DEN		12/7/11 5:31 PM (-05:00)			12/7/11 7:41 PM (-07:00)	
helloflight	AA-501-MIA-DEN		12/7/11 5:31 PM (-05:00)			12/7/11 7:41 PM (-07:00)	
flytecomm	AA-501-MIA-DEN		12/7/11 5:31 PM (-05:00)			12/7/11 7:41 PM (-07:00)	
flightaware	AA-501-MIA-DEN	2011-12-07 05:25PM EST	2011-12-07 05:32PM EST	 D4 	2011-12-07 07:26PM MST	2011-12-07 07:49PM MST	 A41 
wunderground	AA-501-MIA-DEN	2011-12-07 05:25PM EST	2011-12-07 05:32PM EST	 D4 	2011-12-07 07:26PM MST	2011-12-07 07:49PM MST	 A41 
flights	AA-501-MIA-DEN	05:25 PM  Wed 07-Dec-2011	05:32 PM  Wed 07-Dec-2011	D4	07:50 PM  Wed 07-Dec-2011	07:57 PM  Wed 07-Dec-2011	A41
businesstravellogue	AA-501-MIA-DEN	05:25 PM  Wed 07-Dec-2011	05:32 PM  Wed 07-Dec-2011	D4	07:50 PM  Wed 07-Dec-2011	07:57 PM  Wed 07-Dec-2011	A41
flylouisville	AA-501-MIA-DEN	05:25 PM  Wed 07-Dec-2011	05:32 PM  Wed 07-Dec-2011	D4	07:50 PM  Wed 07-Dec-2011	07:57 PM  Wed 07-Dec-2011	A41
flightstats	AA-501-MIA-DEN	2011-12-07 5:25 PM	2011-12-07 5:32 PM		2011-12-07 7:50 PM	2011-12-07 7:57 PM	
quicktrip	AA-501-MIA-DEN	2011-12-07 5:25 PM	2011-12-07 5:32 PM		2011-12-07 7:50 PM	2011-12-07 7:57 PM	
world-flight-tracker	AA-501-MIA-DEN	2011-12-07 5:25 PM	2011-12-07 5:32 PM		2011-12-07 7:50 PM	2011-12-07 7:57 PM	
flightview	AA-501-MIA-DEN	5:25 PM, Dec 07	5:32 PM, Dec 07	Terminal D - D4	7:50 PM, Dec 07	7:55 PM, Dec 07	A41
panynj	AA-501-MIA-DEN	5:25 PM, Dec 07	5:32 PM, Dec 07	Terminal D - D4	7:50 PM, Dec 07	7:55 PM, Dec 07	A41
gofox	AA-501-MIA-DEN	5:25 PM, Dec 07	5:32 PM, Dec 07		7:50 PM, Dec 07	7:55 PM, Dec 07	
foxbusiness	AA-501-MIA-DEN	5:25 PM, Dec 07	5:32 PM, Dec 07	Terminal D - D4	7:50 PM, Dec 07	7:55 PM, Dec 07	A41
allegiantair	AA-501-MIA-DEN	5:25 PM, Dec 07	5:32 PM, Dec 07	Terminal D - D4	7:50 PM, Dec 07	7:55 PM, Dec 07	A41
boston	AA-501-MIA-DEN	5:25 PM, Dec 07	5:32 PM, Dec 07		7:50 PM, Dec 07	7:55 PM, Dec 07	
travelocity	AA-501-MIA-DEN	Dec 07 - 5:25pm	Dec 07 - 5:22pm	D4	Dec 07 - 7:50pm	Dec 07 - 7:57pm	A41
orbitz	AA-501-MIA-DEN	5:25pDec 7	5:22pDec 7	 D4	7:50pDec 7	7:57pDec 7	 A41
weather	AA-501-MIA-DEN	2011-12-07 05:25 PM			2011-12-07 07:50 PM		
den	AA-501-MIA-DEN				2011-12-07 7:50 PM		A41
usatoday	AA-501-MIA-DEN	2011-12-07 05:25 PM			2011-12-07 07:50 PM		
mytripandmore	AA-501-MIA-DEN	Dec 07 - 5:25pm	Dec 07 - 5:22pm	D4	Dec 07 - 7:50pm	Dec 07 - 7:57pm	A41
flightarrival	AA-501-MIA-DEN	2011-12-07 5:25 PM	2011-12-07 5:32 PM		2011-12-07 7:50 PM	2011-12-07 7:57 PM	
ua	UA-2451-CLT-BWI	Wed, Dec 7 2:55 PM	Wed, Dec 7 2:55 PM	C10	Wed, Dec 7 4:19 PM	Wed, Dec 7 4:25 PM	D24
airtravelcenter	UA-2451-CLT-BWI		12/7/11 3:21 PM (-05:00)			12/7/11 4:09 PM (-05:00)	
myrateplan	UA-2451-CLT-BWI		12/7/11 3:21 PM (-05:00)			12/7/11 4:09 PM (-05:00)	
helloflight	UA-2451-CLT-BWI		12/7/11 3:21 PM (-05:00)			12/7/11 4:09 PM (-05:00)	
flytecomm	UA-2451-CLT-BWI		12/7/11 3:21 PM (-05:00)			12/7/11 4:09 PM (-05:00)	
flights	UA-2451-CLT-BWI	02:55 PM  Wed 07-Dec-2011	02:53 PM  Wed 07-Dec-2011	C10	04:19 PM  Wed 07-Dec-2011	04:25 PM  Wed 07-Dec-2011	D24
businesstravellogue	UA-2451-CLT-BWI	02:55 PM  Wed 07-Dec-2011	02:53 PM  Wed 07-Dec-2011	C10	04:19 PM  Wed 07-Dec-2011	04:25 PM  Wed 07-Dec-2011	D24
flylouisville	UA-2451-CLT-BWI	02:55 PM  Wed 07-Dec-2011	02:53 PM  Wed 07-Dec-2011	C10	04:19 PM  Wed 07-Dec-2011	04:25 PM  Wed 07-Dec-2011	D24
flightstats	UA-2451-CLT-BWI	2011-12-07 2:55 PM	2011-12-07 2:53 PM		2011-12-07 4:19 PM	2011-12-07 4:25 PM	
quicktrip	UA-2451-CLT-BWI	2011-12-07 2:55 PM	2011-12-07 2:53 PM		2011-12-07 4:19 PM	2011-12-07 4:25 PM	
world-flight-tracker	UA-2451-CLT-BWI	2011-12-07 2:55 PM	2011-12-07 2:53 PM		2011-12-07 4:19 PM	2011-12-07 4:25 PM	
flightview	UA-2451-CLT-BWI	2:55 PM, Dec 07	3:22 PM, Dec 07		4:19 PM, Dec 07	4:25 PM, Dec 07	
panynj	UA-2451-CLT-BWI	2:55 PM, Dec 07	3:22 PM, Dec 07		4:19 PM, Dec 07	4:25 PM, Dec 07	
gofox	UA-2451-CLT-BWI	2:55 PM, Dec 07	3:22 PM, Dec 07		4:19 PM, Dec 07	4:25 PM, Dec 07	
foxbusiness	UA-2451-CLT-BWI	2:55 PM, Dec 07	3:22 PM, Dec 07		4:19 PM, Dec 07	4:25 PM, Dec 07	
allegiantair	UA-2451-CLT-BWI	2:55 PM, Dec 07	3:22 PM, Dec 07		4:19 PM, Dec 07	4:25 PM, Dec 07	
boston	UA-2451-CLT-BWI	2:55 PM, Dec 07	3:22 PM, Dec 07		4:19 PM, Dec 07	4:22 PM, Dec 07	
travelocity	UA-2451-CLT-BWI	Dec 07 - 2:55pm	Dec 07 - Contact Airline	Not provided by airline	Dec 07 - 4:19pm	Dec 07 - Contact Airline	Not provided by airline
orbitz	UA-2451-CLT-BWI	2:55pDec 7	2:53pDec 7	 -	4:19pDec 7	4:25pDec 7	 -
weather	UA-2451-CLT-BWI	2011-12-07 02:55 PM			2011-12-07 04:19 PM		
ifly	UA-2451-CLT-BWI	2011-12-07 2:55 PM	2011-12-07 2:53 PM		2011-12-07 4:19 PM	2011-12-07 4:25 PM	
usatoday	UA-2451-CLT-BWI	2:55 PM, Dec 07	3:22 PM, Dec 07		4:19 PM, Dec 07	4:22 PM, Dec 07	
CO	CO-51-EWR-CLE	Wed., Dec.07, 2011 4:05 p.m.	Wed., Dec.07, 2011 4:04 p.m.		Wed., Dec.07, 2011 5:45 p.m.	Wed., Dec.07, 2011 5:49 p.m.	
airtravelcenter	CO-51-EWR-CLE	12/7/11 4:05 PM (-05:00)			12/7/11 5:45 PM (-05:00)		
myrateplan	CO-51-EWR-CLE	12/7/11 4:05 PM (-05:00)			12/7/11 5:45 PM (-05:00)		
helloflight	CO-51-EWR-CLE	12/7/11 4:05 PM (-05:00)			12/7/11 5:45 PM (-05:00)		
flytecomm	CO-51-EWR-CLE	12/7/11 4:05 PM (-05:00)			12/7/11 5:45 PM (-05:00)		
flightaware	CO-51-EWR-CLE	2011-12-07 04:05PM EST	2011-12-07 04:27PM EST	 C98 	2011-12-07 05:34PM EST	2011-12-07 05:40PM EST	 C16 
wunderground	CO-51-EWR-CLE	2011-12-07 04:05PM EST	2011-12-07 04:27PM EST	 C98 	2011-12-07 05:34PM EST	2011-12-07 05:40PM EST	 C16 
flights	CO-51-EWR-CLE		2011-12-07 04:04 PM	98		2011-12-07 05:49 PM	C16
businesstravellogue	CO-51-EWR-CLE		2011-12-07 04:04 PM	98		2011-12-07 05:49 PM	C16
flylouisville	CO-51-EWR-CLE		2011-12-07 04:04 PM	98		2011-12-07 05:49 PM	C16
flightstats	CO-51-EWR-CLE	2011-12-07 4:05 PM	2011-12-07 4:04 PM		2011-12-07 5:45 PM	2011-12-07 5:49 PM	
quicktrip	CO-51-EWR-CLE	2011-12-07 4:05 PM	2011-12-07 4:04 PM		2011-12-07 5:45 PM	2011-12-07 5:49 PM	
flightview	CO-51-EWR-CLE		4:27 PMDec 07			5:49 PMDec 07	
panynj	CO-51-EWR-CLE		4:27 PMDec 07			5:49 PMDec 07	
gofox	CO-51-EWR-CLE		4:27 PMDec 07			5:49 PMDec 07	
foxbusiness	CO-51-EWR-CLE		4:27 PMDec 07			5:49 PMDec 07	
allegiantair	CO-51-EWR-CLE		4:27 PMDec 07			5:49 PMDec 07	
boston	CO-51-EWR-CLE		4:27 PMDec 07			5:44 PMDec 07	
orbitz	CO-51-EWR-CLE	4:05pDec 7	4:04pDec 7	 C98	5:45pDec 7	5:49pDec 7	 C16
ifly	CO-51-EWR-CLE	2011-12-07 4:05 PM	2011-12-07 4:04 PM		2011-12-07 5:45 PM	2011-12-07 5:49 PM	
flightwise	CO-51-EWR-CLE	2011-12-07 04:05PM EST	2011-12-07 04:27PM EST	 C98 	2011-12-07 05:34PM EST	2011-12-07 05:40PM EST	 C16 
flightarrival	CO-51-EWR-CLE		4:27 PMDec 07			5:44 PMDec 07	
ua	UA-5710-IAD-CVG	Wed, Dec 7 4:55 PM	Wed, Dec 7 4:48 PM	A6A	Wed, Dec 7 6:30 PM	Wed, Dec 7 6:24 PM	--
flightexplorer	UA-5710-IAD-CVG		12/7/2011 5:14PM EST			12/7/2011 6:23PM EST	
airtravelcenter	UA-5710-IAD-CVG	12/7/11 4:55 PM (-05:00)			12/7/11 6:30 PM (-05:00)		
myrateplan	UA-5710-IAD-CVG	12/7/11 4:55 PM (-05:00)			12/7/11 6:30 PM (-05:00)		
helloflight	UA-5710-IAD-CVG	12/7/11 4:55 PM (-05:00)			12/7/11 6:30 PM (-05:00)		
flytecomm	UA-5710-IAD-CVG	12/7/11 4:55 PM (-05:00)			12/7/11 6:30 PM (-05:00)		
flightaware	UA-5710-IAD-CVG	2011-12-07 04:55PM EST	2011-12-07 05:14PM EST	 A6A 	2011-12-07 06:23PM EST	2011-12-07 06:20PM EST	
wunderground	UA-5710-IAD-CVG	2011-12-07 04:55PM EST	2011-12-07 05:14PM EST	 A6A 	2011-12-07 06:23PM EST	2011-12-07 06:20PM EST	
flights	UA-5710-IAD-CVG	04:55 PM  Wed 07-Dec-2011	04:48 PM  Wed 07-Dec-2011		06:30 PM  Wed 07-Dec-2011	06:24 PM  Wed 07-Dec-2011	
businesstravellogue	UA-5710-IAD-CVG	04:55 PM  Wed 07-Dec-2011	04:48 PM  Wed 07-Dec-2011		06:30 PM  Wed 07-Dec-2011	06:24 PM  Wed 07-Dec-2011	
flylouisville	UA-5710-IAD-CVG	04:55 PM  Wed 07-Dec-2011	04:48 PM  Wed 07-Dec-2011		06:30 PM  Wed 07-Dec-2011	06:24 PM  Wed 07-Dec-2011	
flightstats	UA-5710-IAD-CVG	2011-12-07 4:55 PM	2011-12-07 4:48 PM		2011-12-07 6:30 PM	2011-12-07 6:24 PM	
quicktrip	UA-5710-IAD-CVG	2011-12-07 4:55 PM	2011-12-07 4:48 PM		2011-12-07 6:30 PM	2011-12-07 6:24 PM	
world-flight-tracker	UA-5710-IAD-CVG	2011-12-07 4:55 PM	2011-12-07 4:48 PM		2011-12-07 6:30 PM	2011-12-07 6:24 PM	
flightview	UA-5710-IAD-CVG	4:55 PM, Dec 07	5:14 PM, Dec 07	A6A	6:30 PM, Dec 07	6:24 PM, Dec 07	Terminal 2
panynj	UA-5710-IAD-CVG	4:55 PM, Dec 07	5:14 PM, Dec 07	A6A	6:30 PM, Dec 07	6:24 PM, Dec 07	Terminal 2
gofox	UA-5710-IAD-CVG	4:55 PM, Dec 07	5:14 PM, Dec 07		6:30 PM, Dec 07	6:24 PM, Dec 07	
foxbusiness	UA-5710-IAD-CVG	4:55 PM, Dec 07	5:14 PM, Dec 07	A6A	6:30 PM, Dec 07	6:24 PM, Dec 07	Terminal 2
allegiantair	UA-5710-IAD-CVG	4:55 PM, Dec 07	5:14 PM, Dec 07	A6A	6:30 PM, Dec 07	6:24 PM, Dec 07	Terminal 2
boston	UA-5710-IAD-CVG	4:55 PM, Dec 07	5:14 PM, Dec 07		6:30 PM, Dec 07	6:26 PM, Dec 07	
travelocity	UA-5710-IAD-CVG	Dec 07 - Not Available	Dec 07 - 5:13pm	A6A	Dec 07 - Not Available	Dec 07 - 6:24pm	CHK
orbitz	UA-5710-IAD-CVG	5:20pDec 7	5:13pDec 7	 A6A	6:24pDec 7	6:24pDec 7	 -
weather	UA-5710-IAD-CVG	2011-12-07 04:55 PM			2011-12-07 06:30 PM		
iad	UA-5710-IAD-CVG	2011-12-07 16:55 	2011-12-07 16:48 				
mytripandmore	UA-5710-IAD-CVG	5:20pDec 7	5:13pDec 7	 A6A	6:24pDec 7	6:24pDec 7	 -
flightarrival	UA-5710-IAD-CVG	2011-12-07 4:55 PM	2011-12-07 4:48 PM		2011-12-07 6:30 PM	2011-12-07 6:24 PM	
ua	UA-2688-MHT-PHL	Wed, Dec 7 7:05 AM	Wed, Dec 7 7:05 AM	8	Wed, Dec 7 8:40 AM	Wed, Dec 7 8:35 AM	B5
airtravelcenter	UA-2688-MHT-PHL		12/7/11 7:18 AM (-05:00)			12/7/11 8:33 AM (-05:00)	
myrateplan	UA-2688-MHT-PHL		12/7/11 7:18 AM (-05:00)			12/7/11 8:33 AM (-05:00)	
helloflight	UA-2688-MHT-PHL		12/7/11 7:18 AM (-05:00)			12/7/11 8:33 AM (-05:00)	
flytecomm	UA-2688-MHT-PHL		12/7/11 7:18 AM (-05:00)			12/7/11 8:33 AM (-05:00)	
flights	UA-2688-MHT-PHL		2011-12-07 06:57 AM	8		2011-12-07 08:35 AM	B5
businesstravellogue	UA-2688-MHT-PHL		2011-12-07 06:57 AM	8		2011-12-07 08:35 AM	B5
flylouisville	UA-2688-MHT-PHL		2011-12-07 06:57 AM	8		2011-12-07 08:35 AM	B5
flightview	UA-2688-MHT-PHL		7:18 AMDec 07			8:40 AMDec 07	
panynj	UA-2688-MHT-PHL		7:18 AMDec 07			8:40 AMDec 07	
gofox	UA-2688-MHT-PHL		7:18 AMDec 07			8:40 AMDec 07	
foxbusiness	UA-2688-MHT-PHL		7:18 AMDec 07			8:40 AMDec 07	
allegiantair	UA-2688-MHT-PHL		7:18 AMDec 07			8:40 AMDec 07	
boston	UA-2688-MHT-PHL		7:18 AMDec 07			8:34 AMDec 07	
travelocity	UA-2688-MHT-PHL	Dec 07 - 7:05am	Dec 07 - Contact Airline	Not provided by airline	Dec 07 - 8:40am	Dec 07 - Contact Airline	Not provided by airline
orbitz	UA-2688-MHT-PHL	7:05aDec 7	6:57aDec 7	 -	8:40aDec 7	8:35aDec 7	 -
weather	UA-2688-MHT-PHL	2011-12-07 07:05 AM			2011-12-07 08:40 AM		
usatoday	UA-2688-MHT-PHL	2011-12-07 07:05 AM			2011-12-07 08:40 AM		
mytripandmore	UA-2688-MHT-PHL	7:05aDec 7	6:57aDec 7	 -	8:40aDec 7	8:35aDec 7	 -
ua	UA-6449-ORD-SLC	Wed, Dec 7 5:56 PM	Wed, Dec 7 5:57 PM            Delayed	F4A	Wed, Dec 7 8:25 PM	Wed, Dec 7 8:26 PM	B9
airtravelcenter	UA-6449-ORD-SLC	12/7/11 5:56 PM (-06:00)			12/7/11 8:25 PM (-07:00)		
myrateplan	UA-6449-ORD-SLC	12/7/11 5:56 PM (-06:00)			12/7/11 8:25 PM (-07:00)		
helloflight	UA-6449-ORD-SLC	12/7/11 5:56 PM (-06:00)			12/7/11 8:25 PM (-07:00)		
flytecomm	UA-6449-ORD-SLC	12/7/11 5:56 PM (-06:00)			12/7/11 8:25 PM (-07:00)		
flightaware	UA-6449-ORD-SLC	2011-12-07 05:56PM CST	2011-12-07 06:17PM CST	 F4A 	2011-12-07 08:28PM MST	2011-12-07 08:25PM MST	 B9 
wunderground	UA-6449-ORD-SLC	2011-12-07 05:56PM CST	2011-12-07 06:17PM CST	 F4A 	2011-12-07 08:28PM MST	2011-12-07 08:25PM MST	 B9 
flights	UA-6449-ORD-SLC		2011-12-07 05:57 PM	F4A		2011-12-07 08:26 PM	B9
businesstravellogue	UA-6449-ORD-SLC		2011-12-07 05:57 PM	F4A		2011-12-07 08:26 PM	B9
flylouisville	UA-6449-ORD-SLC		2011-12-07 05:57 PM	F4A		2011-12-07 08:26 PM	B9
flightstats	UA-6449-ORD-SLC	2011-12-07 5:56 PM	2011-12-07 5:57 PM		2011-12-07 8:25 PM	2011-12-07 8:26 PM	
quicktrip	UA-6449-ORD-SLC	2011-12-07 5:56 PM	2011-12-07 5:57 PM		2011-12-07 8:25 PM	2011-12-07 8:26 PM	
flightview	UA-6449-ORD-SLC		6:17 PMDec 07			8:26 PMDec 07	
panynj	UA-6449-ORD-SLC		6:17 PMDec 07			8:26 PMDec 07	
gofox	UA-6449-ORD-SLC		6:17 PMDec 07			8:26 PMDec 07	
foxbusiness	UA-6449-ORD-SLC		6:17 PMDec 07			8:26 PMDec 07	
allegiantair	UA-6449-ORD-SLC		6:17 PMDec 07			8:26 PMDec 07	
boston	UA-6449-ORD-SLC		6:17 PMDec 07			8:25 PMDec 07	
orbitz	UA-6449-ORD-SLC	5:56pDec 7	5:57pDec 7	 F4A	8:25pDec 7	8:26pDec 7	 B9
weather	UA-6449-ORD-SLC	2011-12-07 05:56 PM			2011-12-07 08:25 PM		
ord	UA-6449-ORD-SLC	2011-12-07 5:56 PM		F4A	2011-12-07 8:25 PM		B9
flightwise	UA-6449-ORD-SLC	2011-12-07 05:56PM CST	2011-12-07 06:17PM CST	 F4A 	2011-12-07 08:28PM MST	2011-12-07 08:25PM MST	 B9 
aa	AA-264-LAX-BOS	12/07/2011 12:25 PM	12/07/2011 12:40 PM	46B	12/07/2011 08:50 PM	12/07/2011 08:53 PM	B29
flightexplorer	AA-264-LAX-BOS		12/7/2011 12:41PM PST			12/7/2011 8:46PM EST	
airtravelcenter	AA-264-LAX-BOS		12/7/11 12:41 PM (-08:00)			12/7/11 8:46 PM (-05:00)	
flightaware	AA-264-LAX-BOS	2011-12-07 12:25PM PST	2011-12-07 12:41PM PST	 46B 	2011-12-07 08:18PM EST	2011-12-07 08:46PM EST	 B29 
wunderground	AA-264-LAX-BOS	2011-12-07 12:25PM PST	2011-12-07 12:41PM PST	 46B 	2011-12-07 08:18PM EST	2011-12-07 08:46PM EST	 B29 
flights	AA-264-LAX-BOS	12:25 PM  Wed 07-Dec-2011	12:40 PM  Wed 07-Dec-2011	46B	08:50 PM  Wed 07-Dec-2011	08:53 PM  Wed 07-Dec-2011	B29
businesstravellogue	AA-264-LAX-BOS	12:25 PM  Wed 07-Dec-2011	12:40 PM  Wed 07-Dec-2011	46B	08:50 PM  Wed 07-Dec-2011	08:53 PM  Wed 07-Dec-2011	B29
flylouisville	AA-264-LAX-BOS	12:25 PM  Wed 07-Dec-2011	12:40 PM  Wed 07-Dec-2011	46B	08:50 PM  Wed 07-Dec-2011	08:53 PM  Wed 07-Dec-2011	B29
flightstats	AA-264-LAX-BOS	2011-12-07 12:25 PM	2011-12-07 12:40 PM		2011-12-07 8:50 PM	2011-12-07 8:53 PM	
