CO	CO-4237-EWR-DTW	Sun., Dec.25, 2011 12:09 p.m.	Sun., Dec.25, 2011 12:02 p.m.		Sun., Dec.25, 2011 2:16 p.m.	Sun., Dec.25, 2011 2:03 p.m.	
orbitz	UA-3470-DEN-IND	6:20pDec 25		 B60	10:48pDec 25		 A23
weather	UA-3470-DEN-IND	2011-12-25 06:20 PM			2011-12-25 10:48 PM		
den	UA-3470-DEN-IND	2011-12-25 6:20 PM		B60			
usatoday	UA-3470-DEN-IND	6:20 PM, Dec 25	Not Available		10:48 PM, Dec 25	Not Available	
ua	UA-6152-IAD-YOW	Sun, Dec 25 12:15 PM	Sun, Dec 25 12:11 PM	C20	Sun, Dec 25 1:43 PM	Sun, Dec 25 1:34 PM	--
airtravelcenter	UA-6152-IAD-YOW	12/25/11 12:15 PM (-05:00)			12/25/11 1:43 PM (-05:00)		
myrateplan	UA-6152-IAD-YOW	12/25/11 12:15 PM (-05:00)			12/25/11 1:43 PM (-05:00)		
helloflight	UA-6152-IAD-YOW	12/25/11 12:15 PM (-05:00)			12/25/11 1:43 PM (-05:00)		
flytecomm	UA-6152-IAD-YOW	12/25/11 12:15 PM (-05:00)			12/25/11 1:43 PM (-05:00)		
flights	UA-6152-IAD-YOW		2011-12-25 12:11 PM	C20		2011-12-25 01:34 PM	
businesstravellogue	UA-6152-IAD-YOW		2011-12-25 12:11 PM	C20		2011-12-25 01:34 PM	
flylouisville	UA-6152-IAD-YOW		2011-12-25 12:11 PM	C20		2011-12-25 01:34 PM	
flightview	UA-6152-IAD-YOW		12:21 PMDec 25			1:34 PMDec 25	
panynj	UA-6152-IAD-YOW		12:21 PMDec 25			1:34 PMDec 25	
gofox	UA-6152-IAD-YOW		12:21 PMDec 25			1:34 PMDec 25	
foxbusiness	UA-6152-IAD-YOW		12:21 PMDec 25			1:34 PMDec 25	
allegiantair	UA-6152-IAD-YOW		12:21 PMDec 25			1:34 PMDec 25	
boston	UA-6152-IAD-YOW		12:21 PMDec 25			1:20 PMDec 25	
travelocity	UA-6152-IAD-YOW	Dec 25 - Not Available	Dec 25 - 12:20pm	C20	Dec 25 - Not Available	Dec 25 - 1:34pm	CHK
orbitz	UA-6152-IAD-YOW	12:15pDec 25	12:11pDec 25	 C20	1:43pDec 25	1:34pDec 25	 -
weather	UA-6152-IAD-YOW	2011-12-25 12:15 PM			2011-12-25 01:43 PM		
iad	UA-6152-IAD-YOW	2011-12-25 12:15 	2011-12-25 12:11 				
usatoday	UA-6152-IAD-YOW	2011-12-25 12:15 PM			2011-12-25 01:43 PM		
mytripandmore	UA-6152-IAD-YOW	12:15pDec 25	12:11pDec 25	 C20	1:43pDec 25	1:34pDec 25	 -
ua	UA-1649-MIA-IAH	Sun, Dec 25 6:00 AM	Sun, Dec 25 6:04 AM	G14	Sun, Dec 25 7:55 AM	Sun, Dec 25 7:41 AM	E24
flightexplorer	UA-1649-MIA-IAH		12/25/2011 6:16AM EST			12/25/2011 7:37AM CST	
airtravelcenter	UA-1649-MIA-IAH	12/25/11 6:00 AM (-05:00)			12/25/11 7:55 AM (-06:00)		
airtravelcenter	UA-1649-MIA-IAH		12/25/11 6:17 AM (-05:00)			12/25/11 7:27 AM (-06:00)	
myrateplan	UA-1649-MIA-IAH	12/25/11 6:00 AM (-05:00)			12/25/11 7:55 AM (-06:00)		
myrateplan	UA-1649-MIA-IAH		12/25/11 6:17 AM (-05:00)			12/25/11 7:27 AM (-06:00)	
helloflight	UA-1649-MIA-IAH	12/25/11 6:00 AM (-05:00)			12/25/11 7:55 AM (-06:00)		
helloflight	UA-1649-MIA-IAH		12/25/11 6:17 AM (-05:00)			12/25/11 7:27 AM (-06:00)	
flytecomm	UA-1649-MIA-IAH	12/25/11 6:00 AM (-05:00)			12/25/11 7:55 AM (-06:00)		
flytecomm	UA-1649-MIA-IAH		12/25/11 6:17 AM (-05:00)			12/25/11 7:27 AM (-06:00)	
flightaware	UA-1649-MIA-IAH	2011-12-25 06:00AM EST	2011-12-25 06:17AM EST	 G14 	2011-12-25 07:35AM CST	2011-12-25 07:27AM CST	 E1 
wunderground	UA-1649-MIA-IAH	2011-12-25 06:00AM EST	2011-12-25 06:17AM EST	 G14 	2011-12-25 07:35AM CST	2011-12-25 07:27AM CST	 E1 
flights	UA-1649-MIA-IAH	06:00 AM  Sun 25-Dec-2011	06:04 AM  Sun 25-Dec-2011	G14	07:55 AM  Sun 25-Dec-2011	07:41 AM  Sun 25-Dec-2011	24
businesstravellogue	UA-1649-MIA-IAH	06:00 AM  Sun 25-Dec-2011	06:04 AM  Sun 25-Dec-2011	G14	07:55 AM  Sun 25-Dec-2011	07:41 AM  Sun 25-Dec-2011	24
flylouisville	UA-1649-MIA-IAH	06:00 AM  Sun 25-Dec-2011	06:04 AM  Sun 25-Dec-2011	G14	07:55 AM  Sun 25-Dec-2011	07:41 AM  Sun 25-Dec-2011	24
world-flight-tracker	UA-1649-MIA-IAH	2011-12-25 6:00 AM	2011-12-25 6:04 AM		2011-12-25 7:55 AM	2011-12-25 7:41 AM	
flightview	UA-1649-MIA-IAH	6:00 AM, Dec 25	6:17 AM, Dec 25	Terminal Conc G - G14	7:55 AM, Dec 25	7:41 AM, Dec 25	Term C - E24
panynj	UA-1649-MIA-IAH	6:00 AM, Dec 25	6:17 AM, Dec 25	Terminal Conc G - G14	7:55 AM, Dec 25	7:41 AM, Dec 25	Term C - E24
gofox	UA-1649-MIA-IAH	6:00 AM, Dec 25	6:17 AM, Dec 25		7:55 AM, Dec 25	7:41 AM, Dec 25	
foxbusiness	UA-1649-MIA-IAH	6:00 AM, Dec 25	6:17 AM, Dec 25	Terminal Conc G - G14	7:55 AM, Dec 25	7:41 AM, Dec 25	Term C - E24
allegiantair	UA-1649-MIA-IAH	6:00 AM, Dec 25	6:17 AM, Dec 25	Terminal Conc G - G14	7:55 AM, Dec 25	7:41 AM, Dec 25	Term C - E24
boston	UA-1649-MIA-IAH	6:00 AM, Dec 25	6:17 AM, Dec 25		7:55 AM, Dec 25	7:38 AM, Dec 25	
travelocity	UA-1649-MIA-IAH	Dec 25 - 6:00am	Dec 25 - Contact Airline	Not provided by airline	Dec 25 - 7:55am	Dec 25 - Contact Airline	Not provided by airline
orbitz	UA-1649-MIA-IAH	6:00aDec 25	6:04aDec 25	 G14	7:55aDec 25	7:41aDec 25	 E1
weather	UA-1649-MIA-IAH	2011-12-25 06:00 AM	2011-12-25 06:17 AM		2011-12-25 07:55 AM	2011-12-25 07:27 AM	
usatoday	UA-1649-MIA-IAH	2011-12-25 06:00 AM	2011-12-25 06:17 AM		2011-12-25 07:55 AM	2011-12-25 07:27 AM	
mytripandmore	UA-1649-MIA-IAH	6:00aDec 25	6:04aDec 25	 G14	7:55aDec 25	7:41aDec 25	 E1
flightwise	UA-1649-MIA-IAH	2011-12-25 06:00AM EST	2011-12-25 06:17AM EST	 G14 	2011-12-25 07:35AM CST	2011-12-25 07:27AM CST	 E1 
ua	UA-3469-IAD-MSP	Sun, Dec 25 5:15 PM	Sun, Dec 25 5:09 PM	D10	Sun, Dec 25 7:05 PM	Sun, Dec 25 6:49 PM	E3
airtravelcenter	UA-3469-IAD-MSP		12/25/11 5:20 PM (-05:00)			12/25/11 6:50 PM (-06:00)	
myrateplan	UA-3469-IAD-MSP		12/25/11 5:20 PM (-05:00)			12/25/11 6:50 PM (-06:00)	
helloflight	UA-3469-IAD-MSP		12/25/11 5:20 PM (-05:00)			12/25/11 6:50 PM (-06:00)	
flytecomm	UA-3469-IAD-MSP		12/25/11 5:20 PM (-05:00)			12/25/11 6:50 PM (-06:00)	
flightaware	UA-3469-IAD-MSP	2011-12-25 05:15PM EST	2011-12-25 05:20PM EST	 D10 	2011-12-25 06:51PM CST	2011-12-25 06:45PM CST	 E3 
wunderground	UA-3469-IAD-MSP	2011-12-25 05:15PM EST	2011-12-25 05:20PM EST	 D10 	2011-12-25 06:51PM CST	2011-12-25 06:45PM CST	 E3 
flights	UA-3469-IAD-MSP	05:15 PM  Sun 25-Dec-2011	05:09 PM  Sun 25-Dec-2011	D10	07:05 PM  Sun 25-Dec-2011	06:49 PM  Sun 25-Dec-2011	E3
businesstravellogue	UA-3469-IAD-MSP	05:15 PM  Sun 25-Dec-2011	05:09 PM  Sun 25-Dec-2011	D10	07:05 PM  Sun 25-Dec-2011	06:49 PM  Sun 25-Dec-2011	E3
flylouisville	UA-3469-IAD-MSP	05:15 PM  Sun 25-Dec-2011	05:09 PM  Sun 25-Dec-2011	D10	07:05 PM  Sun 25-Dec-2011	06:49 PM  Sun 25-Dec-2011	E3
flightstats	UA-3469-IAD-MSP	2011-12-25 5:15 PM	2011-12-25 5:09 PM		2011-12-25 7:05 PM	2011-12-25 6:49 PM	
quicktrip	UA-3469-IAD-MSP	2011-12-25 5:15 PM	2011-12-25 5:09 PM		2011-12-25 7:05 PM	2011-12-25 6:49 PM	
world-flight-tracker	UA-3469-IAD-MSP	2011-12-25 5:15 PM	2011-12-25 5:09 PM		2011-12-25 7:05 PM	2011-12-25 6:49 PM	
flightview	UA-3469-IAD-MSP	5:15 PM, Dec 25	5:20 PM, Dec 25	D10	7:05 PM, Dec 25	6:49 PM, Dec 25	E3
panynj	UA-3469-IAD-MSP	5:15 PM, Dec 25	5:20 PM, Dec 25	D10	7:05 PM, Dec 25	6:49 PM, Dec 25	E3
gofox	UA-3469-IAD-MSP	5:15 PM, Dec 25	5:20 PM, Dec 25		7:05 PM, Dec 25	6:49 PM, Dec 25	
foxbusiness	UA-3469-IAD-MSP	5:15 PM, Dec 25	5:20 PM, Dec 25	D10	7:05 PM, Dec 25	6:49 PM, Dec 25	E3
allegiantair	UA-3469-IAD-MSP	5:15 PM, Dec 25	5:20 PM, Dec 25	D10	7:05 PM, Dec 25	6:49 PM, Dec 25	E3
boston	UA-3469-IAD-MSP	5:15 PM, Dec 25	5:20 PM, Dec 25		7:05 PM, Dec 25	6:45 PM, Dec 25	
travelocity	UA-3469-IAD-MSP	Dec 25 - Not Available	Dec 25 - 5:19pm	D10	Dec 25 - Not Available	Dec 25 - 6:49pm	E3
orbitz	UA-3469-IAD-MSP	5:15pDec 25	5:09pDec 25	 D10	7:05pDec 25	6:49pDec 25	 E3
weather	UA-3469-IAD-MSP	2011-12-25 05:15 PM			2011-12-25 07:05 PM		
iad	UA-3469-IAD-MSP	2011-12-25 17:15 	2011-12-25 17:09 				
mytripandmore	UA-3469-IAD-MSP	5:15pDec 25	5:09pDec 25	 D10	7:05pDec 25	6:49pDec 25	 E3
ua	UA-4423-IAH-TLC	Sun, Dec 25 9:00 AM	Sun, Dec 25 9:01 AM	B61	Sun, Dec 25 11:16 AM	Sun, Dec 25 11:42 AM	--
airtravelcenter	UA-4423-IAH-TLC	12/25/11 9:00 AM (-06:00)			12/25/11 11:16 AM (-06:00)		
myrateplan	UA-4423-IAH-TLC	12/25/11 9:00 AM (-06:00)			12/25/11 11:16 AM (-06:00)		
helloflight	UA-4423-IAH-TLC	12/25/11 9:00 AM (-06:00)			12/25/11 11:16 AM (-06:00)		
flytecomm	UA-4423-IAH-TLC	12/25/11 9:00 AM (-06:00)			12/25/11 11:16 AM (-06:00)		
flights	UA-4423-IAH-TLC		2011-12-25 09:01 AM	61		2011-12-25 11:42 AM	
businesstravellogue	UA-4423-IAH-TLC		2011-12-25 09:01 AM	61		2011-12-25 11:42 AM	
flylouisville	UA-4423-IAH-TLC		2011-12-25 09:01 AM	61		2011-12-25 11:42 AM	
flightview	UA-4423-IAH-TLC		9:46 AMDec 25			11:42 AMDec 25	
panynj	UA-4423-IAH-TLC		9:46 AMDec 25			11:42 AMDec 25	
gofox	UA-4423-IAH-TLC		9:46 AMDec 25			11:42 AMDec 25	
foxbusiness	UA-4423-IAH-TLC		9:46 AMDec 25			11:42 AMDec 25	
allegiantair	UA-4423-IAH-TLC		9:46 AMDec 25			11:42 AMDec 25	
boston	UA-4423-IAH-TLC		9:46 AMDec 25			11:38 AMDec 25	
travelocity	UA-4423-IAH-TLC	Dec 25 - 9:00am	Dec 25 - Contact Airline	Not provided by airline	Dec 25 - 11:16am	Dec 25 - Contact Airline	Not provided by airline
orbitz	UA-4423-IAH-TLC	9:00aDec 25	9:01aDec 25	 -	11:16aDec 25	11:42aDec 25	 -
mytripandmore	UA-4423-IAH-TLC	9:00aDec 25	9:01aDec 25	 -	11:16aDec 25	11:42aDec 25	 -
ua	UA-414-LAX-SFO	Sun, Dec 25 7:05 AM	Sun, Dec 25 7:03 AM	75A	Sun, Dec 25 8:29 AM	Sun, Dec 25 8:26 AM	73
flightexplorer	UA-414-LAX-SFO		12/25/2011 7:17AM PST			12/25/2011 8:05AM PST	
airtravelcenter	UA-414-LAX-SFO		12/25/11 7:19 AM (-08:00)			12/25/11 8:05 AM (-08:00)	
myrateplan	UA-414-LAX-SFO		12/25/11 7:19 AM (-08:00)			12/25/11 8:05 AM (-08:00)	
helloflight	UA-414-LAX-SFO		12/25/11 7:19 AM (-08:00)			12/25/11 8:05 AM (-08:00)	
flytecomm	UA-414-LAX-SFO		12/25/11 7:19 AM (-08:00)			12/25/11 8:05 AM (-08:00)	
flights	UA-414-LAX-SFO		2011-12-25 07:03 AM	75A		2011-12-25 08:26 AM	73
businesstravellogue	UA-414-LAX-SFO		2011-12-25 07:03 AM	75A		2011-12-25 08:26 AM	73
flylouisville	UA-414-LAX-SFO		2011-12-25 07:03 AM	75A		2011-12-25 08:26 AM	73
flightstats	UA-414-LAX-SFO	2011-12-25 7:05 AM	2011-12-25 7:03 AM		2011-12-25 8:29 AM	2011-12-25 8:26 AM	
quicktrip	UA-414-LAX-SFO	2011-12-25 7:05 AM	2011-12-25 7:03 AM		2011-12-25 8:29 AM	2011-12-25 8:26 AM	
flightview	UA-414-LAX-SFO		7:19 AMDec 25			8:26 AMDec 25	
panynj	UA-414-LAX-SFO		7:19 AMDec 25			8:26 AMDec 25	
gofox	UA-414-LAX-SFO		7:19 AMDec 25			8:26 AMDec 25	
foxbusiness	UA-414-LAX-SFO		7:19 AMDec 25			8:26 AMDec 25	
allegiantair	UA-414-LAX-SFO		7:19 AMDec 25			8:26 AMDec 25	
boston	UA-414-LAX-SFO		7:19 AMDec 25			8:11 AMDec 25	
travelocity	UA-414-LAX-SFO	Dec 25 - Not Available	Dec 25 - 7:18am	CHK	Dec 25 - Not Available	Dec 25 - 8:26am	73
orbitz	UA-414-LAX-SFO	7:05aDec 25	7:03aDec 25	 75A	8:29aDec 25	8:26aDec 25	 73
weather	UA-414-LAX-SFO	2011-12-25 07:05 AM			2011-12-25 08:29 AM		
sfo	UA-414-LAX-SFO				2011-12-25 8:29 AM		73
usatoday	UA-414-LAX-SFO	2011-12-25 7:05 AM	2011-12-25 7:03 AM		2011-12-25 8:29 AM	2011-12-25 8:26 AM	
mytripandmore	UA-414-LAX-SFO	7:05aDec 25	7:03aDec 25	 75A	8:29aDec 25	8:26aDec 25	 73
flightarrival	UA-414-LAX-SFO	2011-12-25 07:05 AM			2011-12-25 08:29 AM		
ua	UA-3455-ORD-IND	Sun, Dec 25 4:28 PM	Sun, Dec 25 4:24 PM	B19	Sun, Dec 25 6:25 PM	Sun, Dec 25 6:17 PM	A25
airtravelcenter	UA-3455-ORD-IND	12/25/11 4:28 PM (-06:00)			12/25/11 6:25 PM (-05:00)		
myrateplan	UA-3455-ORD-IND	12/25/11 4:28 PM (-06:00)			12/25/11 6:25 PM (-05:00)		
helloflight	UA-3455-ORD-IND	12/25/11 4:28 PM (-06:00)			12/25/11 6:25 PM (-05:00)		
flytecomm	UA-3455-ORD-IND	12/25/11 4:28 PM (-06:00)			12/25/11 6:25 PM (-05:00)		
flightaware	UA-3455-ORD-IND	2011-12-25 04:28PM CST	2011-12-25 04:42PM CST	 B19 	2011-12-25 06:12PM EST	2011-12-25 06:08PM EST	 A25 
wunderground	UA-3455-ORD-IND	2011-12-25 04:28PM CST	2011-12-25 04:42PM CST	 B19 	2011-12-25 06:12PM EST	2011-12-25 06:08PM EST	 A25 
flights	UA-3455-ORD-IND	04:28 PM  Sun 25-Dec-2011	04:24 PM  Sun 25-Dec-2011	B19	06:25 PM  Sun 25-Dec-2011	06:17 PM  Sun 25-Dec-2011	A25
businesstravellogue	UA-3455-ORD-IND	04:28 PM  Sun 25-Dec-2011	04:24 PM  Sun 25-Dec-2011	B19	06:25 PM  Sun 25-Dec-2011	06:17 PM  Sun 25-Dec-2011	A25
flylouisville	UA-3455-ORD-IND	04:28 PM  Sun 25-Dec-2011	04:24 PM  Sun 25-Dec-2011	B19	06:25 PM  Sun 25-Dec-2011	06:17 PM  Sun 25-Dec-2011	A25
world-flight-tracker	UA-3455-ORD-IND	2011-12-25 4:28 PM	2011-12-25 4:24 PM		2011-12-25 6:25 PM	2011-12-25 6:17 PM	
flightview	UA-3455-ORD-IND	4:28 PM, Dec 25	4:42 PM, Dec 25	B19	6:25 PM, Dec 25	6:17 PM, Dec 25	A25
panynj	UA-3455-ORD-IND	4:28 PM, Dec 25	4:42 PM, Dec 25	B19	6:25 PM, Dec 25	6:17 PM, Dec 25	A25
gofox	UA-3455-ORD-IND	4:28 PM, Dec 25	4:42 PM, Dec 25		6:25 PM, Dec 25	6:17 PM, Dec 25	
foxbusiness	UA-3455-ORD-IND	4:28 PM, Dec 25	4:42 PM, Dec 25	B19	6:25 PM, Dec 25	6:17 PM, Dec 25	A25
allegiantair	UA-3455-ORD-IND	4:28 PM, Dec 25	4:42 PM, Dec 25	B19	6:25 PM, Dec 25	6:17 PM, Dec 25	A25
boston	UA-3455-ORD-IND	4:28 PM, Dec 25	4:42 PM, Dec 25		6:25 PM, Dec 25	6:15 PM, Dec 25	
travelocity	UA-3455-ORD-IND	Dec 25 - Not Available	Dec 25 - 4:41pm	B19	Dec 25 - Not Available	Dec 25 - 6:17pm	A25
orbitz	UA-3455-ORD-IND	4:28pDec 25	4:24pDec 25	 B19	6:25pDec 25	6:17pDec 25	 A25
weather	UA-3455-ORD-IND	2011-12-25 04:28 PM			2011-12-25 06:25 PM		
usatoday	UA-3455-ORD-IND	4:28 PM, Dec 25	4:42 PM, Dec 25		6:25 PM, Dec 25	6:15 PM, Dec 25	
mytripandmore	UA-3455-ORD-IND	4:28pDec 25	4:24pDec 25	 B19	6:25pDec 25	6:17pDec 25	 A25
ua	UA-3925-ORF-IAD	Sun, Dec 25 10:25 AM	Sun, Dec 25 10:17 AM            On Time	30	Sun, Dec 25 11:34 AM	Sun, Dec 25 11:16 AM	A1C
flightexplorer	UA-3925-ORF-IAD		12/25/2011 10:28AM EST			12/25/2011 11:00AM EST	
airtravelcenter	UA-3925-ORF-IAD		12/25/11 10:27 AM (-05:00)			12/25/11 11:00 AM (-05:00)	
myrateplan	UA-3925-ORF-IAD		12/25/11 10:27 AM (-05:00)			12/25/11 11:00 AM (-05:00)	
helloflight	UA-3925-ORF-IAD		12/25/11 10:27 AM (-05:00)			12/25/11 11:00 AM (-05:00)	
flytecomm	UA-3925-ORF-IAD		12/25/11 10:27 AM (-05:00)			12/25/11 11:00 AM (-05:00)	
flights	UA-3925-ORF-IAD		2011-12-25 10:17 AM	B30		2011-12-25 11:16 AM	A1
businesstravellogue	UA-3925-ORF-IAD		2011-12-25 10:17 AM	B30		2011-12-25 11:16 AM	A1
flylouisville	UA-3925-ORF-IAD		2011-12-25 10:17 AM	B30		2011-12-25 11:16 AM	A1
flightview	UA-3925-ORF-IAD		10:28 AMDec 25			11:16 AMDec 25	
panynj	UA-3925-ORF-IAD		10:28 AMDec 25			11:16 AMDec 25	
gofox	UA-3925-ORF-IAD		10:28 AMDec 25			11:16 AMDec 25	
foxbusiness	UA-3925-ORF-IAD		10:28 AMDec 25			11:16 AMDec 25	
allegiantair	UA-3925-ORF-IAD		10:28 AMDec 25			11:16 AMDec 25	
boston	UA-3925-ORF-IAD		10:28 AMDec 25			11:07 AMDec 25	
orbitz	UA-3925-ORF-IAD	10:25aDec 25	10:17aDec 25	 30	11:34aDec 25	11:16aDec 25	 A1C
usatoday	UA-3925-ORF-IAD		10:28 AMDec 25			11:07 AMDec 25	
aa	AA-3771-ORD-IAH	December 25, 2011               08:10 AM    	December 25, 2011               08:18 AM    	 H5	December 25, 2011               11:00 AM    	December 25, 2011               11:26 AM    	 A29    
flightexplorer	AA-3771-ORD-IAH		12/25/2011 8:36AM CST			12/25/2011 10:54AM CST	
airtravelcenter	AA-3771-ORD-IAH		12/25/11 8:36 AM (-06:00)			12/25/11 10:54 AM (-06:00)	
myrateplan	AA-3771-ORD-IAH		12/25/11 8:36 AM (-06:00)			12/25/11 10:54 AM (-06:00)	
helloflight	AA-3771-ORD-IAH		12/25/11 8:36 AM (-06:00)			12/25/11 10:54 AM (-06:00)	
flytecomm	AA-3771-ORD-IAH		12/25/11 8:36 AM (-06:00)			12/25/11 10:54 AM (-06:00)	
flightaware	AA-3771-ORD-IAH	2011-12-25 08:10AM CST	2011-12-25 08:36AM CST	 H5 	2011-12-25 10:56AM CST	2011-12-25 10:54AM CST	 A29 
wunderground	AA-3771-ORD-IAH	2011-12-25 08:10AM CST	2011-12-25 08:36AM CST	 H5 	2011-12-25 10:56AM CST	2011-12-25 10:54AM CST	 A29 
flights	AA-3771-ORD-IAH	08:10 AM  Sun 25-Dec-2011	08:18 AM  Sun 25-Dec-2011	H5	11:00 AM  Sun 25-Dec-2011	11:26 AM  Sun 25-Dec-2011	29
businesstravellogue	AA-3771-ORD-IAH	08:10 AM  Sun 25-Dec-2011	08:18 AM  Sun 25-Dec-2011	H5	11:00 AM  Sun 25-Dec-2011	11:26 AM  Sun 25-Dec-2011	29
flylouisville	AA-3771-ORD-IAH	08:10 AM  Sun 25-Dec-2011	08:18 AM  Sun 25-Dec-2011	H5	11:00 AM  Sun 25-Dec-2011	11:26 AM  Sun 25-Dec-2011	29
flightstats	AA-3771-ORD-IAH	2011-12-25 8:10 AM	2011-12-25 8:18 AM		2011-12-25 11:00 AM	2011-12-25 11:26 AM	
quicktrip	AA-3771-ORD-IAH	2011-12-25 8:10 AM	2011-12-25 8:18 AM		2011-12-25 11:00 AM	2011-12-25 11:26 AM	
world-flight-tracker	AA-3771-ORD-IAH	2011-12-25 8:10 AM	2011-12-25 8:18 AM		2011-12-25 11:00 AM	2011-12-25 11:26 AM	
flightview	AA-3771-ORD-IAH	8:10 AM, Dec 25	8:36 AM, Dec 25	Terminal 3	11:00 AM, Dec 25	11:10 AM, Dec 25	A29
panynj	AA-3771-ORD-IAH	8:10 AM, Dec 25	8:36 AM, Dec 25	Terminal 3	11:00 AM, Dec 25	11:10 AM, Dec 25	A29
gofox	AA-3771-ORD-IAH	8:10 AM, Dec 25	8:36 AM, Dec 25		11:00 AM, Dec 25	11:10 AM, Dec 25	
foxbusiness	AA-3771-ORD-IAH	8:10 AM, Dec 25	8:36 AM, Dec 25	Terminal 3	11:00 AM, Dec 25	11:10 AM, Dec 25	A29
allegiantair	AA-3771-ORD-IAH	8:10 AM, Dec 25	8:36 AM, Dec 25	Terminal 3	11:00 AM, Dec 25	11:10 AM, Dec 25	A29
boston	AA-3771-ORD-IAH	8:10 AM, Dec 25	8:36 AM, Dec 25		11:00 AM, Dec 25	11:10 AM, Dec 25	
travelocity	AA-3771-ORD-IAH	Dec 25 - 8:10am	Dec 25 - 8:18am	H5/T3	Dec 25 - 11:00am	Dec 25 - 11:26am	A29
orbitz	AA-3771-ORD-IAH	8:10aDec 25	8:18aDec 25	 H5	11:00aDec 25	11:26aDec 25	 A29
weather	AA-3771-ORD-IAH	2011-12-25 08:10 AM			2011-12-25 11:00 AM		
ord	AA-3771-ORD-IAH	2011-12-25 8:10 AM		H5	2011-12-25 11:00 AM		29
mytripandmore	AA-3771-ORD-IAH	8:10aDec 25	8:18aDec 25	 H5	11:00aDec 25	11:26aDec 25	 A29
flightwise	AA-3771-ORD-IAH	2011-12-25 08:10AM CST	2011-12-25 08:36AM CST	 H5 	2011-12-25 10:56AM CST	2011-12-25 10:54AM CST	 A29 
flightarrival	AA-3771-ORD-IAH	2011-12-25 08:10 AM			2011-12-25 11:00 AM		
aa	AA-272-SFO-MIA	December 25, 2011               09:20 PM    	December 25, 2011     	 58B	December 26, 2011               05:25 AM    	December 26, 2011     	 D45    
flightexplorer	AA-272-SFO-MIA		12/24/2011 9:39PM PST			12/25/2011 5:46AM EST	
flightexplorer	AA-272-SFO-MIA	12/25/2011 9:20PM PST			12/26/2011 5:25AM EST		
airtravelcenter	AA-272-SFO-MIA		12/25/11 9:23 PM (-08:00)			12/26/11 5:28 AM (-05:00)	
myrateplan	AA-272-SFO-MIA		12/25/11 9:23 PM (-08:00)			12/26/11 5:28 AM (-05:00)	
helloflight	AA-272-SFO-MIA		12/25/11 9:23 PM (-08:00)			12/26/11 5:28 AM (-05:00)	
flytecomm	AA-272-SFO-MIA		12/25/11 9:23 PM (-08:00)			12/26/11 5:28 AM (-05:00)	
flightaware	AA-272-SFO-MIA	2011-12-25 09:20PM PST	2011-12-25 09:39PM PST	 56B 	2011-12-25 05:28AM EST	2011-12-25 05:43AM EST	 D15 
wunderground	AA-272-SFO-MIA	2011-12-25 09:20PM PST	2011-12-25 09:39PM PST	 56B 	2011-12-25 05:28AM EST	2011-12-25 05:43AM EST	 D15 
flights	AA-272-SFO-MIA	09:20 PM  Sun 25-Dec-2011			05:25 AM  Mon 26-Dec-2011		
businesstravellogue	AA-272-SFO-MIA	09:20 PM  Sun 25-Dec-2011			05:25 AM  Mon 26-Dec-2011		
flylouisville	AA-272-SFO-MIA	09:20 PM  Sun 25-Dec-2011			05:25 AM  Mon 26-Dec-2011		
flightstats	AA-272-SFO-MIA	2011-12-25 9:20 PM	2011-12-25 9:23 PM (Estimated runway)		2011-12-25 5:25 AM	2011-12-25 5:28 AM (Estimated runway)	
quicktrip	AA-272-SFO-MIA	2011-12-25 9:20 PM	2011-12-25 9:23 PM (Estimated runway)		2011-12-25 5:25 AM	2011-12-25 5:28 AM (Estimated runway)	
world-flight-tracker	AA-272-SFO-MIA	2011-12-25 9:20 PM	2011-12-25 9:23 PM (Estimated runway)		2011-12-25 5:25 AM	2011-12-25 5:28 AM (Estimated runway)	
flightview	AA-272-SFO-MIA	9:20 PM, Dec 25		Terminal 2 - 58B	5:25 AM, Dec 26		D45
panynj	AA-272-SFO-MIA	9:20 PM, Dec 25		Terminal 2 - 58B	5:25 AM, Dec 26		D45
gofox	AA-272-SFO-MIA	9:20 PM, Dec 25			5:25 AM, Dec 26		
foxbusiness	AA-272-SFO-MIA	9:20 PM, Dec 25		Terminal 2 - 58B	5:25 AM, Dec 26		D45
allegiantair	AA-272-SFO-MIA	9:20 PM, Dec 25		Terminal 2 - 58B	5:25 AM, Dec 26		D45
boston	AA-272-SFO-MIA	9:20 PM, Dec 25	Not Available		5:25 AM, Dec 26	Not Available	
travelocity	AA-272-SFO-MIA	Dec 25 - 9:20pm	Dec 25 - Not Available	58B	Dec 26 - 5:25am	Dec 26 - Not Available	D45
orbitz	AA-272-SFO-MIA	9:20pDec 25		 58B	5:25aDec 26		 D45
weather	AA-272-SFO-MIA	2011-12-25 09:20 PM	2011-12-25 09:39 PM		2011-12-25 05:25 AM	2011-12-25 05:46 AM	
sfo	AA-272-SFO-MIA	2011-12-25 9:20 PM					
mia	AA-272-SFO-MIA				5:25A 12-25-11	2011-12-25  5:43A	
usatoday	AA-272-SFO-MIA	2011-12-25 9:20 PM	2011-12-25 9:23 PM (Estimated runway)		2011-12-25 5:25 AM	2011-12-25 5:28 AM (Estimated runway)	
flightarrival	AA-272-SFO-MIA	9:20 PM, Dec 25	Not Available		5:25 AM, Dec 26	Not Available	
