ua	UA-1534-RTB-IAH	Sat, Dec 3 2:05 PM	Sat, Dec 3 2:59 PM	--	Sat, Dec 3 5:01 PM	Sat, Dec 3 5:49 PM	E17
allegiantair	UA-4455-MSP-EWR	11:45 AM, Dec 03	11:56 AM, Dec 03	Terminal Conc E - E7	3:29 PM, Dec 03	3:07 PM, Dec 03	Term A - A20A
boston	UA-4455-MSP-EWR	11:45 AM, Dec 03	11:56 AM, Dec 03		3:29 PM, Dec 03	3:01 PM, Dec 03	
travelocity	UA-4455-MSP-EWR	Dec 03 - 11:45am	Dec 03 - Contact Airline	Not provided by airline	Dec 03 - 3:29pm	Dec 03 - Contact Airline	Not provided by airline
orbitz	UA-4455-MSP-EWR	11:45aDec 3	11:37aDec 3	 E7	3:29pDec 3	3:07pDec 3	 A20A
weather	UA-4455-MSP-EWR	2011-12-03 11:45 AM			2011-12-03 03:29 PM		
usatoday	UA-4455-MSP-EWR	2011-12-03 11:45 AM			2011-12-03 03:29 PM		
mytripandmore	UA-4455-MSP-EWR	11:45aDec 3	11:37aDec 3	 E7	3:29pDec 3	3:07pDec 3	 A20A
aa	AA-3809-PHX-LAX	12/03/2011 06:00 AM	12/03/2011 06:07 AM	2	12/03/2011 06:40 AM	12/03/2011 06:18 AM	44J
flightexplorer	AA-3809-PHX-LAX		12/3/2011 6:08AM MST			12/3/2011 6:13AM PST	
airtravelcenter	AA-3809-PHX-LAX	12/3/11 6:00 AM (-07:00)			12/3/11 6:40 AM (-08:00)		
myrateplan	AA-3809-PHX-LAX	12/3/11 6:00 AM (-07:00)			12/3/11 6:40 AM (-08:00)		
helloflight	AA-3809-PHX-LAX	12/3/11 6:00 AM (-07:00)			12/3/11 6:40 AM (-08:00)		
flytecomm	AA-3809-PHX-LAX	12/3/11 6:00 AM (-07:00)			12/3/11 6:40 AM (-08:00)		
flightaware	AA-3809-PHX-LAX	2011-12-03 06:00AM MST	2011-12-03 06:08AM MST	 2 	2011-12-03 06:30AM PST	2011-12-03 06:13AM PST	 44J 
wunderground	AA-3809-PHX-LAX	2011-12-03 06:00AM MST	2011-12-03 06:08AM MST	 2 	2011-12-03 06:30AM PST	2011-12-03 06:13AM PST	 44J 
flights	AA-3809-PHX-LAX	06:00 AM  Sat 03-Dec-2011	06:07 AM  Sat 03-Dec-2011	2	06:40 AM  Sat 03-Dec-2011	06:18 AM  Sat 03-Dec-2011	44
businesstravellogue	AA-3809-PHX-LAX	06:00 AM  Sat 03-Dec-2011	06:07 AM  Sat 03-Dec-2011	2	06:40 AM  Sat 03-Dec-2011	06:18 AM  Sat 03-Dec-2011	44
flylouisville	AA-3809-PHX-LAX	06:00 AM  Sat 03-Dec-2011	06:07 AM  Sat 03-Dec-2011	2	06:40 AM  Sat 03-Dec-2011	06:18 AM  Sat 03-Dec-2011	44
flightstats	AA-3809-PHX-LAX	2011-12-03 6:00 AM	2011-12-03 6:07 AM		2011-12-03 6:40 AM	2011-12-03 6:18 AM	
quicktrip	AA-3809-PHX-LAX	2011-12-03 6:00 AM	2011-12-03 6:07 AM		2011-12-03 6:40 AM	2011-12-03 6:18 AM	
world-flight-tracker	AA-3809-PHX-LAX	2011-12-03 6:00 AM	2011-12-03 6:07 AM		2011-12-03 6:40 AM	2011-12-03 6:18 AM	
flightview	AA-3809-PHX-LAX	6:00 AM, Dec 03	6:08 AM, Dec 03	Terminal 3 - 2	6:40 AM, Dec 03	6:18 AM, Dec 03	Terminal T4 - 44J
panynj	AA-3809-PHX-LAX	6:00 AM, Dec 03	6:08 AM, Dec 03	Terminal 3 - 2	6:40 AM, Dec 03	6:18 AM, Dec 03	Terminal T4 - 44J
gofox	AA-3809-PHX-LAX	6:00 AM, Dec 03	6:08 AM, Dec 03		6:40 AM, Dec 03	6:18 AM, Dec 03	
foxbusiness	AA-3809-PHX-LAX	6:00 AM, Dec 03	6:08 AM, Dec 03	Terminal 3 - 2	6:40 AM, Dec 03	6:18 AM, Dec 03	Terminal T4 - 44J
allegiantair	AA-3809-PHX-LAX	6:00 AM, Dec 03	6:08 AM, Dec 03	Terminal 3 - 2	6:40 AM, Dec 03	6:18 AM, Dec 03	Terminal T4 - 44J
boston	AA-3809-PHX-LAX	6:00 AM, Dec 03	6:08 AM, Dec 03		6:40 AM, Dec 03	6:11 AM, Dec 03	
travelocity	AA-3809-PHX-LAX	Dec 03 - 6:00am	Dec 03 - 5:57am	2	Dec 03 - 6:40am	Dec 03 - 6:18am	44J/T4
orbitz	AA-3809-PHX-LAX	6:00aDec 3	5:57aDec 3	 2	6:40aDec 3	6:18aDec 3	 44J
weather	AA-3809-PHX-LAX	2011-12-03 06:00 AM			2011-12-03 06:40 AM		
ifly	AA-3809-PHX-LAX	2011-12-03 6:00 AM	2011-12-03 6:07 AM		2011-12-03 6:40 AM	2011-12-03 6:18 AM	
usatoday	AA-3809-PHX-LAX	6:00 AM, Dec 03	6:08 AM, Dec 03		6:40 AM, Dec 03	6:11 AM, Dec 03	
flightarrival	AA-3809-PHX-LAX	2011-12-03 06:00 AM			2011-12-03 06:40 AM		
ua	UA-523-IAD-PHX	Sat, Dec 3 5:03 PM	Sat, Dec 3 5:36 PM	D23	Sat, Dec 3 8:03 PM	Sat, Dec 3 8:46 PM	5
airtravelcenter	UA-523-IAD-PHX		12/3/11 5:56 PM (-05:00)			12/3/11 8:36 PM (-07:00)	
myrateplan	UA-523-IAD-PHX		12/3/11 5:56 PM (-05:00)			12/3/11 8:36 PM (-07:00)	
helloflight	UA-523-IAD-PHX		12/3/11 5:56 PM (-05:00)			12/3/11 8:36 PM (-07:00)	
flytecomm	UA-523-IAD-PHX		12/3/11 5:56 PM (-05:00)			12/3/11 8:36 PM (-07:00)	
flights	UA-523-IAD-PHX		2011-12-03 05:36 PM	D23		2011-12-03 08:46 PM	5
businesstravellogue	UA-523-IAD-PHX		2011-12-03 05:36 PM	D23		2011-12-03 08:46 PM	5
flylouisville	UA-523-IAD-PHX		2011-12-03 05:36 PM	D23		2011-12-03 08:46 PM	5
flightview	UA-523-IAD-PHX		5:56 PMDec 03			8:46 PMDec 03	
panynj	UA-523-IAD-PHX		5:56 PMDec 03			8:46 PMDec 03	
gofox	UA-523-IAD-PHX		5:56 PMDec 03			8:46 PMDec 03	
foxbusiness	UA-523-IAD-PHX		5:56 PMDec 03			8:46 PMDec 03	
allegiantair	UA-523-IAD-PHX		5:56 PMDec 03			8:46 PMDec 03	
boston	UA-523-IAD-PHX		5:56 PMDec 03			8:45 PMDec 03	
travelocity	UA-523-IAD-PHX	Dec 03 - Not Available	Dec 03 - 5:55pm	D23	Dec 03 - Not Available	Dec 03 - 8:46pm	5
orbitz	UA-523-IAD-PHX	5:03pDec 3	5:36pDec 3	 D23	8:03pDec 3	8:46pDec 3	 5
weather	UA-523-IAD-PHX	2011-12-03 05:03 PM			2011-12-03 08:03 PM		
iad	UA-523-IAD-PHX	2011-12-03 17:03 	2011-12-03 17:20 				
usatoday	UA-523-IAD-PHX	2011-12-03 05:03 PM			2011-12-03 08:03 PM		
ua	UA-382-ORD-IAD	Sat, Dec 3 8:37 AM	Sat, Dec 3 8:31 AM	C19	Sat, Dec 3 11:23 AM	Sat, Dec 3 11:06 AM	D11
flightexplorer	UA-382-ORD-IAD		12/3/2011 8:45AM CST			12/3/2011 10:54AM EST	
airtravelcenter	UA-382-ORD-IAD		12/3/11 8:46 AM (-06:00)			12/3/11 10:54 AM (-05:00)	
myrateplan	UA-382-ORD-IAD		12/3/11 8:46 AM (-06:00)			12/3/11 10:54 AM (-05:00)	
helloflight	UA-382-ORD-IAD		12/3/11 8:46 AM (-06:00)			12/3/11 10:54 AM (-05:00)	
flytecomm	UA-382-ORD-IAD		12/3/11 8:46 AM (-06:00)			12/3/11 10:54 AM (-05:00)	
flights	UA-382-ORD-IAD		2011-12-03 08:31 AM	C19		2011-12-03 11:06 AM	D11
businesstravellogue	UA-382-ORD-IAD		2011-12-03 08:31 AM	C19		2011-12-03 11:06 AM	D11
flylouisville	UA-382-ORD-IAD		2011-12-03 08:31 AM	C19		2011-12-03 11:06 AM	D11
flightstats	UA-382-ORD-IAD	2011-12-03 8:37 AM	2011-12-03 8:31 AM		2011-12-03 11:23 AM	2011-12-03 11:06 AM	
quicktrip	UA-382-ORD-IAD	2011-12-03 8:37 AM	2011-12-03 8:31 AM		2011-12-03 11:23 AM	2011-12-03 11:06 AM	
flightview	UA-382-ORD-IAD		8:46 AMDec 03			11:06 AMDec 03	
panynj	UA-382-ORD-IAD		8:46 AMDec 03			11:06 AMDec 03	
gofox	UA-382-ORD-IAD		8:46 AMDec 03			11:06 AMDec 03	
foxbusiness	UA-382-ORD-IAD		8:46 AMDec 03			11:06 AMDec 03	
allegiantair	UA-382-ORD-IAD		8:46 AMDec 03			11:06 AMDec 03	
boston	UA-382-ORD-IAD		8:46 AMDec 03			11:02 AMDec 03	
travelocity	UA-382-ORD-IAD	Dec 03 - Not Available	Dec 03 - 8:46am	C19	Dec 03 - Not Available	Dec 03 - 11:06am	D11
orbitz	UA-382-ORD-IAD	8:37aDec 3	8:31aDec 3	 C19	11:23aDec 3	11:06aDec 3	 D11
weather	UA-382-ORD-IAD	2011-12-03 08:37 AM			2011-12-03 11:23 AM		
ord	UA-382-ORD-IAD	2011-12-03 8:37 AM		C19	2011-12-03 11:23 AM		D11
flightarrival	UA-382-ORD-IAD	2011-12-03 8:37 AM	2011-12-03 8:31 AM		2011-12-03 11:23 AM	2011-12-03 11:06 AM	
ua	UA-2306-ANU-CLT	Sat, Dec 3 5:30 PM	Sat, Dec 3 5:30 PM	4	Sat, Dec 3 9:00 PM	Sat, Dec 3 8:43 PM	D12
airtravelcenter	UA-2306-ANU-CLT	12/3/11 5:30 PM (-04:00)			12/3/11 9:00 PM (-05:00)		
myrateplan	UA-2306-ANU-CLT	12/3/11 5:30 PM (-04:00)			12/3/11 9:00 PM (-05:00)		
helloflight	UA-2306-ANU-CLT	12/3/11 5:30 PM (-04:00)			12/3/11 9:00 PM (-05:00)		
flytecomm	UA-2306-ANU-CLT	12/3/11 5:30 PM (-04:00)			12/3/11 9:00 PM (-05:00)		
flights	UA-2306-ANU-CLT	05:30 PM  Sat 03-Dec-2011	05:33 PM  Sat 03-Dec-2011	4	09:00 PM  Sat 03-Dec-2011	08:43 PM  Sat 03-Dec-2011	D12
businesstravellogue	UA-2306-ANU-CLT	05:30 PM  Sat 03-Dec-2011	05:33 PM  Sat 03-Dec-2011	4	09:00 PM  Sat 03-Dec-2011	08:43 PM  Sat 03-Dec-2011	D12
flylouisville	UA-2306-ANU-CLT	05:30 PM  Sat 03-Dec-2011	05:33 PM  Sat 03-Dec-2011	4	09:00 PM  Sat 03-Dec-2011	08:43 PM  Sat 03-Dec-2011	D12
world-flight-tracker	UA-2306-ANU-CLT	2011-12-03 5:30 PM	2011-12-03 5:33 PM		2011-12-03 9:00 PM	2011-12-03 8:43 PM	
flightview	UA-2306-ANU-CLT	5:30 PM, Dec 03	5:30 PM, Dec 03		9:00 PM, Dec 03	8:37 PM, Dec 03	
panynj	UA-2306-ANU-CLT	5:30 PM, Dec 03	5:30 PM, Dec 03		9:00 PM, Dec 03	8:37 PM, Dec 03	
gofox	UA-2306-ANU-CLT	5:30 PM, Dec 03	5:30 PM, Dec 03		9:00 PM, Dec 03	8:37 PM, Dec 03	
foxbusiness	UA-2306-ANU-CLT	5:30 PM, Dec 03	5:30 PM, Dec 03		9:00 PM, Dec 03	8:37 PM, Dec 03	
allegiantair	UA-2306-ANU-CLT	5:30 PM, Dec 03	5:30 PM, Dec 03		9:00 PM, Dec 03	8:37 PM, Dec 03	
boston	UA-2306-ANU-CLT	5:30 PM, Dec 03	5:30 PM, Dec 03		9:00 PM, Dec 03	8:37 PM, Dec 03	
travelocity	UA-2306-ANU-CLT	Dec 03 - 5:30pm	Dec 03 - Contact Airline	Not provided by airline	Dec 03 - 9:00pm	Dec 03 - Contact Airline	Not provided by airline
orbitz	UA-2306-ANU-CLT	5:30pDec 3	5:33pDec 3	 -	9:00pDec 3	8:43pDec 3	 -
weather	UA-2306-ANU-CLT	2011-12-03 05:30 PM			2011-12-03 09:00 PM		
usatoday	UA-2306-ANU-CLT	2011-12-03 05:30 PM			2011-12-03 09:00 PM		
mytripandmore	UA-2306-ANU-CLT	5:30pDec 3	5:33pDec 3	 -	9:00pDec 3	8:43pDec 3	 -
aa	AA-983-DCA-MIA	12/03/2011 08:25 AM	12/03/2011 08:35 AM	30	12/03/2011 11:10 AM	12/03/2011 10:51 AM	D6
airtravelcenter	AA-983-DCA-MIA		12/3/11 8:36 AM (-05:00)			12/3/11 10:39 AM (-05:00)	
myrateplan	AA-983-DCA-MIA		12/3/11 8:36 AM (-05:00)			12/3/11 10:39 AM (-05:00)	
helloflight	AA-983-DCA-MIA		12/3/11 8:36 AM (-05:00)			12/3/11 10:39 AM (-05:00)	
flytecomm	AA-983-DCA-MIA		12/3/11 8:36 AM (-05:00)			12/3/11 10:39 AM (-05:00)	
flights	AA-983-DCA-MIA		2011-12-03 08:35 AM			2011-12-03 10:51 AM	D6
businesstravellogue	AA-983-DCA-MIA		2011-12-03 08:35 AM			2011-12-03 10:51 AM	D6
flylouisville	AA-983-DCA-MIA		2011-12-03 08:35 AM			2011-12-03 10:51 AM	D6
flightview	AA-983-DCA-MIA		8:36 AMDec 03			10:51 AMDec 03	
panynj	AA-983-DCA-MIA		8:36 AMDec 03			10:51 AMDec 03	
gofox	AA-983-DCA-MIA		8:36 AMDec 03			10:51 AMDec 03	
foxbusiness	AA-983-DCA-MIA		8:36 AMDec 03			10:51 AMDec 03	
allegiantair	AA-983-DCA-MIA		8:36 AMDec 03			10:51 AMDec 03	
boston	AA-983-DCA-MIA		8:36 AMDec 03			10:37 AMDec 03	
travelocity	AA-983-DCA-MIA	Dec 03 - 8:25am	Dec 03 - 8:23am	30/B	Dec 03 - 11:10am	Dec 03 - 10:51am	D6
orbitz	AA-983-DCA-MIA	8:25aDec 3	8:23aDec 3	 30	11:10aDec 3	10:51aDec 3	 D6
weather	AA-983-DCA-MIA	2011-12-03 08:25 AM	2011-12-03 08:36 AM		2011-12-03 11:10 AM	2011-12-03 10:49 AM	
mia	AA-983-DCA-MIA				11:10A 12-03-11	2011-12-03  10:48A	
flightarrival	AA-983-DCA-MIA	2011-12-03 08:25 AM	2011-12-03 08:36 AM		2011-12-03 11:10 AM	2011-12-03 10:49 AM	
aa	AA-2446-LAX-DFW	12/03/2011 01:10 PM	12/03/2011 01:35 PM	46A	12/03/2011 06:10 PM	12/03/2011 06:25 PM	A21
flightexplorer	AA-2446-LAX-DFW		12/3/2011 1:36PM PST			12/3/2011 6:06PM CST	
airtravelcenter	AA-2446-LAX-DFW		12/3/11 1:36 PM (-08:00)			12/3/11 6:06 PM (-06:00)	
myrateplan	AA-2446-LAX-DFW		12/3/11 1:36 PM (-08:00)			12/3/11 6:06 PM (-06:00)	
helloflight	AA-2446-LAX-DFW		12/3/11 1:36 PM (-08:00)			12/3/11 6:06 PM (-06:00)	
flytecomm	AA-2446-LAX-DFW		12/3/11 1:36 PM (-08:00)			12/3/11 6:06 PM (-06:00)	
flights	AA-2446-LAX-DFW		2011-12-03 01:35 PM	46A		2011-12-03 06:25 PM	A21
businesstravellogue	AA-2446-LAX-DFW		2011-12-03 01:35 PM	46A		2011-12-03 06:25 PM	A21
flylouisville	AA-2446-LAX-DFW		2011-12-03 01:35 PM	46A		2011-12-03 06:25 PM	A21
flightview	AA-2446-LAX-DFW		1:36 PMDec 03			6:25 PMDec 03	
panynj	AA-2446-LAX-DFW		1:36 PMDec 03			6:25 PMDec 03	
gofox	AA-2446-LAX-DFW		1:36 PMDec 03			6:25 PMDec 03	
foxbusiness	AA-2446-LAX-DFW		1:36 PMDec 03			6:25 PMDec 03	
allegiantair	AA-2446-LAX-DFW		1:36 PMDec 03			6:25 PMDec 03	
boston	AA-2446-LAX-DFW		1:36 PMDec 03			6:16 PMDec 03	
travelocity	AA-2446-LAX-DFW	Dec 03 - 1:10pm	Dec 03 - 1:17pm	46A/T4	Dec 03 - 6:10pm	Dec 03 - 6:25pm	A21/A
orbitz	AA-2446-LAX-DFW	1:20pDec 3	1:17pDec 3	 46A	6:10pDec 3	6:25pDec 3	 A21
weather	AA-2446-LAX-DFW	2011-12-03 01:10 PM			2011-12-03 06:10 PM		
dfw	AA-2446-LAX-DFW				2011-12-03 6:10 pm		A21
usatoday	AA-2446-LAX-DFW	2011-12-03 01:10 PM			2011-12-03 06:10 PM		
ua	UA-864-SFO-PHL	Sat, Dec 3 8:35 AM	Sat, Dec 3 8:34 AM	73A	Sat, Dec 3 4:55 PM	Sat, Dec 3 4:54 PM	D11
airtravelcenter	UA-864-SFO-PHL		12/3/11 8:53 AM (-08:00)			12/3/11 4:51 PM (-05:00)	
myrateplan	UA-864-SFO-PHL		12/3/11 8:53 AM (-08:00)			12/3/11 4:51 PM (-05:00)	
helloflight	UA-864-SFO-PHL		12/3/11 8:53 AM (-08:00)			12/3/11 4:51 PM (-05:00)	
flytecomm	UA-864-SFO-PHL		12/3/11 8:53 AM (-08:00)			12/3/11 4:51 PM (-05:00)	
flightaware	UA-864-SFO-PHL	2011-12-03 08:35AM PST	2011-12-03 08:53AM PST	 73A 	2011-12-03 04:42PM EST	2011-12-03 04:49PM EST	 D11 
wunderground	UA-864-SFO-PHL	2011-12-03 08:35AM PST	2011-12-03 08:53AM PST	 73A 	2011-12-03 04:42PM EST	2011-12-03 04:49PM EST	 D11 
flights	UA-864-SFO-PHL	08:35 AM  Sat 03-Dec-2011	08:34 AM  Sat 03-Dec-2011	73A	04:55 PM  Sat 03-Dec-2011	04:54 PM  Sat 03-Dec-2011	D11
businesstravellogue	UA-864-SFO-PHL	08:35 AM  Sat 03-Dec-2011	08:34 AM  Sat 03-Dec-2011	73A	04:55 PM  Sat 03-Dec-2011	04:54 PM  Sat 03-Dec-2011	D11
flylouisville	UA-864-SFO-PHL	08:35 AM  Sat 03-Dec-2011	08:34 AM  Sat 03-Dec-2011	73A	04:55 PM  Sat 03-Dec-2011	04:54 PM  Sat 03-Dec-2011	D11
flightstats	UA-864-SFO-PHL	2011-12-03 8:35 AM	2011-12-03 8:34 AM		2011-12-03 4:55 PM	2011-12-03 4:54 PM	
quicktrip	UA-864-SFO-PHL	2011-12-03 8:35 AM	2011-12-03 8:34 AM		2011-12-03 4:55 PM	2011-12-03 4:54 PM	
world-flight-tracker	UA-864-SFO-PHL	2011-12-03 8:35 AM	2011-12-03 8:34 AM		2011-12-03 4:55 PM	2011-12-03 4:54 PM	
flightview	UA-864-SFO-PHL	8:35 AM, Dec 03	8:53 AM, Dec 03	Terminal 3 - 73A	4:55 PM, Dec 03	4:54 PM, Dec 03	D11
panynj	UA-864-SFO-PHL	8:35 AM, Dec 03	8:53 AM, Dec 03	Terminal 3 - 73A	4:55 PM, Dec 03	4:54 PM, Dec 03	D11
gofox	UA-864-SFO-PHL	8:35 AM, Dec 03	8:53 AM, Dec 03		4:55 PM, Dec 03	4:54 PM, Dec 03	
foxbusiness	UA-864-SFO-PHL	8:35 AM, Dec 03	8:53 AM, Dec 03	Terminal 3 - 73A	4:55 PM, Dec 03	4:54 PM, Dec 03	D11
allegiantair	UA-864-SFO-PHL	8:35 AM, Dec 03	8:53 AM, Dec 03	Terminal 3 - 73A	4:55 PM, Dec 03	4:54 PM, Dec 03	D11
boston	UA-864-SFO-PHL	8:35 AM, Dec 03	8:53 AM, Dec 03		4:55 PM, Dec 03	4:49 PM, Dec 03	
travelocity	UA-864-SFO-PHL	Dec 03 - Not Available	Dec 03 - 8:52am	73A	Dec 03 - Not Available	Dec 03 - 4:54pm	D11
orbitz	UA-864-SFO-PHL	8:35aDec 3	8:34aDec 3	 73A	4:55pDec 3	4:54pDec 3	 D11
weather	UA-864-SFO-PHL	2011-12-03 08:35 AM			2011-12-03 04:55 PM		
phl	UA-864-SFO-PHL				2011-12-03 4:55 PM		D11
usatoday	UA-864-SFO-PHL	2011-12-03 08:35 AM			2011-12-03 04:55 PM		
mytripandmore	UA-864-SFO-PHL	Dec 03 - Not Available	Dec 03 - 8:52am	73A	Dec 03 - Not Available	Dec 03 - 4:54pm	D11
flightarrival	UA-864-SFO-PHL	8:35 AM, Dec 03	8:53 AM, Dec 03		4:55 PM, Dec 03	4:49 PM, Dec 03	
aa	AA-2312-DFW-DTW	12/03/2011 08:25 PM		C8	12/03/2011 11:50 PM		D32
flightexplorer	AA-2312-DFW-DTW	12/3/2011 8:25PM CST			12/3/2011 11:50PM EST		
airtravelcenter	AA-2312-DFW-DTW		12/3/11 8:29 PM (-06:00)			12/3/11 11:24 PM (-05:00)	
myrateplan	AA-2312-DFW-DTW		12/3/11 8:29 PM (-06:00)			12/3/11 11:24 PM (-05:00)	
helloflight	AA-2312-DFW-DTW		12/3/11 8:29 PM (-06:00)			12/3/11 11:24 PM (-05:00)	
flytecomm	AA-2312-DFW-DTW		12/3/11 8:29 PM (-06:00)			12/3/11 11:24 PM (-05:00)	
flightaware	AA-2312-DFW-DTW	2011-12-03 08:25PM CST	2011-12-03 08:29PM CST		2011-12-03 11:20PM EST	2011-12-03 11:24PM EST	
wunderground	AA-2312-DFW-DTW	2011-12-03 08:25PM CST	2011-12-03 08:29PM CST		2011-12-03 11:20PM EST	2011-12-03 11:24PM EST	
flights	AA-2312-DFW-DTW	08:25 PM  Sat 03-Dec-2011		C8	11:50 PM  Sat 03-Dec-2011		D32
businesstravellogue	AA-2312-DFW-DTW	08:25 PM  Sat 03-Dec-2011		C8	11:50 PM  Sat 03-Dec-2011		D32
flylouisville	AA-2312-DFW-DTW	08:25 PM  Sat 03-Dec-2011		C8	11:50 PM  Sat 03-Dec-2011		D32
flightstats	AA-2312-DFW-DTW	2011-12-03 8:25 PM	2011-12-03 8:29 PM (Estimated runway)		2011-12-03 11:50 PM	2011-12-03 11:24 PM (Estimated runway)	
quicktrip	AA-2312-DFW-DTW	2011-12-03 8:25 PM	2011-12-03 8:29 PM (Estimated runway)		2011-12-03 11:50 PM	2011-12-03 11:24 PM (Estimated runway)	
world-flight-tracker	AA-2312-DFW-DTW	2011-12-03 8:25 PM	2011-12-03 8:29 PM (Estimated runway)		2011-12-03 11:50 PM	2011-12-03 11:24 PM (Estimated runway)	
flightview	AA-2312-DFW-DTW	8:25 PM, Dec 03			11:50 PM, Dec 03		
panynj	AA-2312-DFW-DTW	8:25 PM, Dec 03			11:50 PM, Dec 03		
gofox	AA-2312-DFW-DTW	8:25 PM, Dec 03			11:50 PM, Dec 03		
foxbusiness	AA-2312-DFW-DTW	8:25 PM, Dec 03			11:50 PM, Dec 03		
allegiantair	AA-2312-DFW-DTW	8:25 PM, Dec 03			11:50 PM, Dec 03		
boston	AA-2312-DFW-DTW	8:25 PM, Dec 03	Not Available		11:50 PM, Dec 03	Not Available	
travelocity	AA-2312-DFW-DTW	Dec 03 - 8:25pm	Dec 03 - Not Available	C8/C	Dec 03 - 11:50pm	Dec 03 - Not Available	D32
orbitz	AA-2312-DFW-DTW	8:25pDec 3		 -	11:50pDec 3		 -
weather	AA-2312-DFW-DTW	2011-12-03 08:25 PM	2011-12-03 08:36 PM		2011-12-03 11:50 PM	2011-12-03 11:27 PM	
dfw	AA-2312-DFW-DTW	2011-12-03 8:25 pm		C8			
usatoday	AA-2312-DFW-DTW	8:25 PM, Dec 03	Not Available		11:50 PM, Dec 03	Not Available	
flightarrival	AA-2312-DFW-DTW	2011-12-03 8:25 PM	2011-12-03 8:29 PM (Estimated runway)		2011-12-03 11:50 PM	2011-12-03 11:24 PM (Estimated runway)	
ua	UA-1974-AVL-CLT	Sat, Dec 3 7:15 AM	Sat, Dec 3 7:15 AM	4	Sat, Dec 3 8:14 AM	Sat, Dec 3 7:59 AM	E5A
airtravelcenter	UA-1974-AVL-CLT	12/3/11 7:15 AM (-05:00)			12/3/11 8:14 AM (-05:00)		
myrateplan	UA-1974-AVL-CLT	12/3/11 7:15 AM (-05:00)			12/3/11 8:14 AM (-05:00)		
helloflight	UA-1974-AVL-CLT	12/3/11 7:15 AM (-05:00)			12/3/11 8:14 AM (-05:00)		
flytecomm	UA-1974-AVL-CLT	12/3/11 7:15 AM (-05:00)			12/3/11 8:14 AM (-05:00)		
flightaware	UA-1974-AVL-CLT	2011-12-03 07:15AM EST	2011-12-03 07:25AM EST		2011-12-03 07:54AM EST	2011-12-03 08:04AM EST	
wunderground	UA-1974-AVL-CLT	2011-12-03 07:15AM EST	2011-12-03 07:25AM EST		2011-12-03 07:54AM EST	2011-12-03 08:04AM EST	
flights	UA-1974-AVL-CLT	07:15 AM  Sat 03-Dec-2011	07:11 AM  Sat 03-Dec-2011	4	08:14 AM  Sat 03-Dec-2011	07:59 AM  Sat 03-Dec-2011	E5A
businesstravellogue	UA-1974-AVL-CLT	07:15 AM  Sat 03-Dec-2011	07:11 AM  Sat 03-Dec-2011	4	08:14 AM  Sat 03-Dec-2011	07:59 AM  Sat 03-Dec-2011	E5A
flylouisville	UA-1974-AVL-CLT	07:15 AM  Sat 03-Dec-2011	07:11 AM  Sat 03-Dec-2011	4	08:14 AM  Sat 03-Dec-2011	07:59 AM  Sat 03-Dec-2011	E5A
world-flight-tracker	UA-1974-AVL-CLT	2011-12-03 7:15 AM	2011-12-03 7:11 AM		2011-12-03 8:14 AM	2011-12-03 7:59 AM	
flightview	UA-1974-AVL-CLT	7:15 AM, Dec 03	7:27 AM, Dec 03		8:14 AM, Dec 03	7:55 AM, Dec 03	
panynj	UA-1974-AVL-CLT	7:15 AM, Dec 03	7:27 AM, Dec 03		8:14 AM, Dec 03	7:55 AM, Dec 03	
gofox	UA-1974-AVL-CLT	7:15 AM, Dec 03	7:27 AM, Dec 03		8:14 AM, Dec 03	7:55 AM, Dec 03	
foxbusiness	UA-1974-AVL-CLT	7:15 AM, Dec 03	7:27 AM, Dec 03		8:14 AM, Dec 03	7:55 AM, Dec 03	
allegiantair	UA-1974-AVL-CLT	7:15 AM, Dec 03	7:27 AM, Dec 03		8:14 AM, Dec 03	7:55 AM, Dec 03	
boston	UA-1974-AVL-CLT	7:15 AM, Dec 03	7:27 AM, Dec 03		8:14 AM, Dec 03	7:55 AM, Dec 03	
travelocity	UA-1974-AVL-CLT	Dec 03 - 7:15am	Dec 03 - Contact Airline	Not provided by airline	Dec 03 - 8:14am	Dec 03 - Contact Airline	Not provided by airline
orbitz	UA-1974-AVL-CLT	7:15aDec 3		 -	8:14aDec 3		 -
usatoday	UA-1974-AVL-CLT	7:15 AM, Dec 03	7:27 AM, Dec 03		8:14 AM, Dec 03	7:55 AM, Dec 03	
mytripandmore	UA-1974-AVL-CLT	Dec 03 - 7:15am	Dec 03 - Contact Airline	Not provided by airline	Dec 03 - 8:14am	Dec 03 - Contact Airline	Not provided by airline
ua	UA-2443-PHL-FLL	Sat, Dec 3 3:40 PM	Sat, Dec 3 3:54 PM	C28	Sat, Dec 3 6:28 PM	Sat, Dec 3 6:09 PM	E5
airtravelcenter	UA-2443-PHL-FLL	12/3/11 3:40 PM (-05:00)			12/3/11 6:28 PM (-05:00)		
myrateplan	UA-2443-PHL-FLL	12/3/11 3:40 PM (-05:00)			12/3/11 6:28 PM (-05:00)		
helloflight	UA-2443-PHL-FLL	12/3/11 3:40 PM (-05:00)			12/3/11 6:28 PM (-05:00)		
flytecomm	UA-2443-PHL-FLL	12/3/11 3:40 PM (-05:00)			12/3/11 6:28 PM (-05:00)		
flightaware	UA-2443-PHL-FLL	2011-12-03 03:40PM EST	2011-12-03 04:05PM EST		2011-12-03 06:18PM EST	2011-12-03 06:07PM EST	
wunderground	UA-2443-PHL-FLL	2011-12-03 03:40PM EST	2011-12-03 04:05PM EST		2011-12-03 06:18PM EST	2011-12-03 06:07PM EST	
