CO	CO-4237-EWR-DTW	Thu., Dec.29, 2011 12:17 p.m.	Thu., Dec.29, 2011 12:21 p.m.		Thu., Dec.29, 2011 2:24 p.m.	Thu., Dec.29, 2011 2:19 p.m.	
world-flight-tracker	AA-876-ORD-BOS	2011-12-29 7:05 AM	2011-12-29 7:08 AM		2011-12-29 10:15 AM	2011-12-29 10:08 AM	
flightview	AA-876-ORD-BOS	7:05 AM, Dec 29	7:25 AM, Dec 29	H10	10:15 AM, Dec 29	10:08 AM, Dec 29	Terminal B - 31
panynj	AA-876-ORD-BOS	7:05 AM, Dec 29	7:25 AM, Dec 29	H10	10:15 AM, Dec 29	10:08 AM, Dec 29	Terminal B - 31
gofox	AA-876-ORD-BOS	7:05 AM, Dec 29	7:25 AM, Dec 29		10:15 AM, Dec 29	10:08 AM, Dec 29	
foxbusiness	AA-876-ORD-BOS	7:05 AM, Dec 29	7:25 AM, Dec 29	H10	10:15 AM, Dec 29	10:08 AM, Dec 29	Terminal B - 31
allegiantair	AA-876-ORD-BOS	7:05 AM, Dec 29	7:25 AM, Dec 29	H10	10:15 AM, Dec 29	10:08 AM, Dec 29	Terminal B - 31
boston	AA-876-ORD-BOS	7:05 AM, Dec 29	7:25 AM, Dec 29		10:15 AM, Dec 29	10:04 AM, Dec 29	
travelocity	AA-876-ORD-BOS	Dec 29 - 7:05am	Dec 29 - 7:08am	H10/T3	Dec 29 - 10:15am	Dec 29 - 10:08am	B31
orbitz	AA-876-ORD-BOS	7:05aDec 29	7:08aDec 29	 H10	10:15aDec 29	10:08aDec 29	 B31
weather	AA-876-ORD-BOS	2011-12-29 07:05 AM	2011-12-29 07:25 AM		2011-12-29 10:15 AM	2011-12-29 10:08 AM	
ord	AA-876-ORD-BOS	2011-12-29 7:05 AM		H10	2011-12-29 10:15 AM		B31
usatoday	AA-876-ORD-BOS	2011-12-29 07:05 AM	2011-12-29 07:25 AM		2011-12-29 10:15 AM	2011-12-29 10:08 AM	
mytripandmore	AA-876-ORD-BOS	7:05aDec 29	7:08aDec 29	 H10	10:15aDec 29	10:08aDec 29	 B31
ua	UA-1712-SJU-IAH	Thu, Dec 29 5:17 PM	Thu, Dec 29 5:20 PM	36	Thu, Dec 29 8:21 PM	Thu, Dec 29 8:08 PM	E16
airtravelcenter	UA-1712-SJU-IAH	12/29/11 5:17 PM (-04:00)			12/29/11 8:21 PM (-06:00)		
myrateplan	UA-1712-SJU-IAH	12/29/11 5:17 PM (-04:00)			12/29/11 8:21 PM (-06:00)		
helloflight	UA-1712-SJU-IAH	12/29/11 5:17 PM (-04:00)			12/29/11 8:21 PM (-06:00)		
flytecomm	UA-1712-SJU-IAH	12/29/11 5:17 PM (-04:00)			12/29/11 8:21 PM (-06:00)		
flights	UA-1712-SJU-IAH		2011-12-29 05:20 PM	B36		2011-12-29 08:08 PM	16
businesstravellogue	UA-1712-SJU-IAH		2011-12-29 05:20 PM	B36		2011-12-29 08:08 PM	16
flylouisville	UA-1712-SJU-IAH		2011-12-29 05:20 PM	B36		2011-12-29 08:08 PM	16
flightview	UA-1712-SJU-IAH		5:34 PMDec 29			8:08 PMDec 29	
panynj	UA-1712-SJU-IAH		5:34 PMDec 29			8:08 PMDec 29	
gofox	UA-1712-SJU-IAH		5:34 PMDec 29			8:08 PMDec 29	
foxbusiness	UA-1712-SJU-IAH		5:34 PMDec 29			8:08 PMDec 29	
allegiantair	UA-1712-SJU-IAH		5:34 PMDec 29			8:08 PMDec 29	
boston	UA-1712-SJU-IAH		5:34 PMDec 29			8:03 PMDec 29	
travelocity	UA-1712-SJU-IAH	Dec 29 - 5:17pm	Dec 29 - Contact Airline	Not provided by airline	Dec 29 - 8:21pm	Dec 29 - Contact Airline	Not provided by airline
orbitz	UA-1712-SJU-IAH	5:17pDec 29	5:20pDec 29	 36	8:21pDec 29	8:08pDec 29	 E16
weather	UA-1712-SJU-IAH	2011-12-29 05:17 PM			2011-12-29 08:21 PM		
ua	UA-658-DEN-IAD	Thu, Dec 29 7:35 PM	Thu, Dec 29 7:35 PM	B24	Fri, Dec 30 12:43 AM	Fri, Dec 30 12:43 AM	D16
flightexplorer	UA-658-DEN-IAD		12/28/2011 7:42PM MST			12/29/2011 12:22AM EST	
flightexplorer	UA-658-DEN-IAD	12/29/2011 7:35PM MST			12/30/2011 12:43AM EST		
airtravelcenter	UA-658-DEN-IAD		12/29/11 7:41 PM (-07:00)			12/30/11 12:29 AM (-05:00)	
myrateplan	UA-658-DEN-IAD		12/29/11 7:41 PM (-07:00)			12/30/11 12:29 AM (-05:00)	
helloflight	UA-658-DEN-IAD		12/29/11 7:41 PM (-07:00)			12/30/11 12:29 AM (-05:00)	
flytecomm	UA-658-DEN-IAD		12/29/11 7:41 PM (-07:00)			12/30/11 12:29 AM (-05:00)	
flightaware	UA-658-DEN-IAD	2011-12-29 07:35PM MST	2011-12-29 07:43PM MST	 B28 	2011-12-29 12:41AM EST	2011-12-29 12:29AM EST	 D20 
wunderground	UA-658-DEN-IAD	2011-12-29 07:35PM MST	2011-12-29 07:43PM MST	 B28 	2011-12-29 12:41AM EST	2011-12-29 12:29AM EST	 D20 
flights	UA-658-DEN-IAD	07:35 PM  Thu 29-Dec-2011			12:43 AM  Fri 30-Dec-2011		
businesstravellogue	UA-658-DEN-IAD	07:35 PM  Thu 29-Dec-2011			12:43 AM  Fri 30-Dec-2011		
flylouisville	UA-658-DEN-IAD	07:35 PM  Thu 29-Dec-2011			12:43 AM  Fri 30-Dec-2011		
flightstats	UA-658-DEN-IAD	2011-12-29 7:35 PM	2011-12-29 7:41 PM (Estimated runway)		2011-12-29 12:43 AM	2011-12-29 12:29 AM (Estimated runway)	
quicktrip	UA-658-DEN-IAD	2011-12-29 7:35 PM	2011-12-29 7:41 PM (Estimated runway)		2011-12-29 12:43 AM	2011-12-29 12:29 AM (Estimated runway)	
world-flight-tracker	UA-658-DEN-IAD	2011-12-29 7:35 PM	2011-12-29 7:41 PM (Estimated runway)		2011-12-29 12:43 AM	2011-12-29 12:29 AM (Estimated runway)	
flightview	UA-658-DEN-IAD	7:35 PM, Dec 29		B24	12:43 AM, Dec 30		D16
panynj	UA-658-DEN-IAD	7:35 PM, Dec 29		B24	12:43 AM, Dec 30		D16
gofox	UA-658-DEN-IAD	7:35 PM, Dec 29			12:43 AM, Dec 30		
foxbusiness	UA-658-DEN-IAD	7:35 PM, Dec 29		B24	12:43 AM, Dec 30		D16
allegiantair	UA-658-DEN-IAD	7:35 PM, Dec 29		B24	12:43 AM, Dec 30		D16
boston	UA-658-DEN-IAD	7:35 PM, Dec 29	Not Available		12:43 AM, Dec 30	Not Available	
travelocity	UA-658-DEN-IAD	Dec 29 - 7:35pm	Dec 29 - Not Available	B24	Dec 29 - 12:43am	Dec 29 - Not Available	D16
orbitz	UA-658-DEN-IAD	7:35pDec 29		 B24	12:43aDec 30		 D16
weather	UA-658-DEN-IAD	2011-12-29 07:35 PM	2011-12-29 07:44 PM		2011-12-29 12:43 AM	2011-12-29 12:23 AM	
den	UA-658-DEN-IAD	2011-12-29 7:35 PM		B24			
iad	UA-658-DEN-IAD				2011-12-29 00:43 	2011-12-29 00:48 	
flightarrival	UA-658-DEN-IAD	7:35 PM, Dec 29	Not Available		12:43 AM, Dec 30	Not Available	
ua	UA-3470-DEN-IND	Thu, Dec 29 6:20 PM	Thu, Dec 29 6:20 PM	B56	Thu, Dec 29 10:48 PM	Thu, Dec 29 10:48 PM	A23
airtravelcenter	UA-3470-DEN-IND		12/29/11 6:31 PM (-07:00)			12/29/11 10:34 PM (-05:00)	
myrateplan	UA-3470-DEN-IND		12/29/11 6:31 PM (-07:00)			12/29/11 10:34 PM (-05:00)	
helloflight	UA-3470-DEN-IND		12/29/11 6:31 PM (-07:00)			12/29/11 10:34 PM (-05:00)	
flytecomm	UA-3470-DEN-IND		12/29/11 6:31 PM (-07:00)			12/29/11 10:34 PM (-05:00)	
flightaware	UA-3470-DEN-IND	2011-12-29 06:20PM MST	2011-12-29 06:30PM MST	 B56 	2011-12-29 10:28PM EST	2011-12-29 10:38PM EST	 A23 
wunderground	UA-3470-DEN-IND	2011-12-29 06:20PM MST	2011-12-29 06:30PM MST	 B56 	2011-12-29 10:28PM EST	2011-12-29 10:38PM EST	 A23 
flights	UA-3470-DEN-IND	06:20 PM  Thu 29-Dec-2011		B56	10:48 PM  Thu 29-Dec-2011		A23
businesstravellogue	UA-3470-DEN-IND	06:20 PM  Thu 29-Dec-2011		B56	10:48 PM  Thu 29-Dec-2011		A23
flylouisville	UA-3470-DEN-IND	06:20 PM  Thu 29-Dec-2011		B56	10:48 PM  Thu 29-Dec-2011		A23
world-flight-tracker	UA-3470-DEN-IND	2011-12-29 6:20 PM	2011-12-29 6:20 PM (Estimated)		2011-12-29 10:48 PM	2011-12-29 10:48 PM (Estimated)	
flightview	UA-3470-DEN-IND	6:20 PM, Dec 29		B56	10:48 PM, Dec 29		A23
panynj	UA-3470-DEN-IND	6:20 PM, Dec 29		B56	10:48 PM, Dec 29		A23
gofox	UA-3470-DEN-IND	6:20 PM, Dec 29			10:48 PM, Dec 29		
foxbusiness	UA-3470-DEN-IND	6:20 PM, Dec 29		B56	10:48 PM, Dec 29		A23
allegiantair	UA-3470-DEN-IND	6:20 PM, Dec 29		B56	10:48 PM, Dec 29		A23
boston	UA-3470-DEN-IND	6:20 PM, Dec 29	Not Available		10:48 PM, Dec 29	Not Available	
travelocity	UA-3470-DEN-IND	Dec 29 - 6:20pm	Dec 29 - Not Available	B56	Dec 29 - 10:48pm	Dec 29 - Not Available	A23
orbitz	UA-3470-DEN-IND	6:20pDec 29		 B56	10:48pDec 29		 A23
weather	UA-3470-DEN-IND	2011-12-29 06:20 PM			2011-12-29 10:48 PM		
den	UA-3470-DEN-IND	2011-12-29 6:20 PM		B56			
mytripandmore	UA-3470-DEN-IND	6:20pDec 29		 B56	10:48pDec 29		 A23
flightwise	UA-3470-DEN-IND	2011-12-29 06:20PM MST	2011-12-29 06:30PM MST	 B56 	2011-12-29 10:28PM EST	2011-12-29 10:38PM EST	 A23 
flightarrival	UA-3470-DEN-IND	2011-12-29 06:20 PM			2011-12-29 10:48 PM		
ua	UA-2359-BOS-LGA	Thu, Dec 29 6:00 AM	Thu, Dec 29 6:00 AM	B17	Thu, Dec 29 7:11 AM	Thu, Dec 29 6:54 AM	19
airtravelcenter	UA-2359-BOS-LGA		12/29/11 6:08 AM (-05:00)			12/29/11 6:53 AM (-05:00)	
myrateplan	UA-2359-BOS-LGA		12/29/11 6:08 AM (-05:00)			12/29/11 6:53 AM (-05:00)	
helloflight	UA-2359-BOS-LGA		12/29/11 6:08 AM (-05:00)			12/29/11 6:53 AM (-05:00)	
flytecomm	UA-2359-BOS-LGA		12/29/11 6:08 AM (-05:00)			12/29/11 6:53 AM (-05:00)	
flights	UA-2359-BOS-LGA	06:00 AM  Thu 29-Dec-2011	05:53 AM  Thu 29-Dec-2011	B17	07:11 AM  Thu 29-Dec-2011	06:54 AM  Thu 29-Dec-2011	19
businesstravellogue	UA-2359-BOS-LGA	06:00 AM  Thu 29-Dec-2011	05:53 AM  Thu 29-Dec-2011	B17	07:11 AM  Thu 29-Dec-2011	06:54 AM  Thu 29-Dec-2011	19
flylouisville	UA-2359-BOS-LGA	06:00 AM  Thu 29-Dec-2011	05:53 AM  Thu 29-Dec-2011	B17	07:11 AM  Thu 29-Dec-2011	06:54 AM  Thu 29-Dec-2011	19
world-flight-tracker	UA-2359-BOS-LGA	2011-12-29 6:00 AM	2011-12-29 5:53 AM		2011-12-29 7:11 AM	2011-12-29 6:54 AM	
flightview	UA-2359-BOS-LGA	6:00 AM, Dec 29	6:09 AM, Dec 29	Terminal B - 17	7:11 AM, Dec 29	6:49 AM, Dec 29	Terminal C
panynj	UA-2359-BOS-LGA	6:00 AM, Dec 29	6:09 AM, Dec 29	Terminal B - 17	7:11 AM, Dec 29	6:49 AM, Dec 29	Terminal C
gofox	UA-2359-BOS-LGA	6:00 AM, Dec 29	6:09 AM, Dec 29		7:11 AM, Dec 29	6:49 AM, Dec 29	
foxbusiness	UA-2359-BOS-LGA	6:00 AM, Dec 29	6:09 AM, Dec 29	Terminal B - 17	7:11 AM, Dec 29	6:49 AM, Dec 29	Terminal C
allegiantair	UA-2359-BOS-LGA	6:00 AM, Dec 29	6:09 AM, Dec 29	Terminal B - 17	7:11 AM, Dec 29	6:49 AM, Dec 29	Terminal C
boston	UA-2359-BOS-LGA	6:00 AM, Dec 29	6:09 AM, Dec 29		7:11 AM, Dec 29	6:49 AM, Dec 29	
travelocity	UA-2359-BOS-LGA	Dec 29 - 6:00am	Dec 29 - Contact Airline	Not provided by airline	Dec 29 - 7:11am	Dec 29 - Contact Airline	Not provided by airline
orbitz	UA-2359-BOS-LGA	6:00aDec 29	5:53aDec 29	 -	7:11aDec 29	6:54aDec 29	 -
weather	UA-2359-BOS-LGA	2011-12-29 06:00 AM			2011-12-29 07:11 AM		
usatoday	UA-2359-BOS-LGA	2011-12-29 06:00 AM			2011-12-29 07:11 AM		
flightarrival	UA-2359-BOS-LGA	6:00 AM, Dec 29	6:09 AM, Dec 29		7:11 AM, Dec 29	6:49 AM, Dec 29	
ua	UA-6152-IAD-YOW	Thu, Dec 29 12:15 PM	Thu, Dec 29 12:11 PM	C18R	Thu, Dec 29 1:43 PM	Thu, Dec 29 1:25 PM	--
airtravelcenter	UA-6152-IAD-YOW	12/29/11 12:15 PM (-05:00)			12/29/11 1:43 PM (-05:00)		
myrateplan	UA-6152-IAD-YOW	12/29/11 12:15 PM (-05:00)			12/29/11 1:43 PM (-05:00)		
helloflight	UA-6152-IAD-YOW	12/29/11 12:15 PM (-05:00)			12/29/11 1:43 PM (-05:00)		
flytecomm	UA-6152-IAD-YOW	12/29/11 12:15 PM (-05:00)			12/29/11 1:43 PM (-05:00)		
flights	UA-6152-IAD-YOW		2011-12-29 12:11 PM	C18		2011-12-29 01:25 PM	
businesstravellogue	UA-6152-IAD-YOW		2011-12-29 12:11 PM	C18		2011-12-29 01:25 PM	
flylouisville	UA-6152-IAD-YOW		2011-12-29 12:11 PM	C18		2011-12-29 01:25 PM	
flightview	UA-6152-IAD-YOW		12:22 PMDec 29			1:25 PMDec 29	
panynj	UA-6152-IAD-YOW		12:22 PMDec 29			1:25 PMDec 29	
gofox	UA-6152-IAD-YOW		12:22 PMDec 29			1:25 PMDec 29	
foxbusiness	UA-6152-IAD-YOW		12:22 PMDec 29			1:25 PMDec 29	
allegiantair	UA-6152-IAD-YOW		12:22 PMDec 29			1:25 PMDec 29	
boston	UA-6152-IAD-YOW		12:22 PMDec 29			1:23 PMDec 29	
travelocity	UA-6152-IAD-YOW	Dec 29 - Not Available	Dec 29 - 12:21pm	C18R	Dec 29 - Not Available	Dec 29 - 1:25pm	CHK
orbitz	UA-6152-IAD-YOW	12:15pDec 29	12:11pDec 29	 C18R	1:43pDec 29	1:25pDec 29	 -
weather	UA-6152-IAD-YOW	2011-12-29 12:15 PM			2011-12-29 01:43 PM		
iad	UA-6152-IAD-YOW	2011-12-29 12:15 	2011-12-29 12:15 				
mytripandmore	UA-6152-IAD-YOW	12:15pDec 29	12:11pDec 29	 C18R	1:43pDec 29	1:25pDec 29	 -
ua	UA-3469-IAD-MSP	Thu, Dec 29 5:15 PM	Thu, Dec 29 5:08 PM	D4	Thu, Dec 29 7:05 PM	Thu, Dec 29 6:43 PM	E3
airtravelcenter	UA-3469-IAD-MSP		12/29/11 5:20 PM (-05:00)			12/29/11 6:29 PM (-06:00)	
myrateplan	UA-3469-IAD-MSP		12/29/11 5:20 PM (-05:00)			12/29/11 6:29 PM (-06:00)	
helloflight	UA-3469-IAD-MSP		12/29/11 5:20 PM (-05:00)			12/29/11 6:29 PM (-06:00)	
flytecomm	UA-3469-IAD-MSP		12/29/11 5:20 PM (-05:00)			12/29/11 6:29 PM (-06:00)	
flightaware	UA-3469-IAD-MSP	2011-12-29 05:15PM EST	2011-12-29 05:20PM EST	 D4 	2011-12-29 06:46PM CST	2011-12-29 06:29PM CST	 E3 
wunderground	UA-3469-IAD-MSP	2011-12-29 05:15PM EST	2011-12-29 05:20PM EST	 D4 	2011-12-29 06:46PM CST	2011-12-29 06:29PM CST	 E3 
flights	UA-3469-IAD-MSP	05:15 PM  Thu 29-Dec-2011	05:08 PM  Thu 29-Dec-2011	D4	07:05 PM  Thu 29-Dec-2011	06:43 PM  Thu 29-Dec-2011	E3
businesstravellogue	UA-3469-IAD-MSP	05:15 PM  Thu 29-Dec-2011	05:08 PM  Thu 29-Dec-2011	D4	07:05 PM  Thu 29-Dec-2011	06:43 PM  Thu 29-Dec-2011	E3
flylouisville	UA-3469-IAD-MSP	05:15 PM  Thu 29-Dec-2011	05:08 PM  Thu 29-Dec-2011	D4	07:05 PM  Thu 29-Dec-2011	06:43 PM  Thu 29-Dec-2011	E3
flightstats	UA-3469-IAD-MSP	2011-12-29 5:15 PM	2011-12-29 5:08 PM		2011-12-29 7:05 PM	2011-12-29 6:43 PM	
quicktrip	UA-3469-IAD-MSP	2011-12-29 5:15 PM	2011-12-29 5:08 PM		2011-12-29 7:05 PM	2011-12-29 6:43 PM	
world-flight-tracker	UA-3469-IAD-MSP	2011-12-29 5:15 PM	2011-12-29 5:08 PM		2011-12-29 7:05 PM	2011-12-29 6:43 PM	
flightview	UA-3469-IAD-MSP	5:15 PM, Dec 29	5:20 PM, Dec 29	D4	7:05 PM, Dec 29	6:43 PM, Dec 29	E3
panynj	UA-3469-IAD-MSP	5:15 PM, Dec 29	5:20 PM, Dec 29	D4	7:05 PM, Dec 29	6:43 PM, Dec 29	E3
gofox	UA-3469-IAD-MSP	5:15 PM, Dec 29	5:20 PM, Dec 29		7:05 PM, Dec 29	6:43 PM, Dec 29	
foxbusiness	UA-3469-IAD-MSP	5:15 PM, Dec 29	5:20 PM, Dec 29	D4	7:05 PM, Dec 29	6:43 PM, Dec 29	E3
allegiantair	UA-3469-IAD-MSP	5:15 PM, Dec 29	5:20 PM, Dec 29	D4	7:05 PM, Dec 29	6:43 PM, Dec 29	E3
boston	UA-3469-IAD-MSP	5:15 PM, Dec 29	5:20 PM, Dec 29		7:05 PM, Dec 29	6:26 PM, Dec 29	
travelocity	UA-3469-IAD-MSP	Dec 29 - Not Available	Dec 29 - 5:18pm	D4	Dec 29 - Not Available	Dec 29 - 6:43pm	E3
orbitz	UA-3469-IAD-MSP	5:15pDec 29	5:08pDec 29	 D4	7:05pDec 29	6:43pDec 29	 E3
weather	UA-3469-IAD-MSP	2011-12-29 05:15 PM			2011-12-29 07:05 PM		
iad	UA-3469-IAD-MSP	2011-12-29 17:15 	2011-12-29 17:08 				
ifly	UA-3469-IAD-MSP	2011-12-29 5:15 PM	2011-12-29 5:08 PM		2011-12-29 7:05 PM	2011-12-29 6:43 PM	
mytripandmore	UA-3469-IAD-MSP	5:15pDec 29	5:08pDec 29	 D4	7:05pDec 29	6:43pDec 29	 E3
flightwise	UA-3469-IAD-MSP	2011-12-29 05:15PM EST	2011-12-29 05:20PM EST	 D4 	2011-12-29 06:46PM CST	2011-12-29 06:29PM CST	 E3 
ua	UA-271-MSP-DEN	Thu, Dec 29 7:39 PM	Thu, Dec 29 7:50 PM	E6	Thu, Dec 29 8:48 PM	Thu, Dec 29 8:54 PM	B44
airtravelcenter	UA-271-MSP-DEN		12/29/11 8:06 PM (-06:00)			12/29/11 8:51 PM (-07:00)	
myrateplan	UA-271-MSP-DEN		12/29/11 8:06 PM (-06:00)			12/29/11 8:51 PM (-07:00)	
helloflight	UA-271-MSP-DEN		12/29/11 8:06 PM (-06:00)			12/29/11 8:51 PM (-07:00)	
flytecomm	UA-271-MSP-DEN		12/29/11 8:06 PM (-06:00)			12/29/11 8:51 PM (-07:00)	
flights	UA-271-MSP-DEN		2011-12-29 07:50 PM	E6		2011-12-29 08:54 PM	B44
businesstravellogue	UA-271-MSP-DEN		2011-12-29 07:50 PM	E6		2011-12-29 08:54 PM	B44
flylouisville	UA-271-MSP-DEN		2011-12-29 07:50 PM	E6		2011-12-29 08:54 PM	B44
flightview	UA-271-MSP-DEN		8:06 PMDec 29			8:54 PMDec 29	
panynj	UA-271-MSP-DEN		8:06 PMDec 29			8:54 PMDec 29	
gofox	UA-271-MSP-DEN		8:06 PMDec 29			8:54 PMDec 29	
foxbusiness	UA-271-MSP-DEN		8:06 PMDec 29			8:54 PMDec 29	
allegiantair	UA-271-MSP-DEN		8:06 PMDec 29			8:54 PMDec 29	
boston	UA-271-MSP-DEN		8:06 PMDec 29			8:51 PMDec 29	
orbitz	UA-271-MSP-DEN	7:39pDec 29	7:50pDec 29	 E6	8:48pDec 29	8:54pDec 29	 B44
weather	UA-271-MSP-DEN	2011-12-29 07:39 PM			2011-12-29 08:48 PM		
flightarrival	UA-271-MSP-DEN	2011-12-29 07:39 PM			2011-12-29 08:48 PM		
ua	UA-2329-MSP-CLT	Thu, Dec 29 7:00 AM	Thu, Dec 29 7:00 AM	E2	Thu, Dec 29 10:40 AM	Thu, Dec 29 10:20 AM	D7
airtravelcenter	UA-2329-MSP-CLT		12/29/11 7:21 AM (-06:00)			12/29/11 10:14 AM (-05:00)	
myrateplan	UA-2329-MSP-CLT		12/29/11 7:21 AM (-06:00)			12/29/11 10:14 AM (-05:00)	
helloflight	UA-2329-MSP-CLT		12/29/11 7:21 AM (-06:00)			12/29/11 10:14 AM (-05:00)	
flytecomm	UA-2329-MSP-CLT		12/29/11 7:21 AM (-06:00)			12/29/11 10:14 AM (-05:00)	
flights	UA-2329-MSP-CLT		2011-12-29 06:55 AM	E2		2011-12-29 10:20 AM	D7
businesstravellogue	UA-2329-MSP-CLT		2011-12-29 06:55 AM	E2		2011-12-29 10:20 AM	D7
flylouisville	UA-2329-MSP-CLT		2011-12-29 06:55 AM	E2		2011-12-29 10:20 AM	D7
flightview	UA-2329-MSP-CLT		7:21 AMDec 29			10:16 AMDec 29	
panynj	UA-2329-MSP-CLT		7:21 AMDec 29			10:16 AMDec 29	
gofox	UA-2329-MSP-CLT		7:21 AMDec 29			10:16 AMDec 29	
foxbusiness	UA-2329-MSP-CLT		7:21 AMDec 29			10:16 AMDec 29	
allegiantair	UA-2329-MSP-CLT		7:21 AMDec 29			10:16 AMDec 29	
boston	UA-2329-MSP-CLT		7:21 AMDec 29			10:16 AMDec 29	
travelocity	UA-2329-MSP-CLT	Dec 29 - 7:00am	Dec 29 - Contact Airline	Not provided by airline	Dec 29 - 10:40am	Dec 29 - Contact Airline	Not provided by airline
orbitz	UA-2329-MSP-CLT	7:00aDec 29	6:55aDec 29	 -	10:40aDec 29	10:20aDec 29	 -
weather	UA-2329-MSP-CLT	2011-12-29 07:00 AM			2011-12-29 10:40 AM		
mytripandmore	UA-2329-MSP-CLT	Dec 29 - 7:00am	Dec 29 - Contact Airline	Not provided by airline	Dec 29 - 10:40am	Dec 29 - Contact Airline	Not provided by airline
ua	UA-4423-IAH-TLC	Thu, Dec 29 9:00 AM	Thu, Dec 29 8:56 AM	B73	Thu, Dec 29 11:18 AM	Thu, Dec 29 11:24 AM	--
airtravelcenter	UA-4423-IAH-TLC	12/29/11 9:00 AM (-06:00)			12/29/11 11:18 AM (-06:00)		
myrateplan	UA-4423-IAH-TLC	12/29/11 9:00 AM (-06:00)			12/29/11 11:18 AM (-06:00)		
helloflight	UA-4423-IAH-TLC	12/29/11 9:00 AM (-06:00)			12/29/11 11:18 AM (-06:00)		
flytecomm	UA-4423-IAH-TLC	12/29/11 9:00 AM (-06:00)			12/29/11 11:18 AM (-06:00)		
flights	UA-4423-IAH-TLC		2011-12-29 08:56 AM	73		2011-12-29 11:24 AM	
businesstravellogue	UA-4423-IAH-TLC		2011-12-29 08:56 AM	73		2011-12-29 11:24 AM	
flylouisville	UA-4423-IAH-TLC		2011-12-29 08:56 AM	73		2011-12-29 11:24 AM	
flightview	UA-4423-IAH-TLC		9:26 AMDec 29			11:24 AMDec 29	
panynj	UA-4423-IAH-TLC		9:26 AMDec 29			11:24 AMDec 29	
gofox	UA-4423-IAH-TLC		9:26 AMDec 29			11:24 AMDec 29	
foxbusiness	UA-4423-IAH-TLC		9:26 AMDec 29			11:24 AMDec 29	
allegiantair	UA-4423-IAH-TLC		9:26 AMDec 29			11:24 AMDec 29	
boston	UA-4423-IAH-TLC		9:26 AMDec 29			11:16 AMDec 29	
travelocity	UA-4423-IAH-TLC	Dec 29 - 9:00am	Dec 29 - Contact Airline	Not provided by airline	Dec 29 - 11:18am	Dec 29 - Contact Airline	Not provided by airline
orbitz	UA-4423-IAH-TLC	9:00aDec 29	8:56aDec 29	 -	11:18aDec 29	11:24aDec 29	 -
flightarrival	UA-4423-IAH-TLC		9:26 AMDec 29			11:16 AMDec 29	
ua	UA-967-IAD-LAX	Thu, Dec 29 4:37 PM	Thu, Dec 29 4:39 PM	C9	Thu, Dec 29 7:25 PM	Thu, Dec 29 7:20 PM	73
airtravelcenter	UA-967-IAD-LAX		12/29/11 4:49 PM (-05:00)			12/29/11 7:17 PM (-08:00)	
myrateplan	UA-967-IAD-LAX		12/29/11 4:49 PM (-05:00)			12/29/11 7:17 PM (-08:00)	
helloflight	UA-967-IAD-LAX		12/29/11 4:49 PM (-05:00)			12/29/11 7:17 PM (-08:00)	
flytecomm	UA-967-IAD-LAX		12/29/11 4:49 PM (-05:00)			12/29/11 7:17 PM (-08:00)	
flightaware	UA-967-IAD-LAX	2011-12-29 04:37PM EST	2011-12-29 04:48PM EST	 C9 	2011-12-29 07:11PM PST	2011-12-29 07:13PM PST	 73 
wunderground	UA-967-IAD-LAX	2011-12-29 04:37PM EST	2011-12-29 04:48PM EST	 C9 	2011-12-29 07:11PM PST	2011-12-29 07:13PM PST	 73 
flights	UA-967-IAD-LAX	04:37 PM  Thu 29-Dec-2011	04:39 PM  Thu 29-Dec-2011	C9	07:25 PM  Thu 29-Dec-2011	07:20 PM  Thu 29-Dec-2011	73
businesstravellogue	UA-967-IAD-LAX	04:37 PM  Thu 29-Dec-2011	04:39 PM  Thu 29-Dec-2011	C9	07:25 PM  Thu 29-Dec-2011	07:20 PM  Thu 29-Dec-2011	73
flylouisville	UA-967-IAD-LAX	04:37 PM  Thu 29-Dec-2011	04:39 PM  Thu 29-Dec-2011	C9	07:25 PM  Thu 29-Dec-2011	07:20 PM  Thu 29-Dec-2011	73
flightstats	UA-967-IAD-LAX	2011-12-29 4:37 PM	2011-12-29 4:39 PM		2011-12-29 7:25 PM	2011-12-29 7:20 PM	
quicktrip	UA-967-IAD-LAX	2011-12-29 4:37 PM	2011-12-29 4:39 PM		2011-12-29 7:25 PM	2011-12-29 7:20 PM	
world-flight-tracker	UA-967-IAD-LAX	2011-12-29 4:37 PM	2011-12-29 4:39 PM		2011-12-29 7:25 PM	2011-12-29 7:20 PM	
flightview	UA-967-IAD-LAX	4:37 PM, Dec 29	4:49 PM, Dec 29	C9	7:25 PM, Dec 29	7:20 PM, Dec 29	73
panynj	UA-967-IAD-LAX	4:37 PM, Dec 29	4:49 PM, Dec 29	C9	7:25 PM, Dec 29	7:20 PM, Dec 29	73
gofox	UA-967-IAD-LAX	4:37 PM, Dec 29	4:49 PM, Dec 29		7:25 PM, Dec 29	7:20 PM, Dec 29	
foxbusiness	UA-967-IAD-LAX	4:37 PM, Dec 29	4:49 PM, Dec 29	C9	7:25 PM, Dec 29	7:20 PM, Dec 29	73
allegiantair	UA-967-IAD-LAX	4:37 PM, Dec 29	4:49 PM, Dec 29	C9	7:25 PM, Dec 29	7:20 PM, Dec 29	73
boston	UA-967-IAD-LAX	4:37 PM, Dec 29	4:49 PM, Dec 29		7:25 PM, Dec 29	7:14 PM, Dec 29	
