CO	CO-4237-EWR-DTW	Tue., Dec.20, 2011 12:17 p.m.	Tue., Dec.20, 2011 12:12 p.m.		Tue., Dec.20, 2011 2:24 p.m.	Tue., Dec.20, 2011 2:24 p.m.	
boston	AA-2446-LAX-DFW		1:28 PMDec 20			5:58 PMDec 20	
travelocity	AA-2446-LAX-DFW	Dec 20 - 1:10pm	Dec 20 - 1:11pm	45/T4	Dec 20 - 6:10pm	Dec 20 - 6:03pm	D29/D
orbitz	AA-2446-LAX-DFW	1:10pDec 20	1:11pDec 20	 45	6:10pDec 20	6:03pDec 20	 D29
weather	AA-2446-LAX-DFW	2011-12-20 01:10 PM			2011-12-20 06:10 PM		
dfw	AA-2446-LAX-DFW				2011-12-20 6:10 pm		D29
mytripandmore	AA-2446-LAX-DFW	1:10pDec 20	1:11pDec 20	 45	6:10pDec 20	6:03pDec 20	 D29
flightarrival	AA-2446-LAX-DFW	2011-12-20 01:10 PM			2011-12-20 06:10 PM		
ua	UA-4295-EWR-XNA	Tue, Dec 20 4:00 PM	Tue, Dec 20 3:57 PM	A20A	Tue, Dec 20 6:29 PM	Tue, Dec 20 6:24 PM	--
airtravelcenter	UA-4295-EWR-XNA	12/20/11 4:00 PM (-05:00)			12/20/11 6:29 PM (-06:00)		
myrateplan	UA-4295-EWR-XNA	12/20/11 4:00 PM (-05:00)			12/20/11 6:29 PM (-06:00)		
helloflight	UA-4295-EWR-XNA	12/20/11 4:00 PM (-05:00)			12/20/11 6:29 PM (-06:00)		
flytecomm	UA-4295-EWR-XNA	12/20/11 4:00 PM (-05:00)			12/20/11 6:29 PM (-06:00)		
flights	UA-4295-EWR-XNA		2011-12-20 03:57 PM	20A		2011-12-20 06:29 PM	
businesstravellogue	UA-4295-EWR-XNA		2011-12-20 03:57 PM	20A		2011-12-20 06:29 PM	
flylouisville	UA-4295-EWR-XNA		2011-12-20 03:57 PM	20A		2011-12-20 06:29 PM	
flightview	UA-4295-EWR-XNA		4:14 PMDec 20			6:20 PMDec 20	
panynj	UA-4295-EWR-XNA		4:14 PMDec 20			6:20 PMDec 20	
gofox	UA-4295-EWR-XNA		4:14 PMDec 20			6:20 PMDec 20	
foxbusiness	UA-4295-EWR-XNA		4:14 PMDec 20			6:20 PMDec 20	
allegiantair	UA-4295-EWR-XNA		4:14 PMDec 20			6:20 PMDec 20	
boston	UA-4295-EWR-XNA		4:14 PMDec 20			6:20 PMDec 20	
travelocity	UA-4295-EWR-XNA	Dec 20 - 4:00pm	Dec 20 - Contact Airline	Not provided by airline	Dec 20 - 6:29pm	Dec 20 - Contact Airline	Not provided by airline
orbitz	UA-4295-EWR-XNA	4:00pDec 20	3:57pDec 20	 -	6:47pDec 20		 -
weather	UA-4295-EWR-XNA	2011-12-20 04:00 PM			2011-12-20 06:29 PM		
usatoday	UA-4295-EWR-XNA	2011-12-20 04:00 PM			2011-12-20 06:29 PM		
flightarrival	UA-4295-EWR-XNA		4:14 PMDec 20			6:20 PMDec 20	
CO	CO-1167-EWR-ORD	Tue., Dec.20, 2011 7:00 a.m.	Tue., Dec.20, 2011 7:03 a.m.		Tue., Dec.20, 2011 8:52 a.m.	Tue., Dec.20, 2011 8:36 a.m.	
flightexplorer	CO-1167-EWR-ORD		12/20/2011 7:19AM EST			12/20/2011 8:33AM CST	
airtravelcenter	CO-1167-EWR-ORD	12/20/11 7:00 AM (-05:00)			12/20/11 8:52 AM (-06:00)		
myrateplan	CO-1167-EWR-ORD	12/20/11 7:00 AM (-05:00)			12/20/11 8:52 AM (-06:00)		
helloflight	CO-1167-EWR-ORD	12/20/11 7:00 AM (-05:00)			12/20/11 8:52 AM (-06:00)		
flytecomm	CO-1167-EWR-ORD	12/20/11 7:00 AM (-05:00)			12/20/11 8:52 AM (-06:00)		
flightaware	CO-1167-EWR-ORD	2011-12-20 07:00AM EST	2011-12-20 07:12AM EST		2011-12-20 07:52AM CST	2011-12-20 08:04AM CST	
wunderground	CO-1167-EWR-ORD	2011-12-20 07:00AM EST	2011-12-20 07:12AM EST		2011-12-20 07:52AM CST	2011-12-20 08:04AM CST	
flights	CO-1167-EWR-ORD	07:00 AM  Tue 20-Dec-2011	07:03 AM  Tue 20-Dec-2011	113	08:52 AM  Tue 20-Dec-2011	08:36 AM  Tue 20-Dec-2011	B2
businesstravellogue	CO-1167-EWR-ORD	07:00 AM  Tue 20-Dec-2011	07:03 AM  Tue 20-Dec-2011	113	08:52 AM  Tue 20-Dec-2011	08:36 AM  Tue 20-Dec-2011	B2
flylouisville	CO-1167-EWR-ORD	07:00 AM  Tue 20-Dec-2011	07:03 AM  Tue 20-Dec-2011	113	08:52 AM  Tue 20-Dec-2011	08:36 AM  Tue 20-Dec-2011	B2
flightstats	CO-1167-EWR-ORD	2011-12-20 7:00 AM	2011-12-20 7:03 AM		2011-12-20 8:52 AM	2011-12-20 8:36 AM	
quicktrip	CO-1167-EWR-ORD	2011-12-20 7:00 AM	2011-12-20 7:03 AM		2011-12-20 8:52 AM	2011-12-20 8:36 AM	
world-flight-tracker	CO-1167-EWR-ORD	2011-12-20 7:00 AM	2011-12-20 7:03 AM		2011-12-20 8:52 AM	2011-12-20 8:36 AM	
flightview	CO-1167-EWR-ORD	7:00 AM, Dec 20	7:21 AM, Dec 20	Term C - C113	8:52 AM, Dec 20	8:36 AM, Dec 20	Term 1 - B2
panynj	CO-1167-EWR-ORD	7:00 AM, Dec 20	7:21 AM, Dec 20	Term C - C113	8:52 AM, Dec 20	8:36 AM, Dec 20	Term 1 - B2
gofox	CO-1167-EWR-ORD	7:00 AM, Dec 20	7:21 AM, Dec 20		8:52 AM, Dec 20	8:36 AM, Dec 20	
foxbusiness	CO-1167-EWR-ORD	7:00 AM, Dec 20	7:21 AM, Dec 20	Term C - C113	8:52 AM, Dec 20	8:36 AM, Dec 20	Term 1 - B2
allegiantair	CO-1167-EWR-ORD	7:00 AM, Dec 20	7:21 AM, Dec 20	Term C - C113	8:52 AM, Dec 20	8:36 AM, Dec 20	Term 1 - B2
boston	CO-1167-EWR-ORD	7:00 AM, Dec 20	7:21 AM, Dec 20		8:52 AM, Dec 20	8:35 AM, Dec 20	
travelocity	CO-1167-EWR-ORD	Dec 20 - 7:00am	Dec 20 - 7:03am	C113	Dec 20 - 8:52am	Dec 20 - 8:36am	B2
orbitz	CO-1167-EWR-ORD	7:00aDec 20	7:03aDec 20	 113	8:52aDec 20	8:36aDec 20	 B2
weather	CO-1167-EWR-ORD	2011-12-20 07:00 AM			2011-12-20 08:52 AM		
ifly	CO-1167-EWR-ORD	2011-12-20 7:00 AM	2011-12-20 7:03 AM		2011-12-20 8:52 AM	2011-12-20 8:36 AM	
mytripandmore	CO-1167-EWR-ORD	7:00aDec 20	7:03aDec 20	 113	8:52aDec 20	8:36aDec 20	 B2
flightwise	CO-1167-EWR-ORD	2011-12-20 07:00AM EST	2011-12-20 07:12AM EST		2011-12-20 07:52AM CST	2011-12-20 08:04AM CST	
flightarrival	CO-1167-EWR-ORD	2011-12-20 7:00 AM	2011-12-20 7:03 AM		2011-12-20 8:52 AM	2011-12-20 8:36 AM	
ua	UA-864-SFO-PHL	Tue, Dec 20 8:45 AM	Tue, Dec 20 8:59 AM	68	Tue, Dec 20 5:10 PM	Tue, Dec 20 5:40 PM	D11
flightexplorer	UA-864-SFO-PHL		12/20/2011 9:27AM PST			12/20/2011 5:35PM EST	
airtravelcenter	UA-864-SFO-PHL		12/20/11 9:29 AM (-08:00)			12/20/11 5:35 PM (-05:00)	
myrateplan	UA-864-SFO-PHL		12/20/11 9:29 AM (-08:00)			12/20/11 5:35 PM (-05:00)	
helloflight	UA-864-SFO-PHL		12/20/11 9:29 AM (-08:00)			12/20/11 5:35 PM (-05:00)	
flytecomm	UA-864-SFO-PHL		12/20/11 9:29 AM (-08:00)			12/20/11 5:35 PM (-05:00)	
flightaware	UA-864-SFO-PHL	2011-12-20 08:45AM PST	2011-12-20 09:29AM PST	 68 	2011-12-20 05:08PM EST	2011-12-20 05:32PM EST	 D11 
wunderground	UA-864-SFO-PHL	2011-12-20 08:45AM PST	2011-12-20 09:29AM PST	 68 	2011-12-20 05:08PM EST	2011-12-20 05:32PM EST	 D11 
flights	UA-864-SFO-PHL	08:45 AM  Tue 20-Dec-2011	08:59 AM  Tue 20-Dec-2011	68	05:10 PM  Tue 20-Dec-2011	05:40 PM  Tue 20-Dec-2011	D11
businesstravellogue	UA-864-SFO-PHL	08:45 AM  Tue 20-Dec-2011	08:59 AM  Tue 20-Dec-2011	68	05:10 PM  Tue 20-Dec-2011	05:40 PM  Tue 20-Dec-2011	D11
flylouisville	UA-864-SFO-PHL	08:45 AM  Tue 20-Dec-2011	08:59 AM  Tue 20-Dec-2011	68	05:10 PM  Tue 20-Dec-2011	05:40 PM  Tue 20-Dec-2011	D11
flightstats	UA-864-SFO-PHL	2011-12-20 8:45 AM	2011-12-20 8:59 AM		2011-12-20 5:10 PM	2011-12-20 5:40 PM	
quicktrip	UA-864-SFO-PHL	2011-12-20 8:45 AM	2011-12-20 8:59 AM		2011-12-20 5:10 PM	2011-12-20 5:40 PM	
world-flight-tracker	UA-864-SFO-PHL	2011-12-20 8:45 AM	2011-12-20 8:59 AM		2011-12-20 5:10 PM	2011-12-20 5:40 PM	
flightview	UA-864-SFO-PHL	8:45 AM, Dec 20	9:29 AM, Dec 20	Terminal 3 - 68	5:10 PM, Dec 20	5:40 PM, Dec 20	D11
panynj	UA-864-SFO-PHL	8:45 AM, Dec 20	9:29 AM, Dec 20	Terminal 3 - 68	5:10 PM, Dec 20	5:40 PM, Dec 20	D11
gofox	UA-864-SFO-PHL	8:45 AM, Dec 20	9:29 AM, Dec 20		5:10 PM, Dec 20	5:40 PM, Dec 20	
foxbusiness	UA-864-SFO-PHL	8:45 AM, Dec 20	9:29 AM, Dec 20	Terminal 3 - 68	5:10 PM, Dec 20	5:40 PM, Dec 20	D11
allegiantair	UA-864-SFO-PHL	8:45 AM, Dec 20	9:29 AM, Dec 20	Terminal 3 - 68	5:10 PM, Dec 20	5:40 PM, Dec 20	D11
boston	UA-864-SFO-PHL	8:45 AM, Dec 20	9:29 AM, Dec 20		5:10 PM, Dec 20	5:36 PM, Dec 20	
travelocity	UA-864-SFO-PHL	Dec 20 - Not Available	Dec 20 - 9:28am	68	Dec 20 - Not Available	Dec 20 - 5:40pm	D11
orbitz	UA-864-SFO-PHL	8:45aDec 20	8:59aDec 20	 68	5:10pDec 20	5:40pDec 20	 D11
weather	UA-864-SFO-PHL	2011-12-20 08:45 AM			2011-12-20 05:10 PM		
phl	UA-864-SFO-PHL				2011-12-20 5:10 PM		D11
usatoday	UA-864-SFO-PHL	8:45 AM, Dec 20	9:29 AM, Dec 20		5:10 PM, Dec 20	5:36 PM, Dec 20	
mytripandmore	UA-864-SFO-PHL	Dec 20 - Not Available	Dec 20 - 9:28am	68	Dec 20 - Not Available	Dec 20 - 5:40pm	D11
flightwise	UA-864-SFO-PHL	2011-12-20 08:45AM PST	2011-12-20 09:29AM PST	 68 	2011-12-20 05:08PM EST	2011-12-20 05:32PM EST	 D11 
flightarrival	UA-864-SFO-PHL	8:45 AM, Dec 20	9:29 AM, Dec 20		5:10 PM, Dec 20	5:36 PM, Dec 20	
ua	UA-1209-SEA-IAH	Tue, Dec 20 11:44 AM	Tue, Dec 20 11:39 AM            On Time	B9	Tue, Dec 20 5:59 PM	Tue, Dec 20 5:38 PM	C-45
flightexplorer	UA-1209-SEA-IAH		12/20/2011 11:49AM PST			12/20/2011 5:32PM CST	
airtravelcenter	UA-1209-SEA-IAH	12/20/11 11:44 AM (-08:00)			12/20/11 5:59 PM (-06:00)		
myrateplan	UA-1209-SEA-IAH	12/20/11 11:44 AM (-08:00)			12/20/11 5:59 PM (-06:00)		
helloflight	UA-1209-SEA-IAH	12/20/11 11:44 AM (-08:00)			12/20/11 5:59 PM (-06:00)		
flytecomm	UA-1209-SEA-IAH	12/20/11 11:44 AM (-08:00)			12/20/11 5:59 PM (-06:00)		
flightaware	UA-1209-SEA-IAH	2011-12-20 11:44AM PST	2011-12-20 11:50AM PST	 B9 	2011-12-20 05:49PM CST	2011-12-20 05:32PM CST	 45 
wunderground	UA-1209-SEA-IAH	2011-12-20 11:44AM PST	2011-12-20 11:50AM PST	 B9 	2011-12-20 05:49PM CST	2011-12-20 05:32PM CST	 45 
flights	UA-1209-SEA-IAH		2011-12-20 11:39 AM	9		2011-12-20 05:59 PM	45
businesstravellogue	UA-1209-SEA-IAH		2011-12-20 11:39 AM	9		2011-12-20 05:59 PM	45
flylouisville	UA-1209-SEA-IAH		2011-12-20 11:39 AM	9		2011-12-20 05:59 PM	45
flightview	UA-1209-SEA-IAH		11:50 AMDec 20			5:31 PMDec 20	
panynj	UA-1209-SEA-IAH		11:50 AMDec 20			5:31 PMDec 20	
gofox	UA-1209-SEA-IAH		11:50 AMDec 20			5:31 PMDec 20	
foxbusiness	UA-1209-SEA-IAH		11:50 AMDec 20			5:31 PMDec 20	
allegiantair	UA-1209-SEA-IAH		11:50 AMDec 20			5:31 PMDec 20	
boston	UA-1209-SEA-IAH		11:50 AMDec 20			5:31 PMDec 20	
orbitz	UA-1209-SEA-IAH	11:44aDec 20	11:39aDec 20	 B9	5:17pDec 20		 45
usatoday	UA-1209-SEA-IAH		11:50 AMDec 20			5:31 PMDec 20	
aa	AA-2312-DFW-DTW	December 20, 2011               08:25 PM    	December 20, 2011     	 C31	December 20, 2011               11:50 PM    	December 20, 2011     	 D32    
flightexplorer	AA-2312-DFW-DTW		12/19/2011 10:01PM CST			12/20/2011 12:57AM EST	
flightexplorer	AA-2312-DFW-DTW	12/20/2011 8:25PM CST			12/20/2011 11:50PM EST		
airtravelcenter	AA-2312-DFW-DTW		12/20/11 8:30 PM (-06:00)			12/20/11 11:28 PM (-05:00)	
myrateplan	AA-2312-DFW-DTW		12/20/11 8:30 PM (-06:00)			12/20/11 11:28 PM (-05:00)	
helloflight	AA-2312-DFW-DTW		12/20/11 8:30 PM (-06:00)			12/20/11 11:28 PM (-05:00)	
flytecomm	AA-2312-DFW-DTW		12/20/11 8:30 PM (-06:00)			12/20/11 11:28 PM (-05:00)	
flights	AA-2312-DFW-DTW	2011-12-20 08:25 PM		C31	2011-12-20 11:50 PM		D32
businesstravellogue	AA-2312-DFW-DTW	2011-12-20 08:25 PM		C31	2011-12-20 11:50 PM		D32
flylouisville	AA-2312-DFW-DTW	2011-12-20 08:25 PM		C31	2011-12-20 11:50 PM		D32
flightstats	AA-2312-DFW-DTW	2011-12-20 8:25 PM	2011-12-20 8:25 PM (Estimated)		2011-12-20 11:50 PM	2011-12-20 11:50 PM (Estimated)	
quicktrip	AA-2312-DFW-DTW	2011-12-20 8:25 PM	2011-12-20 8:25 PM (Estimated)		2011-12-20 11:50 PM	2011-12-20 11:50 PM (Estimated)	
flightview	AA-2312-DFW-DTW	8:25 PMDec 20			11:50 PMDec 20		
panynj	AA-2312-DFW-DTW	8:25 PMDec 20			11:50 PMDec 20		
gofox	AA-2312-DFW-DTW	8:25 PMDec 20			11:50 PMDec 20		
foxbusiness	AA-2312-DFW-DTW	8:25 PMDec 20			11:50 PMDec 20		
allegiantair	AA-2312-DFW-DTW	8:25 PMDec 20			11:50 PMDec 20		
boston	AA-2312-DFW-DTW	8:25 PMDec 20			11:50 PMDec 20		
orbitz	AA-2312-DFW-DTW	8:25pDec 20		 C31	11:50pDec 20		 D32
dfw	AA-2312-DFW-DTW	2011-12-20 8:25 pm		C30			
ifly	AA-2312-DFW-DTW	2011-12-20 8:25 PM	2011-12-20 8:25 PM (Estimated)		2011-12-20 11:50 PM	2011-12-20 11:50 PM (Estimated)	
ua	UA-2337-CLT-STL	Tue, Dec 20 8:20 PM	Tue, Dec 20 8:20 PM            Delayed	B4	Tue, Dec 20 9:27 PM	Tue, Dec 20 9:46 PM	A15
airtravelcenter	UA-2337-CLT-STL		12/20/11 8:50 PM (-05:00)			12/20/11 9:29 PM (-06:00)	
myrateplan	UA-2337-CLT-STL		12/20/11 8:50 PM (-05:00)			12/20/11 9:29 PM (-06:00)	
helloflight	UA-2337-CLT-STL		12/20/11 8:50 PM (-05:00)			12/20/11 9:29 PM (-06:00)	
flytecomm	UA-2337-CLT-STL		12/20/11 8:50 PM (-05:00)			12/20/11 9:29 PM (-06:00)	
flights	UA-2337-CLT-STL	08:20 PM  Tue 20-Dec-2011	08:14 PM  Tue 20-Dec-2011	B4	09:27 PM  Tue 20-Dec-2011	09:46 PM  Tue 20-Dec-2011	A15
businesstravellogue	UA-2337-CLT-STL	08:20 PM  Tue 20-Dec-2011	08:14 PM  Tue 20-Dec-2011	B4	09:27 PM  Tue 20-Dec-2011	09:46 PM  Tue 20-Dec-2011	A15
flylouisville	UA-2337-CLT-STL	08:20 PM  Tue 20-Dec-2011	08:14 PM  Tue 20-Dec-2011	B4	09:27 PM  Tue 20-Dec-2011	09:46 PM  Tue 20-Dec-2011	A15
world-flight-tracker	UA-2337-CLT-STL	2011-12-20 8:20 PM	2011-12-20 8:14 PM		2011-12-20 9:27 PM	2011-12-20 9:46 PM	
flightview	UA-2337-CLT-STL	8:20 PM, Dec 20	8:50 PM, Dec 20		9:27 PM, Dec 20	9:37 PM, Dec 20	
panynj	UA-2337-CLT-STL	8:20 PM, Dec 20	8:50 PM, Dec 20		9:27 PM, Dec 20	9:37 PM, Dec 20	
gofox	UA-2337-CLT-STL	8:20 PM, Dec 20	8:50 PM, Dec 20		9:27 PM, Dec 20	9:37 PM, Dec 20	
foxbusiness	UA-2337-CLT-STL	8:20 PM, Dec 20	8:50 PM, Dec 20		9:27 PM, Dec 20	9:37 PM, Dec 20	
allegiantair	UA-2337-CLT-STL	8:20 PM, Dec 20	8:50 PM, Dec 20		9:27 PM, Dec 20	9:37 PM, Dec 20	
boston	UA-2337-CLT-STL	8:20 PM, Dec 20	8:50 PM, Dec 20		9:27 PM, Dec 20	9:37 PM, Dec 20	
travelocity	UA-2337-CLT-STL	Dec 20 - 8:20pm	Dec 20 - Contact Airline	Not provided by airline	Dec 20 - 9:27pm	Dec 20 - Contact Airline	Not provided by airline
orbitz	UA-2337-CLT-STL	8:20pDec 20	8:14pDec 20	 -	9:27pDec 20	9:46pDec 20	 -
weather	UA-2337-CLT-STL	2011-12-20 08:20 PM			2011-12-20 09:27 PM		
mytripandmore	UA-2337-CLT-STL	Dec 20 - 8:20pm	Dec 20 - Contact Airline	Not provided by airline	Dec 20 - 9:27pm	Dec 20 - Contact Airline	Not provided by airline
ua	UA-3073-SFO-PHX	Tue, Dec 20 3:40 PM	Tue, Dec 20 3:40 PM	29	Tue, Dec 20 6:33 PM	Tue, Dec 20 6:32 PM	A7
airtravelcenter	UA-3073-SFO-PHX		12/20/11 3:42 PM (-08:00)			12/20/11 6:15 PM (-07:00)	
myrateplan	UA-3073-SFO-PHX		12/20/11 3:42 PM (-08:00)			12/20/11 6:15 PM (-07:00)	
helloflight	UA-3073-SFO-PHX		12/20/11 3:42 PM (-08:00)			12/20/11 6:15 PM (-07:00)	
flytecomm	UA-3073-SFO-PHX		12/20/11 3:42 PM (-08:00)			12/20/11 6:15 PM (-07:00)	
flights	UA-3073-SFO-PHX		2011-12-20 03:32 PM	29		2011-12-20 06:32 PM	A7
businesstravellogue	UA-3073-SFO-PHX		2011-12-20 03:32 PM	29		2011-12-20 06:32 PM	A7
flylouisville	UA-3073-SFO-PHX		2011-12-20 03:32 PM	29		2011-12-20 06:32 PM	A7
flightview	UA-3073-SFO-PHX		3:42 PMDec 20			6:21 PMDec 20	
panynj	UA-3073-SFO-PHX		3:42 PMDec 20			6:21 PMDec 20	
gofox	UA-3073-SFO-PHX		3:42 PMDec 20			6:21 PMDec 20	
foxbusiness	UA-3073-SFO-PHX		3:42 PMDec 20			6:21 PMDec 20	
allegiantair	UA-3073-SFO-PHX		3:42 PMDec 20			6:21 PMDec 20	
boston	UA-3073-SFO-PHX		3:42 PMDec 20			6:21 PMDec 20	
travelocity	UA-3073-SFO-PHX	Dec 20 - 3:40pm	Dec 20 - Contact Airline	Not provided by airline	Dec 20 - 6:33pm	Dec 20 - Contact Airline	Not provided by airline
orbitz	UA-3073-SFO-PHX	3:40pDec 20	3:32pDec 20	 -	6:33pDec 20	6:32pDec 20	 -
weather	UA-3073-SFO-PHX	2011-12-20 03:40 PM			2011-12-20 06:33 PM		
flightarrival	UA-3073-SFO-PHX		3:42 PMDec 20			6:21 PMDec 20	
ua	UA-1217-DFW-EWR	Tue, Dec 20 10:45 AM	Tue, Dec 20 11:00 AM            Delayed	E8	Tue, Dec 20 3:16 PM	Tue, Dec 20 3:00 PM	C84
flightexplorer	UA-1217-DFW-EWR		12/20/2011 11:12AM CST			12/20/2011 2:54PM EST	
airtravelcenter	UA-1217-DFW-EWR	12/20/11 10:45 AM (-06:00)			12/20/11 3:16 PM (-05:00)		
myrateplan	UA-1217-DFW-EWR	12/20/11 10:45 AM (-06:00)			12/20/11 3:16 PM (-05:00)		
helloflight	UA-1217-DFW-EWR	12/20/11 10:45 AM (-06:00)			12/20/11 3:16 PM (-05:00)		
flytecomm	UA-1217-DFW-EWR	12/20/11 10:45 AM (-06:00)			12/20/11 3:16 PM (-05:00)		
flightaware	UA-1217-DFW-EWR	2011-12-20 10:45AM CST	2011-12-20 11:14AM CST	 E8 	2011-12-20 02:26PM EST	2011-12-20 02:50PM EST	 136 
wunderground	UA-1217-DFW-EWR	2011-12-20 10:45AM CST	2011-12-20 11:14AM CST	 E8 	2011-12-20 02:26PM EST	2011-12-20 02:50PM EST	 136 
flights	UA-1217-DFW-EWR		2011-12-20 11:00 AM	E8		2011-12-20 03:00 PM	136
businesstravellogue	UA-1217-DFW-EWR		2011-12-20 11:00 AM	E8		2011-12-20 03:00 PM	136
flylouisville	UA-1217-DFW-EWR		2011-12-20 11:00 AM	E8		2011-12-20 03:00 PM	136
flightview	UA-1217-DFW-EWR		11:14 AMDec 20			3:00 PMDec 20	
panynj	UA-1217-DFW-EWR		11:14 AMDec 20			3:00 PMDec 20	
gofox	UA-1217-DFW-EWR		11:14 AMDec 20			3:00 PMDec 20	
foxbusiness	UA-1217-DFW-EWR		11:14 AMDec 20			3:00 PMDec 20	
allegiantair	UA-1217-DFW-EWR		11:14 AMDec 20			3:00 PMDec 20	
boston	UA-1217-DFW-EWR		11:14 AMDec 20			2:50 PMDec 20	
orbitz	UA-1217-DFW-EWR	10:45aDec 20	11:00aDec 20	 E8	3:16pDec 20	3:00pDec 20	 136
mytripandmore	UA-1217-DFW-EWR	10:45aDec 20	11:00aDec 20	 E8	3:16pDec 20	3:00pDec 20	 136
flightarrival	UA-1217-DFW-EWR		11:14 AMDec 20			2:50 PMDec 20	
ua	UA-1442-BOS-EWR	Tue, Dec 20 6:30 AM	Tue, Dec 20 6:33 AM	A6	Tue, Dec 20 7:59 AM	Tue, Dec 20 7:55 AM	C73
airtravelcenter	UA-1442-BOS-EWR	12/20/11 6:30 AM (-05:00)			12/20/11 7:59 AM (-05:00)		
myrateplan	UA-1442-BOS-EWR	12/20/11 6:30 AM (-05:00)			12/20/11 7:59 AM (-05:00)		
helloflight	UA-1442-BOS-EWR	12/20/11 6:30 AM (-05:00)			12/20/11 7:59 AM (-05:00)		
flytecomm	UA-1442-BOS-EWR	12/20/11 6:30 AM (-05:00)			12/20/11 7:59 AM (-05:00)		
flights	UA-1442-BOS-EWR		2011-12-20 06:33 AM	A6		2011-12-20 07:55 AM	73
businesstravellogue	UA-1442-BOS-EWR		2011-12-20 06:33 AM	A6		2011-12-20 07:55 AM	73
flylouisville	UA-1442-BOS-EWR		2011-12-20 06:33 AM	A6		2011-12-20 07:55 AM	73
flightview	UA-1442-BOS-EWR		6:48 AMDec 20			7:55 AMDec 20	
panynj	UA-1442-BOS-EWR		6:48 AMDec 20			7:55 AMDec 20	
gofox	UA-1442-BOS-EWR		6:48 AMDec 20			7:55 AMDec 20	
foxbusiness	UA-1442-BOS-EWR		6:48 AMDec 20			7:55 AMDec 20	
allegiantair	UA-1442-BOS-EWR		6:48 AMDec 20			7:55 AMDec 20	
boston	UA-1442-BOS-EWR		6:48 AMDec 20			7:49 AMDec 20	
travelocity	UA-1442-BOS-EWR	Dec 20 - 6:30am	Dec 20 - Contact Airline	Not provided by airline	Dec 20 - 7:59am	Dec 20 - Contact Airline	Not provided by airline
orbitz	UA-1442-BOS-EWR	6:30aDec 20	6:33aDec 20	 A6	7:59aDec 20	7:55aDec 20	 C82
weather	UA-1442-BOS-EWR	2011-12-20 06:30 AM	2011-12-20 06:48 AM		2011-12-20 07:59 AM	2011-12-20 07:58 AM	
flightarrival	UA-1442-BOS-EWR	2011-12-20 06:30 AM	2011-12-20 06:48 AM		2011-12-20 07:59 AM	2011-12-20 07:58 AM	
ua	UA-479-BWI-LAX	Tue, Dec 20 7:00 AM	Tue, Dec 20 7:10 AM	D15	Tue, Dec 20 9:49 AM	Tue, Dec 20 9:26 AM	86
flightexplorer	UA-479-BWI-LAX		12/20/2011 7:20AM EST			12/20/2011 9:19AM PST	
airtravelcenter	UA-479-BWI-LAX		12/20/11 7:21 AM (-05:00)			12/20/11 9:20 AM (-08:00)	
myrateplan	UA-479-BWI-LAX		12/20/11 7:21 AM (-05:00)			12/20/11 9:20 AM (-08:00)	
helloflight	UA-479-BWI-LAX		12/20/11 7:21 AM (-05:00)			12/20/11 9:20 AM (-08:00)	
flytecomm	UA-479-BWI-LAX		12/20/11 7:21 AM (-05:00)			12/20/11 9:20 AM (-08:00)	
flightaware	UA-479-BWI-LAX	2011-12-20 07:00AM EST	2011-12-20 07:21AM EST	 D15 	2011-12-20 09:05AM PST	2011-12-20 09:16AM PST	 86 
wunderground	UA-479-BWI-LAX	2011-12-20 07:00AM EST	2011-12-20 07:21AM EST	 D15 	2011-12-20 09:05AM PST	2011-12-20 09:16AM PST	 86 
flights	UA-479-BWI-LAX	07:00 AM  Tue 20-Dec-2011		D15	09:49 AM  Tue 20-Dec-2011		86
businesstravellogue	UA-479-BWI-LAX	07:00 AM  Tue 20-Dec-2011		D15	09:49 AM  Tue 20-Dec-2011		86
flylouisville	UA-479-BWI-LAX	07:00 AM  Tue 20-Dec-2011		D15	09:49 AM  Tue 20-Dec-2011		86
world-flight-tracker	UA-479-BWI-LAX	2011-12-20 7:00 AM	2011-12-20 7:10 AM		2011-12-20 9:49 AM	2011-12-20 9:30 AM (Estimated)	
flightview	UA-479-BWI-LAX	7:00 AM, Dec 20	7:21 AM, Dec 20		9:49 AM, Dec 20		
panynj	UA-479-BWI-LAX	7:00 AM, Dec 20	7:21 AM, Dec 20		9:49 AM, Dec 20		
gofox	UA-479-BWI-LAX	7:00 AM, Dec 20	7:21 AM, Dec 20		9:49 AM, Dec 20		
foxbusiness	UA-479-BWI-LAX	7:00 AM, Dec 20	7:21 AM, Dec 20		9:49 AM, Dec 20		
allegiantair	UA-479-BWI-LAX	7:00 AM, Dec 20	7:21 AM, Dec 20		9:49 AM, Dec 20		
boston	UA-479-BWI-LAX	7:00 AM, Dec 20	7:21 AM, Dec 20		9:49 AM, Dec 20	9:20 AM, Dec 20&nbsp(Estimated)	
travelocity	UA-479-BWI-LAX	Dec 20 - Not Available	Dec 20 - 7:21am	D15	Dec 20 - Not Available	Dec 20 - 9:26am*	86
orbitz	UA-479-BWI-LAX	7:00aDec 20	7:10aDec 20	 D15	9:03aDec 20		 86
weather	UA-479-BWI-LAX	2011-12-20 07:00 AM	2011-12-20 07:21 AM		2011-12-20 09:49 AM	2011-12-20 09:20 AM	
mytripandmore	UA-479-BWI-LAX	7:00aDec 20	7:10aDec 20	 D15	9:03aDec 20		 86
