CO	CO-4237-EWR-DTW	Fri., Dec.30, 2011 12:17 p.m.	Fri., Dec.30, 2011 12:12 p.m.		Fri., Dec.30, 2011 2:24 p.m.	Fri., Dec.30, 2011 2:16 p.m.	
myrateplan	UA-555-ORD-MCO		12/30/11 9:46 AM (-06:00)			12/30/11 1:05 PM (-05:00)	
helloflight	UA-555-ORD-MCO		12/30/11 9:46 AM (-06:00)			12/30/11 1:05 PM (-05:00)	
flytecomm	UA-555-ORD-MCO		12/30/11 9:46 AM (-06:00)			12/30/11 1:05 PM (-05:00)	
flightaware	UA-555-ORD-MCO	2011-12-30 09:32AM CST	2011-12-30 09:42AM CST	 C19 	2011-12-30 12:51PM EST	2011-12-30 01:01PM EST	 42 
wunderground	UA-555-ORD-MCO	2011-12-30 09:32AM CST	2011-12-30 09:42AM CST	 C19 	2011-12-30 12:51PM EST	2011-12-30 01:01PM EST	 42 
flights	UA-555-ORD-MCO	09:32 AM  Fri 30-Dec-2011	09:29 AM  Fri 30-Dec-2011	C27	01:11 PM  Fri 30-Dec-2011	01:03 PM  Fri 30-Dec-2011	44
businesstravellogue	UA-555-ORD-MCO	09:32 AM  Fri 30-Dec-2011	09:29 AM  Fri 30-Dec-2011	C27	01:11 PM  Fri 30-Dec-2011	01:03 PM  Fri 30-Dec-2011	44
flylouisville	UA-555-ORD-MCO	09:32 AM  Fri 30-Dec-2011	09:29 AM  Fri 30-Dec-2011	C27	01:11 PM  Fri 30-Dec-2011	01:03 PM  Fri 30-Dec-2011	44
flightstats	UA-555-ORD-MCO	2011-12-30 9:32 AM	2011-12-30 9:29 AM		2011-12-30 1:11 PM	2011-12-30 1:03 PM	
quicktrip	UA-555-ORD-MCO	2011-12-30 9:32 AM	2011-12-30 9:29 AM		2011-12-30 1:11 PM	2011-12-30 1:03 PM	
world-flight-tracker	UA-555-ORD-MCO	2011-12-30 9:32 AM	2011-12-30 9:29 AM		2011-12-30 1:11 PM	2011-12-30 1:03 PM	
flightview	UA-555-ORD-MCO	9:32 AM, Dec 30	9:46 AM, Dec 30	C27	1:11 PM, Dec 30	1:03 PM, Dec 30	44
panynj	UA-555-ORD-MCO	9:32 AM, Dec 30	9:46 AM, Dec 30	C27	1:11 PM, Dec 30	1:03 PM, Dec 30	44
gofox	UA-555-ORD-MCO	9:32 AM, Dec 30	9:46 AM, Dec 30		1:11 PM, Dec 30	1:03 PM, Dec 30	
foxbusiness	UA-555-ORD-MCO	9:32 AM, Dec 30	9:46 AM, Dec 30	C27	1:11 PM, Dec 30	1:03 PM, Dec 30	44
allegiantair	UA-555-ORD-MCO	9:32 AM, Dec 30	9:46 AM, Dec 30	C27	1:11 PM, Dec 30	1:03 PM, Dec 30	44
boston	UA-555-ORD-MCO	9:32 AM, Dec 30	9:46 AM, Dec 30		1:11 PM, Dec 30	1:00 PM, Dec 30	
orbitz	UA-555-ORD-MCO	9:32aDec 30	9:29aDec 30	 C27	1:11pDec 30	1:03pDec 30	 44
weather	UA-555-ORD-MCO	2011-12-30 09:32 AM			2011-12-30 01:11 PM		
mco	UA-555-ORD-MCO				2011-12-30 Fri  13:11	2011-12-30 Fri  13:00	44?
ifly	UA-555-ORD-MCO	2011-12-30 9:32 AM	2011-12-30 9:29 AM		2011-12-30 1:11 PM	2011-12-30 1:03 PM	
usatoday	UA-555-ORD-MCO	2011-12-30 09:32 AM			2011-12-30 01:11 PM		
aa	AA-2446-LAX-DFW	December 30, 2011               01:10 PM    	December 30, 2011               01:39 PM    	 43	December 30, 2011               06:10 PM    	December 30, 2011               06:33 PM    	 D28    
flightexplorer	AA-2446-LAX-DFW		12/30/2011 1:57PM PST			12/30/2011 6:31PM CST	
airtravelcenter	AA-2446-LAX-DFW		12/30/11 1:57 PM (-08:00)			12/30/11 6:31 PM (-06:00)	
myrateplan	AA-2446-LAX-DFW		12/30/11 1:57 PM (-08:00)			12/30/11 6:31 PM (-06:00)	
helloflight	AA-2446-LAX-DFW		12/30/11 1:57 PM (-08:00)			12/30/11 6:31 PM (-06:00)	
flytecomm	AA-2446-LAX-DFW		12/30/11 1:57 PM (-08:00)			12/30/11 6:31 PM (-06:00)	
flights	AA-2446-LAX-DFW		2011-12-30 01:39 PM	43		2011-12-30 06:33 PM	D28
businesstravellogue	AA-2446-LAX-DFW		2011-12-30 01:39 PM	43		2011-12-30 06:33 PM	D28
flylouisville	AA-2446-LAX-DFW		2011-12-30 01:39 PM	43		2011-12-30 06:33 PM	D28
flightview	AA-2446-LAX-DFW		1:57 PMDec 30			6:33 PMDec 30	
panynj	AA-2446-LAX-DFW		1:57 PMDec 30			6:33 PMDec 30	
gofox	AA-2446-LAX-DFW		1:57 PMDec 30			6:33 PMDec 30	
foxbusiness	AA-2446-LAX-DFW		1:57 PMDec 30			6:33 PMDec 30	
allegiantair	AA-2446-LAX-DFW		1:57 PMDec 30			6:33 PMDec 30	
boston	AA-2446-LAX-DFW		1:57 PMDec 30			6:28 PMDec 30	
travelocity	AA-2446-LAX-DFW	Dec 30 - 1:10pm	Dec 30 - 1:39pm	43/T4	Dec 30 - 6:10pm	Dec 30 - 6:33pm	D28/D
orbitz	AA-2446-LAX-DFW	1:10pDec 30	1:39pDec 30	 43	6:10pDec 30	6:33pDec 30	 D28
weather	AA-2446-LAX-DFW	2011-12-30 01:10 PM			2011-12-30 06:10 PM		
dfw	AA-2446-LAX-DFW				2011-12-30 6:10 pm		D28
usatoday	AA-2446-LAX-DFW		1:57 PMDec 30			6:28 PMDec 30	
flightarrival	AA-2446-LAX-DFW	2011-12-30 01:10 PM			2011-12-30 06:10 PM		
ua	UA-4295-EWR-XNA	Fri, Dec 30 4:00 PM	Fri, Dec 30 3:55 PM	C109	Fri, Dec 30 6:29 PM	Fri, Dec 30 6:04 PM	B4
airtravelcenter	UA-4295-EWR-XNA	12/30/11 4:00 PM (-05:00)			12/30/11 6:29 PM (-06:00)		
myrateplan	UA-4295-EWR-XNA	12/30/11 4:00 PM (-05:00)			12/30/11 6:29 PM (-06:00)		
helloflight	UA-4295-EWR-XNA	12/30/11 4:00 PM (-05:00)			12/30/11 6:29 PM (-06:00)		
flytecomm	UA-4295-EWR-XNA	12/30/11 4:00 PM (-05:00)			12/30/11 6:29 PM (-06:00)		
flights	UA-4295-EWR-XNA		2011-12-30 03:55 PM	109		2011-12-30 06:29 PM	B4
businesstravellogue	UA-4295-EWR-XNA		2011-12-30 03:55 PM	109		2011-12-30 06:29 PM	B4
flylouisville	UA-4295-EWR-XNA		2011-12-30 03:55 PM	109		2011-12-30 06:29 PM	B4
flightview	UA-4295-EWR-XNA		4:11 PMDec 30			5:54 PMDec 30	
panynj	UA-4295-EWR-XNA		4:11 PMDec 30			5:54 PMDec 30	
gofox	UA-4295-EWR-XNA		4:11 PMDec 30			5:54 PMDec 30	
foxbusiness	UA-4295-EWR-XNA		4:11 PMDec 30			5:54 PMDec 30	
allegiantair	UA-4295-EWR-XNA		4:11 PMDec 30			5:54 PMDec 30	
boston	UA-4295-EWR-XNA		4:11 PMDec 30			5:54 PMDec 30	
travelocity	UA-4295-EWR-XNA	Dec 30 - 4:00pm	Dec 30 - Contact Airline	Not provided by airline	Dec 30 - 6:29pm	Dec 30 - Contact Airline	Not provided by airline
orbitz	UA-4295-EWR-XNA	4:00pDec 30	3:55pDec 30	 -	5:39pDec 30		 -
weather	UA-4295-EWR-XNA	2011-12-30 04:00 PM			2011-12-30 06:29 PM		
mytripandmore	UA-4295-EWR-XNA	4:00pDec 30	3:55pDec 30	 -	5:39pDec 30		 -
CO	CO-1167-EWR-ORD	Fri., Dec.30, 2011 7:00 a.m.	Fri., Dec.30, 2011 7:02 a.m.		Fri., Dec.30, 2011 8:52 a.m.	Fri., Dec.30, 2011 8:30 a.m.	
airtravelcenter	CO-1167-EWR-ORD	12/30/11 7:00 AM (-05:00)			12/30/11 8:52 AM (-06:00)		
myrateplan	CO-1167-EWR-ORD	12/30/11 7:00 AM (-05:00)			12/30/11 8:52 AM (-06:00)		
helloflight	CO-1167-EWR-ORD	12/30/11 7:00 AM (-05:00)			12/30/11 8:52 AM (-06:00)		
flytecomm	CO-1167-EWR-ORD	12/30/11 7:00 AM (-05:00)			12/30/11 8:52 AM (-06:00)		
flightaware	CO-1167-EWR-ORD	2011-12-30 07:00AM EST	2011-12-30 07:20AM EST	 105 	2011-12-30 08:19AM CST	2011-12-30 08:21AM CST	 B2 
wunderground	CO-1167-EWR-ORD	2011-12-30 07:00AM EST	2011-12-30 07:20AM EST	 105 	2011-12-30 08:19AM CST	2011-12-30 08:21AM CST	 B2 
flights	CO-1167-EWR-ORD	07:00 AM  Fri 30-Dec-2011	07:02 AM  Fri 30-Dec-2011	105	08:52 AM  Fri 30-Dec-2011	08:30 AM  Fri 30-Dec-2011	B2
businesstravellogue	CO-1167-EWR-ORD	07:00 AM  Fri 30-Dec-2011	07:02 AM  Fri 30-Dec-2011	105	08:52 AM  Fri 30-Dec-2011	08:30 AM  Fri 30-Dec-2011	B2
flylouisville	CO-1167-EWR-ORD	07:00 AM  Fri 30-Dec-2011	07:02 AM  Fri 30-Dec-2011	105	08:52 AM  Fri 30-Dec-2011	08:30 AM  Fri 30-Dec-2011	B2
flightstats	CO-1167-EWR-ORD	2011-12-30 7:00 AM	2011-12-30 7:02 AM		2011-12-30 8:52 AM	2011-12-30 8:30 AM	
quicktrip	CO-1167-EWR-ORD	2011-12-30 7:00 AM	2011-12-30 7:02 AM		2011-12-30 8:52 AM	2011-12-30 8:30 AM	
world-flight-tracker	CO-1167-EWR-ORD	2011-12-30 7:00 AM	2011-12-30 7:02 AM		2011-12-30 8:52 AM	2011-12-30 8:30 AM	
flightview	CO-1167-EWR-ORD	7:00 AM, Dec 30	7:21 AM, Dec 30	Term C - C105	8:52 AM, Dec 30	8:30 AM, Dec 30	Term 1 - B2
panynj	CO-1167-EWR-ORD	7:00 AM, Dec 30	7:21 AM, Dec 30	Term C - C105	8:52 AM, Dec 30	8:30 AM, Dec 30	Term 1 - B2
gofox	CO-1167-EWR-ORD	7:00 AM, Dec 30	7:21 AM, Dec 30		8:52 AM, Dec 30	8:30 AM, Dec 30	
foxbusiness	CO-1167-EWR-ORD	7:00 AM, Dec 30	7:21 AM, Dec 30	Term C - C105	8:52 AM, Dec 30	8:30 AM, Dec 30	Term 1 - B2
allegiantair	CO-1167-EWR-ORD	7:00 AM, Dec 30	7:21 AM, Dec 30	Term C - C105	8:52 AM, Dec 30	8:30 AM, Dec 30	Term 1 - B2
boston	CO-1167-EWR-ORD	7:00 AM, Dec 30	7:21 AM, Dec 30		8:52 AM, Dec 30	8:25 AM, Dec 30	
travelocity	CO-1167-EWR-ORD	Dec 30 - 7:00am	Dec 30 - 7:02am	C105	Dec 30 - 8:52am	Dec 30 - 8:30am	B2
orbitz	CO-1167-EWR-ORD	7:00aDec 30	7:02aDec 30	 105	8:52aDec 30	8:30aDec 30	 B2
weather	CO-1167-EWR-ORD	2011-12-30 07:00 AM			2011-12-30 08:52 AM		
usatoday	CO-1167-EWR-ORD	7:00 AM, Dec 30	7:21 AM, Dec 30		8:52 AM, Dec 30	8:25 AM, Dec 30	
mytripandmore	CO-1167-EWR-ORD	7:00aDec 30	7:02aDec 30	 105	8:52aDec 30	8:30aDec 30	 B2
flightwise	CO-1167-EWR-ORD	2011-12-30 07:00AM EST	2011-12-30 07:20AM EST	 105 	2011-12-30 08:19AM CST	2011-12-30 08:21AM CST	 B2 
flightarrival	CO-1167-EWR-ORD	7:00 AM, Dec 30	7:21 AM, Dec 30		8:52 AM, Dec 30	8:25 AM, Dec 30	
ua	UA-864-SFO-PHL	Fri, Dec 30 8:45 AM	Fri, Dec 30 8:38 AM	73A	Fri, Dec 30 5:10 PM	Fri, Dec 30 4:47 PM	D11
flightexplorer	UA-864-SFO-PHL		12/30/2011 8:52AM PST			12/30/2011 4:44PM EST	
airtravelcenter	UA-864-SFO-PHL		12/30/11 8:54 AM (-08:00)			12/30/11 4:44 PM (-05:00)	
myrateplan	UA-864-SFO-PHL		12/30/11 8:54 AM (-08:00)			12/30/11 4:44 PM (-05:00)	
helloflight	UA-864-SFO-PHL		12/30/11 8:54 AM (-08:00)			12/30/11 4:44 PM (-05:00)	
flytecomm	UA-864-SFO-PHL		12/30/11 8:54 AM (-08:00)			12/30/11 4:44 PM (-05:00)	
flightaware	UA-864-SFO-PHL	2011-12-30 08:45AM PST	2011-12-30 08:54AM PST	 73A 	2011-12-30 04:45PM EST	2011-12-30 04:41PM EST	 D11 
wunderground	UA-864-SFO-PHL	2011-12-30 08:45AM PST	2011-12-30 08:54AM PST	 73A 	2011-12-30 04:45PM EST	2011-12-30 04:41PM EST	 D11 
flights	UA-864-SFO-PHL	08:45 AM  Fri 30-Dec-2011	08:38 AM  Fri 30-Dec-2011	73A	05:10 PM  Fri 30-Dec-2011	04:47 PM  Fri 30-Dec-2011	D11
businesstravellogue	UA-864-SFO-PHL	08:45 AM  Fri 30-Dec-2011	08:38 AM  Fri 30-Dec-2011	73A	05:10 PM  Fri 30-Dec-2011	04:47 PM  Fri 30-Dec-2011	D11
flylouisville	UA-864-SFO-PHL	08:45 AM  Fri 30-Dec-2011	08:38 AM  Fri 30-Dec-2011	73A	05:10 PM  Fri 30-Dec-2011	04:47 PM  Fri 30-Dec-2011	D11
flightstats	UA-864-SFO-PHL	2011-12-30 8:45 AM	2011-12-30 8:38 AM		2011-12-30 5:10 PM	2011-12-30 4:47 PM	
quicktrip	UA-864-SFO-PHL	2011-12-30 8:45 AM	2011-12-30 8:38 AM		2011-12-30 5:10 PM	2011-12-30 4:47 PM	
world-flight-tracker	UA-864-SFO-PHL	2011-12-30 8:45 AM	2011-12-30 8:38 AM		2011-12-30 5:10 PM	2011-12-30 4:47 PM	
flightview	UA-864-SFO-PHL	8:45 AM, Dec 30	8:54 AM, Dec 30	Terminal 3 - 73A	5:10 PM, Dec 30	4:47 PM, Dec 30	D11
panynj	UA-864-SFO-PHL	8:45 AM, Dec 30	8:54 AM, Dec 30	Terminal 3 - 73A	5:10 PM, Dec 30	4:47 PM, Dec 30	D11
gofox	UA-864-SFO-PHL	8:45 AM, Dec 30	8:54 AM, Dec 30		5:10 PM, Dec 30	4:47 PM, Dec 30	
foxbusiness	UA-864-SFO-PHL	8:45 AM, Dec 30	8:54 AM, Dec 30	Terminal 3 - 73A	5:10 PM, Dec 30	4:47 PM, Dec 30	D11
allegiantair	UA-864-SFO-PHL	8:45 AM, Dec 30	8:54 AM, Dec 30	Terminal 3 - 73A	5:10 PM, Dec 30	4:47 PM, Dec 30	D11
boston	UA-864-SFO-PHL	8:45 AM, Dec 30	8:54 AM, Dec 30		5:10 PM, Dec 30	4:42 PM, Dec 30	
travelocity	UA-864-SFO-PHL	Dec 30 - Not Available	Dec 30 - 8:53am	73A	Dec 30 - Not Available	Dec 30 - 4:47pm	D11
orbitz	UA-864-SFO-PHL	8:45aDec 30	8:38aDec 30	 73A	5:10pDec 30	4:47pDec 30	 D11
weather	UA-864-SFO-PHL	2011-12-30 08:45 AM			2011-12-30 05:10 PM		
phl	UA-864-SFO-PHL				2011-12-30 5:10 PM		D11
ifly	UA-864-SFO-PHL	2011-12-30 8:45 AM	2011-12-30 8:38 AM		2011-12-30 5:10 PM	2011-12-30 4:47 PM	
mytripandmore	UA-864-SFO-PHL	8:45aDec 30	8:38aDec 30	 73A	5:10pDec 30	4:47pDec 30	 D11
flightarrival	UA-864-SFO-PHL	2011-12-30 8:45 AM	2011-12-30 8:38 AM		2011-12-30 5:10 PM	2011-12-30 4:47 PM	
ua	UA-1209-SEA-IAH	Fri, Dec 30 11:44 AM	Fri, Dec 30 11:39 AM            On Time	B11	Fri, Dec 30 5:59 PM	Fri, Dec 30 5:45 PM	C-32
flightexplorer	UA-1209-SEA-IAH		12/30/2011 11:50AM PST			12/30/2011 5:24PM CST	
airtravelcenter	UA-1209-SEA-IAH	12/30/11 11:44 AM (-08:00)			12/30/11 5:59 PM (-06:00)		
myrateplan	UA-1209-SEA-IAH	12/30/11 11:44 AM (-08:00)			12/30/11 5:59 PM (-06:00)		
helloflight	UA-1209-SEA-IAH	12/30/11 11:44 AM (-08:00)			12/30/11 5:59 PM (-06:00)		
flytecomm	UA-1209-SEA-IAH	12/30/11 11:44 AM (-08:00)			12/30/11 5:59 PM (-06:00)		
flightaware	UA-1209-SEA-IAH	2011-12-30 11:44AM PST	2011-12-30 11:51AM PST	 B11 	2011-12-30 05:38PM CST	2011-12-30 05:23PM CST	 32 
wunderground	UA-1209-SEA-IAH	2011-12-30 11:44AM PST	2011-12-30 11:51AM PST	 B11 	2011-12-30 05:38PM CST	2011-12-30 05:23PM CST	 32 
flights	UA-1209-SEA-IAH		2011-12-30 11:39 AM	11		2011-12-30 05:59 PM	32
businesstravellogue	UA-1209-SEA-IAH		2011-12-30 11:39 AM	11		2011-12-30 05:59 PM	32
flylouisville	UA-1209-SEA-IAH		2011-12-30 11:39 AM	11		2011-12-30 05:59 PM	32
flightview	UA-1209-SEA-IAH		11:51 AMDec 30			5:27 PMDec 30	
panynj	UA-1209-SEA-IAH		11:51 AMDec 30			5:27 PMDec 30	
gofox	UA-1209-SEA-IAH		11:51 AMDec 30			5:27 PMDec 30	
foxbusiness	UA-1209-SEA-IAH		11:51 AMDec 30			5:27 PMDec 30	
allegiantair	UA-1209-SEA-IAH		11:51 AMDec 30			5:27 PMDec 30	
boston	UA-1209-SEA-IAH		11:51 AMDec 30			5:27 PMDec 30	
orbitz	UA-1209-SEA-IAH	11:44aDec 30	11:39aDec 30	 B11	5:31pDec 30		 32
flightwise	UA-1209-SEA-IAH	2011-12-30 11:44AM PST	2011-12-30 11:51AM PST	 B11 	2011-12-30 05:38PM CST	2011-12-30 05:23PM CST	 32 
aa	AA-2312-DFW-DTW	December 30, 2011               08:25 PM    	December 30, 2011     	 C30	December 30, 2011               11:50 PM    	December 30, 2011     	 D32    
flightexplorer	AA-2312-DFW-DTW	12/30/2011 8:25PM CST			12/30/2011 11:50PM EST		
airtravelcenter	AA-2312-DFW-DTW		12/30/11 8:29 PM (-06:00)			12/30/11 11:28 PM (-05:00)	
myrateplan	AA-2312-DFW-DTW		12/30/11 8:29 PM (-06:00)			12/30/11 11:28 PM (-05:00)	
helloflight	AA-2312-DFW-DTW		12/30/11 8:29 PM (-06:00)			12/30/11 11:28 PM (-05:00)	
flytecomm	AA-2312-DFW-DTW		12/30/11 8:29 PM (-06:00)			12/30/11 11:28 PM (-05:00)	
flights	AA-2312-DFW-DTW	2011-12-30 08:25 PM		C27	2011-12-30 11:50 PM		D32
businesstravellogue	AA-2312-DFW-DTW	2011-12-30 08:25 PM		C27	2011-12-30 11:50 PM		D32
flylouisville	AA-2312-DFW-DTW	2011-12-30 08:25 PM		C27	2011-12-30 11:50 PM		D32
flightstats	AA-2312-DFW-DTW	2011-12-30 8:25 PM	2011-12-30 8:25 PM (Estimated)		2011-12-30 11:50 PM	2011-12-30 11:50 PM (Estimated)	
quicktrip	AA-2312-DFW-DTW	2011-12-30 8:25 PM	2011-12-30 8:25 PM (Estimated)		2011-12-30 11:50 PM	2011-12-30 11:50 PM (Estimated)	
flightview	AA-2312-DFW-DTW	8:25 PMDec 30			11:50 PMDec 30		
panynj	AA-2312-DFW-DTW	8:25 PMDec 30			11:50 PMDec 30		
gofox	AA-2312-DFW-DTW	8:25 PMDec 30			11:50 PMDec 30		
foxbusiness	AA-2312-DFW-DTW	8:25 PMDec 30			11:50 PMDec 30		
allegiantair	AA-2312-DFW-DTW	8:25 PMDec 30			11:50 PMDec 30		
boston	AA-2312-DFW-DTW	8:25 PMDec 30			11:50 PMDec 30		
orbitz	AA-2312-DFW-DTW	8:25pDec 30		 C30	11:50pDec 30		 D32
dfw	AA-2312-DFW-DTW	2011-12-30 8:25 pm		A34			
ifly	AA-2312-DFW-DTW	2011-12-30 8:25 PM	2011-12-30 8:25 PM (Estimated)		2011-12-30 11:50 PM	2011-12-30 11:50 PM (Estimated)	
flightarrival	AA-2312-DFW-DTW	2011-12-30 8:25 PM	2011-12-30 8:25 PM (Estimated)		2011-12-30 11:50 PM	2011-12-30 11:50 PM (Estimated)	
ua	UA-4280-EWR-SAV	Fri, Dec 30 8:56 AM	Fri, Dec 30 9:02 AM	A27A	Fri, Dec 30 11:30 AM	Fri, Dec 30 11:17 AM	2
airtravelcenter	UA-4280-EWR-SAV	12/30/11 8:56 AM (-05:00)			12/30/11 11:30 AM (-05:00)		
myrateplan	UA-4280-EWR-SAV	12/30/11 8:56 AM (-05:00)			12/30/11 11:30 AM (-05:00)		
helloflight	UA-4280-EWR-SAV	12/30/11 8:56 AM (-05:00)			12/30/11 11:30 AM (-05:00)		
flytecomm	UA-4280-EWR-SAV	12/30/11 8:56 AM (-05:00)			12/30/11 11:30 AM (-05:00)		
flights	UA-4280-EWR-SAV		2011-12-30 09:02 AM	27A		2011-12-30 11:17 AM	2
businesstravellogue	UA-4280-EWR-SAV		2011-12-30 09:02 AM	27A		2011-12-30 11:17 AM	2
flylouisville	UA-4280-EWR-SAV		2011-12-30 09:02 AM	27A		2011-12-30 11:17 AM	2
flightview	UA-4280-EWR-SAV		9:19 AMDec 30			11:17 AMDec 30	
panynj	UA-4280-EWR-SAV		9:19 AMDec 30			11:17 AMDec 30	
gofox	UA-4280-EWR-SAV		9:19 AMDec 30			11:17 AMDec 30	
foxbusiness	UA-4280-EWR-SAV		9:19 AMDec 30			11:17 AMDec 30	
allegiantair	UA-4280-EWR-SAV		9:19 AMDec 30			11:17 AMDec 30	
boston	UA-4280-EWR-SAV		9:19 AMDec 30			11:13 AMDec 30	
travelocity	UA-4280-EWR-SAV	Dec 30 - 8:56am	Dec 30 - Contact Airline	Not provided by airline	Dec 30 - 11:30am	Dec 30 - Contact Airline	Not provided by airline
orbitz	UA-4280-EWR-SAV	8:56aDec 30	9:02aDec 30	 -	11:30aDec 30	11:17aDec 30	 -
weather	UA-4280-EWR-SAV	2011-12-30 08:56 AM			2011-12-30 11:30 AM		
mytripandmore	UA-4280-EWR-SAV	Dec 30 - 8:56am	Dec 30 - Contact Airline	Not provided by airline	Dec 30 - 11:30am	Dec 30 - Contact Airline	Not provided by airline
flightarrival	UA-4280-EWR-SAV	2011-12-30 08:56 AM			2011-12-30 11:30 AM		
ua	UA-2337-CLT-STL	Fri, Dec 30 8:20 PM	Fri, Dec 30 8:20 PM            Delayed	B4	Fri, Dec 30 9:27 PM	Fri, Dec 30 9:20 PM	A15
airtravelcenter	UA-2337-CLT-STL		12/30/11 8:36 PM (-05:00)			12/30/11 9:17 PM (-06:00)	
myrateplan	UA-2337-CLT-STL		12/30/11 8:36 PM (-05:00)			12/30/11 9:17 PM (-06:00)	
helloflight	UA-2337-CLT-STL		12/30/11 8:36 PM (-05:00)			12/30/11 9:17 PM (-06:00)	
flytecomm	UA-2337-CLT-STL		12/30/11 8:36 PM (-05:00)			12/30/11 9:17 PM (-06:00)	
flights	UA-2337-CLT-STL	08:20 PM  Fri 30-Dec-2011	08:16 PM  Fri 30-Dec-2011	B4	09:27 PM  Fri 30-Dec-2011	09:20 PM  Fri 30-Dec-2011	A15
businesstravellogue	UA-2337-CLT-STL	08:20 PM  Fri 30-Dec-2011	08:16 PM  Fri 30-Dec-2011	B4	09:27 PM  Fri 30-Dec-2011	09:20 PM  Fri 30-Dec-2011	A15
flylouisville	UA-2337-CLT-STL	08:20 PM  Fri 30-Dec-2011	08:16 PM  Fri 30-Dec-2011	B4	09:27 PM  Fri 30-Dec-2011	09:20 PM  Fri 30-Dec-2011	A15
world-flight-tracker	UA-2337-CLT-STL	2011-12-30 8:20 PM	2011-12-30 8:16 PM		2011-12-30 9:27 PM	2011-12-30 9:20 PM	
flightview	UA-2337-CLT-STL	8:20 PM, Dec 30	8:36 PM, Dec 30		9:27 PM, Dec 30	9:15 PM, Dec 30	
panynj	UA-2337-CLT-STL	8:20 PM, Dec 30	8:36 PM, Dec 30		9:27 PM, Dec 30	9:15 PM, Dec 30	
gofox	UA-2337-CLT-STL	8:20 PM, Dec 30	8:36 PM, Dec 30		9:27 PM, Dec 30	9:15 PM, Dec 30	
foxbusiness	UA-2337-CLT-STL	8:20 PM, Dec 30	8:36 PM, Dec 30		9:27 PM, Dec 30	9:15 PM, Dec 30	
allegiantair	UA-2337-CLT-STL	8:20 PM, Dec 30	8:36 PM, Dec 30		9:27 PM, Dec 30	9:15 PM, Dec 30	
boston	UA-2337-CLT-STL	8:20 PM, Dec 30	8:36 PM, Dec 30		9:27 PM, Dec 30	9:15 PM, Dec 30	
travelocity	UA-2337-CLT-STL	Dec 30 - 8:20pm	Dec 30 - Contact Airline	Not provided by airline	Dec 30 - 9:27pm	Dec 30 - Contact Airline	Not provided by airline
orbitz	UA-2337-CLT-STL	8:20pDec 30	8:16pDec 30	 -	9:27pDec 30	9:20pDec 30	 -
weather	UA-2337-CLT-STL	2011-12-30 08:20 PM			2011-12-30 09:27 PM		
mytripandmore	UA-2337-CLT-STL	8:20pDec 30	8:16pDec 30	 -	9:27pDec 30	9:20pDec 30	 -
flightarrival	UA-2337-CLT-STL	2011-12-30 08:20 PM			2011-12-30 09:27 PM		
ua	UA-983-ORD-MSY	Fri, Dec 30 9:05 PM	Fri, Dec 30 9:05 PM            On Time	B11	Fri, Dec 30 11:29 PM	Fri, Dec 30 11:29 PM	HOLD
airtravelcenter	UA-983-ORD-MSY		12/30/11 9:11 PM (-06:00)			12/30/11 11:01 PM (-06:00)	
myrateplan	UA-983-ORD-MSY		12/30/11 9:11 PM (-06:00)			12/30/11 11:01 PM (-06:00)	
helloflight	UA-983-ORD-MSY		12/30/11 9:11 PM (-06:00)			12/30/11 11:01 PM (-06:00)	
flytecomm	UA-983-ORD-MSY		12/30/11 9:11 PM (-06:00)			12/30/11 11:01 PM (-06:00)	
flights	UA-983-ORD-MSY	2011-12-30 09:05 PM		B11	2011-12-30 11:29 PM		
businesstravellogue	UA-983-ORD-MSY	2011-12-30 09:05 PM		B11	2011-12-30 11:29 PM		
flylouisville	UA-983-ORD-MSY	2011-12-30 09:05 PM		B11	2011-12-30 11:29 PM		
flightstats	UA-983-ORD-MSY	2011-12-30 9:05 PM	2011-12-30 9:05 PM (Estimated)		2011-12-30 11:29 PM	2011-12-30 11:29 PM (Estimated)	
quicktrip	UA-983-ORD-MSY	2011-12-30 9:05 PM	2011-12-30 9:05 PM (Estimated)		2011-12-30 11:29 PM	2011-12-30 11:29 PM (Estimated)	
flightview	UA-983-ORD-MSY	9:05 PMDec 30			11:29 PMDec 30		
panynj	UA-983-ORD-MSY	9:05 PMDec 30			11:29 PMDec 30		
gofox	UA-983-ORD-MSY	9:05 PMDec 30			11:29 PMDec 30		
foxbusiness	UA-983-ORD-MSY	9:05 PMDec 30			11:29 PMDec 30		
allegiantair	UA-983-ORD-MSY	9:05 PMDec 30			11:29 PMDec 30		
boston	UA-983-ORD-MSY	9:05 PMDec 30			11:29 PMDec 30		
travelocity	UA-983-ORD-MSY	Dec 30 - 9:05pm	Dec 30 - Contact Airline	Not provided by airline	Dec 30 - 11:29pm	Dec 30 - Contact Airline	Not provided by airline
orbitz	UA-983-ORD-MSY	9:05pDec 30		 B11	11:29pDec 30		 -
ord	UA-983-ORD-MSY	2011-12-30 9:05 PM		B11	2011-12-30 11:29 PM		 
ua	UA-3073-SFO-PHX	Fri, Dec 30 3:40 PM	Fri, Dec 30 3:40 PM	29	Fri, Dec 30 6:33 PM	Fri, Dec 30 6:18 PM	A29
airtravelcenter	UA-3073-SFO-PHX		12/30/11 3:50 PM (-08:00)			12/30/11 6:09 PM (-07:00)	
myrateplan	UA-3073-SFO-PHX		12/30/11 3:50 PM (-08:00)			12/30/11 6:09 PM (-07:00)	
