CO	CO-4237-EWR-DTW	Mon., Dec.26, 2011 12:17 p.m.	Mon., Dec.26, 2011 12:12 p.m.		Mon., Dec.26, 2011 2:24 p.m.	Mon., Dec.26, 2011 2:03 p.m.	
flightaware	CO-1085-IAH-CLE	2011-12-26 10:10AM CST	2011-12-26 10:38AM CST	 29 	2011-12-26 01:22PM EST	2011-12-26 01:43PM EST	 C8 
wunderground	CO-1085-IAH-CLE	2011-12-26 10:10AM CST	2011-12-26 10:38AM CST	 29 	2011-12-26 01:22PM EST	2011-12-26 01:43PM EST	 C8 
flights	CO-1085-IAH-CLE		2011-12-26 10:24 AM	29		2011-12-26 01:51 PM	C8
businesstravellogue	CO-1085-IAH-CLE		2011-12-26 10:24 AM	29		2011-12-26 01:51 PM	C8
flylouisville	CO-1085-IAH-CLE		2011-12-26 10:24 AM	29		2011-12-26 01:51 PM	C8
flightstats	CO-1085-IAH-CLE	2011-12-26 10:10 AM	2011-12-26 10:24 AM		2011-12-26 1:53 PM	2011-12-26 1:51 PM	
quicktrip	CO-1085-IAH-CLE	2011-12-26 10:10 AM	2011-12-26 10:24 AM		2011-12-26 1:53 PM	2011-12-26 1:51 PM	
flightview	CO-1085-IAH-CLE		10:38 AMDec 26			1:51 PMDec 26	
panynj	CO-1085-IAH-CLE		10:38 AMDec 26			1:51 PMDec 26	
gofox	CO-1085-IAH-CLE		10:38 AMDec 26			1:51 PMDec 26	
foxbusiness	CO-1085-IAH-CLE		10:38 AMDec 26			1:51 PMDec 26	
allegiantair	CO-1085-IAH-CLE		10:38 AMDec 26			1:51 PMDec 26	
boston	CO-1085-IAH-CLE		10:38 AMDec 26			1:44 PMDec 26	
orbitz	CO-1085-IAH-CLE	10:10aDec 26	10:24aDec 26	 29	1:53pDec 26	1:51pDec 26	 C08
ifly	CO-1085-IAH-CLE	2011-12-26 10:10 AM	2011-12-26 10:24 AM		2011-12-26 1:53 PM	2011-12-26 1:51 PM	
usatoday	CO-1085-IAH-CLE	2011-12-26 10:10 AM	2011-12-26 10:24 AM		2011-12-26 1:53 PM	2011-12-26 1:51 PM	
flightarrival	CO-1085-IAH-CLE		10:38 AMDec 26			1:44 PMDec 26	
aa	AA-2473-DFW-LAX	December 26, 2011               06:05 PM    	December 26, 2011               06:08 PM    	 C29	December 26, 2011               07:25 PM    	December 26, 2011               07:23 PM    	 45    
flightexplorer	AA-2473-DFW-LAX		12/26/2011 6:23PM CST			12/26/2011 7:19PM PST	
airtravelcenter	AA-2473-DFW-LAX		12/26/11 6:22 PM (-06:00)			12/26/11 7:19 PM (-08:00)	
myrateplan	AA-2473-DFW-LAX		12/26/11 6:22 PM (-06:00)			12/26/11 7:19 PM (-08:00)	
helloflight	AA-2473-DFW-LAX		12/26/11 6:22 PM (-06:00)			12/26/11 7:19 PM (-08:00)	
flytecomm	AA-2473-DFW-LAX		12/26/11 6:22 PM (-06:00)			12/26/11 7:19 PM (-08:00)	
flightaware	AA-2473-DFW-LAX	2011-12-26 06:05PM CST	2011-12-26 06:22PM CST	 C29 	2011-12-26 07:11PM PST	2011-12-26 07:16PM PST	 45 
wunderground	AA-2473-DFW-LAX	2011-12-26 06:05PM CST	2011-12-26 06:22PM CST	 C29 	2011-12-26 07:11PM PST	2011-12-26 07:16PM PST	 45 
flights	AA-2473-DFW-LAX	06:05 PM  Mon 26-Dec-2011	06:08 PM  Mon 26-Dec-2011	C29	07:25 PM  Mon 26-Dec-2011	07:23 PM  Mon 26-Dec-2011	45
businesstravellogue	AA-2473-DFW-LAX	06:05 PM  Mon 26-Dec-2011	06:08 PM  Mon 26-Dec-2011	C29	07:25 PM  Mon 26-Dec-2011	07:23 PM  Mon 26-Dec-2011	45
flylouisville	AA-2473-DFW-LAX	06:05 PM  Mon 26-Dec-2011	06:08 PM  Mon 26-Dec-2011	C29	07:25 PM  Mon 26-Dec-2011	07:23 PM  Mon 26-Dec-2011	45
flightstats	AA-2473-DFW-LAX	2011-12-26 6:05 PM	2011-12-26 6:08 PM		2011-12-26 7:25 PM	2011-12-26 7:23 PM	
quicktrip	AA-2473-DFW-LAX	2011-12-26 6:05 PM	2011-12-26 6:08 PM		2011-12-26 7:25 PM	2011-12-26 7:23 PM	
world-flight-tracker	AA-2473-DFW-LAX	2011-12-26 6:05 PM	2011-12-26 6:08 PM		2011-12-26 7:25 PM	2011-12-26 7:23 PM	
flightview	AA-2473-DFW-LAX	6:05 PM, Dec 26	6:23 PM, Dec 26	Terminal C - C29	7:25 PM, Dec 26	7:23 PM, Dec 26	Terminal 4 - 45
panynj	AA-2473-DFW-LAX	6:05 PM, Dec 26	6:23 PM, Dec 26	Terminal C - C29	7:25 PM, Dec 26	7:23 PM, Dec 26	Terminal 4 - 45
gofox	AA-2473-DFW-LAX	6:05 PM, Dec 26	6:23 PM, Dec 26		7:25 PM, Dec 26	7:23 PM, Dec 26	
foxbusiness	AA-2473-DFW-LAX	6:05 PM, Dec 26	6:23 PM, Dec 26	Terminal C - C29	7:25 PM, Dec 26	7:23 PM, Dec 26	Terminal 4 - 45
allegiantair	AA-2473-DFW-LAX	6:05 PM, Dec 26	6:23 PM, Dec 26	Terminal C - C29	7:25 PM, Dec 26	7:23 PM, Dec 26	Terminal 4 - 45
boston	AA-2473-DFW-LAX	6:05 PM, Dec 26	6:23 PM, Dec 26		7:25 PM, Dec 26	7:16 PM, Dec 26	
orbitz	AA-2473-DFW-LAX	6:05pDec 26	6:08pDec 26	 C29	7:25pDec 26	7:23pDec 26	 45
weather	AA-2473-DFW-LAX	2011-12-26 06:05 PM			2011-12-26 07:25 PM		
dfw	AA-2473-DFW-LAX	2011-12-26 6:05 pm		C29			
ifly	AA-2473-DFW-LAX	2011-12-26 6:05 PM	2011-12-26 6:08 PM		2011-12-26 7:25 PM	2011-12-26 7:23 PM	
usatoday	AA-2473-DFW-LAX	2011-12-26 06:05 PM			2011-12-26 07:25 PM		
mytripandmore	AA-2473-DFW-LAX	6:05pDec 26	6:08pDec 26	 C29	7:25pDec 26	7:23pDec 26	 45
aa	AA-2453-DFW-LAX	December 26, 2011               03:10 PM    	December 26, 2011               03:07 PM    	 D40	December 26, 2011               04:40 PM    	December 26, 2011               04:26 PM    	 46A    
flightexplorer	AA-2453-DFW-LAX		12/26/2011 3:26PM CST			12/26/2011 4:23PM PST	
airtravelcenter	AA-2453-DFW-LAX		12/26/11 3:25 PM (-06:00)			12/26/11 4:23 PM (-08:00)	
myrateplan	AA-2453-DFW-LAX		12/26/11 3:25 PM (-06:00)			12/26/11 4:23 PM (-08:00)	
helloflight	AA-2453-DFW-LAX		12/26/11 3:25 PM (-06:00)			12/26/11 4:23 PM (-08:00)	
flytecomm	AA-2453-DFW-LAX		12/26/11 3:25 PM (-06:00)			12/26/11 4:23 PM (-08:00)	
flightaware	AA-2453-DFW-LAX	2011-12-26 03:10PM CST	2011-12-26 03:25PM CST	 D40 	2011-12-26 04:18PM PST	2011-12-26 04:20PM PST	 46A 
wunderground	AA-2453-DFW-LAX	2011-12-26 03:10PM CST	2011-12-26 03:25PM CST	 D40 	2011-12-26 04:18PM PST	2011-12-26 04:20PM PST	 46A 
flights	AA-2453-DFW-LAX	03:10 PM  Mon 26-Dec-2011	03:07 PM  Mon 26-Dec-2011	D40	04:40 PM  Mon 26-Dec-2011	04:26 PM  Mon 26-Dec-2011	46A
businesstravellogue	AA-2453-DFW-LAX	03:10 PM  Mon 26-Dec-2011	03:07 PM  Mon 26-Dec-2011	D40	04:40 PM  Mon 26-Dec-2011	04:26 PM  Mon 26-Dec-2011	46A
flylouisville	AA-2453-DFW-LAX	03:10 PM  Mon 26-Dec-2011	03:07 PM  Mon 26-Dec-2011	D40	04:40 PM  Mon 26-Dec-2011	04:26 PM  Mon 26-Dec-2011	46A
flightstats	AA-2453-DFW-LAX	2011-12-26 3:10 PM	2011-12-26 3:07 PM		2011-12-26 4:40 PM	2011-12-26 4:26 PM	
quicktrip	AA-2453-DFW-LAX	2011-12-26 3:10 PM	2011-12-26 3:07 PM		2011-12-26 4:40 PM	2011-12-26 4:26 PM	
world-flight-tracker	AA-2453-DFW-LAX	2011-12-26 3:10 PM	2011-12-26 3:07 PM		2011-12-26 4:40 PM	2011-12-26 4:26 PM	
flightview	AA-2453-DFW-LAX	3:10 PM, Dec 26	3:26 PM, Dec 26	Terminal D - D40	4:40 PM, Dec 26	4:26 PM, Dec 26	Terminal 4 - 46A
panynj	AA-2453-DFW-LAX	3:10 PM, Dec 26	3:26 PM, Dec 26	Terminal D - D40	4:40 PM, Dec 26	4:26 PM, Dec 26	Terminal 4 - 46A
gofox	AA-2453-DFW-LAX	3:10 PM, Dec 26	3:26 PM, Dec 26		4:40 PM, Dec 26	4:26 PM, Dec 26	
foxbusiness	AA-2453-DFW-LAX	3:10 PM, Dec 26	3:26 PM, Dec 26	Terminal D - D40	4:40 PM, Dec 26	4:26 PM, Dec 26	Terminal 4 - 46A
allegiantair	AA-2453-DFW-LAX	3:10 PM, Dec 26	3:26 PM, Dec 26	Terminal D - D40	4:40 PM, Dec 26	4:26 PM, Dec 26	Terminal 4 - 46A
boston	AA-2453-DFW-LAX	3:10 PM, Dec 26	3:26 PM, Dec 26		4:40 PM, Dec 26	4:20 PM, Dec 26	
orbitz	AA-2453-DFW-LAX	3:10pDec 26	3:07pDec 26	 D40	4:40pDec 26	4:26pDec 26	 46A
weather	AA-2453-DFW-LAX	2011-12-26 03:10 PM			2011-12-26 04:40 PM		
dfw	AA-2453-DFW-LAX	2011-12-26 3:10 pm		D40			
mytripandmore	AA-2453-DFW-LAX	3:10pDec 26	3:07pDec 26	 D40	4:40pDec 26	4:26pDec 26	 46A
aa	AA-1206-PHX-ORD	December 26, 2011               04:25 PM    	December 26, 2011               04:19 PM    	 6	December 26, 2011               08:50 PM    	December 26, 2011               08:38 PM    	 K4    
flightexplorer	AA-1206-PHX-ORD		12/26/2011 4:33PM MST			12/26/2011 8:34PM CST	
airtravelcenter	AA-1206-PHX-ORD		12/26/11 4:33 PM (-07:00)			12/26/11 8:34 PM (-06:00)	
myrateplan	AA-1206-PHX-ORD		12/26/11 4:33 PM (-07:00)			12/26/11 8:34 PM (-06:00)	
helloflight	AA-1206-PHX-ORD		12/26/11 4:33 PM (-07:00)			12/26/11 8:34 PM (-06:00)	
flytecomm	AA-1206-PHX-ORD		12/26/11 4:33 PM (-07:00)			12/26/11 8:34 PM (-06:00)	
flightaware	AA-1206-PHX-ORD	2011-12-26 04:25PM MST	2011-12-26 04:33PM MST	 6 	2011-12-26 08:39PM CST	2011-12-26 08:32PM CST	 K4 
wunderground	AA-1206-PHX-ORD	2011-12-26 04:25PM MST	2011-12-26 04:33PM MST	 6 	2011-12-26 08:39PM CST	2011-12-26 08:32PM CST	 K4 
flights	AA-1206-PHX-ORD	04:25 PM  Mon 26-Dec-2011	04:19 PM  Mon 26-Dec-2011	6	08:50 PM  Mon 26-Dec-2011	08:38 PM  Mon 26-Dec-2011	K4
businesstravellogue	AA-1206-PHX-ORD	04:25 PM  Mon 26-Dec-2011	04:19 PM  Mon 26-Dec-2011	6	08:50 PM  Mon 26-Dec-2011	08:38 PM  Mon 26-Dec-2011	K4
flylouisville	AA-1206-PHX-ORD	04:25 PM  Mon 26-Dec-2011	04:19 PM  Mon 26-Dec-2011	6	08:50 PM  Mon 26-Dec-2011	08:38 PM  Mon 26-Dec-2011	K4
flightstats	AA-1206-PHX-ORD	2011-12-26 4:25 PM	2011-12-26 4:19 PM		2011-12-26 8:50 PM	2011-12-26 8:38 PM	
quicktrip	AA-1206-PHX-ORD	2011-12-26 4:25 PM	2011-12-26 4:19 PM		2011-12-26 8:50 PM	2011-12-26 8:38 PM	
world-flight-tracker	AA-1206-PHX-ORD	2011-12-26 4:25 PM	2011-12-26 4:19 PM		2011-12-26 8:50 PM	2011-12-26 8:38 PM	
flightview	AA-1206-PHX-ORD	4:25 PM, Dec 26	4:33 PM, Dec 26	Terminal 3	8:50 PM, Dec 26	8:36 PM, Dec 26	K4
panynj	AA-1206-PHX-ORD	4:25 PM, Dec 26	4:33 PM, Dec 26	Terminal 3	8:50 PM, Dec 26	8:36 PM, Dec 26	K4
gofox	AA-1206-PHX-ORD	4:25 PM, Dec 26	4:33 PM, Dec 26		8:50 PM, Dec 26	8:36 PM, Dec 26	
foxbusiness	AA-1206-PHX-ORD	4:25 PM, Dec 26	4:33 PM, Dec 26	Terminal 3	8:50 PM, Dec 26	8:36 PM, Dec 26	K4
allegiantair	AA-1206-PHX-ORD	4:25 PM, Dec 26	4:33 PM, Dec 26	Terminal 3	8:50 PM, Dec 26	8:36 PM, Dec 26	K4
boston	AA-1206-PHX-ORD	4:25 PM, Dec 26	4:33 PM, Dec 26		8:50 PM, Dec 26	8:36 PM, Dec 26	
orbitz	AA-1206-PHX-ORD	4:25pDec 26	4:19pDec 26	 6	8:50pDec 26	8:38pDec 26	 K4
weather	AA-1206-PHX-ORD	2011-12-26 04:25 PM			2011-12-26 08:50 PM		
ord	AA-1206-PHX-ORD	2011-12-26 4:25 PM		6	2011-12-26 8:50 PM		K4
usatoday	AA-1206-PHX-ORD	4:25 PM, Dec 26	4:33 PM, Dec 26		8:50 PM, Dec 26	8:36 PM, Dec 26	
flightwise	AA-1206-PHX-ORD	2011-12-26 04:25PM MST	2011-12-26 04:33PM MST	 6 	2011-12-26 08:39PM CST	2011-12-26 08:32PM CST	 K4 
flightarrival	AA-1206-PHX-ORD	4:25 PM, Dec 26	4:33 PM, Dec 26		8:50 PM, Dec 26	8:36 PM, Dec 26	
aa	AA-32-LAX-JFK	December 26, 2011               01:45 PM    	December 26, 2011               02:27 PM    	 46A	December 26, 2011               10:05 PM    	December 26, 2011               10:35 PM    	 37    
flightexplorer	AA-32-LAX-JFK		12/26/2011 2:42PM PST			12/26/2011 10:19PM EST	
airtravelcenter	AA-32-LAX-JFK		12/26/11 2:42 PM (-08:00)			12/26/11 10:19 PM (-05:00)	
myrateplan	AA-32-LAX-JFK		12/26/11 2:42 PM (-08:00)			12/26/11 10:19 PM (-05:00)	
helloflight	AA-32-LAX-JFK		12/26/11 2:42 PM (-08:00)			12/26/11 10:19 PM (-05:00)	
flytecomm	AA-32-LAX-JFK		12/26/11 2:42 PM (-08:00)			12/26/11 10:19 PM (-05:00)	
flightaware	AA-32-LAX-JFK	2011-12-26 02:42PM PST	2011-12-26 02:42PM PST	 46A 	2011-12-26 10:29PM EST	2011-12-26 04:52PM EST	 37 
wunderground	AA-32-LAX-JFK	2011-12-26 02:42PM PST	2011-12-26 02:42PM PST	 46A 	2011-12-26 10:29PM EST	2011-12-26 04:52PM EST	 37 
flights	AA-32-LAX-JFK	01:45 PM  Mon 26-Dec-2011	02:27 PM  Mon 26-Dec-2011	46A	10:05 PM  Mon 26-Dec-2011	10:35 PM  Mon 26-Dec-2011	C37
businesstravellogue	AA-32-LAX-JFK	01:45 PM  Mon 26-Dec-2011	02:27 PM  Mon 26-Dec-2011	46A	10:05 PM  Mon 26-Dec-2011	10:35 PM  Mon 26-Dec-2011	C37
flylouisville	AA-32-LAX-JFK	01:45 PM  Mon 26-Dec-2011	02:27 PM  Mon 26-Dec-2011	46A	10:05 PM  Mon 26-Dec-2011	10:35 PM  Mon 26-Dec-2011	C37
flightstats	AA-32-LAX-JFK	2011-12-26 1:45 PM	2011-12-26 2:27 PM		2011-12-26 10:05 PM	2011-12-26 10:35 PM	
quicktrip	AA-32-LAX-JFK	2011-12-26 1:45 PM	2011-12-26 2:27 PM		2011-12-26 10:05 PM	2011-12-26 10:35 PM	
world-flight-tracker	AA-32-LAX-JFK	2011-12-26 1:45 PM	2011-12-26 2:27 PM		2011-12-26 10:05 PM	2011-12-26 10:35 PM	
flightview	AA-32-LAX-JFK	1:45 PM, Dec 26	2:42 PM, Dec 26	Terminal 4 - 46A	10:05 PM, Dec 26	10:35 PM, Dec 26	Terminal 8 - 37
panynj	AA-32-LAX-JFK	1:45 PM, Dec 26	2:42 PM, Dec 26	Terminal 4 - 46A	10:05 PM, Dec 26	10:35 PM, Dec 26	Terminal 8 - 37
gofox	AA-32-LAX-JFK	1:45 PM, Dec 26	2:42 PM, Dec 26		10:05 PM, Dec 26	10:35 PM, Dec 26	
foxbusiness	AA-32-LAX-JFK	1:45 PM, Dec 26	2:42 PM, Dec 26	Terminal 4 - 46A	10:05 PM, Dec 26	10:35 PM, Dec 26	Terminal 8 - 37
allegiantair	AA-32-LAX-JFK	1:45 PM, Dec 26	2:42 PM, Dec 26	Terminal 4 - 46A	10:05 PM, Dec 26	10:35 PM, Dec 26	Terminal 8 - 37
boston	AA-32-LAX-JFK	1:45 PM, Dec 26	2:42 PM, Dec 26		10:05 PM, Dec 26	10:31 PM, Dec 26	
orbitz	AA-32-LAX-JFK	1:45pDec 26	2:27pDec 26	 46A	10:05pDec 26	10:35pDec 26	 37
weather	AA-32-LAX-JFK	2011-12-26 01:45 PM			2011-12-26 10:05 PM		
aa	AA-3768-EWR-ORD	December 26, 2011               06:00 AM    	December 26, 2011               05:58 AM    	 30	December 26, 2011               07:35 AM    	December 26, 2011               07:25 AM    	 G13    
flightexplorer	AA-3768-EWR-ORD		12/26/2011 6:13AM EST			12/26/2011 7:11AM CST	
airtravelcenter	AA-3768-EWR-ORD		12/26/11 6:11 AM (-05:00)			12/26/11 7:11 AM (-06:00)	
myrateplan	AA-3768-EWR-ORD		12/26/11 6:11 AM (-05:00)			12/26/11 7:11 AM (-06:00)	
helloflight	AA-3768-EWR-ORD		12/26/11 6:11 AM (-05:00)			12/26/11 7:11 AM (-06:00)	
flytecomm	AA-3768-EWR-ORD		12/26/11 6:11 AM (-05:00)			12/26/11 7:11 AM (-06:00)	
flightaware	AA-3768-EWR-ORD	2011-12-26 06:00AM EST	2011-12-26 06:11AM EST	 30 	2011-12-26 07:20AM CST	2011-12-26 07:08AM CST	 G13 
wunderground	AA-3768-EWR-ORD	2011-12-26 06:00AM EST	2011-12-26 06:11AM EST	 30 	2011-12-26 07:20AM CST	2011-12-26 07:08AM CST	 G13 
flights	AA-3768-EWR-ORD	06:00 AM  Mon 26-Dec-2011	05:58 AM  Mon 26-Dec-2011	30	07:35 AM  Mon 26-Dec-2011	07:25 AM  Mon 26-Dec-2011	G13
businesstravellogue	AA-3768-EWR-ORD	06:00 AM  Mon 26-Dec-2011	05:58 AM  Mon 26-Dec-2011	30	07:35 AM  Mon 26-Dec-2011	07:25 AM  Mon 26-Dec-2011	G13
flylouisville	AA-3768-EWR-ORD	06:00 AM  Mon 26-Dec-2011	05:58 AM  Mon 26-Dec-2011	30	07:35 AM  Mon 26-Dec-2011	07:25 AM  Mon 26-Dec-2011	G13
flightstats	AA-3768-EWR-ORD	2011-12-26 6:00 AM	2011-12-26 5:58 AM		2011-12-26 7:35 AM	2011-12-26 7:25 AM	
quicktrip	AA-3768-EWR-ORD	2011-12-26 6:00 AM	2011-12-26 5:58 AM		2011-12-26 7:35 AM	2011-12-26 7:25 AM	
world-flight-tracker	AA-3768-EWR-ORD	2011-12-26 6:00 AM	2011-12-26 5:58 AM		2011-12-26 7:35 AM	2011-12-26 7:25 AM	
flightview	AA-3768-EWR-ORD	6:00 AM, Dec 26	6:13 AM, Dec 26	30	7:35 AM, Dec 26	7:13 AM, Dec 26	G13
panynj	AA-3768-EWR-ORD	6:00 AM, Dec 26	6:13 AM, Dec 26	30	7:35 AM, Dec 26	7:13 AM, Dec 26	G13
gofox	AA-3768-EWR-ORD	6:00 AM, Dec 26	6:13 AM, Dec 26		7:35 AM, Dec 26	7:13 AM, Dec 26	
foxbusiness	AA-3768-EWR-ORD	6:00 AM, Dec 26	6:13 AM, Dec 26	30	7:35 AM, Dec 26	7:13 AM, Dec 26	G13
allegiantair	AA-3768-EWR-ORD	6:00 AM, Dec 26	6:13 AM, Dec 26	30	7:35 AM, Dec 26	7:13 AM, Dec 26	G13
boston	AA-3768-EWR-ORD	6:00 AM, Dec 26	6:13 AM, Dec 26		7:35 AM, Dec 26	7:13 AM, Dec 26	
travelocity	AA-3768-EWR-ORD	Dec 26 - 6:00am	Dec 26 - 5:58am	30/A	Dec 26 - 7:35am	Dec 26 - 7:25am	G13/T3
orbitz	AA-3768-EWR-ORD	6:00aDec 26	5:58aDec 26	 30	7:35aDec 26	7:25aDec 26	 G13
weather	AA-3768-EWR-ORD	2011-12-26 06:00 AM			2011-12-26 07:35 AM		
ord	AA-3768-EWR-ORD	2011-12-26 6:00 AM		30	2011-12-26 7:35 AM		G13
ifly	AA-3768-EWR-ORD	2011-12-26 6:00 AM	2011-12-26 5:58 AM		2011-12-26 7:35 AM	2011-12-26 7:25 AM	
flightwise	AA-3768-EWR-ORD	2011-12-26 06:00AM EST	2011-12-26 06:11AM EST	 30 	2011-12-26 07:20AM CST	2011-12-26 07:08AM CST	 G13 
flightarrival	AA-3768-EWR-ORD	2011-12-26 06:00 AM			2011-12-26 07:35 AM		
ua	UA-5457-YWG-ORD	Mon, Dec 26 5:41 PM	Mon, Dec 26 5:41 PM            On Time	--	Mon, Dec 26 7:57 PM	Mon, Dec 26 7:57 PM	F6A
airtravelcenter	UA-5457-YWG-ORD	12/26/11 5:41 PM (-06:00)			12/26/11 7:57 PM (-06:00)		
myrateplan	UA-5457-YWG-ORD	12/26/11 5:41 PM (-06:00)			12/26/11 7:57 PM (-06:00)		
helloflight	UA-5457-YWG-ORD	12/26/11 5:41 PM (-06:00)			12/26/11 7:57 PM (-06:00)		
flytecomm	UA-5457-YWG-ORD	12/26/11 5:41 PM (-06:00)			12/26/11 7:57 PM (-06:00)		
flights	UA-5457-YWG-ORD	2011-12-26 05:41 PM			2011-12-26 07:57 PM		F6A
businesstravellogue	UA-5457-YWG-ORD	2011-12-26 05:41 PM			2011-12-26 07:57 PM		F6A
flylouisville	UA-5457-YWG-ORD	2011-12-26 05:41 PM			2011-12-26 07:57 PM		F6A
flightview	UA-5457-YWG-ORD	5:41 PMDec 26			7:57 PMDec 26		
panynj	UA-5457-YWG-ORD	5:41 PMDec 26			7:57 PMDec 26		
gofox	UA-5457-YWG-ORD	5:41 PMDec 26			7:57 PMDec 26		
foxbusiness	UA-5457-YWG-ORD	5:41 PMDec 26			7:57 PMDec 26		
allegiantair	UA-5457-YWG-ORD	5:41 PMDec 26			7:57 PMDec 26		
boston	UA-5457-YWG-ORD	5:41 PMDec 26			7:57 PMDec 26		
orbitz	UA-5457-YWG-ORD	5:41pDec 26		 -	7:57pDec 26		 F6A
ua	UA-1551-IAH-SEA	Mon, Dec 26 7:25 AM	Mon, Dec 26 7:24 AM	C-41	Mon, Dec 26 10:27 AM	Mon, Dec 26 10:23 AM	B9
airtravelcenter	UA-1551-IAH-SEA	12/26/11 7:25 AM (-06:00)			12/26/11 10:27 AM (-08:00)		
myrateplan	UA-1551-IAH-SEA	12/26/11 7:25 AM (-06:00)			12/26/11 10:27 AM (-08:00)		
helloflight	UA-1551-IAH-SEA	12/26/11 7:25 AM (-06:00)			12/26/11 10:27 AM (-08:00)		
flytecomm	UA-1551-IAH-SEA	12/26/11 7:25 AM (-06:00)			12/26/11 10:27 AM (-08:00)		
flights	UA-1551-IAH-SEA		2011-12-26 07:24 AM	41		2011-12-26 10:23 AM	9
businesstravellogue	UA-1551-IAH-SEA		2011-12-26 07:24 AM	41		2011-12-26 10:23 AM	9
flylouisville	UA-1551-IAH-SEA		2011-12-26 07:24 AM	41		2011-12-26 10:23 AM	9
flightview	UA-1551-IAH-SEA		7:53 AMDec 26			10:23 AMDec 26	
panynj	UA-1551-IAH-SEA		7:53 AMDec 26			10:23 AMDec 26	
gofox	UA-1551-IAH-SEA		7:53 AMDec 26			10:23 AMDec 26	
foxbusiness	UA-1551-IAH-SEA		7:53 AMDec 26			10:23 AMDec 26	
allegiantair	UA-1551-IAH-SEA		7:53 AMDec 26			10:23 AMDec 26	
boston	UA-1551-IAH-SEA		7:53 AMDec 26			10:19 AMDec 26	
orbitz	UA-1551-IAH-SEA	7:25aDec 26	7:24aDec 26	 41	10:27aDec 26	10:23aDec 26	 B9
weather	UA-1551-IAH-SEA	2011-12-26 07:25 AM			2011-12-26 10:27 AM		
usatoday	UA-1551-IAH-SEA		7:53 AMDec 26			10:19 AMDec 26	
flightarrival	UA-1551-IAH-SEA	2011-12-26 07:25 AM			2011-12-26 10:27 AM		
CO	CO-59-IAH-DEN	Mon., Dec.26, 2011 5:39 p.m.	Mon., Dec.26, 2011 5:42 p.m.		Mon., Dec.26, 2011 7:20 p.m.	Mon., Dec.26, 2011 7:04 p.m.	
airtravelcenter	CO-59-IAH-DEN	12/26/11 5:39 PM (-06:00)			12/26/11 7:20 PM (-07:00)		
myrateplan	CO-59-IAH-DEN	12/26/11 5:39 PM (-06:00)			12/26/11 7:20 PM (-07:00)		
helloflight	CO-59-IAH-DEN	12/26/11 5:39 PM (-06:00)			12/26/11 7:20 PM (-07:00)		
flytecomm	CO-59-IAH-DEN	12/26/11 5:39 PM (-06:00)			12/26/11 7:20 PM (-07:00)		
flightaware	CO-59-IAH-DEN	2011-12-26 05:39PM CST	2011-12-26 05:53PM CST	 E8 	2011-12-26 06:54PM MST	2011-12-26 06:57PM MST	 B20 
wunderground	CO-59-IAH-DEN	2011-12-26 05:39PM CST	2011-12-26 05:53PM CST	 E8 	2011-12-26 06:54PM MST	2011-12-26 06:57PM MST	 B20 
flights	CO-59-IAH-DEN	05:39 PM  Mon 26-Dec-2011	05:42 PM  Mon 26-Dec-2011	8	07:20 PM  Mon 26-Dec-2011	07:04 PM  Mon 26-Dec-2011	B20
businesstravellogue	CO-59-IAH-DEN	05:39 PM  Mon 26-Dec-2011	05:42 PM  Mon 26-Dec-2011	8	07:20 PM  Mon 26-Dec-2011	07:04 PM  Mon 26-Dec-2011	B20
flylouisville	CO-59-IAH-DEN	05:39 PM  Mon 26-Dec-2011	05:42 PM  Mon 26-Dec-2011	8	07:20 PM  Mon 26-Dec-2011	07:04 PM  Mon 26-Dec-2011	B20
flightstats	CO-59-IAH-DEN	2011-12-26 5:39 PM	2011-12-26 5:42 PM		2011-12-26 7:20 PM	2011-12-26 7:04 PM	
quicktrip	CO-59-IAH-DEN	2011-12-26 5:39 PM	2011-12-26 5:42 PM		2011-12-26 7:20 PM	2011-12-26 7:04 PM	
world-flight-tracker	CO-59-IAH-DEN	2011-12-26 5:39 PM	2011-12-26 5:42 PM		2011-12-26 7:20 PM	2011-12-26 7:04 PM	
flightview	CO-59-IAH-DEN	5:39 PM, Dec 26	5:53 PM, Dec 26	Term C - E8	7:20 PM, Dec 26	7:04 PM, Dec 26	Terminal Conc B - B20
panynj	CO-59-IAH-DEN	5:39 PM, Dec 26	5:53 PM, Dec 26	Term C - E8	7:20 PM, Dec 26	7:04 PM, Dec 26	Terminal Conc B - B20
gofox	CO-59-IAH-DEN	5:39 PM, Dec 26	5:53 PM, Dec 26		7:20 PM, Dec 26	7:04 PM, Dec 26	
foxbusiness	CO-59-IAH-DEN	5:39 PM, Dec 26	5:53 PM, Dec 26	Term C - E8	7:20 PM, Dec 26	7:04 PM, Dec 26	Terminal Conc B - B20
allegiantair	CO-59-IAH-DEN	5:39 PM, Dec 26	5:53 PM, Dec 26	Term C - E8	7:20 PM, Dec 26	7:04 PM, Dec 26	Terminal Conc B - B20
boston	CO-59-IAH-DEN	5:39 PM, Dec 26	5:53 PM, Dec 26		7:20 PM, Dec 26	7:02 PM, Dec 26	
orbitz	CO-59-IAH-DEN	5:39pDec 26	5:42pDec 26	 E8	7:20pDec 26	7:04pDec 26	 B20
weather	CO-59-IAH-DEN	2011-12-26 05:39 PM			2011-12-26 07:20 PM		
flightwise	CO-59-IAH-DEN	2011-12-26 05:39PM CST	2011-12-26 05:53PM CST	 E8 	2011-12-26 06:54PM MST	2011-12-26 06:57PM MST	 B20 
