ua	UA-479-SAN-SFO	Sun, Jan 1 7:57 PM	Sun, Jan 1 7:57 PM	13	Sun, Jan 1 9:35 PM	Sun, Jan 1 9:35 PM	84
helloflight	AA-1072-MFE-DFW		1/1/12 4:17 PM (-06:00)			1/1/12 5:31 PM (-06:00)	
flytecomm	AA-1072-MFE-DFW		1/1/12 4:17 PM (-06:00)			1/1/12 5:31 PM (-06:00)	
flights	AA-1072-MFE-DFW		2012-01-01 04:08 PM	4		2012-01-01 05:34 PM	A35
businesstravellogue	AA-1072-MFE-DFW		2012-01-01 04:08 PM	4		2012-01-01 05:34 PM	A35
flylouisville	AA-1072-MFE-DFW		2012-01-01 04:08 PM	4		2012-01-01 05:34 PM	A35
flightview	AA-1072-MFE-DFW		4:17 PMJan 01			5:28 PMJan 01	
panynj	AA-1072-MFE-DFW		4:17 PMJan 01			5:28 PMJan 01	
gofox	AA-1072-MFE-DFW		4:17 PMJan 01			5:28 PMJan 01	
foxbusiness	AA-1072-MFE-DFW		4:17 PMJan 01			5:28 PMJan 01	
allegiantair	AA-1072-MFE-DFW		4:17 PMJan 01			5:28 PMJan 01	
boston	AA-1072-MFE-DFW		4:17 PMJan 01			5:28 PMJan 01	
orbitz	AA-1072-MFE-DFW	3:55pJan 1		 -	5:30pJan 1		 A35
dfw	AA-1072-MFE-DFW				2012-01-01 5:30 pm		A35
usatoday	AA-1072-MFE-DFW		4:17 PMJan 01			5:28 PMJan 01	
aa	AA-1664-MIA-ATL	January 1, 2012               10:15 AM    	January 1, 2012               10:16 AM    	 D4	January 1, 2012               12:10 PM    	January 1, 2012               12:02 PM    	 T11    
flightexplorer	AA-1664-MIA-ATL		1/1/2012 10:27AM EST			1/1/2012 11:57AM EST	
airtravelcenter	AA-1664-MIA-ATL		1/1/12 10:27 AM (-05:00)			1/1/12 11:57 AM (-05:00)	
myrateplan	AA-1664-MIA-ATL		1/1/12 10:27 AM (-05:00)			1/1/12 11:57 AM (-05:00)	
helloflight	AA-1664-MIA-ATL		1/1/12 10:27 AM (-05:00)			1/1/12 11:57 AM (-05:00)	
flytecomm	AA-1664-MIA-ATL		1/1/12 10:27 AM (-05:00)			1/1/12 11:57 AM (-05:00)	
flightaware	AA-1664-MIA-ATL	2012-01-01 10:15AM EST	2012-01-01 10:27AM EST	 D4 	2012-01-01 11:58AM EST	2012-01-01 11:53AM EST	 T11 
wunderground	AA-1664-MIA-ATL	2012-01-01 10:15AM EST	2012-01-01 10:27AM EST	 D4 	2012-01-01 11:58AM EST	2012-01-01 11:53AM EST	 T11 
flights	AA-1664-MIA-ATL	10:15 AM  Sun 01-Jan-2012	10:16 AM  Sun 01-Jan-2012	D4	12:10 PM  Sun 01-Jan-2012	12:02 PM  Sun 01-Jan-2012	T11
businesstravellogue	AA-1664-MIA-ATL	10:15 AM  Sun 01-Jan-2012	10:16 AM  Sun 01-Jan-2012	D4	12:10 PM  Sun 01-Jan-2012	12:02 PM  Sun 01-Jan-2012	T11
flylouisville	AA-1664-MIA-ATL	10:15 AM  Sun 01-Jan-2012	10:16 AM  Sun 01-Jan-2012	D4	12:10 PM  Sun 01-Jan-2012	12:02 PM  Sun 01-Jan-2012	T11
flightstats	AA-1664-MIA-ATL	2012-01-01 10:15 AM	2012-01-01 10:16 AM		2012-01-01 12:10 PM	2012-01-01 12:02 PM	
quicktrip	AA-1664-MIA-ATL	2012-01-01 10:15 AM	2012-01-01 10:16 AM		2012-01-01 12:10 PM	2012-01-01 12:02 PM	
world-flight-tracker	AA-1664-MIA-ATL	2012-01-01 10:15 AM	2012-01-01 10:16 AM		2012-01-01 12:10 PM	2012-01-01 12:02 PM	
flightview	AA-1664-MIA-ATL	10:15 AM, Jan 01	10:27 AM, Jan 01	Terminal D - D4	12:10 PM, Jan 01	11:58 AM, Jan 01	T11
panynj	AA-1664-MIA-ATL	10:15 AM, Jan 01	10:27 AM, Jan 01	Terminal D - D4	12:10 PM, Jan 01	11:58 AM, Jan 01	T11
gofox	AA-1664-MIA-ATL	10:15 AM, Jan 01	10:27 AM, Jan 01		12:10 PM, Jan 01	11:58 AM, Jan 01	
foxbusiness	AA-1664-MIA-ATL	10:15 AM, Jan 01	10:27 AM, Jan 01	Terminal D - D4	12:10 PM, Jan 01	11:58 AM, Jan 01	T11
allegiantair	AA-1664-MIA-ATL	10:15 AM, Jan 01	10:27 AM, Jan 01	Terminal D - D4	12:10 PM, Jan 01	11:58 AM, Jan 01	T11
boston	AA-1664-MIA-ATL	10:15 AM, Jan 01	10:27 AM, Jan 01		12:10 PM, Jan 01	11:58 AM, Jan 01	
orbitz	AA-1664-MIA-ATL	10:15aJan 1		 D4	12:10pJan 1		 T11
weather	AA-1664-MIA-ATL	2012-01-01 10:15 AM	2012-01-01 10:27 AM		2012-01-01 12:10 PM	2012-01-01 11:53 AM	
ifly	AA-1664-MIA-ATL	2012-01-01 10:15 AM	2012-01-01 10:16 AM		2012-01-01 12:10 PM	2012-01-01 12:02 PM	
mytripandmore	AA-1664-MIA-ATL	10:15aJan 1		 D4	12:10pJan 1		 T11
flightarrival	AA-1664-MIA-ATL	2012-01-01 10:15 AM	2012-01-01 10:16 AM		2012-01-01 12:10 PM	2012-01-01 12:02 PM	
aa	AA-2147-MIA-CUN	January 1, 2012               08:00 PM    	January 1, 2012               08:18 PM    	 D47	January 1, 2012               08:45 PM    	January 1, 2012               08:44 PM    	 38    
airtravelcenter	AA-2147-MIA-CUN		1/1/12 8:29 PM (-05:00)			1/1/12 8:50 PM (-06:00)	
myrateplan	AA-2147-MIA-CUN		1/1/12 8:29 PM (-05:00)			1/1/12 8:50 PM (-06:00)	
helloflight	AA-2147-MIA-CUN		1/1/12 8:29 PM (-05:00)			1/1/12 8:50 PM (-06:00)	
flytecomm	AA-2147-MIA-CUN		1/1/12 8:29 PM (-05:00)			1/1/12 8:50 PM (-06:00)	
flights	AA-2147-MIA-CUN	08:00 PM  Sun 01-Jan-2012	08:18 PM  Sun 01-Jan-2012	D47	08:45 PM  Sun 01-Jan-2012	08:44 PM  Sun 01-Jan-2012	38
businesstravellogue	AA-2147-MIA-CUN	08:00 PM  Sun 01-Jan-2012	08:18 PM  Sun 01-Jan-2012	D47	08:45 PM  Sun 01-Jan-2012	08:44 PM  Sun 01-Jan-2012	38
flylouisville	AA-2147-MIA-CUN	08:00 PM  Sun 01-Jan-2012	08:18 PM  Sun 01-Jan-2012	D47	08:45 PM  Sun 01-Jan-2012	08:44 PM  Sun 01-Jan-2012	38
world-flight-tracker	AA-2147-MIA-CUN	2012-01-01 8:00 PM	2012-01-01 8:18 PM		2012-01-01 8:45 PM	2012-01-01 8:44 PM	
flightview	AA-2147-MIA-CUN	8:00 PM, Jan 01	8:29 PM, Jan 01	Terminal D - D47	8:45 PM, Jan 01	8:39 PM, Jan 01	Terminal 3
panynj	AA-2147-MIA-CUN	8:00 PM, Jan 01	8:29 PM, Jan 01	Terminal D - D47	8:45 PM, Jan 01	8:39 PM, Jan 01	Terminal 3
gofox	AA-2147-MIA-CUN	8:00 PM, Jan 01	8:29 PM, Jan 01		8:45 PM, Jan 01	8:39 PM, Jan 01	
foxbusiness	AA-2147-MIA-CUN	8:00 PM, Jan 01	8:29 PM, Jan 01	Terminal D - D47	8:45 PM, Jan 01	8:39 PM, Jan 01	Terminal 3
allegiantair	AA-2147-MIA-CUN	8:00 PM, Jan 01	8:29 PM, Jan 01	Terminal D - D47	8:45 PM, Jan 01	8:39 PM, Jan 01	Terminal 3
boston	AA-2147-MIA-CUN	8:00 PM, Jan 01	8:29 PM, Jan 01		8:45 PM, Jan 01	8:39 PM, Jan 01	
orbitz	AA-2147-MIA-CUN	8:00pJan 1	8:18pJan 1	 D47	8:45pJan 1	8:44pJan 1	 38
weather	AA-2147-MIA-CUN	2012-01-01 08:00 PM			2012-01-01 08:45 PM		
usatoday	AA-2147-MIA-CUN	2012-01-01 08:00 PM			2012-01-01 08:45 PM		
aa	AA-2281-SDF-DFW	January 1, 2012               06:40 AM    	January 1, 2012               06:37 AM    	 A15	January 1, 2012               08:15 AM    	January 1, 2012               07:48 AM    	 A21    
flightexplorer	AA-2281-SDF-DFW		1/1/2012 6:44AM EST			1/1/2012 7:41AM CST	
airtravelcenter	AA-2281-SDF-DFW		1/1/12 6:43 AM (-05:00)			1/1/12 7:41 AM (-06:00)	
myrateplan	AA-2281-SDF-DFW		1/1/12 6:43 AM (-05:00)			1/1/12 7:41 AM (-06:00)	
helloflight	AA-2281-SDF-DFW		1/1/12 6:43 AM (-05:00)			1/1/12 7:41 AM (-06:00)	
flytecomm	AA-2281-SDF-DFW		1/1/12 6:43 AM (-05:00)			1/1/12 7:41 AM (-06:00)	
flightaware	AA-2281-SDF-DFW	2012-01-01 06:40AM EST	2012-01-01 06:44AM EST	 A15 	2012-01-01 08:03AM CST	2012-01-01 07:45AM CST	 A21 
wunderground	AA-2281-SDF-DFW	2012-01-01 06:40AM EST	2012-01-01 06:44AM EST	 A15 	2012-01-01 08:03AM CST	2012-01-01 07:45AM CST	 A21 
flights	AA-2281-SDF-DFW	06:40 AM  Sun 01-Jan-2012	06:37 AM  Sun 01-Jan-2012	A15	08:15 AM  Sun 01-Jan-2012	07:48 AM  Sun 01-Jan-2012	A21
businesstravellogue	AA-2281-SDF-DFW	06:40 AM  Sun 01-Jan-2012	06:37 AM  Sun 01-Jan-2012	A15	08:15 AM  Sun 01-Jan-2012	07:48 AM  Sun 01-Jan-2012	A21
flylouisville	AA-2281-SDF-DFW	06:40 AM  Sun 01-Jan-2012	06:37 AM  Sun 01-Jan-2012	A15	08:15 AM  Sun 01-Jan-2012	07:48 AM  Sun 01-Jan-2012	A21
world-flight-tracker	AA-2281-SDF-DFW	2012-01-01 6:40 AM	2012-01-01 6:37 AM		2012-01-01 8:15 AM	2012-01-01 7:48 AM	
flightview	AA-2281-SDF-DFW	6:40 AM, Jan 01	6:44 AM, Jan 01		8:15 AM, Jan 01	7:45 AM, Jan 01	
panynj	AA-2281-SDF-DFW	6:40 AM, Jan 01	6:44 AM, Jan 01		8:15 AM, Jan 01	7:45 AM, Jan 01	
gofox	AA-2281-SDF-DFW	6:40 AM, Jan 01	6:44 AM, Jan 01		8:15 AM, Jan 01	7:45 AM, Jan 01	
foxbusiness	AA-2281-SDF-DFW	6:40 AM, Jan 01	6:44 AM, Jan 01		8:15 AM, Jan 01	7:45 AM, Jan 01	
allegiantair	AA-2281-SDF-DFW	6:40 AM, Jan 01	6:44 AM, Jan 01		8:15 AM, Jan 01	7:45 AM, Jan 01	
boston	AA-2281-SDF-DFW	6:40 AM, Jan 01	6:44 AM, Jan 01		8:15 AM, Jan 01	7:45 AM, Jan 01	
orbitz	AA-2281-SDF-DFW	6:40aJan 1	6:37aJan 1	 A15	8:15aJan 1	7:48aJan 1	 A21
weather	AA-2281-SDF-DFW	2012-01-01 06:40 AM	2012-01-01 06:44 AM		2012-01-01 08:15 AM	2012-01-01 07:41 AM	
mytripandmore	AA-2281-SDF-DFW	6:40aJan 1	6:37aJan 1	 A15	8:15aJan 1	7:48aJan 1	 A21
flightwise	AA-2281-SDF-DFW	2012-01-01 06:40AM EST	2012-01-01 06:44AM EST	 A15 	2012-01-01 08:03AM CST	2012-01-01 07:45AM CST	 A21 
flightarrival	AA-2281-SDF-DFW	2012-01-01 06:40 AM	2012-01-01 06:44 AM		2012-01-01 08:15 AM	2012-01-01 07:41 AM	
ua	UA-1070-EWR-BOG	Sun, Jan 1 4:50 PM	Sun, Jan 1 4:52 PM            Delayed	C92	Sun, Jan 1 10:51 PM	Sun, Jan 1 11:06 PM	--
airtravelcenter	UA-1070-EWR-BOG	1/1/12 4:50 PM (-05:00)			1/1/12 10:51 PM (-05:00)		
myrateplan	UA-1070-EWR-BOG	1/1/12 4:50 PM (-05:00)			1/1/12 10:51 PM (-05:00)		
helloflight	UA-1070-EWR-BOG	1/1/12 4:50 PM (-05:00)			1/1/12 10:51 PM (-05:00)		
flytecomm	UA-1070-EWR-BOG	1/1/12 4:50 PM (-05:00)			1/1/12 10:51 PM (-05:00)		
flights	UA-1070-EWR-BOG		2012-01-01 04:52 PM	92		2012-01-01 10:51 PM	
businesstravellogue	UA-1070-EWR-BOG		2012-01-01 04:52 PM	92		2012-01-01 10:51 PM	
flylouisville	UA-1070-EWR-BOG		2012-01-01 04:52 PM	92		2012-01-01 10:51 PM	
flightview	UA-1070-EWR-BOG		4:52 PMJan 01			11:08 PMJan 01	
panynj	UA-1070-EWR-BOG		4:52 PMJan 01			11:08 PMJan 01	
gofox	UA-1070-EWR-BOG		4:52 PMJan 01			11:08 PMJan 01	
foxbusiness	UA-1070-EWR-BOG		4:52 PMJan 01			11:08 PMJan 01	
allegiantair	UA-1070-EWR-BOG		4:52 PMJan 01			11:08 PMJan 01	
boston	UA-1070-EWR-BOG	4:50 PMJan 01			10:48 PMJan 01		
orbitz	UA-1070-EWR-BOG	4:50pJan 1	4:52pJan 1	 C92	11:21pJan 1		 -
usatoday	UA-1070-EWR-BOG	4:50 PMJan 01			10:48 PMJan 01		
mytripandmore	UA-1070-EWR-BOG	4:50pJan 1	4:52pJan 1	 C92	11:21pJan 1		 -
flightarrival	UA-1070-EWR-BOG	4:50 PMJan 01			10:48 PMJan 01		
ua	UA-4455-IAH-ATL	Sun, Jan 1 3:30 PM	Sun, Jan 1 3:44 PM	B62	Sun, Jan 1 6:33 PM	Sun, Jan 1 6:46 PM	D10
airtravelcenter	UA-4455-IAH-ATL	1/1/12 3:30 PM (-06:00)			1/1/12 6:33 PM (-05:00)		
myrateplan	UA-4455-IAH-ATL	1/1/12 3:30 PM (-06:00)			1/1/12 6:33 PM (-05:00)		
helloflight	UA-4455-IAH-ATL	1/1/12 3:30 PM (-06:00)			1/1/12 6:33 PM (-05:00)		
flytecomm	UA-4455-IAH-ATL	1/1/12 3:30 PM (-06:00)			1/1/12 6:33 PM (-05:00)		
flights	UA-4455-IAH-ATL		2012-01-01 03:44 PM	62		2012-01-01 06:46 PM	D10
businesstravellogue	UA-4455-IAH-ATL		2012-01-01 03:44 PM	62		2012-01-01 06:46 PM	D10
flylouisville	UA-4455-IAH-ATL		2012-01-01 03:44 PM	62		2012-01-01 06:46 PM	D10
flightview	UA-4455-IAH-ATL		4:04 PMJan 01			6:46 PMJan 01	
panynj	UA-4455-IAH-ATL		4:04 PMJan 01			6:46 PMJan 01	
gofox	UA-4455-IAH-ATL		4:04 PMJan 01			6:46 PMJan 01	
foxbusiness	UA-4455-IAH-ATL		4:04 PMJan 01			6:46 PMJan 01	
allegiantair	UA-4455-IAH-ATL		4:04 PMJan 01			6:46 PMJan 01	
boston	UA-4455-IAH-ATL		4:04 PMJan 01			6:43 PMJan 01	
orbitz	UA-4455-IAH-ATL	3:30pJan 1	3:44pJan 1	 -	6:33pJan 1	6:46pJan 1	 -
weather	UA-4455-IAH-ATL	2012-01-01 03:30 PM			2012-01-01 06:33 PM		
usatoday	UA-4455-IAH-ATL		4:04 PMJan 01			6:43 PMJan 01	
flightarrival	UA-4455-IAH-ATL	2012-01-01 03:30 PM			2012-01-01 06:33 PM		
ua	UA-605-ORD-DEN	Sun, Jan 1 9:45 AM	Sun, Jan 1 9:45 AM            On Time	C11	Sun, Jan 1 11:26 AM	Sun, Jan 1 11:21 AM	B38
flightexplorer	UA-605-ORD-DEN		1/1/2012 10:00AM CST			1/1/2012 11:12AM MST	
airtravelcenter	UA-605-ORD-DEN		1/1/12 10:02 AM (-06:00)			1/1/12 11:19 AM (-07:00)	
myrateplan	UA-605-ORD-DEN		1/1/12 10:02 AM (-06:00)			1/1/12 11:19 AM (-07:00)	
helloflight	UA-605-ORD-DEN		1/1/12 10:02 AM (-06:00)			1/1/12 11:19 AM (-07:00)	
flytecomm	UA-605-ORD-DEN		1/1/12 10:02 AM (-06:00)			1/1/12 11:19 AM (-07:00)	
flightaware	UA-605-ORD-DEN	2012-01-01 09:45AM CST	2012-01-01 10:02AM CST	 C11 	2012-01-01 11:13AM MST	2012-01-01 11:13AM MST	 B38 
wunderground	UA-605-ORD-DEN	2012-01-01 09:45AM CST	2012-01-01 10:02AM CST	 C11 	2012-01-01 11:13AM MST	2012-01-01 11:13AM MST	 B38 
flights	UA-605-ORD-DEN		2012-01-01 09:45 AM	C11		2012-01-01 11:21 AM	B38
businesstravellogue	UA-605-ORD-DEN		2012-01-01 09:45 AM	C11		2012-01-01 11:21 AM	B38
flylouisville	UA-605-ORD-DEN		2012-01-01 09:45 AM	C11		2012-01-01 11:21 AM	B38
flightstats	UA-605-ORD-DEN	2012-01-01 9:45 AM	2012-01-01 9:45 AM		2012-01-01 11:26 AM	2012-01-01 11:21 AM	
quicktrip	UA-605-ORD-DEN	2012-01-01 9:45 AM	2012-01-01 9:45 AM		2012-01-01 11:26 AM	2012-01-01 11:21 AM	
flightview	UA-605-ORD-DEN		10:02 AMJan 01			11:21 AMJan 01	
panynj	UA-605-ORD-DEN		10:02 AMJan 01			11:21 AMJan 01	
gofox	UA-605-ORD-DEN		10:02 AMJan 01			11:21 AMJan 01	
foxbusiness	UA-605-ORD-DEN		10:02 AMJan 01			11:21 AMJan 01	
allegiantair	UA-605-ORD-DEN		10:02 AMJan 01			11:21 AMJan 01	
boston	UA-605-ORD-DEN		10:02 AMJan 01			11:18 AMJan 01	
orbitz	UA-605-ORD-DEN	9:45aJan 1		 C11	11:26aJan 1		 B38
den	UA-605-ORD-DEN				2012-01-01 11:26 AM		B38
ord	UA-605-ORD-DEN	2012-01-01 9:45 AM		C11	2012-01-01 11:26 AM		B38
usatoday	UA-605-ORD-DEN		10:02 AMJan 01			11:18 AMJan 01	
aa	AA-3549-MIA-CVG	January 1, 2012               09:20 PM    	January 1, 2012     	 D60D	January 1, 2012               11:59 PM    	January 1, 2012     	 1    
flightexplorer	AA-3549-MIA-CVG	1/1/2012 9:38PM EST			1/2/2012 12:05AM EST		
airtravelcenter	AA-3549-MIA-CVG		1/1/12 9:38 PM (-05:00)			1/2/12 12:05 AM (-05:00)	
myrateplan	AA-3549-MIA-CVG		1/1/12 9:38 PM (-05:00)			1/2/12 12:05 AM (-05:00)	
helloflight	AA-3549-MIA-CVG		1/1/12 9:38 PM (-05:00)			1/2/12 12:05 AM (-05:00)	
flytecomm	AA-3549-MIA-CVG		1/1/12 9:38 PM (-05:00)			1/2/12 12:05 AM (-05:00)	
flightaware	AA-3549-MIA-CVG	2012-01-01 09:20PM EST	2012-01-01 09:38PM EST	 D60D 	2012-01-01 11:47PM EST	2012-01-01 12:05AM EST	 1 
wunderground	AA-3549-MIA-CVG	2012-01-01 09:20PM EST	2012-01-01 09:38PM EST	 D60D 	2012-01-01 11:47PM EST	2012-01-01 12:05AM EST	 1 
flights	AA-3549-MIA-CVG	09:20 PM  Sun 01-Jan-2012		D60	11:59 PM  Sun 01-Jan-2012		1
businesstravellogue	AA-3549-MIA-CVG	09:20 PM  Sun 01-Jan-2012		D60	11:59 PM  Sun 01-Jan-2012		1
flylouisville	AA-3549-MIA-CVG	09:20 PM  Sun 01-Jan-2012		D60	11:59 PM  Sun 01-Jan-2012		1
flightstats	AA-3549-MIA-CVG	2012-01-01 9:20 PM	2012-01-01 9:20 PM (Estimated)		2012-01-01 11:59 PM	2012-01-01 12:11 AM (Estimated)	
quicktrip	AA-3549-MIA-CVG	2012-01-01 9:20 PM	2012-01-01 9:20 PM (Estimated)		2012-01-01 11:59 PM	2012-01-01 12:11 AM (Estimated)	
world-flight-tracker	AA-3549-MIA-CVG	2012-01-01 9:20 PM	2012-01-01 9:20 PM (Estimated)		2012-01-01 11:59 PM	2012-01-01 12:11 AM (Estimated)	
flightview	AA-3549-MIA-CVG	9:20 PM, Jan 01		Terminal D - D60	11:59 PM, Jan 01		Terminal 2
panynj	AA-3549-MIA-CVG	9:20 PM, Jan 01		Terminal D - D60	11:59 PM, Jan 01		Terminal 2
gofox	AA-3549-MIA-CVG	9:20 PM, Jan 01			11:59 PM, Jan 01		
foxbusiness	AA-3549-MIA-CVG	9:20 PM, Jan 01		Terminal D - D60	11:59 PM, Jan 01		Terminal 2
allegiantair	AA-3549-MIA-CVG	9:20 PM, Jan 01		Terminal D - D60	11:59 PM, Jan 01		Terminal 2
boston	AA-3549-MIA-CVG	9:20 PM, Jan 01	9:20 PM, Jan 01&nbsp(Estimated)		11:59 PM, Jan 01	12:05 AM, Jan 02&nbsp(Estimated)	
orbitz	AA-3549-MIA-CVG	9:20pJan 1		 D60	11:59pJan 1		 5
weather	AA-3549-MIA-CVG	2012-01-01 09:20 PM			2012-01-01 11:59 PM		
usatoday	AA-3549-MIA-CVG	9:20 PM, Jan 01	9:20 PM, Jan 01&nbsp(Estimated)		11:59 PM, Jan 01	12:05 AM, Jan 02&nbsp(Estimated)	
ua	UA-5850-CLE-IAD	Sun, Jan 1 2:25 PM	Sun, Jan 1 2:25 PM            On Time	C22	Sun, Jan 1 3:43 PM	Sun, Jan 1 3:38 PM	A4E
airtravelcenter	UA-5850-CLE-IAD	1/1/12 2:25 PM (-05:00)			1/1/12 3:43 PM (-05:00)		
myrateplan	UA-5850-CLE-IAD	1/1/12 2:25 PM (-05:00)			1/1/12 3:43 PM (-05:00)		
helloflight	UA-5850-CLE-IAD	1/1/12 2:25 PM (-05:00)			1/1/12 3:43 PM (-05:00)		
flytecomm	UA-5850-CLE-IAD	1/1/12 2:25 PM (-05:00)			1/1/12 3:43 PM (-05:00)		
flightaware	UA-5850-CLE-IAD	2012-01-01 02:25PM EST	2012-01-01 02:39PM EST	 C22 	2012-01-01 03:28PM EST	2012-01-01 03:29PM EST	 A4E 
flightaware	UA-5850-CLE-IAD	2012-01-01 02:25PM EST	2012-01-01 02:39PM EST	 C22 	2012-01-01 03:28PM EST	2012-01-01 03:29PM EST	 A4E 
wunderground	UA-5850-CLE-IAD	2012-01-01 02:25PM EST	2012-01-01 02:39PM EST	 C22 	2012-01-01 03:28PM EST	2012-01-01 03:29PM EST	 A4E 
wunderground	UA-5850-CLE-IAD	2012-01-01 02:25PM EST	2012-01-01 02:39PM EST	 C22 	2012-01-01 03:28PM EST	2012-01-01 03:29PM EST	 A4E 
flights	UA-5850-CLE-IAD		2012-01-01 02:25 PM	C22		2012-01-01 03:38 PM	A4
businesstravellogue	UA-5850-CLE-IAD		2012-01-01 02:25 PM	C22		2012-01-01 03:38 PM	A4
flylouisville	UA-5850-CLE-IAD		2012-01-01 02:25 PM	C22		2012-01-01 03:38 PM	A4
flightstats	UA-5850-CLE-IAD	2012-01-01 2:25 PM	2012-01-01 2:25 PM		2012-01-01 3:43 PM	2012-01-01 3:38 PM	
quicktrip	UA-5850-CLE-IAD	2012-01-01 2:25 PM	2012-01-01 2:25 PM		2012-01-01 3:43 PM	2012-01-01 3:38 PM	
flightview	UA-5850-CLE-IAD		2:39 PMJan 01			3:38 PMJan 01	
panynj	UA-5850-CLE-IAD		2:39 PMJan 01			3:38 PMJan 01	
gofox	UA-5850-CLE-IAD		2:39 PMJan 01			3:38 PMJan 01	
foxbusiness	UA-5850-CLE-IAD		2:39 PMJan 01			3:38 PMJan 01	
allegiantair	UA-5850-CLE-IAD		2:39 PMJan 01			3:38 PMJan 01	
boston	UA-5850-CLE-IAD		2:39 PMJan 01			3:33 PMJan 01	
orbitz	UA-5850-CLE-IAD	2:25pJan 1	2:25pJan 1	 C22	3:43pJan 1	3:38pJan 1	 A4E
iad	UA-5850-CLE-IAD				2012-01-01 15:43 	2012-01-01 15:43 	
usatoday	UA-5850-CLE-IAD	2012-01-01 2:25 PM	2012-01-01 2:25 PM		2012-01-01 3:43 PM	2012-01-01 3:38 PM	
flightwise	UA-5850-CLE-IAD	2012-01-01 02:25PM EST	2012-01-01 02:39PM EST	 C22 	2012-01-01 03:28PM EST	2012-01-01 03:29PM EST	 A4E 
CO	CO-4473-IAH-PHX	Sun., Jan.01, 2012 9:30 a.m.	Sun., Jan.01, 2012 9:28 a.m.		Sun., Jan.01, 2012 11:31 a.m.	Sun., Jan.01, 2012 11:20 a.m.	
airtravelcenter	CO-4473-IAH-PHX	1/1/12 9:30 AM (-06:00)			1/1/12 11:31 AM (-07:00)		
myrateplan	CO-4473-IAH-PHX	1/1/12 9:30 AM (-06:00)			1/1/12 11:31 AM (-07:00)		
helloflight	CO-4473-IAH-PHX	1/1/12 9:30 AM (-06:00)			1/1/12 11:31 AM (-07:00)		
flytecomm	CO-4473-IAH-PHX	1/1/12 9:30 AM (-06:00)			1/1/12 11:31 AM (-07:00)		
flightaware	CO-4473-IAH-PHX	2012-01-01 09:30AM CST	2012-01-01 09:45AM CST		2012-01-01 11:04AM MST	2012-01-01 11:10AM MST	
flightaware	CO-4473-IAH-PHX	2012-01-01 09:30AM CST	2012-01-01 09:45AM CST		2012-01-01 11:04AM MST	2012-01-01 11:10AM MST	
wunderground	CO-4473-IAH-PHX	2012-01-01 09:30AM CST	2012-01-01 09:45AM CST		2012-01-01 11:04AM MST	2012-01-01 11:10AM MST	
wunderground	CO-4473-IAH-PHX	2012-01-01 09:30AM CST	2012-01-01 09:45AM CST		2012-01-01 11:04AM MST	2012-01-01 11:10AM MST	
flights	CO-4473-IAH-PHX	09:30 AM  Sun 01-Jan-2012	09:28 AM  Sun 01-Jan-2012	74	11:31 AM  Sun 01-Jan-2012	11:20 AM  Sun 01-Jan-2012	8
businesstravellogue	CO-4473-IAH-PHX	09:30 AM  Sun 01-Jan-2012	09:28 AM  Sun 01-Jan-2012	74	11:31 AM  Sun 01-Jan-2012	11:20 AM  Sun 01-Jan-2012	8
flylouisville	CO-4473-IAH-PHX	09:30 AM  Sun 01-Jan-2012	09:28 AM  Sun 01-Jan-2012	74	11:31 AM  Sun 01-Jan-2012	11:20 AM  Sun 01-Jan-2012	8
flightstats	CO-4473-IAH-PHX	2012-01-01 9:30 AM	2012-01-01 9:28 AM		2012-01-01 11:31 AM	2012-01-01 11:20 AM	
quicktrip	CO-4473-IAH-PHX	2012-01-01 9:30 AM	2012-01-01 9:28 AM		2012-01-01 11:31 AM	2012-01-01 11:20 AM	
world-flight-tracker	CO-4473-IAH-PHX	2012-01-01 9:30 AM	2012-01-01 9:28 AM		2012-01-01 11:31 AM	2012-01-01 11:20 AM	
flightview	CO-4473-IAH-PHX	9:30 AM, Jan 01	9:45 AM, Jan 01	Term B - B74	11:31 AM, Jan 01	11:20 AM, Jan 01	Term 2 - 8
panynj	CO-4473-IAH-PHX	9:30 AM, Jan 01	9:45 AM, Jan 01	Term B - B74	11:31 AM, Jan 01	11:20 AM, Jan 01	Term 2 - 8
gofox	CO-4473-IAH-PHX	9:30 AM, Jan 01	9:45 AM, Jan 01		11:31 AM, Jan 01	11:20 AM, Jan 01	
foxbusiness	CO-4473-IAH-PHX	9:30 AM, Jan 01	9:45 AM, Jan 01	Term B - B74	11:31 AM, Jan 01	11:20 AM, Jan 01	Term 2 - 8
allegiantair	CO-4473-IAH-PHX	9:30 AM, Jan 01	9:45 AM, Jan 01	Term B - B74	11:31 AM, Jan 01	11:20 AM, Jan 01	Term 2 - 8
boston	CO-4473-IAH-PHX	9:30 AM, Jan 01	9:45 AM, Jan 01		11:31 AM, Jan 01	11:09 AM, Jan 01	
orbitz	CO-4473-IAH-PHX	9:30aJan 1	9:28aJan 1	 B74	11:31aJan 1	11:20aJan 1	 8
weather	CO-4473-IAH-PHX	2012-01-01 09:30 AM			2012-01-01 11:31 AM		
ua	UA-76-MCO-EWR	Sun, Jan 1 5:25 PM	Sun, Jan 1 5:19 PM	39	Sun, Jan 1 8:12 PM	Sun, Jan 1 8:10 PM	C110
flightexplorer	UA-76-MCO-EWR		1/1/2012 5:28PM EST			1/1/2012 7:18PM EST	
airtravelcenter	UA-76-MCO-EWR	1/1/12 5:25 PM (-05:00)			1/1/12 8:12 PM (-05:00)		
