akaname,inspectionid,city,state,results,longitude,latitude,inspectiondate,risk,location,license,facilitytype,address,inspectiontype,dbaname,zip
PHILLY'S BEST,1632633,CHICAGO,IL,Fail,-87.64678183,41.87784358,20160303,Risk 1 (High),(41.877843584048115,1909742,Restaurant,769 W JACKSON BLVD ,Complaint,PHILLY'S BEST,60661
THE STANDARD CLUB,1632628,CHICAGO,IL,Pass w/ Conditions,-87.62888073,41.87758853,20160303,Risk 1 (High),(41.87758852971419,27947,Restaurant,320 S PLYMOUTH CT ,Canvass,THE STANDARD CLUB,60604
SUBWAY,1632627,CHICAGO,IL,Pass w/ Conditions,-87.77458167,41.87997807,20160303,Risk 1 (High),(41.879978065342975,2263880,Restaurant,5973 W MADISON ST ,Canvass,SUBWAY RESTAURANT,60644
L C PHO RESTAURANT,1632626,CHICAGO,IL,Fail,-87.69778528,41.96842901,20160303,Risk 1 (High),(41.96842901397609,2379022,Restaurant,2739 W LAWRENCE AVE ,Canvass,L C PHO RESTAURANT,60625
The Art Of Pizza,1632625,CHICAGO,IL,Pass,-87.66841861,41.93700636,20160303,Risk 1 (High),(41.9370063630277,20873,Restaurant,3033 N ASHLAND AVE ,Canvass,The Art Of  Pizza Inc,60657
ZACATACOS,1632638,CHICAGO,IL,Fail,-87.72208036,41.76399366,20160303,Risk 1 (High),(41.763993664613885,1647307,Restaurant,3949 W 71ST ST ,Canvass,ZACATACOS,60629
THE ROOST,1741213,CHICAGO,IL,Pass,-87.66684726,41.95420874,20160303,Risk 1 (High),(41.95420873655159,2314247,Restaurant,1467 W IRVING PARK RD ,Canvass,THE ROOST,60613
EL VENEDO DE LA VILLITA,1632623,CHICAGO,IL,Pass w/ Conditions,-87.72195584,41.84417644,20160303,Risk 1 (High),(41.84417643761004,2398096,Restaurant,3857 W 26TH ST ,Complaint Re-Inspection,EL VENENO DE LA VILLITA,60623
THE PUMPING CO,1676242,CHICAGO,IL,Pass,-87.66024238,41.9939727,20160303,Risk 1 (High),(41.99397270196283,1544937,Restaurant,6157 N BROADWAY ,Canvass,THE PUMPING CO INC,60660
DOLLAR TREE,1658258,CHICAGO,IL,Fail,-87.67541114,41.81083588,20160303,Risk 3 (Low),(41.81083588489423,2125736,Grocery Store,4500 S DAMEN AVE ,Complaint,DOLLAR TREE,60609
HIENIE'S,1632622,CHICAGO,IL,Fail,-87.55949851,41.70648743,20160303,Risk 1 (High),(41.70648742697794,1144631,Restaurant,10359 S TORRENCE AVE ,Canvass,HIENIE'S,60617
PERENNIAL  VIBRANT,1632621,CHICAGO,IL,Pass w/ Conditions,-87.63431441,41.91549679,20160303,Risk 1 (High),(41.91549678752247,1840678,Restaurant,1800 N LINCOLN AVE ,Canvass Re-Inspection,PERENNIAL,60614
STICKY RICE,1721221,CHICAGO,IL,Pass,-87.68863081,41.95463111,20160303,Risk 1 (High),(41.95463110719266,1515745,Restaurant,4018 N WESTERN AVE ,Canvass,STICKY RICE,60618
ALIBABA RETRO,1632620,CHICAGO,IL,Pass,-87.80690681,41.97587298,20160303,Risk 1 (High),(41.97587297833956,2124427,Restaurant,5211 N HARLEM AVE ,Canvass,ALIBABA RETRO,60656
BA LE SANDWICHES #3,1689245,CHICAGO,IL,Pass,-87.63291657,41.88331715,20160303,Risk 1 (High),(41.883317146617586,2185433,Restaurant,166 W WASHINGTON ST ,Canvass,BA LE SANDWICHES #3,60602
BAR SIENA,1632619,CHICAGO,IL,Fail,-87.64866551,41.88449669,20160303,Risk 1 (High),(41.884496686293886,2308791,Restaurant,832 W RANDOLPH ST ,Canvass,BAR SIENA,60607
TRE SOLDI,1632618,CHICAGO,IL,Pass,-87.62211888,41.89267842,20160303,Risk 1 (High),(41.892678418310624,2198202,Restaurant,212 E OHIO ST ,Canvass,TRE SOLDI,60611
Hanson Park Branch,1632617,CHICAGO,IL,Pass,-87.75994375,41.92283114,20160303,Risk 1 (High),(41.922831144138776,24462,School,2318 N Lorel ST ,Canvass,Hanson Park Branch,60639
HOWARD FOOD MART,1632616,CHICAGO,IL,Pass,-87.68268275,42.01935557,20160303,Risk 2 (Medium),(42.019355571368756,2432386,Restaurant,2059 W HOWARD ST ,License,HOWARD FOOD,60645
HOWARD FOOD,1632614,CHICAGO,IL,Out of Business,-87.68268275,42.01935557,20160303,Risk 2 (Medium),(42.019355571368756,51574,Grocery Store,2059 W HOWARD ST ,Canvass,HOWARD FOOD,60645
SUBWAY,1632615,CHICAGO,IL,Pass w/ Conditions,-87.64293095,41.70529649,20160303,Risk 1 (High),(41.705296492547895,1719251,Restaurant,10354 S HALSTED ST ,Canvass,SUBWAY,60628
L & G FAMILY RESTAURANT INC,1632584,CHICAGO,IL,Pass,-87.55949796,41.70630823,20160303,Risk 1 (High),(41.70630822902978,60020,Restaurant,10401 S TORRENCE AVE ,Canvass,L & G FAMILY RESTAURANT INC,60617
ODGE'S RESTAURANT,1632612,CHICAGO,IL,Fail,-87.6771711,41.89500137,20160303,Risk 1 (High),(41.89500136818066,2348486,Restaurant,730 N DAMEN AVE ,Canvass,ODGE'S RESTAURANT,60622
HOWARD FOOD,1632611,CHICAGO,IL,Pass,-87.68268275,42.01935557,20160303,Risk 2 (Medium),(42.019355571368756,51574,Grocery Store,2059 W HOWARD ST ,Canvass Re-Inspection,HOWARD FOOD,60645
JACK 'S HOT DOG,1632610,CHICAGO,IL,Pass,-87.71654336,41.91717551,20160303,Risk 1 (High),(41.917175505691226,59290,Restaurant,3577 W ARMITAGE AVE ,Canvass,JACK 'S HOT DOG,60647
FIESTA BURGER HEAVEN,1632609,CHICAGO,IL,Pass,-87.66360549,41.75117948,20160303,Risk 1 (High),(41.75117948402018,2390841,Restaurant,7832 S ASHLAND AVE ,Canvass,FIESTA BURGER HEAVEN,60620
KING GARDEN RESTAURANT,1632607,CHICAGO,IL,Pass,-87.7993386,41.90907575,20160303,Risk 1 (High),(41.909075748933134,2452025,Restaurant,6954-6956 W NORTH AVE ,License,KING GARDEN RESTAURANT,60707
'DULCE V',1632613,CHICAGO,IL,Pass,-87.77189621,41.79436662,20160303,Risk 2 (Medium),(41.79436662366806,2447210,Restaurant,6140 S ARCHER AVE ,License Re-Inspection,'DULCE V',60638
WELLNESS GRUB,1632608,CHICAGO,IL,Pass w/ Conditions,-87.63373572,41.9143422,20160303,Risk 2 (Medium),(41.91434219938819,2385331,Restaurant,1750 N CLARK ST ,Complaint Re-Inspection,WELLNESS GRUB,60614
MONTGOMERY CLUB,1632605,CHICAGO,IL,Pass,-87.64157917,41.89560871,20160303,Risk 1 (High),(41.89560870567257,2246717,Restaurant,500 W SUPERIOR ST ,Canvass,MONTGOMERY CLUB,60654
HARTGROVE HOSPITAL,1632604,CHICAGO,IL,Pass,-87.76805078,41.86565489,20160303,Risk 1 (High),(41.86565488609488,2205299,Hospital,5730 W ROOSEVELT RD ,Canvass,HARTGROVE HOSPITAL,60644
LEIF'S HOME COOKING,1632606,CHICAGO,IL,Pass,-87.55979215,41.70670653,20160303,Risk 1 (High),(41.70670652685556,12681,Restaurant,10350 S TORRENCE AVE ,Canvass,HONG SIK IN,60617
JEWEL FOOD STORE #3043,1632603,CHICAGO,IL,Fail,-87.61461136,41.83304474,20160303,Risk 1 (High),(41.833044738178955,1144384,Grocery Store,443 E 34TH ST ,Complaint,JEWEL FOOD STORE #3043,60616
LA BARCA,1658257,CHICAGO,IL,No Entry,-87.65621382,41.80861135,20160303,Risk 1 (High),(41.80861135030531,21110,Restaurant,1221 W 47TH ST ,Complaint,LA BARCA,60609
JETS PIZZA,1721216,CHICAGO,IL,Pass,-87.71274347,41.95354369,20160302,Risk 2 (Medium),(41.9535436902562,2355306,Restaurant,3951 N KIMBALL AVE ,Canvass,JETS PIZZA,60618
WOODIE'S FLAT,1632600,CHICAGO,IL,Pass w/ Conditions,-87.63453317,41.91018953,20160303,Risk 1 (High),(41.91018952506366,2328308,Restaurant,1535 N WELLS ST ,Canvass,WOODIE'S FLAT,60610
ANTONIA PANTOJA H.S.,1632597,CHICAGO,IL,Pass,-87.72700348,41.9379292,20160303,Risk 3 (Low),(41.93792920397516,70228,School,3121 N PULASKI RD ,Canvass,ANTONIA PANTOJA H.S.,60641
NEW SHARK'S FISH AND CHICKEN,1658256,CHICAGO,IL,No Entry,-87.62841664,41.76473586,20160303,Risk 3 (Low),(41.764735862679856,2284194,Restaurant,7122 S VINCENNES AVE ,Complaint,NEW SHARK'S FISH AND CHICKEN,60621
Hanson Park,1632602,CHICAGO,IL,Fail,-87.76152094,41.92392771,20160303,Risk 1 (High),(41.92392770522664,24461,School,5411 W Fullerton AVE ,Canvass,Hanson Park,60639
SARPINOS,1632599,CHICAGO,IL,Fail,-87.64399166,41.88558923,20160303,Risk 1 (High),(41.88558923384897,1847144,Restaurant,627 W LAKE ST ,Canvass,SARPINOS LOOP,60661
KING GARDEN CHINESE RESTAURANT,1632596,CHICAGO,IL,Out of Business,-87.7993386,41.90907575,20160303,Risk 1 (High),(41.909075748933134,2368685,Restaurant,6954-6956 W NORTH AVE ,Canvass,KING GARDEN,60707
MARISCOS LAS ISLITAS,1632594,CHICAGO,IL,Fail,-87.68564732,41.84700446,20160303,Risk 1 (High),(41.84700445937776,1893655,Restaurant,2446 S WESTERN AVE ,Complaint,MARISCOS LAS ISLITAS,60608
PEET'S COFFEE AND TEA,1632601,CHICAGO,IL,Fail,-87.62922236,41.88078401,20160303,Risk 1 (High),(41.880784005359125,2232992,Restaurant,77 S DEARBORN ,Canvass,SPECIALTY'S CAFE & BAKERY,60603
THE BETTY,1632598,CHICAGO,IL,No Entry,-87.64925513,41.88666509,20160303,Risk 1 (High),(41.8866650892547,2368752,RESTAURANT/BAR,845 W FULTON MARKET ,Canvass,THE BETTY,60607
EMILIANO ZAPATA ACADEMY,1632593,CHICAGO,IL,Pass,-87.73434997,41.84139181,20160303,Risk 1 (High),(41.84139181319981,23611,School,2728 S Kostner ,Canvass Re-Inspection,EMILIANO ZAPATA ACADEMY,60623
TAQUERIA EL ASADERO #1,1721220,CHICAGO,IL,Pass,-87.68439095,41.96126565,20160303,Risk 1 (High),(41.96126564609312,40624,Restaurant,2213 W MONTROSE AVE ,Canvass,TAQUERIA EL ASADERO #1,60618
THE SECOND CITY,1632592,CHICAGO,IL,Pass,-87.63486625,41.91143458,20160303,Risk 3 (Low),(41.911434578067364,2419620,Restaurant,1608-16 N WELLS ST ,License,THE SECOND CITY,60614
ARAMI,1632588,CHICAGO,IL,No Entry,-87.67335104,41.89586195,20160303,Risk 1 (High),(41.89586195493881,2032955,Restaurant,1829 W CHICAGO AVE ,Canvass,ARAMI,60622
COFFEE SLASTICARNA DRINA,1632589,CHICAGO,IL,Pass,-87.69140891,41.96848269,20160303,Risk 1 (High),(41.96848268957195,1620573,Restaurant,2501 W LAWRENCE AVE ,Canvass,COFFEE SLASTICARNA DRINA,60625
ASPIRA EARLY COLLEGE (AEC),1632590,CHICAGO,IL,Pass,-87.7268241,41.93738186,20160303,Risk 2 (Medium),(41.937381860623276,2076639,School,3986 W BARRY ST ,Canvass,ASPIRA EARLY COLLEGE,60618
MISERICORDIA BAKERY,1676241,CHICAGO,IL,Pass,-87.67587688,41.9955792,20160303,Risk 2 (Medium),(41.99557919699579,11738,Bakery,6300 N RIDGE AVE ,Canvass,MISERICORDIA BAKERY,60660
BAKERS SQUARE,1632587,CHICAGO,IL,Pass w/ Conditions,-87.80721129,41.97520211,20160303,Risk 1 (High),(41.97520210822445,1980309,Restaurant,5220 N HARLEM AVE ,Complaint,BAKERS SQUARE # 220658,60656
MISERICORDIA HOME,1676240,CHICAGO,IL,Pass,-87.67587688,41.9955792,20160303,Risk 1 (High),(41.99557919699579,11735,Restaurant,6300 N RIDGE AVE ,Canvass,MISERICORDIA HOME,60660
ALONTI DELI CATERING KITCHEN,1683249,CHICAGO,IL,Pass w/ Conditions,-87.63842217,41.87797514,20160302,Risk 1 (High),(41.87797513796852,2179658,Catering,300 S RIVERSIDE PLZ ,Canvass,ALONTI CAFE,60606
McPherson Elementary,1632595,CHICAGO,IL,Pass w/ Conditions,-87.67632505,41.96784758,20160303,Risk 1 (High),(41.96784758016131,2058666,School,4728 N WOLCOTT AVE ,Canvass,McPherson Elementary,60640
APART PIZZA,1721219,CHICAGO,IL,No Entry,-87.68405492,41.96127155,20160303,Risk 1 (High),(41.96127155456048,2026950,Restaurant,2205 W MONTROSE AVE ,Canvass,APART PIZZA COMPANY CHICAGO,60618
MISERICORDIA LONG TERM CARE,1676239,CHICAGO,IL,Pass,-87.67587688,41.9955792,20160303,Risk 1 (High),(41.99557919699579,2205580,Long Term Care,6300 N RIDGE AVE ,Canvass,MISERICORDIA LONG TERM CARE,60660
DUCK DUCK GOAT,1632586,CHICAGO,IL,Pass,-87.64951773,41.88666152,20160303,Risk 3 (Low),(41.88666152304835,2398967,Restaurant,851-857 W FULTON MARKET ,License,DUCK DUCK GOAT,60607
Julian  (H/S),1673212,CHICAGO,IL,Fail,-87.65378585,41.70585971,20160303,Risk 1 (High),(41.70585971240203,46401,School,10330 S Elizabeth (1232W) ,Canvass,Julian  (H/S),60643
MONTY GAELS,1721218,CHICAGO,IL,No Entry,-87.68397223,41.96123477,20160303,Risk 1 (High),(41.96123477031228,1197306,Restaurant,4356 N LEAVITT ST ,Canvass,BOWMANS,60618
BJ'S MARKET & BAKERY,1632583,CHICAGO,IL,Pass,-87.65359464,41.75060829,20160303,Risk 1 (High),(41.750608293340875,1493350,Restaurant,1156 W 79TH ST ,Canvass,BJ'S MARKET & BAKERY,60620
DUCK DUCK GOAT,1632582,CHICAGO,IL,Pass,-87.64951773,41.88666152,20160303,Risk 1 (High),(41.88666152304835,2398966,Restaurant,851-857 W FULTON MARKET ,License,DUCK DUCK GOAT,60607
TINY LOUNGE,1721217,CHICAGO,IL,No Entry,-87.68396862,41.96112142,20160303,Risk 1 (High),(41.96112142040857,1823622,Restaurant,4352 N LEAVITT ST ,Canvass,TINY,60618
SBARRO'S PIZZERIA,1632529,CHICAGO,IL,Pass,-87.74138476,41.75466012,20160302,Risk 1 (High),(41.75466012439374,1903424,Restaurant,7601 S CICERO AVE ,Canvass Re-Inspection,SBARRO'S PIZZERIA,60652
THE SECOND CITY,1632585,CHICAGO,IL,Pass,-87.63486625,41.91143458,20160303,Risk 1 (High),(41.911434578067364,2419621,Restaurant,1608-16 N WELLS ST ,License,THE SECOND CITY,60614
LITTLE MARVELS EARLY CHILDHOOD SCHOOL,1632581,CHICAGO,IL,Pass,-87.66497655,41.93718482,20160303,Risk 1 (High),(41.9371848201138,2304660,Daycare Above and Under 2 Years,3045 N LINCOLN AVE ,License,LITTLE MARVELS EARLY CHILDHOOD SCHOOL,60657
SKRINECHOPS,1632579,CHICAGO,IL,Out of Business,-87.63325591,41.87679744,20160303,Risk 1 (High),(41.876797440785374,1800490,Restaurant,400 S FINANCIAL PL ,Canvass,SKRINECHOPS,60605
EASTER SEALS METROPOLITAN CHICAGO INC.,1632580,CHICAGO,IL,Fail,-87.67521894,41.86484487,20160303,Risk 1 (High),(41.864844873136285,2353850,School,1939 W 13TH ST. ,Canvass,EASTER SEALS METROPOLITAN CHICAGO INC.,60608
Michelle Clark  Ac. Prep. (H/S),1632574,CHICAGO,IL,Pass,-87.75335467,41.87285714,20160303,Risk 1 (High),(41.87285714040884,41051,School,5101 W Harrison ST ,Canvass,Michelle Clark  Ac. Prep. (H/S),60644
FRITE STREET,1632576,CHICAGO,IL,Pass,-87.63325591,41.87679744,20160303,Risk 1 (High),(41.876797440785374,2451560,Restaurant,400 S FINANCIAL PL ,License,FRITE STREET,60605
GEORGE  B. ARMSTRONG  PUBLIC SCHOOL,1632573,CHICAGO,IL,Pass,-87.68446868,42.01017628,20160303,Risk 1 (High),(42.010176280602295,22081,School,2110 W Greenleaf ,Canvass,GEORGE ARMSTRONG PUBLIC SCHOOL,60645
STOWE ELEMENTARY SCHOOL,1632568,CHICAGO,IL,Pass,-87.7132855,41.91196584,20160303,Risk 1 (High),(41.91196583658927,25521,School,3444 W Wabansia ,Canvass Re-Inspection,Stowe,60647
ST. HELEN SCHOOL,1632578,CHICAGO,IL,Pass,-87.68635507,41.89927825,20160303,Risk 2 (Medium),(41.89927824750087,2224807,School,2347 W Augusta BLVD ,Canvass,ST. HELEN SCHOOL,60622
A & J FOOD MARKET INCORPORATED,1658255,CHICAGO,IL,Pass,-87.63375706,41.7581997,20160303,Risk 1 (High),(41.7581997027466,69143,Grocery Store,342 W 75TH ST ,Canvass Re-Inspection,A & J FOOD MARKET INCORPORATED,60621
SUBWAY,1632577,CHICAGO,IL,Pass,-87.64346246,41.88559449,20160303,Risk 1 (High),(41.88559449266443,2098323,Restaurant,615 W LAKE ST ,Canvass,SUBWAY,60661
,1632575,CHICAGO,IL,Pass w/ Conditions,-87.62040431,41.89408538,20160303,Risk 1 (High),(41.894085380663164,2363900,Restaurant,259 E ERIE ST ,Canvass,COSI,60611
BRASERITOS NORTE RESTAURANT,1632571,CHICAGO,IL,Pass,-87.77191443,41.92377751,20160303,Risk 1 (High),(41.923777505298624,2451733,Restaurant,5823 W FULLERTON AVE ,License,BRASERITOS NORTE RESTAURANT,60639
KENNEDY HS,1632591,CHICAGO,IL,Pass,-87.78037224,41.79042796,20160303,Risk 1 (High),(41.7904279580333,46201,School,6325 W 56th ST ,Canvass,KENNEDY HS,60638
JULIUS MEINL,1632569,CHICAGO,IL,Pass,-87.68362833,41.96132936,20160303,Risk 1 (High),(41.961329362571206,1817786,Restaurant,4363 N LINCOLN AVE ,Canvass,JULIUS MEINL,60618
KRAMERS HEALTH FOODS,1683250,CHICAGO,IL,Fail,-87.62624557,41.87876622,20160303,Risk 1 (High),(41.87876622444599,1646340,Restaurant,230 S WABASH AVE ,Canvass,KRAMERS HEALTH FOODS,60604
TROQUET,1632566,CHICAGO,IL,Pass,-87.63171614,41.894716,20160303,Risk 1 (High),(41.8947160042679,1954838,Restaurant,111 W HURON ST ,Canvass Re-Inspection,TROQUET RIVER NORTH,60654
FLASH FOOD MART,1632570,CHICAGO,IL,Fail,-87.71248781,41.89194264,20160303,Risk 1 (High),(41.89194263700593,2418468,Grocery Store,3424 W OHIO ST ,License,FLASH FOOD MART,60624
WELLNESS GRUB,1632665,CHICAGO,IL,Pass,-87.62427498,41.8992486,20160303,Risk 2 (Medium),(41.89924859703626,2433049,Restaurant,900 N MICHIGAN AVE ,Consultation,WELLNESS GRUB,60611
MC DONALDS,1632565,CHICAGO,IL,Pass,-87.72537704,41.96816125,20160303,Risk 2 (Medium),(41.9681612546391,1680019,Restaurant,3855 W LAWRENCE AVE ,Canvass Re-Inspection,MC DONALDS,60625
TONO TACOS,1632564,CHICAGO,IL,Out of Business,-87.77191443,41.92377751,20160303,Risk 1 (High),(41.923777505298624,2373659,Restaurant,5823 W FULLERTON AVE ,Canvass,TONO TACOS,60639
MUGS PIZZA & RIBS,1632555,CHICAGO,IL,Pass w/ Conditions,-87.80677399,42.01259291,20160302,Risk 1 (High),(42.012592911340754,1739326,Restaurant,7228 N HARLEM AVE ,Canvass Re-Inspection,MUGS PIZZA & RIBS,60631
ED DEBEVIC'S,1632554,CHICAGO,IL,Out of Business,-87.63427038,41.89365848,20160302,Risk 1 (High),(41.89365847761819,1596021,Restaurant,640 N WELLS ST ,Canvass,ED DEBEVIC'S,60654
MATHER'S MORE THAN A CAFE,1632563,CHICAGO,IL,Pass,-87.76639052,41.93965426,20160303,Risk 1 (High),(41.9396542640577,1800580,Restaurant,3235 N CENTRAL AVE ,Canvass Re-Inspection,MATHER'S MORE THEN A CAFE,60634
KYU / SSAM,1632560,CHICAGO,IL,Pass,-87.66722806,41.89907981,20160302,Risk 1 (High),(41.89907980640727,2451473,Restaurant,939 N ASHLAND AVE ,License,KYUS,60622
JERK CITY,1632562,CHICAGO,IL,Pass w/ Conditions,-87.62110946,41.76570172,20160302,Risk 1 (High),(41.76570172043141,2359428,Restaurant,112 E 71ST ST ,Complaint,JERK CITY,60619
WILDE,1632561,CHICAGO,IL,Pass w/ Conditions,-87.64449727,41.93858895,20160302,Risk 1 (High),(41.93858894953284,1770566,Restaurant,3130 N BROADWAY ,Canvass,WILDE,60657
RAINFOREST CAFE,1632559,CHICAGO,IL,Pass,-87.63100541,41.89257276,20160302,Risk 1 (High),(41.89257275728285,57300,Restaurant,605 N CLARK ST ,Canvass,RAINFOREST CAFE,60654
SUBWAY,1632556,CHICAGO,IL,Pass,-87.70320844,41.78651025,20160302,Risk 1 (High),(41.78651025369379,1766064,Restaurant,5853 S KEDZIE AVE ,Canvass,SUBWAY,60629
ORIGINAL FERRARA INC,1632558,CHICAGO,IL,Pass,-87.68185942,41.86914687,20160302,Risk 1 (High),(41.86914687440541,3799,Restaurant,2210 W TAYLOR ST ,Canvass,ORIGINAL FERRARA INC,60612
Blue Willow Chinese Restaurant,1632557,CHICAGO,IL,Pass,-87.68841336,41.92500431,20160302,Risk 1 (High),(41.92500430630925,2003002,Restaurant,2418 W FULLERTON AVE ,Canvass Re-Inspection,BLUE  WILLOW,60647
GERRY'S FISH & CHICKEN,1632552,CHICAGO,IL,Fail,-87.62358592,41.70727358,20160302,Risk 2 (Medium),(41.70727358161855,2379359,Restaurant,2 W 103RD ST ,Complaint Re-Inspection,GERRY'S FISH & CHICKEN,60628
J & J FISH,1658253,CHICAGO,IL,Pass w/ Conditions,-87.67356657,41.77216742,20160302,Risk 2 (Medium),(41.772167422941195,1803709,Restaurant,6659 S DAMEN AVE ,Complaint,J & J FISH,60636
MEME WOK,1632551,CHICAGO,IL,Pass w/ Conditions,-87.74138476,41.75466012,20160302,Risk 1 (High),(41.75466012439374,2364314,Restaurant,7601 S CICERO AVE ,Complaint,MEME WOK,60652
BEST SUBS #3,1632541,CHICAGO,IL,Pass,-87.77106451,41.93862431,20160302,Risk 1 (High),(41.93862431098313,2431670,Restaurant,5752 W BELMONT AVE ,Canvass,BEST SUBS #3 INC.,60634
LA DIOSA,1632553,CHICAGO,IL,Fail,-87.63967069,41.92400932,20160302,Risk 1 (High),(41.92400931983017,2354262,Restaurant,2308 N CLARK ST ,Canvass,LA DIOSA,60614
M BURGER,1689244,CHICAGO,IL,Pass,-87.63101045,41.88458627,20160302,Risk 1 (High),(41.88458626715456,2098829,Restaurant,100 W RANDOLPH ST ,Canvass,M BURGER,60601
TOKYO LUNCH BOX & SAKE BAR,1632550,CHICAGO,IL,Fail,-87.63842217,41.87797514,20160302,Risk 1 (High),(41.87797513796852,2042226,Restaurant,300 S RIVERSIDE PLZ ,Canvass,TOKYO LUNCH BOX AND SAKE BAR,60606
AHJOOMAH'S APRON,1632549,CHICAGO,IL,Fail,-87.63284146,41.85295011,20160302,Risk 1 (High),(41.85295010953959,2196340,Restaurant,218 W CERMAK RD ,Canvass,AHJOOMAH'S APRON CORP.,60616
JULIANA,1632547,CHICAGO,IL,Pass,-87.70431284,41.99030461,20160302,Risk 1 (High),(41.99030461398915,20904,Restaurant,3001 W PETERSON AVE ,Canvass Re-Inspection,JULIANA,60659
JIN JIN CHINA BUFFET,1632545,CHICAGO,IL,Out of Business,-87.72695552,41.93625268,20160302,Risk 1 (High),(41.93625268360409,1120557,Restaurant,3029 N PULASKI RD ,Canvass,JIN JIN CHINA BUFFET,60641
BITOY'S SWEET TREATS,1632544,CHICAGO,IL,Fail,-87.77453374,41.89461152,20160302,Risk 1 (High),(41.89461151537511,2411417,Restaurant,5957 W CHICAGO AVE ,Canvass,BITOY'S SWEET TREATS INC,60651
BIG G'S PIZZA,1632539,CHICAGO,IL,Pass,-87.65550099,41.86954627,20160302,Risk 1 (High),(41.86954627058427,2334691,Restaurant,1132 W TAYLOR ST ,Canvass Re-Inspection,BIG G'S PIZZA,60607
DAO THAI RESTAURANT,1632548,CHICAGO,IL,Pass,-87.62143836,41.89268963,20160302,Risk 1 (High),(41.8926896277279,16823,Restaurant,230 E OHIO ST ,Complaint,DAO THAI RESTRAUNT,60611
ABE'S CATERING,1632540,CHICAGO,IL,Pass,-87.65496222,41.84467072,20160302,Risk 3 (Low),(41.84467072147077,2442366,Mobile Food Dispenser,2637 S THROOP ST ,License,ABE'S CATERING,60608
AY  AY PICANTE,1632542,CHICAGO,IL,Pass,-87.73395032,41.96400775,20160302,Risk 1 (High),(41.96400775372126,1492287,Restaurant,4569 N ELSTON AVE ,Complaint Re-Inspection,AY  AY PICANTE,60630
CHICAGO BY NIGHT,1632538,CHICAGO,IL,No Entry,-87.76656249,41.93868377,20160302,Risk 1 (High),(41.93868377475747,1170649,Restaurant,5600 W BELMONT AVE ,Canvass,CHICAGO BY NIGHT,60634
CHINA BUFFET,1632537,CHICAGO,IL,Pass,-87.72695552,41.93625268,20160302,Risk 1 (High),(41.93625268360409,2451434,Restaurant,3029 N PULASKI RD ,License,CHINA BUFFET INC.,60641
MEI SHUNG RESTAURANT,1632546,CHICAGO,IL,Pass,-87.65988083,41.98217442,20160302,Risk 1 (High),(41.98217442127303,1579243,Restaurant,5511 N BROADWAY ,Canvass,MEI SHUNG RESTAURANT,60640
DUNKIN DONUTS,1632536,CHICAGO,IL,Pass,-87.75620397,41.92399632,20160302,Risk 2 (Medium),(41.92399632232625,1903007,Restaurant,5201 W FULLERTON AVE ,Complaint,DUNKIN DONUTS,60639
JIN JIN CHINA BUFFET,1632534,CHICAGO,IL,Pass,-87.72695552,41.93625268,20160302,Risk 1 (High),(41.93625268360409,1120557,Restaurant,3029 N PULASKI RD ,Canvass Re-Inspection,JIN JIN CHINA BUFFET,60641
PAPAS PHILLY STEAK AND FISH,1632533,CHICAGO,IL,Pass,-87.60553322,41.75848489,20160302,Risk 1 (High),(41.75848488763669,2031842,Restaurant,7500 S COTTAGE GROVE ST ,Complaint Re-Inspection,PAPAS PHILLY STEAK AND FISH,60619
YOBERRI,1632531,CHICAGO,IL,Pass,-87.63881264,41.9225874,20160302,Risk 2 (Medium),(41.922587397605,2042188,Restaurant,2224 N CLARK ST ,Canvass,YOBERRI,60614
MATT'S CATERING,1632530,CHICAGO,IL,Pass,-87.65496222,41.84467072,20160302,Risk 3 (Low),(41.84467072147077,2428493,Mobile Food Dispenser,2637 S THROOP ST ,License Re-Inspection,MATT'S CATERING,60608
,1632532,CHICAGO,IL,Fail,-87.61336681,41.7072122,20160302,Risk 1 (High),(41.707212200212126,2320043,Restaurant,409 E 103RD ST ,Canvass,3 JJJ'S BETTER TASTE JAMAICAN JERK RESTAURANT,60628
XOCO,1632535,CHICAGO,IL,Pass w/ Conditions,-87.67466084,41.90872609,20160302,Risk 1 (High),(41.90872609383611,2299421,Restaurant,1471 N MILWAUKEE AVE ,Complaint,XOCO,60622
TAYLOR FOOD MART,1632528,CHICAGO,IL,Pass,-87.65333596,41.86936297,20160302,Risk 1 (High),(41.86936297120395,2120863,Restaurant,1059 W TAYLOR ST ,Canvass Re-Inspection,TAYLOR FOOD MART,60607
THE DAILY BAR & GRILL,1632527,CHICAGO,IL,Pass,-87.68613617,41.96467925,20160302,Risk 1 (High),(41.96467924867903,1905264,Restaurant,4560 N LINCOLN AVE ,Canvass Re-Inspection,THE DAILY BAR & GRILL,60625
EL GALLO BRAVO,1721215,CHICAGO,IL,Fail,-87.72223919,41.96112751,20160302,Risk 1 (High),(41.961127512862454,2065188,Restaurant,3742 W MONTROSE AVE ,Complaint,EL GALLO BRAVO,60618
