akaname,inspectionid,city,state,results,longitude,latitude,inspectiondate,risk,location,license,facilitytype,address,inspectiontype,dbaname,zip
davanti enotecca,1932653,chicago,il,fail,-87.66156177,41.8692309,20160613,risk 1 (high),(41.869230900780316,46666,restaurant,1359 w taylor st,canvass,davanti enotecca,60607
binas cafe,1932650,chicago,il,no entry,-87.69050051,42.00853954,20160613,risk 1 (high),(42.00853953880006,2321181,restaurant,2407 w lunt ave,canvass,binas cafe,60645
sunrise fresh market,1584182,chicago,il,pass,-87.71009992,41.93057215,20151110,risk 1 (high),(41.93057214825129,1816485,grocery store,2722 n milwaukee ave,short form complaint,sunrise fresh market 2,60647
la jaiba,1932657,chicago,il,fail,-87.72256328,41.77876997,20160613,risk 1 (high),(41.77876996611492,2427834,restaurant,3956 w 63rd st,canvass,la jaiba,60629
rl,1932649,chicago,il,pass,-87.62473177,41.89661584,20160613,risk 1 (high),(41.896615842663785,70224,restaurant,115 e chicago ave,complaint,rl,60611
snarfs sandwiches,1932651,chicago,il,fail,-87.65325614,41.92163238,20160613,risk 1 (high),(41.92163237713568,2405536,restaurant,955 w webster ave,canvass,snarfs sanwiches,60614
subway sandwich store,1932646,chicago,il,pass,-87.69924898,41.99767708,20160613,risk 1 (high),(41.99767707665171,1330081,restaurant,2750 w devon ave,canvass re-inspection,subway sandwich store,60659
exchequer restaurant,1932644,chicago,il,pass,-87.62625048,41.87890404,20160613,risk 1 (high),(41.87890403884019,1732,restaurant,224-226 s wabash ave,canvass,exchequer restaurant,60604
bacolod chicken haus,1932642,chicago,il,pass,-87.71696834,41.99613933,20160613,risk 1 (high),(41.996139331170895,2232086,restaurant,6320 n lincoln ave,canvass,bacolod chicken haus,60659
naansense,1932571,chicago,il,pass,-87.6337665,41.88513653,20160610,risk 1 (high),(41.88513652775062,2437979,restaurant,171 n wells st,canvass,naansense chicago,60606
lyndale foods inc.,1932640,chicago,il,pass,-87.72160749,41.92191073,20160613,risk 3 (low),(41.92191072987301,1493617,grocery store,3756 w lyndale st,complaint,lyndale foods inc.,60647
horse thief hollow,1932648,chicago,il,fail,-87.6816838,41.70372586,20160613,risk 1 (high),(41.703725857370614,2138161,restaurant,10426 s western ave,canvass,horse thief hollow,60643
frank & marys,1932645,chicago,il,pass,-87.69047826,41.93416814,20160613,risk 1 (high),(41.93416814341909,955,restaurant,2905 n elston ave,canvass,fredys inn,60618
crew bar & grill,1932643,chicago,il,fail,-87.65982315,41.96919271,20160613,risk 1 (high),(41.969192709328894,1447978,restaurant,4804 n broadway,canvass,crew bar & grill,60640
cocula restaurant,1932639,chicago,il,pass w/ conditions,-87.72313507,41.79748341,20160613,risk 1 (high),(41.79748340867383,75052,restaurant,5241 s pulaski rd,canvass,cocula restaurant,60632
los tres panchos,1932638,chicago,il,pass,-87.65805863,41.93245781,20160613,risk 1 (high),(41.93245780886835,2392091,restaurant,1155 w diversey pkwy,canvass,los tres panchos corporation,60614
brothers submarine & chicken,1932635,chicago,il,not ready,-87.65456552,41.77971768,20160613,risk 2 (medium),(41.77971768255646,2464826,grocery store,1200 w 63rd st,license,brothers submarine & chicken,60636
india house,1932633,chicago,il,fail,-87.63034188,41.89152757,20160613,risk 1 (high),(41.891527574142366,1379248,restaurant,59 w grand ave,canvass,india house,60610
mia figlia,1932631,chicago,il,no entry,-87.7610026,41.99743675,20160613,risk 1 (high),(41.997436752172106,2031440,restaurant,5304 w devon ave,canvass,mia figlia,60646
babas famous steak & lemonade,1932632,chicago,il,pass w/ conditions,-87.57378734,41.76599,20160613,risk 2 (medium),(41.765990001140594,1677267,restaurant,2101 e 71st st,canvass,babas famous steak & lemonade,60649
classics,1932628,chicago,il,pass w/ conditions,-87.60085932,41.78786254,20160613,risk 1 (high),(41.78786254105026,33339,restaurant,1010 e 59th st,canvass,the nonesuch,60637
kids hope united-northern region,1932629,chicago,il,pass,-87.63963029,41.83824035,20160613,risk 1 (high),(41.83824034516975,2215735,daycare (2 - 6 years),514 w 31st st,license,bridgeport child development center 2,60616
apart  pizza  co.,1752224,chicago,il,pass,-87.66023971,41.98439695,20160613,risk 2 (medium),(41.984396946897796,2026941,restaurant,5624 n broadway,canvass,apart pizza company chicago,60660
moher public house,1932623,chicago,il,pass,-87.76125862,41.99743523,20160613,risk 1 (high),(41.997435233866156,2147874,restaurant,5310 w devon ave,canvass,moher public house,60646
orbit sub,1932624,chicago,il,out of business,-87.57817739,41.76633652,20160613,risk 2 (medium),(41.76633652206993,1120400,restaurant,1912 e 71st st,canvass,orbit sub,60649
east of the ryan,1932626,chicago,il,pass,-87.60211212,41.7514313,20160613,risk 1 (high),(41.7514313030561,12280,restaurant,914 e 79th st,canvass,east of the ryan,60619
kids hope united-northern region,1932625,chicago,il,pass,-87.63883491,41.83840149,20160613,risk 1 (high),(41.838401488293364,2215733,daycare (2 - 6 years),3053 s normal ave,license,bridgeport child development center 1,60616
rosals cucina inc,1932618,chicago,il,no entry,-87.65642987,41.86953072,20160613,risk 1 (high),(41.86953071519485,21087,restaurant,1154 w taylor st,canvass,rosals cucina inc,60607
,1932617,chicago,il,pass,-87.61945866,41.89021914,20160613,risk 1 (high),(41.89021914224843,2314647,restaurant,455 n park dr,canvass,the loews chicago,60611
harris cafe,1932616,chicago,il,pass,-87.59737852,41.78585734,20160613,risk 1 (high),(41.78585733608693,33354,restaurant,1155 e 60th st,canvass,1155 cafeteria,60637
red fish & chicken grill,1746277,chicago,il,fail,-87.65351329,41.77951326,20160613,risk 2 (medium),(41.7795132569961,2303968,restaurant,1137 w 63rd st,complaint,red fish & chicken grill,60621
kfc,1932613,chicago,il,pass,-87.69019677,42.00419503,20160613,risk 1 (high),(42.00419502946274,1695369,restaurant,6732 n western ave,canvass,kfc,60645
club gene & georgetti,1932611,chicago,il,pass,-87.63570316,41.89080301,20160613,risk 1 (high),(41.89080300643308,23496,restaurant,500 n franklin st,canvass re-inspection,club gene & georgetti,60610
mm.que rico,1932713,chicago,il,out of business,-87.68578694,41.94301518,20160613,risk 1 (high),(41.94301517823736,1765710,restaurant,2301 w roscoe st,canvass,mm.que rico,60618
little genius community daycare,1932610,chicago,il,pass,-87.64775773,41.70698226,20160613,risk 1 (high),(41.706982259265786,2359451,daycare (2 - 6 years),1000 w 103rd st,canvass,little genius community daycare 11,60643
the slide shoppe,1932612,chicago,il,pass,-87.69339021,41.93585596,20160613,risk 1 (high),(41.93585595927702,2263204,restaurant,3006 n elston ave,canvass,valentina food trucks llc,60618
chartwells dining,1932619,chicago,il,fail,-87.65368543,41.92323687,20160613,risk 1 (high),(41.92323686568482,1193131,restaurant,2250 n sheffield ave,canvass,chartwells dining,60614
nandos peri peri,1584184,chicago,il,pass,-87.62634253,41.88152837,20151110,risk 1 (high),(41.88152837257798,2418961,restaurant,22 s wabash ave,license,nandos peri peri,60603
mariscos la diabla,1932609,chicago,il,fail,-87.72871397,41.7786963,20160613,risk 1 (high),(41.77869630305849,2086,restaurant,4222-4224 w 63rd st,canvass,midway lounge,60629
als italian beef inc,1932607,chicago,il,pass,-87.6541691,41.86934859,20160613,risk 1 (high),(41.86934858842258,37788,restaurant,1079 w taylor st,canvass,als italian beef inc,60607
,1932608,chicago,il,pass w/ conditions,-87.61945866,41.89021914,20160613,risk 1 (high),(41.89021914224843,2314641,restaurant,455 n park dr,canvass,the loews chicago,60611
duffys tavern & grille,1932605,chicago,il,pass,-87.64018629,41.9330041,20160613,risk 1 (high),(41.93300409973139,2158028,restaurant,420-422 w diversey pkwy,canvass,duffys tavern & grille,60614
city press juice,1932604,chicago,il,pass,-87.68142667,41.91052042,20160613,risk 3 (low),(41.91052042419102,2463575,grocery store,2136 w north ave,license,city press juice & bottle,60647
ovie bar and grill,1932602,chicago,il,pass,-87.63994016,41.88387174,20160613,risk 1 (high),(41.88387173662125,2141717,restaurant,120 n canal st,canvass,ovie bar and grill,60606
mariscos luis,1932601,chicago,il,pass,-87.72964243,41.80768469,20160613,risk 1 (high),(41.80768469489128,1305117,restaurant,4225 w 47th st,canvass re-inspection,mexican restaurant,60632
bouchet modular math and science academy,1575505,chicago,il,pass,-87.57615847,41.76240594,20150914,risk 1 (high),(41.7624059442705,70205,school,2001 e 73rd st,canvass,bouchet elementary,60649
city fresh market,1932597,chicago,il,pass,-87.70940736,41.99727847,20160613,risk 1 (high),(41.9972784744174,1479959,grocery store,3201 w devon ave,canvass,city fresh market,60659
most worshipful st. johns  grand lodge,1932696,chicago,il,no entry,-87.60159144,41.75916818,20160613,risk 1 (high),(41.75916817600598,48863,banquet hall,7443 s ingleside ave,canvass,most worshipful st. johns  grand lodge,60619
cafe lappetito,1932598,chicago,il,fail,-87.64465928,41.94277375,20160613,risk 1 (high),(41.94277375075599,2373553,restaurant,3332 n broadway,canvass,cafe lappetito,60657
family dollar store #6642,1932595,chicago,il,fail,-87.61517429,41.73660345,20160613,risk 3 (low),(41.73660345424306,1678787,grocery store,364 e 87th st,complaint,family dollar store #6642,60619
south - east asia center,1932596,chicago,il,pass,-87.65872254,41.9716356,20160613,risk 1 (high),(41.971635603665085,2215683,daycare (2 - 6 years),1124 w ainslie st,canvass,south - east asia center,60640
green monkey inc.,1932606,chicago,il,pass w/ conditions,-87.62722406,41.86500783,20160613,risk 1 (high),(41.86500783111907,1894606,restaurant,1325 s state st,canvass,green monkey inc.,60605
chicago child care society,1932594,chicago,il,pass,-87.59795762,41.79612995,20160613,risk 1 (high),(41.79612995442628,2215530,childrens services facility,5467 s university ave,license,chicago child care society,60615
jordan valley,1932600,chicago,il,fail,-87.57628573,41.76262377,20160613,risk 2 (medium),(41.76262377222808,54266,grocery store,1976 e 73rd st,canvass,jordan valley,60649
tanuki,1932533,chicago,il,pass,-87.65413668,41.93648903,20160610,risk 1 (high),(41.93648903398478,2220756,restaurant,3006 n sheffield ave,canvass,tanuki,60657
chinatown market inc.,1932592,chicago,il,pass,-87.63261691,41.85379705,20160613,risk 2 (medium),(41.853797051587044,1444833,grocery store,2121 s archer ave,complaint,chinatown market inc.,60616
taqueria archer,1746276,chicago,il,pass,-87.6812133,41.82805948,20160613,risk 1 (high),(41.82805948367949,59961,restaurant,3617-3623 s archer ave,short form complaint,taqueria archer,60609
south-east asia center,1932593,chicago,il,pass,-87.65960283,41.9719246,20160613,risk 1 (high),(41.97192459527153,2334806,childrens services facility,4915 n broadway,canvass,south-east asia center,60640
the waterfront cafe,1752223,chicago,il,pass,-87.65539831,41.99520222,20160613,risk 1 (high),(41.99520222185558,1974239,restaurant,6219 n sheridan rd,canvass,the waterfront cafe,60660
nonno pino,1932589,chicago,il,pass,-87.81689426,42.00310351,20160613,risk 1 (high),(42.00310350668988,56711,restaurant,6718 n northwest hwy,canvass,nonno pino,60631
parachute,1932590,chicago,il,pass,-87.7063143,41.94474528,20160613,risk 1 (high),(41.944745276013094,2298931,restaurant,3500 n elston ave,canvass,parachute,60618
asador,1932588,chicago,il,pass,-87.72682517,41.80772111,20160613,risk 1 (high),(41.80772111499567,2179622,restaurant,4117 w 47th st,canvass re-inspection,restaurant el asador ii,60632
eddies sunshine food & liquor,1791212,chicago,il,pass,-87.621011,41.69781792,20160610,risk 1 (high),(41.697817923534046,24217,grocery store,10806 s michigan ave,canvass re-inspection,eddies sunshine food & liquor,60628
supermercado la victoria,1932587,chicago,il,pass,-87.72141633,41.77856733,20160613,risk 1 (high),(41.778567329202176,1767453,grocery store,3927-3929 w 63rd st,canvass,supermercado la victoria,60629
united educational cultural academy,1791213,chicago,il,fail,-87.65390483,41.70692838,20160613,risk 1 (high),(41.70692838430645,2215661,childrens services facility,1236 -1242 w 103rd st,canvass,united educational cultural academy,60643
kingdom academy learning center,1679212,chicago,il,pass,-87.68246971,42.01935414,20160613,risk 1 (high),(42.019354140976716,2423075,childrens services facility,2053 w howard st,canvass,kingdom academy learning center,60645
metropolitan club,1932581,chicago,il,pass,-87.63652387,41.87856015,20160613,risk 1 (high),(41.87856015362371,45113,restaurant,233 s wacker dr,canvass re-inspection,metropolitan club,60606
tri star catering,1932580,chicago,il,out of business,-87.63710396,41.87941085,20160613,risk 1 (high),(41.8794108457744,46598,grocery store,150 s wacker dr,canvass,tri star catering,60606
pizza imperio,1932579,chicago,il,pass,-87.71503901,41.96827376,20160613,risk 2 (medium),(41.96827375769163,2469891,restaurant,3441 w lawrence ave,license re-inspection,pizza imperio,60625
white castle systems inc,1932577,chicago,il,pass,-87.68584255,41.86672491,20160613,risk 2 (medium),(41.866724906466516,50282,restaurant,2356 w roosevelt rd,complaint re-inspection,white castle systems inc,60608
red robins burger works,1781221,chicago,il,pass,-87.63353327,41.88205759,20160613,risk 1 (high),(41.88205759473728,2359956,restaurant,190 w madison st,complaint re-inspection,red robin burger works,60602
panera bread,1932576,chicago,il,pass w/ conditions,-87.63837089,41.90390274,20160613,risk 1 (high),(41.90390274274689,2184051,restaurant,400 w division st,canvass,panera bread #1640,60610
roditys restaurant,1932583,chicago,il,fail,-87.64740622,41.8784832,20160613,risk 1 (high),(41.878483200196115,8507,restaurant,222 s halsted st,canvass re-inspection,roditys restaurant,60661
piatto pronto,1752222,chicago,il,pass,-87.66907288,41.98426104,20160613,risk 1 (high),(41.98426104455851,1841223,grocery store,5624 n clark st,canvass re-inspection,piatto pronto,60660
capri pizza,1932574,chicago,il,pass,-87.55152211,41.73489771,20160610,risk 1 (high),(41.7348977118572,2326483,restaurant,8820-8824 s commercial ave,canvass,capri pizza,60617
precious little ones learning center,1932572,chicago,il,pass,-87.6103618,41.80958823,20160610,risk 1 (high),(41.809588233119534,2215946,daycare combo 1586,624 - 626 e 47th st,license re-inspection,precious little ones learning center,60653
adobo grill,1932569,chicago,il,pass,-87.63538198,41.91104754,20160610,risk 3 (low),(41.911047541225514,2457997,restaurant,215 w north ave,license re-inspection,adobo grill,60610
target,1932570,chicago,il,pass,-87.70208489,41.94653898,20160610,risk 2 (medium),(41.9465389829682,1383221,restaurant,2939 w addison st,canvass,target store #1437,60618
tommys on higgins,1932567,chicago,il,pass,-87.80207994,41.98016396,20160610,risk 1 (high),(41.980163961768156,37611,restaurant,6954 w higgins ave,canvass,tommys on higgins,60656
burger king,1932566,chicago,il,pass,-87.78556721,41.92378619,20160610,risk 2 (medium),(41.92378618871128,2469273,restaurant,6400 w fullerton ave,license re-inspection,burger king,60707
churchs chicken # 1142,1932562,chicago,il,pass,-87.62576655,41.78746729,20160610,risk 2 (medium),(41.78746729019981,1273279,restaurant,6 w 59th st,complaint,churchs chicken # 1142,60621
piatto pronto,1752221,chicago,il,fail,-87.66907288,41.98426104,20160610,risk 1 (high),(41.98426104455851,1841223,grocery store,5624 n clark st,canvass re-inspection,piatto pronto,60660
normans bistro,1932563,chicago,il,pass w/ conditions,-87.60178732,41.81676172,20160610,risk 1 (high),(41.81676172087383,1908804,restaurant,1001-1003 e 43rd st,canvass,normans,60653
the market place foodstore,1932786,chicago,il,out of business,-87.64221885,41.93274396,20160610,risk 1 (high),(41.93274395710293,10794,grocery store,521 w diversey pkwy,canvass,the market place foodstore,60614
freshii,1932561,chicago,il,pass w/ conditions,-87.6349552,41.88807428,20160610,risk 1 (high),(41.8880742810662,2427846,restaurant,222 w merchandise mart plz,canvass,freshii 1871,60654
jamaican gates,1932558,chicago,il,pass w/ conditions,-87.64300674,41.70790993,20160610,risk 1 (high),(41.70790992815699,1986698,restaurant,10226 s halsted st,complaint re-inspection,jamaican  gates,60628
merkles bar & grill,1932560,chicago,il,pass,-87.65571319,41.9459919,20160610,risk 1 (high),(41.94599190258738,1358623,restaurant,3516 n clark st,canvass re-inspection,merkles bar & grill,60657
jinya ramen bar,1932554,chicago,il,pass,-87.64324938,41.93272356,20160610,risk 1 (high),(41.932723556914546,2391406,restaurant,553-555 w diversey pkwy,complaint re-inspection,jinya ramen bar,60614
